candidate_index,candidate_id,beta_flex,beta_extend,included,inclusion_reason,finite,duration_s,sample_count,hip_min_deg,hip_max_deg,hip_rom_deg,knee_min_deg,knee_max_deg,knee_rom_deg,hip_min_error_deg,hip_max_error_deg,hip_rom_error_deg,knee_min_error_deg,knee_max_error_deg,knee_rom_error_deg,hip_q_max_abs_error_rad,hip_dq_max_abs_error_rad_s,hip_ddq_max_abs_error_rad_s2,max_knee_displacement_deg,rms_knee_displacement_deg,max_knee_displacement_fraction_of_rom,rms_knee_displacement_fraction_of_rom,joint_space_path_length_deg,signed_qspace_area_deg2,flex_coordination_slope,extension_coordination_slope,flex_knee_midpoint_time_s,extension_knee_midpoint_time_s,peak_abs_knee_dq_deg_s,rms_knee_dq_deg_s,peak_abs_knee_ddq_deg_s2,rms_knee_ddq_deg_s2,peak_abs_knee_jerk_deg_s3,rms_knee_jerk_deg_s3,peak_dq_ratio,rms_dq_ratio,peak_ddq_ratio,rms_ddq_ratio,peak_jerk_ratio,minimum_warp_derivative,warped_phase_min,warped_phase_max,q_closure_error_rad,dq_closure_error_rad_s,ddq_closure_error_rad_s2,branch_anchor_q_max_error_rad,branch_anchor_dq_max_error_rad_s,branch_anchor_ddq_max_error_rad_s2,kinematic_gate_pass,exclusion_reason
304,MYOLEG_V3_K0304,0.0,-0.02,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897422755316,119.49998412614971,101.1790867033944,0.0,0.0,0.0,1.1082512685334223e-09,1.5873850287562163e-05,1.5874958535277983e-05,0.0,0.0,0.0,3.136880825625255,0.7711611893035337,0.031003248157850178,0.00762174371636028,268.10973679556685,810.1586941020072,1.208602832862683,1.218805799233494,4.56993873413117,19.21896131637431,28.53578196455092,11.755529462937485,16.09720206792273,6.1689914545420015,145.30335060383544,25.437603507969463,1.0079845908303746,1.0019926402089256,0.9210129268214491,1.0043710713546727,0.932581833150526,0.9313104059695678,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
305,MYOLEG_V3_K0305,0.0,-0.0175,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897422616778,119.49998613167573,101.17908870905895,0.0,0.0,0.0,9.697131986285967e-10,1.386832427385798e-05,1.3869293994162035e-05,0.0,0.0,0.0,2.7445528219890605,0.674838142530989,0.027125688527071912,0.00666973836824057,268.00263143133475,796.9522270170094,1.208602832862683,1.2192654079966614,4.56993873413117,19.20628859453298,28.465887304463088,11.751177911370712,16.087660631715263,6.1567417977328756,154.01699293376635,24.711724975405954,1.0055156646086443,1.0016217319774299,0.9204670067261158,1.0023767095495433,0.9885074845804146,0.9398966052233718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
306,MYOLEG_V3_K0306,0.0,-0.015,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897422478232,119.49998813111254,101.1790907086343,0.0,0.0,0.0,8.311680232964136e-10,1.1868887455079857e-05,1.1869718633761295e-05,0.0,0.0,0.0,2.3528674993023913,0.5784819993695186,0.02325448081020816,0.005717405913158234,267.8973563002869,783.7254902860707,1.208602832862683,1.2197223808925894,4.56993873413117,19.19352214062332,28.40450123231412,11.747239167156815,16.223553991640394,6.145178516720083,123.24018981046099,24.016565454448124,1.0033472917603155,1.0012860097348517,0.9282422424864752,1.0004940963177413,0.7909766819115921,0.9484828044771758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
307,MYOLEG_V3_K0307,0.0,-0.0125,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.3208974223397,119.4999901244627,101.179092702123,0.0,0.0,0.0,6.926370588189457e-10,9.875537301695658e-06,9.876229938754477e-06,0.0,0.0,0.0,1.9614347030585435,0.4820990404470719,0.01938576892930644,0.004764808425472396,267.7939265069841,770.4793036824435,1.208602832862683,1.2201767039844738,4.56993873413117,19.180569673744735,28.391788849990814,11.743706301551859,16.83351829494726,6.155212718350496,140.82080421526388,24.607603063319004,1.00289824552389,1.000984882903757,0.9631417862627658,1.0021277607369563,0.9038120813804248,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
308,MYOLEG_V3_K0308,0.0,-0.01,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742220117,119.49999211172863,101.17909468952746,0.0,0.0,0.0,5.541060943414777e-10,7.888271369438371e-06,7.888825479085426e-06,0.0,0.0,0.0,1.5698411540892891,0.38569551500336574,0.015515468254658679,0.0038120076693177202,267.6923510297615,757.2144914653444,1.208602832862683,1.2206283647556,4.56993873413117,19.16742190058873,28.356304303139876,11.740571198160255,16.853202118937624,6.177655196636908,157.96667849559367,25.760204291737637,1.0016448060182623,1.000717659676204,0.9642680103275384,1.0057816117961569,1.0138572441441824,0.9656552029847839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
309,MYOLEG_V3_K0309,0.0,-0.0075,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742206264,119.49999409291286,101.17909667085021,0.0,0.0,0.0,4.155751298640098e-10,5.907087142986711e-06,5.9075027252220025e-06,0.0,0.0,0.0,1.1777247814558365,0.28927771485962966,0.011640000271239886,0.002859065829681712,267.5926379274242,743.9318991917484,1.208602832862683,1.2210773497890821,4.56993873413117,19.154345201844986,28.297172258414612,11.737842027825712,16.86687724164785,6.161694812206987,146.64828316784107,24.462656645307266,0.9995560533784573,1.0004850365010667,0.9650504422519711,1.0031831078871736,0.9412138410897228,0.9742414022385879,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
310,MYOLEG_V3_K0310,0.0,-0.005,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421924116,119.49999606801782,101.1790986460937,0.0,0.0,0.0,2.7705127081389946e-10,3.9319821780736675e-06,3.932259232897195e-06,0.0,0.0,0.0,0.7851695873917066,0.19285173387292895,0.007760195212086137,0.0019060431349802185,267.49480377687587,730.6323528424334,1.208602832862683,1.2215236481158758,4.56993873413117,19.141194018409518,28.31757034209829,11.735520470654812,16.87446243162595,6.158695743132035,116.06324038737841,23.90620339679936,1.0002765857283735,1.0002871565836713,0.9654844343204529,1.0026948306311467,0.7449137892006357,0.9828276014923919,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
311,MYOLEG_V3_K0311,0.0,-0.0025,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421785588,119.49999803704607,101.17910061526048,0.0,0.0,0.0,1.3852385905011033e-10,1.962953930956246e-06,1.96309245836801e-06,0.0,0.0,0.0,0.392489412104041,0.0964237695719789,0.0038791549055309893,0.000953000838264092,267.39886439303433,717.3166882217818,1.208602832862683,1.2219672498733678,4.56993873413117,19.127861080233778,28.315198396421966,11.733599981693235,16.945534181989466,6.1802666671671105,128.11485656355535,24.80849559315917,1.0001928002307485,1.0001234620592205,0.9695508553382437,1.0062067842856244,0.8222631294553465,0.991413800746196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
312,MYOLEG_V3_K0312,0.0,0.0,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.304828123149,703.9857412207765,1.2086028328626828,1.2224081452046176,4.569938734131171,19.114337507314264,28.3097402719651,11.732151506109204,17.477715674932533,6.142143706131845,155.8076143441048,23.816911829039242,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
313,MYOLEG_V3_K0313,0.0,0.0025,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421508548,119.5000019568824,101.17910453537385,0.0,0.0,0.0,1.3851675362275273e-10,1.956882400122595e-06,1.957020913323504e-06,0.0,0.0,0.0,0.39196854616362486,0.09641351527618867,0.003874006945852134,0.0009528994903026165,267.21269994787394,690.6403462163884,1.208602832862683,1.2228463250170662,4.56993873413117,19.100944809839206,28.314630669960493,11.730969895781403,17.865212079480465,6.201196298773072,141.23249587058237,24.83744422212648,1.0001727461272485,0.999899284429869,1.0221708838703505,1.0096143293720519,0.906454389056154,0.991413800746196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
314,MYOLEG_V3_K0314,0.0,0.005,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742137003,119.50000390769671,101.17910648632667,0.0,0.0,0.0,2.7703350724550546e-10,3.9076967084383796e-06,3.907973734840198e-06,0.0,0.0,0.0,0.7840425397451867,0.19281087920994786,0.0077490560774447015,0.0019056393493966347,267.12248720524457,677.2813315297212,1.208602832862683,1.2232817832756753,4.56993873413117,19.087458454164246,28.371180414327203,11.730264664279964,17.89797162406506,6.200287353071306,110.64710342409822,23.942890709192884,1.0021702827992014,0.9998391734177438,1.0240452446388792,1.009466344279997,0.7101520929505504,0.9828276014923919,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
315,MYOLEG_V3_K0315,0.0,0.0075,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742123152,119.50000585244669,101.17910843121517,0.0,0.0,0.0,4.155431554409006e-10,5.852446690823854e-06,5.852862230426581e-06,0.0,0.0,0.0,1.1762909835079256,0.28918614859576813,0.011625829381091888,0.002858160837825408,267.03419353714605,663.9095239678745,1.208602832862683,1.2237145147097868,4.56993873413117,19.073795922178714,28.418255555050578,11.72995794598145,17.924953109095192,6.2237636218640855,135.34652626527935,24.504705538519346,1.003833143011663,0.9998130300204007,1.0255890095983258,1.0132885063647659,0.8686772263027105,0.9742414022385879,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
316,MYOLEG_V3_K0316,0.0,0.01,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421093008,119.50000779113599,101.17911037004298,0.0,0.0,0.0,5.540563563499745e-10,7.791135985257824e-06,7.79169003806146e-06,0.0,0.0,0.0,1.568271000147206,0.38553334989933236,0.0154999496949752,0.003810404916378616,266.9478149139544,650.5257501355846,1.208602832862683,1.2241445140582863,4.56993873413117,19.059951729088283,28.418600416398924,11.730049529553618,17.94607278312255,6.261718955683985,168.8268843037757,25.896078144124623,1.003845324732337,0.9998208362247545,1.0267973868496876,1.0194679993294142,1.083559908252735,0.9656552029847839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
317,MYOLEG_V3_K0317,0.0,0.0125,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420954502,119.5000097237683,101.17911230281379,0.0,0.0,0.0,6.925624518316909e-10,9.723768300773372e-06,9.724460852567063e-06,0.0,0.0,0.0,1.9596407771927744,0.48184667574985135,0.019368038727910555,0.0047623141881171565,266.86334586008957,637.1308317669758,1.208602832862683,1.224571777995766,4.56993873413117,19.046343441477777,28.514885086683094,11.730547437927019,18.42832285967733,6.2603573631627505,138.34003903761916,24.774566014346348,1.0072464393084224,0.9998632758721748,1.0543896698187056,1.019246318986788,0.8878901048577249,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
318,MYOLEG_V3_K0318,0.0,0.015,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420815992,119.50001165034739,101.1791142295314,0.0,0.0,0.0,8.31072100027086e-10,1.1650347389036142e-05,1.1651178454030742e-05,0.0,0.0,0.0,2.3500058180757577,0.5781206073672999,0.02322619748733111,0.0057138341083783,266.7807875281215,623.7255618658623,1.208602832862683,1.2249963042923815,4.56993873413117,19.032584811943096,28.616864610630216,11.731445080528912,19.1336424547948,6.269424501275218,107.57446725364329,24.114679009811184,1.0108487162268054,0.9999397872095391,1.0947450348009313,1.020722536175164,0.6904313868516242,0.9484828044771758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
319,MYOLEG_V3_K0319,0.0,0.0175,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420677493,119.50001357087694,101.17911615019945,0.0,0.0,0.0,9.695710900814447e-10,1.357087694486836e-05,1.3571846508853014e-05,0.0,0.0,0.0,2.7389654979544247,0.6743495513550021,0.027070466412106926,0.006664909395028354,266.7001392404369,610.310729025092,1.208602832862683,1.2254180902470617,4.56993873413117,19.0186575345024,28.670776504568437,11.732734615776206,19.18761383075747,6.299513693326464,146.80403839323492,24.72909533015704,1.0127530747062652,1.0000497018527845,1.0978330456695415,1.0256213456936074,0.942213504848452,0.9398966052233718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
320,MYOLEG_V3_K0320,0.0,0.02,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420538994,119.50001548536063,101.17911806482164,0.0,0.0,0.0,1.1080700801358034e-09,1.5485360634670542e-05,1.548646869764525e-05,0.0,0.0,0.0,3.126133388416065,0.7705278737284346,0.030897026251000714,0.007615484364785099,266.62139424922,596.8871272187248,1.208602832862683,1.2258371351157586,4.56993873413117,19.004662112121984,28.69770847157522,11.734420588990474,19.236135979165837,6.332699471406245,169.39979209628154,25.587025403915913,1.0137044068890424,1.000193407226295,1.1006092750870942,1.0310243091649196,1.0872369287559855,0.9313104059695678,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
321,MYOLEG_V3_K0321,0.0,0.0225,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420400495,119.5000173938022,101.1791199734017,0.0,0.0,0.0,1.2465690701901622e-09,1.739380219589748e-05,1.739504875786224e-05,0.0,0.0,0.0,3.513433459370134,0.8666503303726508,0.03472489249100956,0.008565507187628179,266.54454642803404,583.4555242905394,1.208602832862683,1.2262534430195817,4.56993873413117,18.99084984815852,28.856772910770637,11.73650646318466,19.279124433876387,6.339715709826327,138.62039526569848,24.782207322778365,1.0193231246048293,1.0003711985029504,1.1030688902627892,1.0321666201813613,0.8896894792288653,0.9227242067157637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
322,MYOLEG_V3_K0322,0.0,0.025,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742026201,119.50001929620531,101.1791218759433,0.0,0.0,0.0,1.3850538493898057e-09,1.929620530916054e-05,1.9297590355904504e-05,0.0,0.0,0.0,3.902294083841028,0.962711629168915,0.038568182405246156,0.009514925559093515,266.469597092315,570.0167128889398,1.208602832862683,1.226667019193628,4.56993873413117,18.976893658031347,28.968470969733104,11.738977576494158,19.316494728764795,6.363508507387444,129.22125481815627,24.630215806716137,1.0232686945001872,1.000581825966141,1.1052070584069253,1.0360403161903562,0.8293641832726357,0.9141380074619597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
323,MYOLEG_V3_K0323,0.0,0.0275,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420123522,119.50002119257371,101.1791237724502,0.0,0.0,0.0,1.523542181303128e-09,2.119257371191452e-05,2.1194097257648536e-05,0.0,0.0,0.0,4.289672147017967,1.0587065039194314,0.04239681947856823,0.010463687430905713,266.3965454191831,556.5714430303325,1.208602832862683,1.2270778628092935,4.56993873413117,18.962778984041407,29.032417606193224,11.741830920302904,19.741422595163087,6.402009911439662,155.56153811782542,25.33657414325409,1.0255275155224148,1.0008250331738948,1.1295196101328782,1.042308714634662,0.9984206405616615,0.9055518082081557,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
324,MYOLEG_V3_K0324,0.0,0.03,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089741998503,119.50002308291111,101.17912566292608,0.0,0.0,0.0,1.6620340659301291e-09,2.3082911113192495e-05,2.308457314370571e-05,0.0,0.0,0.0,4.675211981898585,1.1546297019390144,0.04620728848902478,0.01141174088834076,266.3253863197637,543.1204633297732,1.208602832862683,1.227485975564794,4.56993873413117,18.948749014913556,29.1233380058049,11.7450858630915,20.709464944166353,6.433067707575727,174.05830523484076,25.696073753429847,1.0287391451148529,1.0011024710152745,1.1849068453418639,1.0473652222030307,1.11713606531725,0.8969656089543517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
325,MYOLEG_V3_K0325,0.0025,-0.03,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897423309514,119.49997604310423,101.17907861979471,0.0,0.0,0.0,1.6624497334305488e-09,2.395689577383564e-05,2.3958558230674498e-05,0.0,0.0,0.0,4.704586410061594,1.1576301987256206,0.04649760958710194,0.0114413961897829,268.59143520135376,855.6574304987383,1.2085742455822843,1.2169413400568079,4.563071875819731,19.268770856157552,28.826181129143148,11.786659575115513,15.562447731862543,6.171832761469789,133.79963387771448,24.397487268691147,1.018242514845305,1.0046460420305623,0.8904165751010031,1.0048336634175954,0.8587490055666653,0.8969656089543516,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
326,MYOLEG_V3_K0326,0.0025,-0.0275,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897423170962,119.49997807301177,101.17908064984081,0.0,0.0,0.0,1.523897452671008e-09,2.1926988225118293e-05,2.1928512126123678e-05,0.0,0.0,0.0,4.314234173596276,1.0616502019592093,0.04263957737968015,0.01049278136398837,268.4771244057929,842.5402528089016,1.2085742455822843,1.217411322068233,4.563071875819731,19.256576662939548,28.745057055992522,11.780716182858983,16.045520479803653,6.162518280864921,162.80055942219457,24.425206660485074,1.0153769260984182,1.00413945189205,0.9180559278016515,1.0033171764953555,1.0448819212560798,0.9055518082081557,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
327,MYOLEG_V3_K0327,0.0025,-0.025,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897423032413,119.49998009682022,101.1790826737878,0.0,0.0,0.0,1.3853487246251461e-09,1.9903179776292745e-05,1.990456513567551e-05,0.0,0.0,0.0,3.9223937054616584,0.9656412642446098,0.038766836288394266,0.00954388050137941,268.36459725895827,829.3995053664883,1.2085742455822843,1.217878737732475,4.563071875819731,19.244230170288734,28.63648689763539,11.775196534103792,16.09718079722128,6.143291389876129,133.02105938186398,23.61915638709408,1.0115418446983726,1.0036689798944527,0.9210117098030558,1.0001868539388192,0.8537519808761325,0.9141380074619597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
328,MYOLEG_V3_K0328,0.0025,-0.0225,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742289386,119.49998211453203,101.17908469163817,0.0,0.0,0.0,1.2467964438656054e-09,1.788546796888113e-05,1.7886714772430423e-05,0.0,0.0,0.0,3.529714758737285,0.8696195048917482,0.03488580812429997,0.008594852916572533,268.2538680661206,816.2359956734813,1.2085742455822843,1.2183435693584845,4.563071875819731,19.23169443870321,28.582100930702534,11.770068612779944,16.542566855703566,6.144464246022682,160.99737786428645,24.112392975698526,1.0096207402865913,1.0032318971205747,0.9464947916179798,1.000377806186547,1.0333087926545101,0.9227242067157637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
329,MYOLEG_V3_K0329,0.0025,-0.02,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897422755316,119.49998412614971,101.1790867033944,0.0,0.0,0.0,1.1082512685334223e-09,1.5873850287562163e-05,1.5874958535277983e-05,0.0,0.0,0.0,3.136880825625255,0.7736061665553018,0.031003248157850178,0.007645908560576749,268.14494660278024,803.0505779853414,1.2085742455822843,1.218805799233494,4.563071875819731,19.21896131637431,28.53578196455092,11.765310992847917,16.09720206792273,6.153239387780957,145.30335060383544,24.723496316363928,1.0079845908303746,1.002826377303553,0.9210129268214491,1.0018064835633909,0.932581833150526,0.9313104059695678,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
330,MYOLEG_V3_K0330,0.0025,-0.0175,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897422616778,119.49998613167573,101.17908870905895,0.0,0.0,0.0,9.697131986285967e-10,1.386832427385798e-05,1.3869293994162035e-05,0.0,0.0,0.0,2.7445528219890605,0.6776307546584823,0.027125688527071912,0.006697339049174963,268.03784123854814,789.8441109003436,1.2085742455822843,1.2192654079966614,4.563071875819731,19.20628859453298,28.465887304463088,11.760963060443803,16.087660631715263,6.14095830966778,154.01699293376635,23.976007781461504,1.0055156646086443,1.0024557775544918,0.9204670067261158,0.9998070060681123,0.9885074845804146,0.9398966052233718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
331,MYOLEG_V3_K0331,0.0025,-0.015,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897422478232,119.49998813111254,101.1790907086343,0.0,0.0,0.0,8.311680232964136e-10,1.1868887455079857e-05,1.1869718633761295e-05,0.0,0.0,0.0,2.3528674993023913,0.5817373502182103,0.02325448081020816,0.005749580055503198,267.9325661075003,776.6173741694049,1.2085742455822843,1.2197223808925894,4.563071875819731,19.19352214062332,28.40450123231412,11.757027594371797,16.223553991640394,6.129365252575894,123.24018981046099,23.258869579246348,1.0033472917603155,1.0021203347271503,0.9282422424864752,0.9979195450045896,0.7909766819115921,0.9484828044771758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
332,MYOLEG_V3_K0332,0.0025,-0.0125,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.3208974223397,119.4999901244627,101.179092702123,0.0,0.0,0.0,6.926370588189457e-10,9.875537301695658e-06,9.876229938754477e-06,0.0,0.0,0.0,1.9614347030585435,0.48600041753514606,0.01938576892930644,0.004803367544783154,267.82913631419746,763.3711875657777,1.2085742455822843,1.2201767039844738,4.563071875819731,19.180569673744735,28.391788849990814,11.753497670972058,16.83351829494726,6.139425299266246,140.82080421526388,23.868676678828823,1.00289824552389,1.0018194586774418,0.9631417862627658,0.9995574172478436,0.9038120813804248,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
333,MYOLEG_V3_K0333,0.0025,-0.01,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742220117,119.49999211172863,101.17909468952746,0.0,0.0,0.0,5.541060943414777e-10,7.888271369438371e-06,7.888825479085426e-06,0.0,0.0,0.0,1.5698411540892891,0.3905610724817059,0.015515468254658679,0.0038600962306347404,267.7275608369748,750.1063753486786,1.2085742455822843,1.2206283647556,4.563071875819731,19.16742190058873,28.356304303139876,11.750365180006403,16.853202118937624,6.161925277513654,157.96667849559367,25.055293313562675,1.0016448060182623,1.0015524581222561,0.9642680103275384,1.003220629853069,1.0138572441441824,0.9656552029847839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
334,MYOLEG_V3_K0334,0.0025,-0.0075,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742206264,119.49999409291286,101.17909667085021,0.0,0.0,0.0,4.155751298640098e-10,5.907087142986711e-06,5.9075027252220025e-06,0.0,0.0,0.0,1.1777247814558365,0.2957338623809556,0.011640000271239886,0.002922874930146171,267.62784773463756,736.8237830750826,1.2085742455822843,1.2210773497890821,4.563071875819731,19.154345201844986,28.297172258414612,11.747638284975766,16.86687724164785,6.145924044104777,146.64828316784107,23.719215164562165,0.9995560533784573,1.0013200288845996,0.9650504422519711,1.000615475337895,0.9412138410897228,0.9742414022385879,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
335,MYOLEG_V3_K0335,0.0025,-0.005,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421924116,119.49999606801782,101.1790986460937,0.0,0.0,0.0,2.7705127081389946e-10,3.9319821780736675e-06,3.932259232897195e-06,0.0,0.0,0.0,0.7851695873917066,0.2024072931051246,0.007760195212086137,0.002000485158962353,267.53001358408926,723.5242367257677,1.2085742455822843,1.2215236481158758,4.563071875819731,19.141194018409518,28.31757034209829,11.745318664114434,16.87446243162595,6.14291727549699,116.06324038737841,23.14489487394016,1.0002765857283735,1.0011223140102115,0.9654844343204529,1.0001259445239572,0.7449137892006357,0.9828276014923919,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
336,MYOLEG_V3_K0336,0.0025,-0.0025,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421785588,119.49999803704607,101.17910061526048,0.0,0.0,0.0,1.3852385905011033e-10,1.962953930956246e-06,1.96309245836801e-06,0.0,0.0,0.0,0.392489412104041,0.11434362414590021,0.0038791549055309893,0.001130111072662981,267.43407420024766,710.208572105116,1.2085742455822843,1.2219672498733678,4.563071875819731,19.127861080233778,28.315198396421966,11.7433997775273,16.945534181989466,6.164543411674832,128.11485656355535,24.075735741040155,1.0001928002307485,1.000958756065521,0.9695508553382437,1.0036468872456736,0.8222631294553465,0.991413800746196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
337,MYOLEG_V3_K0337,0.0025,0.0,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20960967731558355,0.06145665988604337,0.002071669662747425,0.0006074046746802426,267.3400379303623,696.8776251041073,1.2085742455822843,1.2224081452046176,4.563071875819731,19.114337507314264,28.290056421386033,11.741881684148314,17.826758226796514,6.210674678046367,171.58937243907474,26.361422573899457,0.999304696885596,1.0008293600738145,1.0199707191921308,1.011157500572008,1.1012900310514706,0.991413800746196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
338,MYOLEG_V3_K0338,0.0025,0.0025,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421508548,119.5000019568824,101.17910453537385,0.0,0.0,0.0,1.3851675362275273e-10,1.956882400122595e-06,1.957020913323504e-06,0.0,0.0,0.0,0.39196854616362486,0.11433497702916932,0.003874006945852134,0.0011300256091975958,267.2479097550873,683.5322300997226,1.2085742455822843,1.2228463250170662,4.563071875819731,19.100944809839206,28.314630669960493,11.740771886897654,17.865212079480465,6.185526245441334,141.23249587058237,24.10556436518017,1.0001727461272485,1.0007347655529304,1.0221708838703505,1.007063094154925,0.906454389056154,0.991413800746196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
