candidate_id,beta_flex,beta_extend,duration_s,sample_count,hip_min_deg,hip_max_deg,hip_rom_deg,knee_min_deg,knee_max_deg,knee_rom_deg,hip_min_error_deg,hip_max_error_deg,hip_rom_error_deg,knee_min_error_deg,knee_max_error_deg,knee_rom_error_deg,hip_q_max_abs_error_rad,hip_dq_max_abs_error_rad_s,hip_ddq_max_abs_error_rad_s2,max_knee_displacement_deg,rms_knee_displacement_deg,joint_space_path_length_deg,signed_qspace_area_deg2,flex_coordination_slope,extension_coordination_slope,flex_knee_midpoint_time_s,extension_knee_midpoint_time_s,kinematic_gate_pass,exclusion_reason
MYOLEG_V3_K0019,-0.03,0.0175,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420677493,119.50001357087694,101.17911615019945,0.0,0.0,0.0,9.695710900814447e-10,1.357087694486836e-05,1.3571846508853014e-05,0.0,0.0,0.0,2.7389654979544247,1.0299589313490898,266.35511105209224,699.381774156157,1.2088076365023832,1.2254180902470617,4.660852328093475,19.0186575345024,True,
MYOLEG_V3_K0020,-0.03,0.02,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420538994,119.50001548536063,101.17911806482164,0.0,0.0,0.0,1.1080700801358034e-09,1.5485360634670542e-05,1.548646869764525e-05,0.0,0.0,0.0,3.126133388416065,1.0953452821122336,266.27636606087526,685.95817234979,1.2088076365023832,1.2258371351157586,4.660852328093475,19.004662112121984,True,
MYOLEG_V3_K0021,-0.03,0.0225,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420400495,119.5000173938022,101.1791199734017,0.0,0.0,0.0,1.2465690701901622e-09,1.739380219589748e-05,1.739504875786224e-05,0.0,0.0,0.0,3.513433459370134,1.1649681875433728,266.1995182396894,672.5265694216046,1.2088076365023832,1.2262534430195817,4.660852328093475,18.99084984815852,True,
MYOLEG_V3_K0022,-0.03,0.025,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742026201,119.50001929620531,101.1791218759433,0.0,0.0,0.0,1.3850538493898057e-09,1.929620530916054e-05,1.9297590355904504e-05,0.0,0.0,0.0,3.902294083841028,1.2380960236549237,266.12456890397027,659.0877580200049,1.2088076365023832,1.226667019193628,4.660852328093475,18.976893658031347,True,
MYOLEG_V3_K0023,-0.03,0.0275,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420123522,119.50002119257371,101.1791237724502,0.0,0.0,0.0,1.523542181303128e-09,2.119257371191452e-05,2.1194097257648536e-05,0.0,0.0,0.0,4.289672147017967,1.3141261523515813,266.05151723083844,645.6424881613975,1.2088076365023832,1.2270778628092935,4.660852328093475,18.962778984041407,True,
MYOLEG_V3_K0024,-0.03,0.03,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089741998503,119.50002308291111,101.17912566292608,0.0,0.0,0.0,1.6620340659301291e-09,2.3082911113192495e-05,2.308457314370571e-05,0.0,0.0,0.0,4.675211981898585,1.3925651982772096,265.98035813141905,632.1915084608383,1.2088076365023832,1.227485975564794,4.660852328093475,18.948749014913556,True,
MYOLEG_V3_K0025,-0.0275,-0.03,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897423309514,119.49997604310423,101.17907861979471,0.0,0.0,0.0,1.6624497334305488e-09,2.395689577383564e-05,2.3958558230674498e-05,0.0,0.0,0.0,4.704586410061594,1.3569604145113467,268.23425601626434,944.1410725770597,1.2088015009251027,1.2169413400568079,4.652617877929473,19.268770856157552,True,
MYOLEG_V3_K0026,-0.0275,-0.0275,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897423170962,119.49997807301177,101.17908064984081,0.0,0.0,0.0,1.523897452671008e-09,2.1926988225118293e-05,2.1928512126123678e-05,0.0,0.0,0.0,4.314234173596276,1.2760623185680693,268.11994522070347,931.023894887223,1.2088015009251027,1.217411322068233,4.652617877929473,19.256576662939548,True,
MYOLEG_V3_K0027,-0.0275,-0.025,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897423032413,119.49998009682022,101.1790826737878,0.0,0.0,0.0,1.3853487246251461e-09,1.9903179776292745e-05,1.990456513567551e-05,0.0,0.0,0.0,3.9223937054616584,1.197370845127446,268.0074180738688,917.8831474448097,1.2088015009251027,1.217878737732475,4.652617877929473,19.244230170288734,True,
MYOLEG_V3_K0028,-0.0275,-0.0225,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742289386,119.49998211453203,101.17908469163817,0.0,0.0,0.0,1.2467964438656054e-09,1.788546796888113e-05,1.7886714772430423e-05,0.0,0.0,0.0,3.529714758737285,1.12137057783654,267.8966888810312,904.7196377518027,1.2088015009251027,1.2183435693584845,4.652617877929473,19.23169443870321,True,
MYOLEG_V3_K0029,-0.0275,-0.02,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897422755316,119.49998412614971,101.1790867033944,0.0,0.0,0.0,1.1082512685334223e-09,1.5873850287562163e-05,1.5874958535277983e-05,0.0,0.0,0.0,3.136880825625255,1.0486660052093209,267.78776741769076,891.5342200636628,1.2088015009251027,1.218805799233494,4.652617877929473,19.21896131637431,True,
MYOLEG_V3_K0030,-0.0275,-0.0175,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897422616778,119.49998613167573,101.17908870905895,0.0,0.0,0.0,9.697131986285967e-10,1.386832427385798e-05,1.3869293994162035e-05,0.0,0.0,0.0,2.7445528219890605,0.9800088413929287,267.68066205345866,878.327752978665,1.2088015009251027,1.2192654079966614,4.652617877929473,19.20628859453298,True,
MYOLEG_V3_K0031,-0.0275,-0.015,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897422478232,119.49998813111254,101.1790907086343,0.0,0.0,0.0,8.311680232964136e-10,1.1868887455079857e-05,1.1869718633761295e-05,0.0,0.0,0.0,2.430354054804667,0.9163253975461941,267.57538692241076,865.1010162477263,1.2088015009251027,1.2197223808925894,4.652617877929473,19.19352214062332,True,
MYOLEG_V3_K0032,-0.0275,-0.0125,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.3208974223397,119.4999901244627,101.179092702123,0.0,0.0,0.0,6.926370588189457e-10,9.875537301695658e-06,9.876229938754477e-06,0.0,0.0,0.0,2.430354054804667,0.8587376173160359,267.471957129108,851.8548296440991,1.2088015009251027,1.2201767039844738,4.652617877929473,19.180569673744735,True,
MYOLEG_V3_K0033,-0.0275,-0.01,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742220117,119.49999211172863,101.17909468952746,0.0,0.0,0.0,5.541060943414777e-10,7.888271369438371e-06,7.888825479085426e-06,0.0,0.0,0.0,2.430354054804667,0.8085615875660596,267.3703816518854,838.590017427,1.2088015009251027,1.2206283647556,4.652617877929473,19.16742190058873,True,
MYOLEG_V3_K0034,-0.0275,-0.0075,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742206264,119.49999409291286,101.17909667085021,0.0,0.0,0.0,4.155751298640098e-10,5.907087142986711e-06,5.9075027252220025e-06,0.0,0.0,0.0,2.430354054804667,0.7672629320565697,267.2706685495481,825.307425153404,1.2088015009251027,1.2210773497890821,4.652617877929473,19.154345201844986,True,
MYOLEG_V3_K0035,-0.0275,-0.005,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421924116,119.49999606801782,101.1790986460937,0.0,0.0,0.0,2.7705127081389946e-10,3.9319821780736675e-06,3.932259232897195e-06,0.0,0.0,0.0,2.430354054804667,0.7363440784384907,267.1728343989997,812.007878804089,1.2088015009251027,1.2215236481158758,4.652617877929473,19.141194018409518,True,
MYOLEG_V3_K0036,-0.0275,-0.0025,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421785588,119.49999803704607,101.17910061526048,0.0,0.0,0.0,1.3852385905011033e-10,1.962953930956246e-06,1.96309245836801e-06,0.0,0.0,0.0,2.430354054804667,0.7171529501662146,267.07689501515824,798.6922141834374,1.2088015009251027,1.2219672498733678,4.652617877929473,19.127861080233778,True,
MYOLEG_V3_K0037,-0.0275,0.0,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.430354054804667,0.7106411264440267,266.98285874527284,785.3612671824287,1.2088015009251027,1.2224081452046176,4.652617877929473,19.114337507314264,True,
MYOLEG_V3_K0038,-0.0275,0.0025,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421508548,119.5000019568824,101.17910453537385,0.0,0.0,0.0,1.3851675362275273e-10,1.956882400122595e-06,1.957020913323504e-06,0.0,0.0,0.0,2.430354054804667,0.7171515715115926,266.8907305699978,772.015872178044,1.2088015009251027,1.2228463250170662,4.652617877929473,19.100944809839206,True,
MYOLEG_V3_K0039,-0.0275,0.005,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742137003,119.50000390769671,101.17910648632667,0.0,0.0,0.0,2.7703350724550546e-10,3.9076967084383796e-06,3.907973734840198e-06,0.0,0.0,0.0,2.430354054804667,0.7363333794792601,266.8005178273685,758.6568574913769,1.2088015009251027,1.2232817832756753,4.652617877929473,19.087458454164246,True,
MYOLEG_V3_K0040,-0.0275,0.0075,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742123152,119.50000585244669,101.17910843121517,0.0,0.0,0.0,4.155431554409006e-10,5.852446690823854e-06,5.852862230426581e-06,0.0,0.0,0.0,2.430354054804667,0.7672284139246205,266.7122241592699,745.2850499295301,1.2088015009251027,1.2237145147097868,4.652617877929473,19.073795922178714,True,
MYOLEG_V3_K0041,-0.0275,0.01,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421093008,119.50000779113599,101.17911037004298,0.0,0.0,0.0,5.540563563499745e-10,7.791135985257824e-06,7.79169003806146e-06,0.0,0.0,0.0,2.430354054804667,0.8084842450402085,266.62584553607826,731.9012760972403,1.2088015009251027,1.2241445140582863,4.652617877929473,19.059951729088283,True,
MYOLEG_V3_K0042,-0.0275,0.0125,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420954502,119.5000097237683,101.17911230281379,0.0,0.0,0.0,6.925624518316909e-10,9.723768300773372e-06,9.724460852567063e-06,0.0,0.0,0.0,2.430354054804667,0.858595964074382,266.5413764822135,718.5063577286314,1.2088015009251027,1.224571777995766,4.652617877929473,19.046343441477777,True,
MYOLEG_V3_K0043,-0.0275,0.015,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420815992,119.50001165034739,101.1791142295314,0.0,0.0,0.0,8.31072100027086e-10,1.1650347389036142e-05,1.1651178454030742e-05,0.0,0.0,0.0,2.430354054804667,0.9160972913705021,266.4588181502454,705.101087827518,1.2088015009251027,1.2249963042923815,4.652617877929473,19.032584811943096,True,
MYOLEG_V3_K0044,-0.0275,0.0175,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420677493,119.50001357087694,101.17911615019945,0.0,0.0,0.0,9.695710900814447e-10,1.357087694486836e-05,1.3571846508853014e-05,0.0,0.0,0.0,2.7389654979544247,0.9796724595528485,266.37816986256075,691.6862549867476,1.2088015009251027,1.2254180902470617,4.652617877929473,19.0186575345024,True,
MYOLEG_V3_K0045,-0.0275,0.02,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420538994,119.50001548536063,101.17911806482164,0.0,0.0,0.0,1.1080700801358034e-09,1.5485360634670542e-05,1.548646869764525e-05,0.0,0.0,0.0,3.126133388416065,1.04820036957926,266.29942487134383,678.2626531803804,1.2088015009251027,1.2258371351157586,4.652617877929473,19.004662112121984,True,
MYOLEG_V3_K0046,-0.0275,0.0225,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420400495,119.5000173938022,101.1791199734017,0.0,0.0,0.0,1.2465690701901622e-09,1.739380219589748e-05,1.739504875786224e-05,0.0,0.0,0.0,3.513433459370134,1.1207558189581974,266.22257705015795,664.831050252195,1.2088015009251027,1.2262534430195817,4.652617877929473,18.99084984815852,True,
