swept_branch,swept_beta,beta_flex,beta_extend,finite,duration_s,sample_count,hip_min_deg,hip_max_deg,hip_rom_deg,knee_min_deg,knee_max_deg,knee_rom_deg,hip_min_error_deg,hip_max_error_deg,hip_rom_error_deg,knee_min_error_deg,knee_max_error_deg,knee_rom_error_deg,hip_q_max_abs_error_rad,hip_dq_max_abs_error_rad_s,hip_ddq_max_abs_error_rad_s2,max_knee_displacement_deg,rms_knee_displacement_deg,max_knee_displacement_fraction_of_rom,rms_knee_displacement_fraction_of_rom,joint_space_path_length_deg,signed_qspace_area_deg2,flex_coordination_slope,extension_coordination_slope,flex_knee_midpoint_time_s,extension_knee_midpoint_time_s,peak_abs_knee_dq_deg_s,rms_knee_dq_deg_s,peak_abs_knee_ddq_deg_s2,rms_knee_ddq_deg_s2,peak_abs_knee_jerk_deg_s3,rms_knee_jerk_deg_s3,peak_dq_ratio,rms_dq_ratio,peak_ddq_ratio,rms_ddq_ratio,peak_jerk_ratio,minimum_warp_derivative,warped_phase_min,warped_phase_max,q_closure_error_rad,dq_closure_error_rad_s,ddq_closure_error_rad_s2,branch_anchor_q_max_error_rad,branch_anchor_dq_max_error_rad_s,branch_anchor_ddq_max_error_rad_s2,kinematic_gate_pass,exclusion_reason
flex,-0.225,-0.225,0.0,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.691335208314797,8.078014426502907,0.27368630974830666,0.07983876334786924,270.86702813576017,1567.8256415184342,1.1990639413571724,1.2224081452046176,6.241623292891449,19.114337507314264,28.290056421386033,11.393950413053673,33.95352606330397,7.306784101638998,171.58937243907474,31.984396005631016,0.999304696885596,0.9711731396513741,1.9426752726045267,1.189614644532733,1.1012900310514706,0.2272420671576375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,warp_monotonic_reserve;maximum_knee_displacement;rms_knee_displacement;peak_ddq_ratio;rms_ddq_ratio
flex,-0.2225,-0.2225,0.0,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.28763536605237,7.9571815350906805,0.26969635696186245,0.07864451583694025,270.70913727909624,1555.5716013611177,1.1993426403884553,1.2224081452046176,6.212980041318945,19.114337507314264,28.290056421386033,11.383409261419215,35.72293575801338,7.299546464324677,171.58937243907474,31.95823503890659,0.999304696885596,0.9702746555473316,2.043913313525812,1.1884362876494357,1.1012900310514706,0.2358282664114415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,warp_monotonic_reserve;maximum_knee_displacement;rms_knee_displacement;peak_ddq_ratio;rms_ddq_ratio
flex,-0.22,-0.22,0.0,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.886239104014123,7.837134743570708,0.2657291715272278,0.07745803771585781,270.55533093087024,1543.3869799113195,1.1996172575210153,1.2224081452046176,6.184451227367069,19.114337507314264,28.290056421386033,11.37339248938949,36.91543753219145,7.268839042256966,171.58937243907474,31.853954143866186,0.999304696885596,0.9694208673888246,2.112143155248688,1.1834368243452713,1.1012900310514706,0.2444144656652456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,warp_monotonic_reserve;maximum_knee_displacement;rms_knee_displacement;peak_ddq_ratio;rms_ddq_ratio
flex,-0.2175,-0.2175,0.0,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.486991218192088,7.717864498326053,0.26178321949120475,0.07627923456179453,270.4055058032691,1531.2707091066718,1.1998877943658652,1.2224081452046176,6.154608828242777,19.114337507314264,28.290056421386033,11.364001698852734,33.74300675372194,7.20013245682905,171.58937243907474,31.576735018942944,0.999304696885596,0.9686204352999732,1.9306302597723313,1.1722507322062474,1.1012900310514706,0.2530006649190496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,warp_monotonic_reserve;maximum_knee_displacement;rms_knee_displacement;peak_ddq_ratio;rms_ddq_ratio
flex,-0.215,-0.215,0.0,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.089621914602176,7.599361025315584,0.2578558343547119,0.07510800977336848,270.2595630487815,1519.2216555985274,1.200154269977675,1.2224081452046176,6.125205853376868,19.114337507314264,28.290056421386033,11.35524543852617,30.623388842917493,7.135961743805223,171.58937243907474,31.24295903668172,0.999304696885596,0.9678740879380248,1.752139090283931,1.1618031236685695,1.1012900310514706,0.2615868641728536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,warp_monotonic_reserve;maximum_knee_displacement;rms_knee_displacement;peak_ddq_ratio;rms_ddq_ratio
flex,-0.2125,-0.2125,0.0,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.693783781427555,7.481616112467494,0.2539435824856257,0.07394428218686504,270.1174146631431,1507.2388364478152,1.200416690425911,1.2224081452046176,6.09463470353801,19.114337507314264,28.290056421386033,11.346904620433548,27.556304575400297,7.069605254443232,171.58937243907474,31.19296975762057,0.999304696885596,0.9671631511513427,1.5766536707610486,1.1509996497453292,1.1012900310514706,0.2701730634266577,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,warp_monotonic_reserve;maximum_knee_displacement;rms_knee_displacement;peak_ddq_ratio;rms_ddq_ratio
flex,-0.21,-0.21,0.0,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.299130094293943,7.364624069320876,0.25004303704613645,0.07278799556081972,269.9789824347099,1495.321432389991,1.200675046039673,1.2224081452046176,6.064246250813681,19.114337507314264,28.290056421386033,11.339168443020471,27.176519730896132,6.997627225500016,171.58937243907474,30.68824077034427,0.999304696885596,0.9665037514317729,1.5549240093128496,1.1392809351748188,1.1012900310514706,0.2787592626804617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,warp_monotonic_reserve;maximum_knee_displacement;rms_knee_displacement;peak_ddq_ratio
flex,-0.2075,-0.2075,0.0,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.91191852313122,7.248375988427971,0.24621604549061374,0.0716390618587948,269.84419009561265,1483.468452124744,1.2009293542532462,1.2224081452046176,6.0332162926172295,19.114337507314264,28.290056421386033,11.331963430538234,28.956594890151326,6.949639360860506,171.58937243907474,30.44583107601095,0.999304696885596,0.9658896260108316,1.6567722824145956,1.131468049815005,1.1012900310514706,0.2873454619342657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,warp_monotonic_reserve;maximum_knee_displacement;rms_knee_displacement;peak_ddq_ratio
flex,-0.205,-0.205,0.0,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.526675188925722,7.132866731515776,0.2424085069338533,0.07049743029685497,269.7129710310313,1471.6792494183596,1.2011795825003262,1.2224081452046176,6.002004267074388,19.114337507314264,28.290056421386033,11.325145926745426,30.70102674070235,6.924227927800141,171.58937243907474,30.44516812953563,0.999304696885596,0.9653085302255225,1.7565811981216397,1.127330824397274,1.1012900310514706,0.2959316611880698,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,warp_monotonic_reserve;maximum_knee_displacement;rms_knee_displacement;peak_ddq_ratio
flex,-0.2025,-0.2025,0.0,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1423992655927,7.018089806371626,0.23861052974745317,0.06936303670945122,269.5852545085852,1459.953145857433,1.201425690726091,1.2224081452046176,5.97060223872071,19.114337507314264,28.290056421386033,11.318739583554395,32.409988367441414,6.911461941079292,171.58937243907474,30.923807864580624,0.999304696885596,0.9647624800668884,1.854360659609856,1.125252399122381,1.1012900310514706,0.3045178604418737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,warp_monotonic_reserve;maximum_knee_displacement;rms_knee_displacement;peak_ddq_ratio
flex,-0.2,-0.2,0.0,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.759212599997554,6.904043254918328,0.2348233182004995,0.06823586174399844,269.4609756297049,1448.2897758314016,1.2016676217775195,1.2224081452046176,5.938770492755635,19.114337507314264,28.290056421386033,11.312636425785549,33.91977271867192,6.9222207347831395,171.58937243907474,31.520321115155205,0.999304696885596,0.9642422721778521,1.940744050855654,1.1270040340919611,1.1012900310514706,0.3131040596956778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,warp_monotonic_reserve;maximum_knee_displacement;rms_knee_displacement;peak_ddq_ratio
flex,-0.1975,-0.1975,0.0,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.377292525636037,6.7907222534923175,0.23104862496218226,0.06711585772599231,269.3400617722349,1436.688593401453,1.201905338168594,1.2224081452046176,5.907133754069893,19.114337507314264,28.290056421386033,11.307042070395367,30.905452493090767,6.839948689241176,171.58937243907474,30.701699554441177,0.999304696885596,0.963765432496122,1.7682775637217285,1.1136093547294725,1.1012900310514706,0.3216902589494818,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,warp_monotonic_reserve;maximum_knee_displacement;rms_knee_displacement;peak_ddq_ratio
