subject_id,scenario_name,case_id,trial_id,temporary_parameter_name,parameter,estimate,previous_estimate,previous_state,delta_theta,absolute_delta_theta,parameter_scale,normalized_parameter_change,parameter_interpretation,is_tissue_material_change,maximum_normalized_parameter_change_in_trial,evidence_role,diagnostic_five_trial_rollout,operational_stop_rule_applied
heavy_leg,matched_linear,heavy_leg__matched_linear,4,theta_hat_ID_4,k_hip_nm_per_rad,15.000000000000258,15.000000000000258,theta_hat_ID_3,0.0,0.0,20.0,0.0,local_equivalent_dynamics_parameter,False,0.0,MATCHED_POSITIVE_CONTROL,True,False
heavy_leg,matched_linear,heavy_leg__matched_linear,4,theta_hat_ID_4,k_knee_nm_per_rad,12.000000000000046,12.000000000000046,theta_hat_ID_3,0.0,0.0,20.0,0.0,local_equivalent_dynamics_parameter,False,0.0,MATCHED_POSITIVE_CONTROL,True,False
heavy_leg,matched_linear,heavy_leg__matched_linear,4,theta_hat_ID_4,b_hip_nm_s_per_rad,2.0000000000159313,2.0000000000159313,theta_hat_ID_3,0.0,0.0,3.0,0.0,local_equivalent_dynamics_parameter,False,0.0,MATCHED_POSITIVE_CONTROL,True,False
heavy_leg,matched_linear,heavy_leg__matched_linear,4,theta_hat_ID_4,b_knee_nm_s_per_rad,1.4999999999999958,1.4999999999999958,theta_hat_ID_3,0.0,0.0,3.0,0.0,local_equivalent_dynamics_parameter,False,0.0,MATCHED_POSITIVE_CONTROL,True,False
heavy_leg,matched_linear,heavy_leg__matched_linear,5,theta_hat_ID_5,mass_scale,1.3000000000000123,1.3000000000000123,theta_hat_ID_4,0.0,0.0,1.0,0.0,local_equivalent_dynamics_parameter,False,0.0,MATCHED_POSITIVE_CONTROL,True,False
heavy_leg,matched_linear,heavy_leg__matched_linear,5,theta_hat_ID_5,k_hip_nm_per_rad,15.000000000000258,15.000000000000258,theta_hat_ID_4,0.0,0.0,20.0,0.0,local_equivalent_dynamics_parameter,False,0.0,MATCHED_POSITIVE_CONTROL,True,False
heavy_leg,matched_linear,heavy_leg__matched_linear,5,theta_hat_ID_5,k_knee_nm_per_rad,12.000000000000046,12.000000000000046,theta_hat_ID_4,0.0,0.0,20.0,0.0,local_equivalent_dynamics_parameter,False,0.0,MATCHED_POSITIVE_CONTROL,True,False
heavy_leg,matched_linear,heavy_leg__matched_linear,5,theta_hat_ID_5,b_hip_nm_s_per_rad,2.0000000000159313,2.0000000000159313,theta_hat_ID_4,0.0,0.0,3.0,0.0,local_equivalent_dynamics_parameter,False,0.0,MATCHED_POSITIVE_CONTROL,True,False
heavy_leg,matched_linear,heavy_leg__matched_linear,5,theta_hat_ID_5,b_knee_nm_s_per_rad,1.4999999999999958,1.4999999999999958,theta_hat_ID_4,0.0,0.0,3.0,0.0,local_equivalent_dynamics_parameter,False,0.0,MATCHED_POSITIVE_CONTROL,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,1,theta_hat_ID_1,mass_scale,0.9643479449692149,1.0,initial_guess,-0.03565205503078506,0.03565205503078506,1.0,0.03565205503078506,local_equivalent_dynamics_parameter,False,0.3787297262281828,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,1,theta_hat_ID_1,k_hip_nm_per_rad,17.122824232964106,10.0,initial_guess,7.122824232964106,7.122824232964106,20.0,0.35614121164820534,local_equivalent_dynamics_parameter,False,0.3787297262281828,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,1,theta_hat_ID_1,k_knee_nm_per_rad,13.830165373339394,10.0,initial_guess,3.830165373339394,3.830165373339394,20.0,0.1915082686669697,local_equivalent_dynamics_parameter,False,0.3787297262281828,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,1,theta_hat_ID_1,b_hip_nm_s_per_rad,2.1361891786845484,1.0,initial_guess,1.1361891786845484,1.1361891786845484,3.0,0.3787297262281828,local_equivalent_dynamics_parameter,False,0.3787297262281828,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,1,theta_hat_ID_1,b_knee_nm_s_per_rad,1.7283662914425226,1.0,initial_guess,0.7283662914425226,0.7283662914425226,3.0,0.24278876381417422,local_equivalent_dynamics_parameter,False,0.3787297262281828,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,2,theta_hat_ID_2,mass_scale,0.9643514893643278,0.9643479449692149,theta_hat_ID_1,3.5443951128533158e-06,3.5443951128533158e-06,1.0,3.5443951128533158e-06,local_equivalent_dynamics_parameter,False,0.0007452600781088966,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,2,theta_hat_ID_2,k_hip_nm_per_rad,17.122867287735474,17.122824232964106,theta_hat_ID_1,4.305477136767877e-05,4.305477136767877e-05,20.0,2.1527385683839383e-06,local_equivalent_dynamics_parameter,False,0.0007452600781088966,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,2,theta_hat_ID_2,k_knee_nm_per_rad,13.830798505057224,13.830165373339394,theta_hat_ID_1,0.0006331317178300822,0.0006331317178300822,20.0,3.1656585891504105e-05,local_equivalent_dynamics_parameter,False,0.0007452600781088966,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,2,theta_hat_ID_2,b_hip_nm_s_per_rad,2.1339533984502217,2.1361891786845484,theta_hat_ID_1,-0.0022357802343266897,0.0022357802343266897,3.0,0.0007452600781088966,local_equivalent_dynamics_parameter,False,0.0007452600781088966,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,2,theta_hat_ID_2,b_knee_nm_s_per_rad,1.728269593367075,1.7283662914425226,theta_hat_ID_1,-9.669807544754327e-05,9.669807544754327e-05,3.0,3.223269181584776e-05,local_equivalent_dynamics_parameter,False,0.0007452600781088966,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,3,theta_hat_ID_3,mass_scale,0.9640502657317984,0.9643514893643278,theta_hat_ID_2,-0.00030122363252937934,0.00030122363252937934,1.0,0.00030122363252937934,local_equivalent_dynamics_parameter,False,0.0028270630745811745,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,3,theta_hat_ID_3,k_hip_nm_per_rad,17.134487874437223,17.122867287735474,theta_hat_ID_2,0.011620586701749147,0.011620586701749147,20.0,0.0005810293350874574,local_equivalent_dynamics_parameter,False,0.0028270630745811745,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,3,theta_hat_ID_3,k_knee_nm_per_rad,13.823465073879476,13.830798505057224,theta_hat_ID_2,-0.0073334311777486505,0.0073334311777486505,20.0,0.00036667155888743254,local_equivalent_dynamics_parameter,False,0.0028270630745811745,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,3,theta_hat_ID_3,b_hip_nm_s_per_rad,2.1401978090474296,2.1339533984502217,theta_hat_ID_2,0.006244410597207928,0.006244410597207928,3.0,0.0020814701990693094,local_equivalent_dynamics_parameter,False,0.0028270630745811745,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,3,theta_hat_ID_3,b_knee_nm_s_per_rad,1.7367507825908186,1.728269593367075,theta_hat_ID_2,0.008481189223743524,0.008481189223743524,3.0,0.0028270630745811745,local_equivalent_dynamics_parameter,False,0.0028270630745811745,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,4,theta_hat_ID_4,mass_scale,0.9642023003186438,0.9640502657317984,theta_hat_ID_3,0.0001520345868454287,0.0001520345868454287,1.0,0.0001520345868454287,local_equivalent_dynamics_parameter,False,0.002106884338875107,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,4,theta_hat_ID_4,k_hip_nm_per_rad,17.127601640575133,17.134487874437223,theta_hat_ID_3,-0.006886233862090307,0.006886233862090307,20.0,0.0003443116931045154,local_equivalent_dynamics_parameter,False,0.002106884338875107,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,4,theta_hat_ID_4,k_knee_nm_per_rad,13.834828572971661,13.823465073879476,theta_hat_ID_3,0.011363499092185592,0.011363499092185592,20.0,0.0005681749546092796,local_equivalent_dynamics_parameter,False,0.002106884338875107,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,4,theta_hat_ID_4,b_hip_nm_s_per_rad,2.142629614052028,2.1401978090474296,theta_hat_ID_3,0.0024318050045981643,0.0024318050045981643,3.0,0.0008106016681993881,local_equivalent_dynamics_parameter,False,0.002106884338875107,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,4,theta_hat_ID_4,b_knee_nm_s_per_rad,1.743071435607444,1.7367507825908186,theta_hat_ID_3,0.006320653016625322,0.006320653016625322,3.0,0.002106884338875107,local_equivalent_dynamics_parameter,False,0.002106884338875107,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,5,theta_hat_ID_5,mass_scale,0.9638610684793563,0.9642023003186438,theta_hat_ID_4,-0.0003412318392875813,0.0003412318392875813,1.0,0.0003412318392875813,local_equivalent_dynamics_parameter,False,0.0025288336774506406,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,5,theta_hat_ID_5,k_hip_nm_per_rad,17.140770126731706,17.127601640575133,theta_hat_ID_4,0.013168486156573067,0.013168486156573067,20.0,0.0006584243078286533,local_equivalent_dynamics_parameter,False,0.0025288336774506406,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,5,theta_hat_ID_5,k_knee_nm_per_rad,13.832431294753903,13.834828572971661,theta_hat_ID_4,-0.0023972782177583696,0.0023972782177583696,20.0,0.00011986391088791848,local_equivalent_dynamics_parameter,False,0.0025288336774506406,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,5,theta_hat_ID_5,b_hip_nm_s_per_rad,2.148493749662592,2.142629614052028,theta_hat_ID_4,0.005864135610564425,0.005864135610564425,3.0,0.0019547118701881416,local_equivalent_dynamics_parameter,False,0.0025288336774506406,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_stiffness_mild,baseline__nonlinear_stiffness_mild,5,theta_hat_ID_5,b_knee_nm_s_per_rad,1.7506579366397959,1.743071435607444,theta_hat_ID_4,0.007586501032351922,0.007586501032351922,3.0,0.0025288336774506406,local_equivalent_dynamics_parameter,False,0.0025288336774506406,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,1,theta_hat_ID_1,mass_scale,1.0026486638186178,1.0,initial_guess,0.0026486638186178357,0.0026486638186178357,1.0,0.0026486638186178357,local_equivalent_dynamics_parameter,False,0.389324107941803,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,1,theta_hat_ID_1,k_hip_nm_per_rad,15.805615329894167,10.0,initial_guess,5.805615329894167,5.805615329894167,20.0,0.29028076649470835,local_equivalent_dynamics_parameter,False,0.389324107941803,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,1,theta_hat_ID_1,k_knee_nm_per_rad,11.729144640996909,10.0,initial_guess,1.7291446409969087,1.7291446409969087,20.0,0.08645723204984543,local_equivalent_dynamics_parameter,False,0.389324107941803,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,1,theta_hat_ID_1,b_hip_nm_s_per_rad,2.167972323825409,1.0,initial_guess,1.167972323825409,1.167972323825409,3.0,0.389324107941803,local_equivalent_dynamics_parameter,False,0.389324107941803,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,1,theta_hat_ID_1,b_knee_nm_s_per_rad,1.4141650625662259,1.0,initial_guess,0.41416506256622587,0.41416506256622587,3.0,0.13805502085540863,local_equivalent_dynamics_parameter,False,0.389324107941803,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,2,theta_hat_ID_2,mass_scale,1.0027182295529558,1.0026486638186178,theta_hat_ID_1,6.956573433791746e-05,6.956573433791746e-05,1.0,6.956573433791746e-05,local_equivalent_dynamics_parameter,False,0.0074691726528737235,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,2,theta_hat_ID_2,k_hip_nm_per_rad,15.805285077289248,15.805615329894167,theta_hat_ID_1,-0.0003302526049182575,0.0003302526049182575,20.0,1.6512630245912872e-05,local_equivalent_dynamics_parameter,False,0.0074691726528737235,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,2,theta_hat_ID_2,k_knee_nm_per_rad,11.729012552791174,11.729144640996909,theta_hat_ID_1,-0.00013208820573495927,0.00013208820573495927,20.0,6.604410286747964e-06,local_equivalent_dynamics_parameter,False,0.0074691726528737235,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,2,theta_hat_ID_2,b_hip_nm_s_per_rad,2.1455648058667878,2.167972323825409,theta_hat_ID_1,-0.02240751795862117,0.02240751795862117,3.0,0.0074691726528737235,local_equivalent_dynamics_parameter,False,0.0074691726528737235,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,2,theta_hat_ID_2,b_knee_nm_s_per_rad,1.4271898200714224,1.4141650625662259,theta_hat_ID_1,0.013024757505196494,0.013024757505196494,3.0,0.004341585835065498,local_equivalent_dynamics_parameter,False,0.0074691726528737235,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,3,theta_hat_ID_3,mass_scale,1.002667257163814,1.0027182295529558,theta_hat_ID_2,-5.0972389141756835e-05,5.0972389141756835e-05,1.0,5.0972389141756835e-05,local_equivalent_dynamics_parameter,False,0.0011100471977679345,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,3,theta_hat_ID_3,k_hip_nm_per_rad,15.80860771332241,15.805285077289248,theta_hat_ID_2,0.003322636033161075,0.003322636033161075,20.0,0.00016613180165805374,local_equivalent_dynamics_parameter,False,0.0011100471977679345,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,3,theta_hat_ID_3,k_knee_nm_per_rad,11.726610262729892,11.729012552791174,theta_hat_ID_2,-0.0024022900612816755,0.0024022900612816755,20.0,0.00012011450306408378,local_equivalent_dynamics_parameter,False,0.0011100471977679345,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,3,theta_hat_ID_3,b_hip_nm_s_per_rad,2.1488949474600916,2.1455648058667878,theta_hat_ID_2,0.0033301415933038037,0.0033301415933038037,3.0,0.0011100471977679345,local_equivalent_dynamics_parameter,False,0.0011100471977679345,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,3,theta_hat_ID_3,b_knee_nm_s_per_rad,1.4248142297722286,1.4271898200714224,theta_hat_ID_2,-0.002375590299193764,0.002375590299193764,3.0,0.000791863433064588,local_equivalent_dynamics_parameter,False,0.0011100471977679345,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,4,theta_hat_ID_4,mass_scale,1.0027120332893331,1.002667257163814,theta_hat_ID_3,4.477612551911925e-05,4.477612551911925e-05,1.0,4.477612551911925e-05,local_equivalent_dynamics_parameter,False,0.001780616742668754,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,4,theta_hat_ID_4,k_hip_nm_per_rad,15.805486699993132,15.80860771332241,theta_hat_ID_3,-0.003121013329277389,0.003121013329277389,20.0,0.00015605066646386944,local_equivalent_dynamics_parameter,False,0.001780616742668754,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,4,theta_hat_ID_4,k_knee_nm_per_rad,11.728921378575455,11.726610262729892,theta_hat_ID_3,0.0023111158455630942,0.0023111158455630942,20.0,0.00011555579227815472,local_equivalent_dynamics_parameter,False,0.001780616742668754,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,4,theta_hat_ID_4,b_hip_nm_s_per_rad,2.154236797688098,2.1488949474600916,theta_hat_ID_3,0.005341850228006262,0.005341850228006262,3.0,0.001780616742668754,local_equivalent_dynamics_parameter,False,0.001780616742668754,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,4,theta_hat_ID_4,b_knee_nm_s_per_rad,1.4227389899817071,1.4248142297722286,theta_hat_ID_3,-0.002075239790521488,0.002075239790521488,3.0,0.000691746596840496,local_equivalent_dynamics_parameter,False,0.001780616742668754,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,5,theta_hat_ID_5,mass_scale,1.002667196561702,1.0027120332893331,theta_hat_ID_4,-4.483672763111457e-05,4.483672763111457e-05,1.0,4.483672763111457e-05,local_equivalent_dynamics_parameter,False,0.0009116830100663146,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,5,theta_hat_ID_5,k_hip_nm_per_rad,15.808337943470459,15.805486699993132,theta_hat_ID_4,0.0028512434773269035,0.0028512434773269035,20.0,0.00014256217386634517,local_equivalent_dynamics_parameter,False,0.0009116830100663146,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,5,theta_hat_ID_5,k_knee_nm_per_rad,11.726909785230161,11.728921378575455,theta_hat_ID_4,-0.002011593345294216,0.002011593345294216,20.0,0.0001005796672647108,local_equivalent_dynamics_parameter,False,0.0009116830100663146,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,5,theta_hat_ID_5,b_hip_nm_s_per_rad,2.156971846718297,2.154236797688098,theta_hat_ID_4,0.002735049030198944,0.002735049030198944,3.0,0.0009116830100663146,local_equivalent_dynamics_parameter,False,0.0009116830100663146,MILD_MODEL_MISMATCH,True,False
baseline,hip_knee_coupling_mild,baseline__hip_knee_coupling_mild,5,theta_hat_ID_5,b_knee_nm_s_per_rad,1.4208043413732663,1.4227389899817071,theta_hat_ID_4,-0.0019346486084408365,0.0019346486084408365,3.0,0.0006448828694802788,local_equivalent_dynamics_parameter,False,0.0009116830100663146,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,1,theta_hat_ID_1,mass_scale,1.0000180763823512,1.0,initial_guess,1.807638235118425e-05,1.807638235118425e-05,1.0,1.807638235118425e-05,local_equivalent_dynamics_parameter,False,0.355660277371687,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,1,theta_hat_ID_1,k_hip_nm_per_rad,14.99823591624975,10.0,initial_guess,4.998235916249749,4.998235916249749,20.0,0.24991179581248746,local_equivalent_dynamics_parameter,False,0.355660277371687,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,1,theta_hat_ID_1,k_knee_nm_per_rad,11.99850903256231,10.0,initial_guess,1.9985090325623105,1.9985090325623105,20.0,0.09992545162811553,local_equivalent_dynamics_parameter,False,0.355660277371687,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,1,theta_hat_ID_1,b_hip_nm_s_per_rad,2.066980832115061,1.0,initial_guess,1.066980832115061,1.066980832115061,3.0,0.355660277371687,local_equivalent_dynamics_parameter,False,0.355660277371687,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,1,theta_hat_ID_1,b_knee_nm_s_per_rad,1.5731862288207858,1.0,initial_guess,0.5731862288207858,0.5731862288207858,3.0,0.19106207627359528,local_equivalent_dynamics_parameter,False,0.355660277371687,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,2,theta_hat_ID_2,mass_scale,1.0000167174516719,1.0000180763823512,theta_hat_ID_1,-1.3589306793182487e-06,1.3589306793182487e-06,1.0,1.3589306793182487e-06,local_equivalent_dynamics_parameter,False,0.0002073432597168671,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,2,theta_hat_ID_2,k_hip_nm_per_rad,14.998241607397464,14.99823591624975,theta_hat_ID_1,5.691147714870226e-06,5.691147714870226e-06,20.0,2.845573857435113e-07,local_equivalent_dynamics_parameter,False,0.0002073432597168671,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,2,theta_hat_ID_2,k_knee_nm_per_rad,11.998546938437332,11.99850903256231,theta_hat_ID_1,3.790587502194853e-05,3.790587502194853e-05,20.0,1.8952937510974266e-06,local_equivalent_dynamics_parameter,False,0.0002073432597168671,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,2,theta_hat_ID_2,b_hip_nm_s_per_rad,2.0669771765340808,2.066980832115061,theta_hat_ID_1,-3.6555809801441796e-06,3.6555809801441796e-06,3.0,1.2185269933813931e-06,local_equivalent_dynamics_parameter,False,0.0002073432597168671,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,2,theta_hat_ID_2,b_knee_nm_s_per_rad,1.5738082585999364,1.5731862288207858,theta_hat_ID_1,0.0006220297791506013,0.0006220297791506013,3.0,0.0002073432597168671,local_equivalent_dynamics_parameter,False,0.0002073432597168671,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,3,theta_hat_ID_3,mass_scale,1.000014989781689,1.0000167174516719,theta_hat_ID_2,-1.7276699828538966e-06,1.7276699828538966e-06,1.0,1.7276699828538966e-06,local_equivalent_dynamics_parameter,False,0.0008885715965070892,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,3,theta_hat_ID_3,k_hip_nm_per_rad,14.998377629403555,14.998241607397464,theta_hat_ID_2,0.0001360220060906414,0.0001360220060906414,20.0,6.801100304532071e-06,local_equivalent_dynamics_parameter,False,0.0008885715965070892,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,3,theta_hat_ID_3,k_knee_nm_per_rad,11.998673316812512,11.998546938437332,theta_hat_ID_2,0.00012637837517992523,0.00012637837517992523,20.0,6.318918758996262e-06,local_equivalent_dynamics_parameter,False,0.0008885715965070892,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,3,theta_hat_ID_3,b_hip_nm_s_per_rad,2.0648048272438313,2.0669771765340808,theta_hat_ID_2,-0.0021723492902494534,0.0021723492902494534,3.0,0.0007241164300831512,local_equivalent_dynamics_parameter,False,0.0008885715965070892,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,3,theta_hat_ID_3,b_knee_nm_s_per_rad,1.5711425438104152,1.5738082585999364,theta_hat_ID_2,-0.0026657147895212674,0.0026657147895212674,3.0,0.0008885715965070892,local_equivalent_dynamics_parameter,False,0.0008885715965070892,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,4,theta_hat_ID_4,mass_scale,1.0000148183139443,1.000014989781689,theta_hat_ID_3,-1.7146774466958448e-07,1.7146774466958448e-07,1.0,1.7146774466958448e-07,local_equivalent_dynamics_parameter,False,0.0004630503426377904,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,4,theta_hat_ID_4,k_hip_nm_per_rad,14.998449481260584,14.998377629403555,theta_hat_ID_3,7.185185702951458e-05,7.185185702951458e-05,20.0,3.592592851475729e-06,local_equivalent_dynamics_parameter,False,0.0004630503426377904,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,4,theta_hat_ID_4,k_knee_nm_per_rad,11.99872234264732,11.998673316812512,theta_hat_ID_3,4.902583480692613e-05,4.902583480692613e-05,20.0,2.4512917403463063e-06,local_equivalent_dynamics_parameter,False,0.0004630503426377904,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,4,theta_hat_ID_4,b_hip_nm_s_per_rad,2.063415676215918,2.0648048272438313,theta_hat_ID_3,-0.0013891510279133712,0.0013891510279133712,3.0,0.0004630503426377904,local_equivalent_dynamics_parameter,False,0.0004630503426377904,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,4,theta_hat_ID_4,b_knee_nm_s_per_rad,1.5697837162732806,1.5711425438104152,theta_hat_ID_3,-0.001358827537134566,0.001358827537134566,3.0,0.00045294251237818867,local_equivalent_dynamics_parameter,False,0.0004630503426377904,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,5,theta_hat_ID_5,mass_scale,1.0000134353084367,1.0000148183139443,theta_hat_ID_4,-1.3830055076713421e-06,1.3830055076713421e-06,1.0,1.3830055076713421e-06,local_equivalent_dynamics_parameter,False,0.0006089547975993703,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,5,theta_hat_ID_5,k_hip_nm_per_rad,14.998547727379272,14.998449481260584,theta_hat_ID_4,9.824611868758382e-05,9.824611868758382e-05,20.0,4.9123059343791905e-06,local_equivalent_dynamics_parameter,False,0.0006089547975993703,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,5,theta_hat_ID_5,k_knee_nm_per_rad,11.998807312971527,11.99872234264732,theta_hat_ID_4,8.497032420784478e-05,8.497032420784478e-05,20.0,4.248516210392239e-06,local_equivalent_dynamics_parameter,False,0.0006089547975993703,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,5,theta_hat_ID_5,b_hip_nm_s_per_rad,2.0618756919538894,2.063415676215918,theta_hat_ID_4,-0.0015399842620285042,0.0015399842620285042,3.0,0.0005133280873428347,local_equivalent_dynamics_parameter,False,0.0006089547975993703,MILD_MODEL_MISMATCH,True,False
baseline,nonlinear_damping_mild,baseline__nonlinear_damping_mild,5,theta_hat_ID_5,b_knee_nm_s_per_rad,1.5679568518804825,1.5697837162732806,theta_hat_ID_4,-0.001826864392798111,0.001826864392798111,3.0,0.0006089547975993703,local_equivalent_dynamics_parameter,False,0.0006089547975993703,MILD_MODEL_MISMATCH,True,False
