record_type,joint,subject_id,candidate_id,pointwise_difference_rms_to_reference,rms_summary_difference_to_reference,pointwise_difference_sign_changes,absolute_tau_peak_time_s,time_resolved_interaction_rms,rms_summary_interaction_rms,time_resolved_to_rms_heterogeneity_ratio,time_common_effect_rms,sign_changing_difference_fraction,median_peak_timing_subject_spread_s
PAIR,knee,MYOLEG_VP_009,MYOLEG_V2_P15062,0.01613444015609735,-0.004641552985319097,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_015,MYOLEG_V2_P15062,0.01726122483207388,-0.004409711235127345,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_023,MYOLEG_V2_P15062,0.016393521075391666,-0.004588965624076735,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_001,MYOLEG_V2_P15062,0.017789561479525748,-0.004226105100555544,True,0.34,,,,,,
PAIR,knee,MYOLEG_VP_031,MYOLEG_V2_P15737,0.0007057139411165058,0.00032315866524279535,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_011,MYOLEG_V2_P15737,0.000676552118510391,0.0003121454326693307,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_009,MYOLEG_V2_P15737,0.0007087115778173827,0.00032030265635674127,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_015,MYOLEG_V2_P15737,0.0007346295917129102,0.00031219722752440227,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_023,MYOLEG_V2_P15737,0.0007043578225788407,0.00031349713692230274,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_001,MYOLEG_V2_P15737,0.0007350697471544286,0.00030378356466953527,True,0.34,,,,,,
PAIR,knee,MYOLEG_VP_031,MYOLEG_V2_P20125,0.022064612726956243,-0.0035191333779786005,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_011,MYOLEG_V2_P20125,0.021693738566831516,-0.0036725377111832547,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_009,MYOLEG_V2_P20125,0.02252109023316634,-0.00340448526012882,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_015,MYOLEG_V2_P20125,0.02391549108016098,-0.0032753517470012206,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_023,MYOLEG_V2_P20125,0.02280663844183472,-0.0034162242513607888,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_001,MYOLEG_V2_P20125,0.02462679071687156,-0.003054090741222537,True,0.34,,,,,,
PAIR,knee,MYOLEG_VP_031,MYOLEG_V2_P20812,0.005144235279087578,0.002475747359629743,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_011,MYOLEG_V2_P20812,0.004896073806174419,0.0023822116276313032,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_009,MYOLEG_V2_P20812,0.005168584723822494,0.002458834742977034,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_015,MYOLEG_V2_P20812,0.0053842490311658275,0.0024048435454218087,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_023,MYOLEG_V2_P20812,0.005131749738708939,0.0024063373449150216,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_001,MYOLEG_V2_P20812,0.00538914505204735,0.002347225048248802,True,0.34,,,,,,
PAIR,knee,MYOLEG_VP_031,MYOLEG_V2_P20825,0.017984306209522138,-0.0008654173555014966,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_011,MYOLEG_V2_P20825,0.017595723900268073,-0.0010178280932656714,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_009,MYOLEG_V2_P20825,0.018357968211299244,-0.0007887703027369408,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_015,MYOLEG_V2_P20825,0.01940396863838333,-0.0007845167978105527,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_023,MYOLEG_V2_P20825,0.018526390698557074,-0.0008344906942779895,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_001,MYOLEG_V2_P20825,0.019957974674670097,-0.0006623627691634271,True,0.34,,,,,,
PAIR,knee,MYOLEG_VP_031,MYOLEG_V2_P20850,0.021654949967462433,-0.0032210584142264853,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_011,MYOLEG_V2_P20850,0.02129319491677239,-0.0033855908676106994,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_009,MYOLEG_V2_P20850,0.022116546773186613,-0.0031086304486191985,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_015,MYOLEG_V2_P20850,0.023486630909284746,-0.0029868499665579584,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_023,MYOLEG_V2_P20850,0.02240039340700571,-0.003126866556947383,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_001,MYOLEG_V2_P20850,0.024207261537796808,-0.002772852916826607,True,0.34,,,,,,
PAIR,knee,MYOLEG_VP_031,MYOLEG_V2_P20851,0.020338025103525507,-0.003144556153142797,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_011,MYOLEG_V2_P20851,0.020013032984095964,-0.0033025925106904275,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_009,MYOLEG_V2_P20851,0.020780885510844352,-0.003039366610062433,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_015,MYOLEG_V2_P20851,0.022085702632572066,-0.002914628950122733,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_023,MYOLEG_V2_P20851,0.021061233536068067,-0.003055716522145868,True,23.323999999999998,,,,,,
PAIR,knee,MYOLEG_VP_001,MYOLEG_V2_P20851,0.022783231663499978,-0.0027115869746492383,True,0.34,,,,,,
JOINT_SUMMARY,knee,ALL_REPLAY_DEVELOPMENT,ALL_NONREFERENCE_REPLAY_CANDIDATES,,,,,0.0019496626910425903,0.00021332201383326835,9.139528809091589,0.04041258636878169,1.0,22.983999999999998
