record_type,metric,dimension,subject_id,location_coordinate,comparison_count,negative_fraction,positive_fraction,equivalent_fraction,majority_sign_fraction,cross_subject_sign_agreement_mean,cross_subject_sign_agreement_ge_0_95_fraction,cross_subject_unanimous_fraction
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-4.25,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-4.0,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-3.75,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-3.5,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-3.25,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-3.0,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-2.75,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-2.5,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-2.25,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-2.0,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-1.75,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-1.5,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-1.25,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-1.0,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-0.75,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-0.5,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-0.25,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,0.0,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,0.25,17400,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_001,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_002,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_003,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_005,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_006,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_007,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_009,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_010,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_011,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_013,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_014,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_015,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_017,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_018,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_019,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_021,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_022,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_023,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_025,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_026,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_027,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_029,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_030,,15950,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_031,,15950,1.0,0.0,0.0,1.0,,,
POOLED_GLOBAL,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,,382800,1.0,0.0,0.0,1.0,1.0,1.0,1.0
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-5.0,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-4.75,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-4.5,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-4.25,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-4.0,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-3.75,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-3.5,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-3.25,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-3.0,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-2.75,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-2.5,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-2.25,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-2.0,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-1.75,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-1.5,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-1.25,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-1.0,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-0.75,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-0.5,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,-0.25,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,0.0,17400,1.0,0.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,0.25,17400,1.0,0.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_001,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_002,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_003,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_005,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_006,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_007,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_009,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_010,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_011,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_013,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_014,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_015,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_017,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_018,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_019,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_021,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_022,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_023,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_025,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_026,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_027,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_029,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_030,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,J,phase,MYOLEG_VP_031,,16008,0.0,1.0,0.0,1.0,,,
POOLED_GLOBAL,J,phase,ALL_DEVELOPMENT,,384192,0.0,1.0,0.0,1.0,1.0,1.0,1.0
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.03,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.0275,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.025,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.0225,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.02,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.0175,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.015,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.0125,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.01,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.0075,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.005,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.0025,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,-0.0,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,0.0025,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,0.005,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,0.0075,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,0.01,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,0.0125,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,0.015,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,0.0175,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,0.02,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,0.0225,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,0.025,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,J,phase,ALL_DEVELOPMENT,0.0275,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_001,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_002,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_003,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_005,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_006,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_007,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_009,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_010,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_011,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_013,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_014,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_015,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_017,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_018,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_019,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_021,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_022,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_023,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_025,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_026,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_027,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_029,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_030,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,HIP_NORMALIZED_RMS,phase,MYOLEG_VP_031,,16008,0.0,1.0,0.0,1.0,,,
POOLED_GLOBAL,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,,384192,0.0,1.0,0.0,1.0,1.0,1.0,1.0
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.03,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0275,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.025,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0225,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.02,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0175,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.015,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0125,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.01,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0075,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.005,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0025,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.0025,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.005,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.0075,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.01,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.0125,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.015,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.0175,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.02,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.0225,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.025,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,HIP_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.0275,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_001,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_002,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_003,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_005,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_006,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_007,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_009,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_010,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_011,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_013,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_014,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_015,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_017,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_018,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_019,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_021,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_022,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_023,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_025,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_026,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_027,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_029,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_030,,16008,0.0,1.0,0.0,1.0,,,
SUBJECT_GLOBAL,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_031,,16008,0.0,1.0,0.0,1.0,,,
POOLED_GLOBAL,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,,384192,0.0,1.0,0.0,1.0,1.0,1.0,1.0
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.03,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0275,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.025,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0225,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.02,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0175,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.015,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0125,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.01,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0075,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.005,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0025,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,-0.0,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.0025,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.005,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.0075,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.01,16008,0.0,1.0,0.0,1.0,,,
POOLED_LOCATION,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,0.0125,16008,0.0,1.0,0.0,1.0,,,
