joint,raw_subject_main_variance_fraction,raw_candidate_main_variance_fraction,raw_interaction_variance_fraction,raw_dimensionless_interaction_scale,normalized_subject_main_variance_fraction,normalized_candidate_main_variance_fraction,normalized_interaction_variance_fraction,normalized_dimensionless_interaction_scale,normalization_interaction_attenuation_ratio,raw_candidate_wise_cv_median,raw_candidate_wise_cv_p95,normalized_candidate_wise_cv_median,normalized_candidate_wise_cv_p95,raw_pairwise_rank_correlation_median,normalized_pairwise_rank_correlation_median
hip,0.9548698517796094,0.045059462735057454,7.068548533238148e-05,0.0003516984817621976,0.00034155109676625934,0.9991024760839983,0.0005559728192355591,0.000209540122133852,0.5957947872960494,0.04176074158565367,0.04186467495702857,0.00020078664041004194,0.0004774025003834159,0.9999969504799804,0.9999969504799804
knee,0.9437184333079744,0.05599148547789262,0.0002900812141319175,0.0011388086511796125,0.0002452264228356393,0.9995546367528133,0.00020013682435084904,0.0002237862760420173,0.19650911135089527,0.0664081773095063,0.06650353026367903,0.0003647813198842787,0.0004334060570649672,0.99998976563474,0.99998976563474
