record_type,metric,dimension,inward_step_count,subject_id,boundary_candidate_id,inward_candidate_id,inward_delta_from_boundary,slope_toward_boundary_per_unit,improves_toward_boundary,improvement_support_fraction
SUMMARY,J,phase,1,ALL_DEVELOPMENT,MYOLEG_V2_P20850,MYOLEG_V2_P20851,5.1358294394843185e-05,-0.020543317757937274,,1.0
SUBJECT,J,phase,2,MYOLEG_VP_001,MYOLEG_V2_P20850,MYOLEG_V2_P20852,8.222340550445573e-05,-0.016444681100891145,True,
SUBJECT,J,phase,2,MYOLEG_VP_002,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.00010777121239313736,-0.021554242478627472,True,
SUBJECT,J,phase,2,MYOLEG_VP_003,MYOLEG_V2_P20850,MYOLEG_V2_P20852,9.521697023329168e-05,-0.019043394046658335,True,
SUBJECT,J,phase,2,MYOLEG_VP_005,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.00010932872049729259,-0.021865744099458517,True,
SUBJECT,J,phase,2,MYOLEG_VP_006,MYOLEG_V2_P20850,MYOLEG_V2_P20852,9.973214279446196e-05,-0.019946428558892393,True,
SUBJECT,J,phase,2,MYOLEG_VP_007,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.00010677714983975406,-0.021355429967950812,True,
SUBJECT,J,phase,2,MYOLEG_VP_009,MYOLEG_V2_P20850,MYOLEG_V2_P20852,9.199156764017058e-05,-0.018398313528034116,True,
SUBJECT,J,phase,2,MYOLEG_VP_010,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.00010634744301685206,-0.021269488603370412,True,
SUBJECT,J,phase,2,MYOLEG_VP_011,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.00010978775920944539,-0.021957551841889078,True,
SUBJECT,J,phase,2,MYOLEG_VP_013,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.0001061014810473937,-0.02122029620947874,True,
SUBJECT,J,phase,2,MYOLEG_VP_014,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.00010224081032128574,-0.020448162064257147,True,
SUBJECT,J,phase,2,MYOLEG_VP_015,MYOLEG_V2_P20850,MYOLEG_V2_P20852,9.67433815254326e-05,-0.01934867630508652,True,
SUBJECT,J,phase,2,MYOLEG_VP_017,MYOLEG_V2_P20850,MYOLEG_V2_P20852,9.864051815045016e-05,-0.019728103630090033,True,
SUBJECT,J,phase,2,MYOLEG_VP_018,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.0001007665400958313,-0.02015330801916626,True,
SUBJECT,J,phase,2,MYOLEG_VP_019,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.00010221742870941686,-0.02044348574188337,True,
SUBJECT,J,phase,2,MYOLEG_VP_021,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.00011162875118042592,-0.022325750236085184,True,
SUBJECT,J,phase,2,MYOLEG_VP_022,MYOLEG_V2_P20850,MYOLEG_V2_P20852,9.403867376345243e-05,-0.018807734752690486,True,
SUBJECT,J,phase,2,MYOLEG_VP_023,MYOLEG_V2_P20850,MYOLEG_V2_P20852,9.559565589067898e-05,-0.019119131178135795,True,
SUBJECT,J,phase,2,MYOLEG_VP_025,MYOLEG_V2_P20850,MYOLEG_V2_P20852,8.284728967489219e-05,-0.016569457934978438,True,
SUBJECT,J,phase,2,MYOLEG_VP_026,MYOLEG_V2_P20850,MYOLEG_V2_P20852,7.931668132254988e-05,-0.015863336264509975,True,
SUBJECT,J,phase,2,MYOLEG_VP_027,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.0001122046454371528,-0.02244092908743056,True,
SUBJECT,J,phase,2,MYOLEG_VP_029,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.00010456334051267557,-0.020912668102535115,True,
SUBJECT,J,phase,2,MYOLEG_VP_030,MYOLEG_V2_P20850,MYOLEG_V2_P20852,8.661675341614661e-05,-0.01732335068322932,True,
SUBJECT,J,phase,2,MYOLEG_VP_031,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.00010224463681474116,-0.020448927362948233,True,
SUMMARY,J,phase,2,ALL_DEVELOPMENT,MYOLEG_V2_P20850,MYOLEG_V2_P20852,0.00010149198440262408,-0.020298396880524816,,1.0
SUBJECT,J,phase,3,MYOLEG_VP_001,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00012442372415710778,-0.01658982988761437,True,
SUBJECT,J,phase,3,MYOLEG_VP_002,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00016141210366371617,-0.021521613821828822,True,
SUBJECT,J,phase,3,MYOLEG_VP_003,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.0001433004084245848,-0.019106721123277975,True,
SUBJECT,J,phase,3,MYOLEG_VP_005,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00016371664006054054,-0.021828885341405407,True,
SUBJECT,J,phase,3,MYOLEG_VP_006,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00014985094206232397,-0.019980125608309862,True,
SUBJECT,J,phase,3,MYOLEG_VP_007,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.0001599547638656551,-0.021327301848754015,True,
SUBJECT,J,phase,3,MYOLEG_VP_009,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.0001384823390434553,-0.01846431187246071,True,
SUBJECT,J,phase,3,MYOLEG_VP_010,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00015933564958880986,-0.021244753278507982,True,
SUBJECT,J,phase,3,MYOLEG_VP_011,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00016440047124788304,-0.021920062833051073,True,
SUBJECT,J,phase,3,MYOLEG_VP_013,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00015901277549557058,-0.02120170339940941,True,
SUBJECT,J,phase,3,MYOLEG_VP_014,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00015342330171219665,-0.020456440228292887,True,
SUBJECT,J,phase,3,MYOLEG_VP_015,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.0001457017735140287,-0.019426903135203826,True,
SUBJECT,J,phase,3,MYOLEG_VP_017,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00014829516483694238,-0.01977268864492565,True,
SUBJECT,J,phase,3,MYOLEG_VP_018,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00015147970300888325,-0.020197293734517768,True,
SUBJECT,J,phase,3,MYOLEG_VP_019,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.0001534248225107948,-0.02045664300143931,True,
SUBJECT,J,phase,3,MYOLEG_VP_021,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00016699223764804483,-0.022265631686405978,True,
SUBJECT,J,phase,3,MYOLEG_VP_022,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00014162104380244234,-0.018882805840325645,True,
SUBJECT,J,phase,3,MYOLEG_VP_023,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.0001437901244168982,-0.01917201658891976,True,
SUBJECT,J,phase,3,MYOLEG_VP_025,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00012532095331840853,-0.01670946044245447,True,
SUBJECT,J,phase,3,MYOLEG_VP_026,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00012026248071439483,-0.016034997428585978,True,
SUBJECT,J,phase,3,MYOLEG_VP_027,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00016784318068263637,-0.02237909075768485,True,
SUBJECT,J,phase,3,MYOLEG_VP_029,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00015691831332109718,-0.020922441776146293,True,
SUBJECT,J,phase,3,MYOLEG_VP_030,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.0001308362347700598,-0.01744483130267464,True,
SUBJECT,J,phase,3,MYOLEG_VP_031,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00015349499452588233,-0.020465999270117646,True,
SUMMARY,J,phase,3,ALL_DEVELOPMENT,MYOLEG_V2_P20850,MYOLEG_V2_P20853,0.00015245150236053995,-0.020326866981405328,,1.0
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_001,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008640442615057697,-0.003456177046023079,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_002,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008731620454511813,-0.003492648181804725,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_003,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008484693528634235,-0.003393877411453694,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_005,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.000868047629133728,-0.003472190516534912,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_006,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.000844586468278119,-0.003378345873112476,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_007,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0009151823471593712,-0.0036607293886374848,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_009,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0009101851055322019,-0.0036407404221288076,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_010,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008557307659375901,-0.0034229230637503605,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_011,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008857096971364165,-0.003542838788545666,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_013,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0009143029621084819,-0.0036572118484339278,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_014,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0009048930305263214,-0.0036195721221052857,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_015,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008075909147363669,-0.0032303636589454676,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_017,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008858045706450213,-0.003543218282580085,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_018,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008792224103502111,-0.0035168896414008444,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_019,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008749641652320284,-0.0034998566609281134,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_021,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008768055119503515,-0.003507222047801406,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_022,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008652492698699721,-0.0034609970794798883,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_023,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008990668500662435,-0.003596267400264974,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_025,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008731760844892245,-0.003492704337956898,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_026,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008798451127951523,-0.0035193804511806093,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_027,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.000868677179866606,-0.003474708719466424,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_029,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008141474464988807,-0.003256589785995523,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_030,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0009198898101323572,-0.0036795592405294286,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,1,MYOLEG_VP_031,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0009095416707829429,-0.0036381666831317716,True,
SUMMARY,HIP_NORMALIZED_RMS,hip,1,ALL_DEVELOPMENT,MYOLEG_V2_P20850,MYOLEG_V2_P20125,0.0008758848385911899,-0.0035035393543647597,,1.0
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_001,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017424970787747185,-0.003484994157549437,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_002,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017594331171129074,-0.003518866234225815,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_003,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.001711323351355265,-0.00342264670271053,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_005,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017494275714180496,-0.0034988551428360992,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_006,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017034786369254373,-0.0034069572738508747,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_007,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0018437257552250674,-0.003687451510450135,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_009,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0018340023209213463,-0.0036680046418426926,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_010,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.001724797769360742,-0.003449595538721484,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_011,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017849681056653077,-0.0035699362113306154,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_013,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0018415878834759924,-0.003683175766951985,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_014,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0018228875051954363,-0.0036457750103908726,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_015,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0016297843939802048,-0.0032595687879604096,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_017,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017856794665624953,-0.0035713589331249906,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_018,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017721603823421805,-0.003544320764684361,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_019,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017636152240385616,-0.0035272304480771233,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_021,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017669142493194068,-0.0035338284986388135,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_022,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017445380977370029,-0.0034890761954740057,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_023,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0018111178643421821,-0.0036222357286843643,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_025,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017606494244795101,-0.0035212988489590202,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_026,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017736778544890086,-0.0035473557089780172,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_027,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017505514899510688,-0.0035011029799021376,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_029,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0016422435580037975,-0.003284487116007595,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_030,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0018532506584549857,-0.0037065013169099714,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,2,MYOLEG_VP_031,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0018323558256202466,-0.003664711651240493,True,
SUMMARY,HIP_NORMALIZED_RMS,hip,2,ALL_DEVELOPMENT,MYOLEG_V2_P20850,MYOLEG_V2_P19400,0.0017652647366789842,-0.0035305294733579684,,1.0
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_001,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0026352296218794535,-0.0035136394958392714,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_002,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0026586918860516118,-0.0035449225147354824,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_003,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0025884372762637886,-0.0034512497016850516,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_005,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.002644018831799655,-0.00352535844239954,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_006,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0025765534319713845,-0.003435404575961846,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_007,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.002785500453034162,-0.0037140006040455495,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_009,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0027713195065817153,-0.0036950926754422873,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_010,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0026070816299235133,-0.0034761088398980178,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_011,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0026976501544868636,-0.0035968668726491515,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_013,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.002781726608275803,-0.003708968811034404,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_014,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0027538558909546706,-0.0036718078546062274,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_015,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.002466462075753628,-0.0032886161010048376,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_017,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0026994953897971907,-0.003599327186396254,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_018,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0026786875641003904,-0.0035715834188005204,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_019,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.002665827921890407,-0.0035544372291872093,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_021,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.002670203921650738,-0.003560271895534317,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_022,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0026377400575826604,-0.0035169867434435473,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_023,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0027360264566700376,-0.00364803527556005,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_025,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0026622899323948124,-0.00354971990985975,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_026,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.002681367942485857,-0.0035751572566478096,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_027,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0026455027280201104,-0.0035273369706934807,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_029,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0024841729034441595,-0.003312230537925546,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_030,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0027999485612901776,-0.0037332647483869033,True,
SUBJECT,HIP_NORMALIZED_RMS,hip,3,MYOLEG_VP_031,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0027683132492620777,-0.003691084332349437,True,
SUMMARY,HIP_NORMALIZED_RMS,hip,3,ALL_DEVELOPMENT,MYOLEG_V2_P20850,MYOLEG_V2_P18675,0.0026680159217705723,-0.0035573545623607634,,1.0
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_001,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.172445011482953e-05,-0.0002868978004593181,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_002,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.5025546780072e-05,-0.000300102187120288,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_003,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.052212480784803e-05,-0.0002820884992313921,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_005,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.169792393058039e-05,-0.00028679169572232155,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_006,MYOLEG_V2_P20850,MYOLEG_V2_P20825,6.996140601378542e-05,-0.0002798456240551417,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_007,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.320887590456238e-05,-0.0002928355036182495,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_009,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.479582716307664e-05,-0.0002991833086523066,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_010,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.279755924305409e-05,-0.00029119023697221635,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_011,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.100756635158856e-05,-0.00028403026540635423,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_013,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.676532972877848e-05,-0.0003070613189151139,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_014,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.668873108679364e-05,-0.00030675492434717455,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_015,MYOLEG_V2_P20850,MYOLEG_V2_P20825,6.824992940701602e-05,-0.0002729997176280641,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_017,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.194635748375422e-05,-0.0002877854299350169,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_018,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.410779187067007e-05,-0.0002964311674826803,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_019,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.385869527087863e-05,-0.0002954347810835145,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_021,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.287315764836766e-05,-0.00029149263059347064,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_022,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.411720804173516e-05,-0.00029646883216694064,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_023,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.732287240669322e-05,-0.0003092914896267729,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_025,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.333365281214643e-05,-0.00029333461124858573,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_026,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.612440795312647e-05,-0.0003044976318125059,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_027,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.269536152521017e-05,-0.00029078144610084067,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_029,MYOLEG_V2_P20850,MYOLEG_V2_P20825,6.973366437090789e-05,-0.00027893465748363155,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_030,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.822077045949172e-05,-0.00031288308183796687,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,1,MYOLEG_VP_031,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.595412202365814e-05,-0.0003038164880946326,True,
SUMMARY,HIP_NORMALIZED_RMS,knee,1,ALL_DEVELOPMENT,MYOLEG_V2_P20850,MYOLEG_V2_P20825,7.32712643583544e-05,-0.0002930850574334176,,1.0
SUBJECT,HIP_NORMALIZED_RMS,knee,2,MYOLEG_VP_001,MYOLEG_V2_P20850,MYOLEG_V2_P20800,0.00014305838533956727,-0.00028611677067913455,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,2,MYOLEG_VP_002,MYOLEG_V2_P20850,MYOLEG_V2_P20800,0.00014952890895625348,-0.00029905781791250696,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,2,MYOLEG_VP_003,MYOLEG_V2_P20850,MYOLEG_V2_P20800,0.00014063278714548932,-0.00028126557429097865,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,2,MYOLEG_VP_005,MYOLEG_V2_P20850,MYOLEG_V2_P20800,0.0001428790430909599,-0.0002857580861819198,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,2,MYOLEG_VP_006,MYOLEG_V2_P20850,MYOLEG_V2_P20800,0.00013949769209331553,-0.00027899538418663106,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,2,MYOLEG_VP_007,MYOLEG_V2_P20850,MYOLEG_V2_P20800,0.000145877731090982,-0.000291755462181964,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,2,MYOLEG_VP_009,MYOLEG_V2_P20850,MYOLEG_V2_P20800,0.00014911486448387912,-0.00029822972896775823,True,
SUBJECT,HIP_NORMALIZED_RMS,knee,2,MYOLEG_VP_010,MYOLEG_V2_P20850,MYOLEG_V2_P20800,0.00014509793890127298,-0.00029019587780254597,True,
