subject_id,joint,anchor_subject_id,affine_slope,affine_intercept,affine_r2,affine_nrmse,proportional_slope,proportional_r2,proportional_nrmse,residual_candidate_dependence,max_abs_residual_alpha_spearman
MYOLEG_VP_019,knee,MYOLEG_VP_031,1.0278051473667158,-0.07272310923873355,0.999917330273605,0.00014540994610405474,1.021560948468254,0.9998804150346375,0.0001748876549437593,0.00014541430641849576,0.8117408650741402
MYOLEG_VP_021,hip,MYOLEG_VP_031,1.014445960457619,1.0993368104178174,0.9999939329236807,2.1804001050493263e-05,1.0442699170872474,0.9991295501382094,0.00026116702717263575,2.180465487303567e-05,0.6511781513875969
MYOLEG_VP_021,knee,MYOLEG_VP_031,1.0618502722626748,0.04278704154635448,0.9998176087140973,0.00021394247805348393,1.0655240810490294,0.9998056375324309,0.000220851921060342,0.00021394889340884028,0.40548460348052323
MYOLEG_VP_022,hip,MYOLEG_VP_031,0.9589660010095531,1.1418189193075898,0.9999822133500083,3.722829105611029e-05,0.9899424566377218,0.9989387303874411,0.0002875668933836655,3.7229407396907156e-05,0.2565375705618702
MYOLEG_VP_022,knee,MYOLEG_VP_031,0.9574893293127221,-0.07886224223007292,0.9998926681533639,0.0001658541517300343,0.9507180081849802,0.9998426483444541,0.00020081571923142653,0.00016585912509170777,0.9690637776228203
MYOLEG_VP_023,hip,MYOLEG_VP_031,0.9503697487405001,0.45052634247417944,0.9999955554654392,1.8966796763263186e-05,0.9625920976795388,0.9998301467919163,0.00011725131544031774,1.896736550838718e-05,0.9769868302059651
MYOLEG_VP_023,knee,MYOLEG_VP_031,0.9744735798134407,0.09105421244275441,0.9999687114929936,8.820306048035516e-05,0.9822917358162189,0.9999043294659258,0.0001542340751429675,8.820570536874594e-05,0.44513137438220873
MYOLEG_VP_025,hip,MYOLEG_VP_031,0.9130988140853855,0.757755214973558,0.9999770212759357,4.271968779957917e-05,0.9336559886046838,0.9994701270215005,0.00020514030718192994,4.272096880735491e-05,0.361560152449915
MYOLEG_VP_025,knee,MYOLEG_VP_031,0.8636792391329952,0.15081485235516606,0.9998127515766588,0.00021430914658103028,0.8766286020632374,0.9995879391955701,0.00031791591915251066,0.00021431557293143973,0.3940300457117269
MYOLEG_VP_026,hip,MYOLEG_VP_031,0.8993657604471275,0.6559460949996044,0.9999821699114072,3.7731210986281426e-05,0.917160950877628,0.9995906436504451,0.0001807901475390896,3.7732342407814474e-05,0.46387698256251086
MYOLEG_VP_026,knee,MYOLEG_VP_031,0.848368221192909,0.29306546975820114,0.9996022252579703,0.00030793803951434097,0.8735315991424735,0.9987225831305093,0.0005518373134213013,0.00030794727345408586,0.31583645335698746
MYOLEG_VP_027,hip,MYOLEG_VP_031,1.0327533300321505,1.4607301192886766,0.9999927306562119,2.3660567217742865e-05,1.072381541616097,0.9985202532446346,0.0003375757535731624,2.3661276711939697e-05,0.7282172424717767
MYOLEG_VP_027,knee,MYOLEG_VP_031,1.1009199690232288,0.032652719428653845,0.9998757215338876,0.00017675666546284607,1.1037236180534002,0.999869235316113,0.000181310556912126,0.00017676196575117998,0.20500081941042117
MYOLEG_VP_029,hip,MYOLEG_VP_031,0.9425107359737058,2.9277014675667723,0.9999521184225424,5.815462398053252e-05,1.0219364777170619,0.9928503711732086,0.0007106271157795102,5.815636782580273e-05,0.34908810202519863
MYOLEG_VP_029,knee,MYOLEG_VP_031,1.0094711800113896,-0.02016006653339858,0.9999985463046829,1.919721738883117e-05,1.0077401832682835,0.99999560517801,3.337891623020945e-05,1.9197793043430122e-05,0.8102202330689606
MYOLEG_VP_030,hip,MYOLEG_VP_031,0.927689396081296,-0.3677469845174642,0.9999947635438446,2.107881096965854e-05,0.9177127719812134,0.9998791001798566,0.00010128384986850693,2.1079443046392856e-05,0.7161214686080777
MYOLEG_VP_030,knee,MYOLEG_VP_031,0.8787444080831264,0.18926084983866773,0.9998197211325301,0.000209559495170603,0.8949948462513468,0.9994777130183787,0.0003566888498470111,0.00020956577909627335,0.1955025128858345
MYOLEG_VP_031,hip,MYOLEG_VP_031,0.9999999999999952,1.0868385701120809e-13,1.0,1.8989685016713963e-15,1.0,1.0,0.0,6.999368286032077e-17,0.6272754493501523
MYOLEG_VP_031,knee,MYOLEG_VP_031,0.9999999999999991,3.51551829246275e-15,1.0,6.102449612186935e-16,1.0,1.0,0.0,0.0,0.0
