subject_id,candidate_count,feasible_count,common_candidate_id,oracle_candidate_id,oracle_E3,oracle_status,tie_count,reference_E3,reference_regret,common_E3,common_regret,common_relative_regret,fallback_common_candidate_id,fallback_common_E3,fallback_oracle_candidate_id,fallback_oracle_E3,fallback_common_relative_regret
MYOLEG_VP_001,27,7,CONTROLLED_ACTUATION_V3:8,CONTROLLED_ACTUATION_V3:8,0.9983973262082543,FEASIBLE_ORACLE,1,1.0,0.0016026737917457234,0.9983973262082543,0.0,0.0,CONTROLLED_ACTUATION_V3:8,0.9983973262082543,CONTROLLED_ACTUATION_V3:8,0.9983973262082543,0.0
MYOLEG_VP_002,27,9,CONTROLLED_ACTUATION_V3:8,CONTROLLED_ACTUATION_V3:12,0.9992587796859302,FEASIBLE_ORACLE,1,1.0,0.0007412203140697571,0.9992946407722618,3.586108633157892e-05,3.5886399134358636e-05,CONTROLLED_ACTUATION_V3:8,0.9992946407722618,CONTROLLED_ACTUATION_V3:12,0.9992587796859302,3.5886399134358636e-05
MYOLEG_VP_003,27,8,CONTROLLED_ACTUATION_V3:8,CONTROLLED_ACTUATION_V3:8,0.998796149497857,FEASIBLE_ORACLE,1,1.0,0.0012038505021430002,0.998796149497857,0.0,0.0,CONTROLLED_ACTUATION_V3:8,0.998796149497857,CONTROLLED_ACTUATION_V3:8,0.998796149497857,0.0
