t,trajectory_type,trajectory_variant,x,y,z,rx,ry,rz,vx,vy,vz,ax,ay,az,j1,j2,j3,j4,j5,j6,dj1,dj2,dj3,dj4,dj5,dj6,fx,fy,fz,tx,ty,tz,Mx,My,Mz,Bx,By,Bz,Kx,Ky,Kz,mode,comfort
0.0007,rehab,safe_near_limit_slow,80.2195463848624,-666.635053893404,262.47557621908663,-177.65188250594497,0.29203263788807693,-149.8520563500996,0.3403,0.1067,-0.6933,-11.2709,-3.1644,31.8193,84.4282320230314,30.0637945798364,85.69201327786587,-27.523023817274304,-89.11313374837239,-35.81669277615017,-0.0,-0.0,0.016608663124613243,-0.019700792100694444,0.06785074869791667,-0.0,-2.1088,-0.9967,-0.9754,-0.00156,-0.00857,0.03621,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
0.0208,rehab,safe_near_limit_slow,80.21955871889145,-666.634925500873,262.47586032658336,-177.65186609824252,0.2920217422890722,-149.85208166822042,0.2422,0.0694,-0.4314,-10.9416,-2.829,26.9978,84.4282320230314,30.06376058748453,85.69202687480661,-27.523023817274304,-89.11313374837239,-35.81666734483507,-0.05441495687654703,0.05441495687654703,0.006166212629563738,0.027211507161458332,0.06785074869791667,-0.0,-2.1181,-0.9533,-0.6432,-0.01557,-0.00547,0.04011,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
0.0407,rehab,safe_near_limit_slow,80.21944913229196,-666.634922459749,262.4762407210692,-177.65184149981727,0.2919828642120285,-149.85208053464436,0.0275,0.0044,0.0575,-10.6605,-2.1475,18.5772,84.42822522456103,30.06373339360303,85.69202007633625,-27.52303229437934,-89.11315070258246,-35.8166758219401,-0.0,0.05441495687654703,-0.020721737701113862,0.003161960177951389,-0.0,-0.0,-2.3019,-0.9871,-1.0335,-0.01928,-0.01699,0.04025,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
0.0608,rehab,safe_near_limit_slow,80.2194025112,-666.634753450168,262.47704431077193,-177.65178143844665,0.29195072094125823,-149.85210374044644,-0.2242,-0.042,0.4811,-11.1917,-1.4575,12.6314,84.42821842609065,30.063672207369663,85.692033673277,-27.523023817274304,-89.11315070258246,-35.816658867730034,-0.0,-0.0,-0.019817541141321164,0.003238254123263889,-0.0,-0.0,-2.1057,-0.8728,-0.4259,-0.01523,0.00107,0.03672,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
0.0812,rehab,safe_near_limit_slow,80.21855330424265,-666.6346337240439,262.4788950658781,-177.65165032890573,0.2918568510279634,-149.85218636461062,-0.5296,-0.0714,0.864,-13.0314,-0.7998,9.6631,84.42816403832767,30.063563431843672,85.69201327786587,-27.523023817274304,-89.1131591796875,-35.816650390625,-0.05441495687654703,-0.0,-0.005160039014155322,0.022557576497395832,-0.0,-0.0,-2.162,-0.8675,-0.5719,-0.00042,-0.00613,0.03801,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
0.1008,rehab,safe_near_limit_slow,80.2145078505676,-666.6342287371597,262.4873198682362,-177.65105465921275,0.29141827040952933,-149.85252881581633,-0.857,-0.07,1.0922,-16.7467,-0.2361,10.6026,84.42792609186456,30.063101135858215,85.69195889010288,-27.523006863064236,-89.1131591796875,-35.816658867730034,-0.05441495687654703,-0.0,0.008368917030863243,0.02288818359375,-0.0,-0.0,-2.0922,-1.0055,-0.4257,-0.00142,0.00195,0.03845,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
0.1207,rehab,safe_near_limit_slow,80.18387556272219,-666.6370776967282,262.5308238626211,-177.6480710518168,0.2892661035060595,-149.85506308123774,-1.1261,-0.0463,1.1284,-19.7184,0.6117,12.1609,84.42579817063738,30.06055170946782,85.69081674707998,-27.522506713867188,-89.1131591796875,-35.81671820746528,-0.16324487062964108,-0.16324487062964108,-0.10589977302173577,0.06115383572048611,-0.06785074869791667,-0.06785074869791667,-2.1465,-0.9811,-0.5066,-0.00799,-0.00223,0.0398,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
0.1407,rehab,safe_near_limit_slow,80.14962601634502,-666.6409489958751,262.5704614117544,-177.64622528755376,0.28794076946517994,-149.85740555480672,-1.537,-0.0339,1.3262,-21.2724,1.4984,14.7702,84.42280004520228,30.057825522847693,85.6887976013788,-27.520556979709202,-89.1131591796875,-35.8170657687717,-0.16324487062964108,-0.16324487062964108,-0.10799370189704517,0.13532850477430555,-0.0,-0.0,-2.1155,-1.0629,-1.0017,-0.00101,0.00536,0.0442,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
0.1609,rehab,safe_near_limit_slow,80.1032784005872,-666.6416671260081,262.6094146103648,-177.64629136918657,0.28790305704534414,-149.85796283033926,-1.9852,-0.0299,1.6134,-24.4832,1.8706,22.432,84.41887052932589,30.054922575997836,85.68654730768488,-27.515843709309895,-89.11314222547743,-35.81997341579861,-0.16324487062964108,-0.10882991375309406,-0.08440300969794245,0.2691311306423611,0.06785074869791667,-0.20355224609375,-2.1699,-0.9238,-1.2902,0.00217,-0.00446,0.04033,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
0.1814,rehab,safe_near_limit_slow,80.0772941419108,-666.6401522279712,262.6229267789949,-177.64757686171671,0.2887641868488522,-149.8575820881905,-2.635,0.0048,2.2381,-32.2493,1.8957,36.5038,84.41587920236115,30.05329774157836,85.68521480749149,-27.510943942599827,-89.11311679416232,-35.823372734917534,-0.2176666259765625,-0.10882991375309406,-0.08106496074412128,0.3400760226779514,-0.0,-0.20355224609375,-2.2156,-0.8767,-0.7549,-0.00901,0.00648,0.03982,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
0.201,rehab,safe_near_limit_slow,80.01421592987292,-666.636235136399,262.6621256718941,-177.65088456330915,0.29100759576122287,-149.85609865265155,-3.5461,0.0781,3.3087,-43.723,1.6826,53.8375,84.41032485206529,30.05000048344678,85.68218268970452,-27.500423855251736,-89.11304897732205,-35.83030700683594,-0.2720815828531095,-0.2176666259765625,-0.19640780911587252,0.5331844753689235,-0.0,-0.339262220594618,-2.0262,-1.1012,-1.446,0.01305,-0.01628,0.04702,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
0.2208,rehab,safe_near_limit_slow,79.95367126947336,-666.6358945666349,262.71671291790256,-177.65220445296302,0.29187296272901814,-149.855189945675,-4.1093,0.1386,4.1897,-57.9675,1.3769,71.2938,84.40502204517327,30.046064169100013,85.67838234476524,-27.49093797471788,-89.1129642062717,-35.83641899956597,-0.3809114966062036,-0.32649653972965653,-0.2968076196047339,0.6649610731336806,-0.0,-0.4071129692925347,-2.1284,-0.9165,-1.0003,0.00716,-0.00046,0.04625,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
0.2408,rehab,safe_near_limit_slow,79.83171165396223,-666.6367949011994,262.846701191007,-177.65277574066042,0.2923478894289576,-149.85376643202815,-5.3251,0.1397,5.7958,-74.3282,0.9297,86.9807,84.39432805127437,30.036940621857596,85.670061017027,-27.472415500217014,-89.11261664496527,-35.848329332139755,-0.489748208829672,-0.489748208829672,-0.37392946753171413,0.9147728814019097,-0.06785074869791667,-0.5428229437934028,-2.0879,-1.0365,-0.7182,-0.00136,-0.00373,0.03969,0.0008511565974913538,0.0009780877735465765,0.0008152628433890641,0.00040977494791150093,0.0005042317789047956,0.00040525998338125646,0.012134268879890442,0.01189246866852045,0.01164538785815239,passive,0
