Frame,Nose_X,Nose_Y,Nose_Z,LEye_X,LEye_Y,LEye_Z,REye_X,REye_Y,REye_Z,LEar_X,LEar_Y,LEar_Z,REar_X,REar_Y,REar_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,RElbow_X,RElbow_Y,RElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RWrist_X,RWrist_Y,RWrist_Z,LHip_X,LHip_Y,LHip_Z,RHip_X,RHip_Y,RHip_Z,LKnee_X,LKnee_Y,LKnee_Z,RKnee_X,RKnee_Y,RKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,RAnkle_X,RAnkle_Y,RAnkle_Z
593,-39.42,1654.77,277.55,2.76,1652.28,273.23,-90.47,1703.61,300.75,69.97,1617.52,221.05,-136.87,1724.03,276.84,184.25,1454.59,141.02,-173.91,1615.96,227.59,325.00,1273.59,18.43,-327.17,1653.05,472.28,295.77,1079.01,-100.66,-420.20,1691.44,754.90,138.21,1094.88,-11.44,-68.79,1083.69,27.13,171.68,828.43,-148.64,-125.62,739.88,-125.89,197.91,596.25,-270.12,-103.13,473.20,-250.05
594,-37.71,1654.26,278.15,4.18,1651.34,274.33,-87.47,1701.75,300.82,71.57,1616.26,221.35,-132.52,1720.38,276.30,185.18,1453.82,142.20,-173.12,1615.66,226.57,326.27,1274.79,17.13,-329.65,1666.70,471.59,296.90,1078.94,-99.82,-423.82,1712.31,752.76,138.15,1093.80,-12.42,-67.90,1080.07,26.29,173.08,827.90,-148.75,-124.72,736.57,-127.67,197.24,593.81,-270.06,-102.01,471.75,-250.38
595,-36.33,1651.89,277.38,5.23,1649.17,274.26,-84.32,1697.62,299.32,71.86,1615.75,221.75,-128.72,1715.27,275.09,185.71,1453.95,143.39,-173.01,1616.55,226.29,326.40,1274.99,17.78,-332.34,1680.35,469.44,297.60,1078.80,-98.76,-428.80,1742.97,746.52,138.26,1094.31,-12.99,-67.24,1079.73,26.54,173.64,828.77,-147.78,-125.31,737.75,-125.32,196.54,595.66,-269.88,-102.97,473.23,-250.17
596,-33.93,1649.15,275.68,6.27,1647.03,273.38,-79.61,1691.86,297.03,74.60,1612.31,220.21,-124.93,1708.17,273.18,188.07,1452.59,143.39,-173.07,1614.62,225.66,327.17,1273.85,15.70,-332.70,1689.28,465.30,298.10,1076.28,-98.41,-431.92,1774.23,735.37,138.75,1096.25,-14.20,-67.45,1080.45,25.38,174.82,827.58,-149.20,-125.53,734.04,-127.17,197.10,592.02,-270.37,-99.22,466.16,-249.34
597,-31.75,1646.07,274.87,7.54,1644.47,272.47,-75.04,1686.54,295.57,78.48,1608.11,217.95,-120.16,1702.16,271.96,192.40,1449.93,142.01,-169.06,1611.01,224.80,330.43,1271.39,12.89,-331.80,1695.95,461.27,297.04,1072.58,-97.82,-432.75,1791.84,727.00,139.77,1097.56,-15.30,-67.04,1081.15,24.36,174.95,826.52,-150.33,-125.44,732.39,-127.96,197.47,589.72,-270.66,-96.79,460.63,-248.04
598,-35.03,1648.02,274.60,4.23,1646.18,272.30,-76.42,1686.92,294.67,75.27,1609.57,217.19,-116.48,1696.63,270.71,192.79,1448.38,140.95,-168.33,1610.46,223.82,331.20,1269.83,12.25,-330.99,1703.82,457.53,296.89,1070.17,-96.65,-435.99,1813.61,716.22,138.73,1099.30,-15.74,-67.38,1081.68,23.24,174.00,826.91,-148.78,-125.39,733.26,-125.89,197.03,592.48,-271.02,-97.43,461.25,-247.25
599,-36.70,1648.31,273.63,1.86,1647.15,271.52,-76.36,1686.98,293.34,74.16,1610.14,216.46,-113.62,1692.66,270.12,194.47,1446.67,139.47,-169.53,1611.66,224.07,331.22,1266.66,11.05,-332.15,1716.63,456.85,296.12,1068.34,-100.03,-440.93,1837.88,708.78,139.12,1100.99,-17.59,-68.05,1081.54,21.12,173.33,828.15,-148.71,-125.99,731.66,-126.35,195.66,596.27,-270.52,-98.48,464.00,-247.82
600,-41.42,1650.17,273.35,-4.82,1651.20,273.13,-77.57,1686.91,292.53,66.44,1616.22,218.59,-109.72,1688.59,268.38,193.19,1446.49,140.05,-171.43,1611.37,219.91,331.45,1267.40,11.96,-333.51,1728.06,453.41,295.44,1070.05,-100.54,-444.32,1854.72,701.77,137.61,1102.18,-18.82,-68.89,1082.23,18.43,173.07,828.12,-149.78,-126.66,730.34,-128.13,195.09,595.38,-270.45,-99.34,464.65,-248.22
601,-43.40,1648.67,272.67,-7.60,1651.44,274.37,-77.51,1685.66,291.58,61.86,1620.57,219.97,-108.38,1691.36,267.03,193.27,1445.09,139.74,-172.87,1613.84,213.62,334.32,1267.04,13.24,-334.23,1734.36,450.93,289.85,1072.60,-101.28,-448.15,1868.31,693.99,133.22,1099.18,-20.07,-71.84,1080.10,15.14,172.09,826.21,-149.60,-124.64,727.61,-129.63,195.11,593.29,-271.13,-100.88,465.70,-249.91
602,-50.74,1651.78,274.26,-14.79,1655.03,276.45,-83.80,1688.64,292.97,54.68,1624.06,224.01,-110.95,1694.49,267.35,190.22,1447.13,142.01,-176.51,1620.28,210.57,332.26,1270.92,14.06,-335.72,1743.67,443.32,291.04,1077.06,-102.64,-452.27,1889.82,677.96,131.13,1100.12,-22.37,-74.64,1080.54,12.65,172.89,826.80,-150.48,-124.00,727.08,-130.96,194.62,590.06,-271.11,-101.54,463.34,-248.04
603,-53.06,1652.43,273.79,-18.51,1656.82,277.08,-86.02,1689.29,292.76,50.11,1626.80,226.73,-110.75,1695.43,267.09,189.57,1447.60,141.45,-175.89,1622.42,207.31,333.47,1271.72,15.12,-336.33,1750.32,435.56,288.95,1079.74,-103.47,-453.91,1903.53,665.12,130.71,1100.08,-23.54,-76.69,1080.51,11.08,172.96,827.07,-151.02,-123.48,726.65,-130.85,194.34,588.72,-270.88,-102.47,462.12,-246.62
604,-50.50,1650.26,272.60,-15.91,1654.72,276.10,-84.41,1687.42,291.49,52.27,1625.82,225.96,-112.97,1696.96,267.01,188.05,1448.03,141.07,-175.07,1624.05,203.76,334.75,1272.86,17.00,-336.80,1757.91,426.62,286.72,1082.06,-102.11,-456.78,1920.60,648.29,129.08,1101.41,-24.13,-79.56,1081.86,9.13,172.20,827.76,-150.70,-124.22,728.96,-130.17,192.59,589.60,-270.63,-104.32,462.85,-244.94
605,-52.32,1651.37,270.27,-18.26,1656.17,274.56,-84.85,1686.08,288.74,49.97,1627.62,225.13,-109.79,1695.38,265.38,188.03,1447.38,140.20,-174.44,1622.92,200.94,334.96,1271.83,16.94,-338.13,1766.09,419.59,285.31,1082.52,-103.88,-459.31,1936.55,634.67,128.97,1099.49,-23.50,-80.83,1079.89,7.98,172.34,827.36,-150.26,-123.97,727.41,-131.26,193.02,589.03,-271.09,-104.61,461.45,-242.74
606,-49.16,1648.76,266.24,-14.73,1653.13,271.19,-81.36,1682.35,283.89,52.82,1625.72,222.29,-108.32,1694.04,262.45,192.92,1444.70,136.78,-171.58,1621.19,198.56,337.63,1267.74,12.91,-336.42,1773.02,407.01,283.54,1078.91,-106.74,-458.51,1953.89,612.88,128.89,1098.64,-21.80,-80.84,1080.53,10.03,172.26,830.11,-149.86,-123.51,729.05,-131.28,193.23,595.55,-271.53,-105.95,461.19,-240.89
607,-48.54,1649.11,265.94,-14.52,1653.38,272.16,-80.05,1681.66,282.91,52.92,1626.34,222.56,-107.96,1696.32,260.99,195.22,1443.31,134.24,-169.18,1620.88,194.45,337.60,1264.03,11.00,-334.22,1774.29,396.15,281.95,1077.33,-111.25,-455.71,1962.91,595.31,130.37,1097.15,-22.66,-81.80,1081.90,10.78,171.98,833.76,-150.44,-124.55,733.38,-131.32,192.11,600.76,-271.87,-107.32,464.13,-241.43
608,-49.87,1651.23,263.48,-15.32,1653.95,270.61,-82.45,1683.93,280.34,53.72,1624.38,220.65,-111.56,1699.89,259.51,193.76,1441.96,131.44,-166.20,1614.73,191.91,334.68,1259.50,11.23,-331.10,1774.11,383.83,282.67,1075.81,-117.03,-449.37,1971.52,576.28,130.49,1093.01,-24.09,-81.94,1079.66,12.47,172.63,835.21,-149.83,-125.68,733.51,-130.36,191.67,605.21,-271.68,-107.56,464.45,-241.39
609,-58.37,1657.62,263.34,-23.06,1659.46,271.24,-90.89,1689.71,279.99,46.80,1629.02,222.49,-117.34,1704.16,259.02,190.52,1442.66,130.16,-165.62,1611.16,189.52,330.80,1258.72,11.45,-328.00,1774.64,372.57,285.64,1075.00,-119.34,-442.76,1977.64,561.30,130.39,1090.79,-23.71,-82.64,1079.08,13.57,171.92,835.68,-149.51,-126.15,733.21,-130.09,191.42,608.16,-270.90,-107.56,465.46,-241.04
610,-58.85,1657.62,260.73,-23.11,1659.25,269.25,-92.02,1689.83,277.12,45.40,1629.99,221.96,-120.02,1706.49,257.39,186.40,1444.81,130.78,-164.64,1606.69,189.56,325.86,1259.58,13.13,-326.10,1776.75,363.35,284.41,1076.41,-119.66,-441.49,1983.75,547.30,131.21,1088.84,-21.70,-80.21,1077.27,16.84,170.61,835.14,-149.17,-125.54,733.08,-129.62,190.41,608.24,-269.79,-107.57,467.27,-241.58
611,-62.99,1661.25,257.74,-27.24,1662.73,266.94,-95.45,1691.08,275.01,40.54,1636.59,220.34,-121.47,1708.77,254.57,180.81,1447.19,130.90,-165.29,1610.26,186.68,322.39,1261.75,16.15,-325.57,1781.77,357.67,284.96,1079.70,-119.33,-442.25,1993.96,534.77,132.44,1087.95,-19.91,-78.88,1082.14,18.35,170.56,835.78,-149.08,-126.30,736.40,-128.66,191.50,605.42,-270.18,-107.38,466.97,-240.81
612,-63.83,1662.00,256.49,-27.07,1661.63,265.83,-96.53,1690.35,273.71,40.62,1638.17,218.66,-121.89,1710.74,252.09,176.02,1450.03,132.51,-166.63,1616.29,184.36,319.14,1265.47,18.26,-324.33,1783.93,349.70,286.84,1083.43,-118.57,-441.83,2002.78,517.93,132.18,1088.78,-17.50,-79.06,1086.27,20.81,170.64,836.10,-147.36,-125.93,738.01,-127.98,191.14,605.26,-269.22,-107.04,467.95,-241.14
613,-68.68,1665.33,255.83,-31.50,1664.20,265.52,-101.08,1692.62,273.41,35.51,1642.94,217.82,-122.47,1712.43,250.09,173.66,1451.72,132.99,-169.62,1620.37,183.16,317.44,1267.70,18.69,-323.64,1785.90,343.26,288.47,1085.41,-118.53,-443.12,2009.58,503.54,132.31,1090.68,-15.27,-78.98,1090.59,23.26,170.65,838.93,-147.77,-125.80,741.87,-128.85,190.82,608.24,-269.26,-107.31,470.14,-241.74
614,-70.33,1664.06,257.14,-31.88,1662.57,266.75,-103.36,1692.57,274.86,34.46,1644.53,217.52,-123.79,1714.71,248.73,168.89,1454.81,134.19,-173.13,1624.83,181.72,314.44,1271.62,20.81,-322.73,1786.54,336.94,290.54,1088.22,-115.92,-444.41,2013.76,490.45,132.37,1090.41,-13.86,-78.96,1091.21,25.16,169.57,837.83,-147.19,-125.79,741.99,-128.94,189.77,610.80,-267.98,-108.30,473.68,-242.53
615,-70.34,1663.14,257.20,-31.23,1661.37,266.97,-103.64,1692.10,275.16,38.31,1642.42,216.91,-125.07,1716.94,247.26,168.63,1455.39,135.20,-170.18,1624.49,181.52,312.80,1271.84,20.62,-321.65,1786.15,331.55,294.98,1086.26,-114.07,-442.64,2017.21,479.79,131.88,1090.89,-13.62,-78.15,1092.75,25.38,169.93,838.14,-146.12,-126.05,742.29,-127.95,188.98,612.76,-266.96,-108.63,475.60,-242.94
616,-68.94,1661.20,259.29,-29.83,1659.50,268.58,-101.67,1690.59,277.83,39.45,1642.10,217.41,-124.44,1718.35,247.08,168.56,1455.83,136.19,-167.44,1623.93,183.60,311.17,1271.87,20.33,-320.52,1785.13,326.14,298.67,1083.59,-111.17,-440.88,2017.19,473.33,132.32,1091.04,-12.82,-76.02,1093.01,27.80,168.93,836.15,-145.03,-125.91,743.83,-127.43,187.60,613.86,-265.39,-109.64,476.68,-242.19
617,-70.46,1662.71,259.12,-31.04,1660.76,268.46,-101.25,1690.36,277.91,34.89,1646.06,217.65,-122.10,1716.83,246.65,169.46,1454.68,136.02,-166.97,1623.48,184.13,310.71,1270.06,19.56,-319.43,1784.18,320.88,300.04,1081.05,-111.05,-439.30,2015.85,469.07,132.80,1090.44,-12.40,-74.23,1092.45,29.13,169.42,835.40,-145.54,-126.34,745.76,-127.82,186.93,615.38,-264.50,-110.51,479.14,-242.36
618,-68.13,1659.90,257.96,-28.14,1657.50,267.57,-99.00,1687.20,276.84,36.67,1643.51,216.99,-121.47,1716.06,245.65,169.83,1453.68,137.13,-166.74,1622.37,184.59,310.30,1269.46,19.10,-320.49,1784.87,317.10,300.74,1079.67,-110.48,-439.02,2015.97,467.23,133.11,1089.01,-12.23,-74.32,1092.52,29.62,169.56,833.72,-145.14,-126.58,747.29,-128.37,186.10,615.69,-263.07,-111.29,480.29,-241.75
619,-69.65,1660.44,258.13,-29.56,1658.65,267.73,-99.52,1686.60,276.86,33.62,1645.44,216.80,-120.57,1714.22,245.83,171.22,1452.90,136.31,-166.99,1623.02,186.93,309.64,1267.19,18.21,-324.84,1791.40,306.63,300.81,1077.18,-111.11,-431.51,2011.77,441.22,134.03,1088.99,-12.91,-74.33,1093.02,30.69,170.35,834.24,-145.86,-126.84,746.27,-128.72,186.34,616.06,-262.79,-110.94,480.16,-241.89
620,-70.35,1661.08,257.65,-30.01,1659.16,267.11,-99.76,1685.97,276.17,33.36,1645.81,216.48,-119.80,1711.77,245.70,172.59,1451.64,135.21,-166.41,1620.51,187.85,309.88,1265.15,17.00,-326.12,1792.68,299.43,299.23,1075.46,-112.64,-423.57,1997.11,422.75,134.13,1087.76,-13.08,-74.55,1092.01,31.29,170.48,834.37,-145.16,-127.21,745.76,-128.29,185.71,615.23,-261.44,-110.57,478.64,-241.36
621,-69.27,1661.12,255.59,-29.12,1658.90,264.85,-97.88,1683.60,274.14,32.50,1646.50,214.97,-117.29,1707.49,245.37,173.62,1451.94,134.24,-166.17,1618.00,188.07,311.03,1265.03,16.84,-327.73,1793.20,292.00,300.30,1074.13,-111.00,-418.69,1988.51,413.41,135.00,1088.61,-13.70,-74.09,1090.82,30.77,171.50,837.22,-146.90,-126.84,744.45,-127.74,187.95,615.25,-262.99,-110.41,479.40,-241.95
622,-68.91,1663.31,254.54,-28.55,1660.90,263.51,-97.10,1684.99,272.92,32.39,1646.34,214.27,-115.74,1705.75,245.43,174.15,1451.08,133.58,-165.91,1617.37,189.28,311.37,1264.06,16.12,-330.31,1795.31,283.67,299.86,1072.68,-110.93,-418.88,1988.48,411.09,135.22,1087.50,-14.06,-73.56,1089.80,31.30,171.20,835.85,-146.12,-126.76,744.13,-127.70,187.68,614.64,-262.63,-109.41,477.60,-242.09
623,-69.01,1665.05,254.37,-28.41,1662.35,263.35,-97.06,1686.33,272.76,31.46,1646.79,214.48,-114.69,1704.58,245.74,173.86,1451.15,133.59,-166.33,1617.31,190.73,311.18,1264.16,16.22,-333.01,1797.74,275.96,299.73,1072.52,-110.44,-420.07,1990.39,411.35,135.27,1086.76,-13.99,-73.60,1088.92,31.65,170.79,835.18,-145.83,-126.62,742.87,-128.30,186.93,614.58,-261.75,-108.97,477.23,-242.21
624,-70.18,1663.00,256.49,-29.65,1661.40,265.26,-97.87,1684.61,274.62,31.72,1646.90,215.60,-114.91,1703.77,245.95,175.16,1450.30,133.42,-165.51,1616.29,190.90,311.84,1263.27,15.36,-333.73,1798.26,269.59,297.01,1073.31,-113.46,-420.48,1988.32,408.53,135.35,1087.08,-14.56,-73.88,1089.04,31.50,171.11,835.49,-146.32,-126.70,743.18,-128.76,187.18,614.50,-262.08,-108.69,476.55,-242.27
625,-71.30,1663.98,256.06,-31.45,1662.07,265.02,-98.43,1684.94,274.02,27.97,1649.71,215.81,-113.50,1703.37,245.27,175.43,1450.10,133.65,-165.60,1616.46,189.91,312.42,1263.63,15.07,-334.92,1799.21,264.31,296.79,1073.97,-114.10,-417.67,1980.30,402.94,135.51,1086.99,-14.66,-73.57,1089.51,31.11,171.24,834.49,-146.75,-126.67,743.98,-129.36,187.78,615.05,-262.65,-108.41,476.40,-242.43
626,-69.07,1661.69,256.36,-28.96,1658.76,265.28,-96.59,1682.38,274.47,33.81,1644.65,215.34,-113.99,1703.57,245.19,177.04,1448.85,134.45,-162.78,1614.33,189.32,313.82,1263.18,14.39,-334.43,1796.99,258.39,296.95,1072.93,-113.76,-417.10,1972.82,400.75,135.25,1087.08,-14.59,-72.48,1089.56,30.64,170.92,833.74,-145.89,-126.48,745.01,-128.67,187.44,614.79,-262.80,-108.75,476.56,-242.43
627,-70.20,1661.90,256.48,-30.01,1658.68,265.45,-98.69,1683.10,274.40,34.81,1643.56,215.29,-116.35,1705.27,245.16,174.12,1450.80,135.50,-162.24,1614.12,188.54,312.41,1265.75,16.21,-336.13,1796.12,253.66,299.22,1074.92,-111.49,-415.88,1970.49,397.36,134.67,1086.82,-13.95,-72.16,1089.45,30.53,170.02,832.69,-145.52,-126.14,746.13,-127.47,186.70,614.99,-262.49,-109.81,478.04,-242.19
628,-68.21,1660.73,255.85,-27.86,1657.22,265.05,-98.25,1683.55,273.48,37.80,1640.40,214.99,-119.07,1707.96,244.61,170.95,1452.97,136.25,-165.11,1616.89,187.90,310.97,1268.44,18.17,-341.57,1795.32,255.86,298.73,1078.43,-110.85,-428.45,1975.00,423.18,133.67,1087.00,-14.32,-75.15,1089.52,29.10,170.05,833.21,-145.06,-127.29,745.49,-127.93,186.11,615.07,-262.05,-109.77,478.21,-242.14
629,-68.69,1660.70,255.54,-28.44,1657.00,264.92,-99.77,1684.59,273.12,38.49,1639.62,214.31,-120.49,1709.28,244.78,170.76,1452.58,135.00,-167.08,1619.54,186.49,311.86,1267.70,18.77,-343.77,1793.85,263.92,295.79,1081.28,-114.98,-444.89,1990.61,453.32,134.03,1087.68,-14.11,-75.31,1091.36,28.65,169.83,834.49,-145.77,-126.86,745.71,-127.64,186.42,614.88,-263.28,-110.15,478.32,-242.38
630,-68.64,1664.16,254.18,-30.01,1661.01,263.87,-100.13,1690.30,271.95,36.26,1642.26,214.50,-121.00,1711.13,245.44,174.59,1449.59,131.76,-166.80,1618.47,186.07,314.88,1263.33,16.77,-342.02,1790.40,271.71,289.86,1079.26,-118.85,-445.73,1992.01,465.88,135.27,1087.48,-14.70,-75.64,1089.85,27.85,168.87,834.64,-146.87,-126.16,740.42,-127.87,188.05,611.37,-265.40,-108.40,475.66,-243.83
631,-69.18,1661.91,255.05,-34.41,1663.17,265.86,-100.24,1688.98,272.93,31.13,1644.92,217.98,-119.42,1708.64,247.10,175.05,1450.77,130.92,-165.92,1614.85,183.42,315.79,1263.80,17.61,-338.73,1784.51,278.04,292.39,1077.81,-115.65,-440.65,1973.88,487.21,135.47,1088.83,-18.90,-77.17,1088.23,22.99,169.82,835.51,-148.80,-126.11,739.80,-128.31,190.11,608.95,-267.81,-108.80,473.40,-243.20
632,-63.43,1661.86,257.97,-29.25,1665.20,268.38,-93.41,1690.36,275.07,37.39,1641.00,218.82,-116.62,1707.55,249.48,183.10,1447.97,129.42,-165.97,1615.62,183.83,326.11,1264.33,13.55,-335.69,1779.95,292.40,287.40,1079.79,-118.16,-441.01,1962.37,506.01,135.19,1091.43,-20.56,-77.71,1084.85,17.85,170.33,833.87,-150.41,-124.74,736.82,-131.20,193.30,600.79,-269.96,-106.69,469.36,-244.09
633,-63.66,1664.15,260.39,-31.02,1668.69,269.56,-93.25,1692.96,277.36,37.11,1640.87,220.34,-113.55,1704.76,252.16,185.20,1448.20,131.04,-168.47,1616.75,188.00,329.63,1266.47,13.94,-334.16,1775.74,309.94,287.21,1080.12,-114.02,-442.74,1953.39,525.92,133.45,1092.69,-20.91,-78.35,1081.96,14.73,171.44,833.67,-150.52,-124.34,734.82,-133.02,193.56,598.48,-271.41,-106.43,467.69,-244.09
634,-59.15,1660.89,261.82,-26.72,1666.25,269.54,-92.39,1694.74,280.01,39.39,1638.02,222.00,-116.76,1704.25,255.35,183.74,1449.82,132.96,-174.79,1622.05,190.83,330.38,1270.68,14.62,-337.72,1774.04,326.40,289.99,1082.37,-111.11,-445.90,1943.65,548.96,132.65,1096.54,-23.43,-78.77,1082.36,11.68,172.39,833.36,-151.05,-124.71,733.91,-131.90,193.14,596.66,-271.70,-107.11,465.63,-242.38
635,-57.99,1661.91,266.07,-24.69,1666.25,271.98,-90.38,1695.99,284.67,38.36,1639.12,223.87,-114.21,1700.88,257.56,186.49,1448.90,135.07,-177.39,1623.71,196.50,331.83,1270.45,14.11,-341.43,1771.36,344.74,287.54,1079.33,-105.93,-447.78,1932.96,574.03,132.65,1098.69,-24.44,-77.16,1083.00,10.76,172.82,832.22,-152.61,-124.40,732.49,-132.73,192.79,595.11,-271.21,-106.69,465.85,-243.01
636,-58.29,1661.29,268.37,-25.62,1666.72,273.66,-89.59,1695.24,286.70,34.26,1641.86,225.47,-110.07,1695.93,258.39,188.11,1447.47,135.50,-176.76,1618.82,200.64,331.96,1269.25,12.44,-343.61,1764.65,359.31,290.64,1075.80,-104.90,-447.61,1920.58,593.55,133.03,1100.86,-23.72,-74.75,1083.25,11.46,172.77,831.36,-151.44,-125.60,733.62,-131.33,193.12,595.31,-271.33,-105.36,467.08,-245.63
637,-55.12,1660.10,268.58,-23.10,1665.66,272.48,-86.35,1694.13,286.93,33.75,1642.36,223.79,-105.50,1691.48,259.08,191.94,1445.09,134.43,-174.30,1615.68,206.70,332.68,1265.63,9.59,-345.90,1756.80,380.61,292.01,1069.24,-103.01,-446.49,1900.99,623.70,135.04,1101.84,-23.53,-71.81,1082.74,13.15,173.18,829.90,-150.74,-125.68,732.61,-130.10,193.49,595.81,-270.62,-102.77,466.15,-246.96
638,-48.94,1657.80,270.75,-15.48,1661.74,272.41,-81.00,1691.33,288.97,40.88,1636.80,222.47,-105.77,1688.87,261.40,192.75,1445.87,136.00,-169.08,1610.19,212.86,332.39,1266.33,10.03,-345.99,1738.58,401.90,294.93,1067.44,-99.25,-442.09,1866.04,655.91,135.57,1101.76,-21.15,-70.13,1081.45,16.05,173.30,830.75,-149.53,-125.95,732.94,-128.47,194.22,597.13,-271.12,-101.00,464.48,-247.19
639,-43.06,1654.84,273.06,-8.39,1657.44,273.41,-76.65,1688.23,291.27,49.15,1630.54,221.76,-105.81,1686.18,264.00,193.49,1446.46,137.41,-167.82,1608.42,217.14,332.63,1266.44,11.57,-347.75,1722.77,421.95,295.35,1068.10,-98.74,-440.63,1841.94,681.13,137.38,1101.32,-19.49,-67.95,1080.33,18.48,173.38,831.04,-149.37,-125.82,733.11,-127.60,195.52,598.23,-271.16,-99.32,462.77,-247.30
640,-36.99,1652.09,273.43,-0.25,1653.61,272.34,-73.04,1687.43,292.37,57.79,1624.09,220.24,-105.81,1686.29,266.18,193.37,1447.19,138.33,-167.14,1607.75,221.59,332.14,1266.93,12.45,-348.73,1704.55,437.63,294.84,1070.18,-100.68,-437.94,1810.72,703.66,138.92,1100.17,-18.20,-66.19,1079.02,21.40,174.89,830.44,-150.23,-125.09,734.02,-127.69,196.81,596.34,-271.04,-98.92,462.92,-247.80
641,-34.87,1652.21,274.94,3.20,1652.76,272.72,-72.99,1689.04,294.38,65.23,1619.16,219.26,-107.85,1688.96,268.58,192.79,1447.47,139.04,-166.25,1605.44,223.49,331.52,1268.39,11.43,-350.39,1683.54,447.63,295.21,1071.49,-101.76,-434.47,1775.30,720.59,139.12,1099.60,-16.77,-66.19,1077.68,22.79,174.00,830.83,-149.11,-124.04,733.64,-128.59,196.14,595.66,-270.44,-99.86,465.93,-248.79
642,-35.54,1653.29,276.12,3.78,1653.11,273.44,-75.15,1692.16,296.06,67.71,1617.69,219.84,-111.76,1695.18,270.30,190.44,1448.73,140.05,-168.68,1609.44,222.74,330.17,1270.24,12.70,-350.54,1663.68,450.44,293.40,1074.28,-101.96,-431.05,1741.34,728.80,139.02,1099.57,-15.41,-66.63,1080.79,23.64,173.42,828.98,-149.90,-124.48,736.55,-128.02,197.27,595.74,-270.86,-99.28,465.00,-248.85
643,-31.99,1651.13,278.05,8.26,1649.52,274.63,-72.80,1691.53,297.80,72.65,1614.01,220.30,-112.93,1698.46,271.82,188.43,1449.81,140.27,-168.85,1609.49,221.78,328.53,1270.70,14.22,-348.32,1642.98,450.64,293.41,1075.11,-101.59,-425.99,1709.06,732.78,137.50,1097.62,-14.03,-66.97,1079.91,23.86,172.48,830.76,-148.36,-124.29,737.70,-126.81,196.55,598.82,-270.20,-99.77,465.70,-248.31
644,-29.06,1649.22,278.73,11.81,1646.30,275.32,-71.52,1691.89,298.68,75.78,1611.48,220.46,-114.26,1702.67,273.06,186.75,1451.29,140.74,-170.08,1606.67,221.50,326.75,1271.66,15.30,-346.25,1623.41,450.28,293.23,1076.68,-102.01,-422.20,1674.55,735.96,135.85,1096.74,-12.31,-67.91,1079.53,23.87,172.08,832.39,-147.70,-124.39,737.08,-126.85,196.52,600.61,-270.30,-100.88,466.95,-248.23
645,-30.37,1649.84,279.54,11.19,1645.98,276.01,-74.09,1694.44,299.56,74.25,1612.01,221.18,-119.09,1708.62,274.02,185.18,1452.41,140.34,-174.13,1605.67,221.38,325.70,1272.64,15.69,-347.77,1613.69,453.24,291.76,1079.33,-104.22,-420.66,1654.04,740.14,136.18,1095.87,-12.07,-68.74,1078.65,23.87,172.38,833.09,-148.43,-125.04,736.93,-127.42,196.82,600.97,-270.43,-102.25,469.82,-248.92
646,-32.39,1650.99,279.88,9.16,1647.38,276.78,-76.70,1696.01,300.04,72.12,1613.70,221.83,-123.44,1712.78,274.39,183.76,1452.66,139.92,-176.19,1604.70,220.63,325.83,1272.76,17.22,-347.28,1600.81,454.00,290.17,1080.83,-104.39,-415.86,1629.96,739.55,136.22,1094.27,-12.44,-69.30,1077.85,23.67,171.34,832.41,-148.42,-125.62,737.17,-127.74,195.40,601.21,-269.62,-102.74,471.53,-249.21
647,-31.44,1651.18,278.67,10.12,1648.45,275.19,-76.45,1696.91,299.68,72.94,1614.24,220.52,-124.77,1713.90,274.85,181.70,1454.96,139.91,-176.16,1605.90,218.75,324.39,1274.56,18.69,-344.28,1579.52,448.70,291.25,1083.02,-104.25,-407.82,1601.02,733.83,135.58,1094.12,-11.49,-70.41,1081.40,24.52,171.20,830.32,-148.11,-126.18,739.36,-126.80,195.90,598.81,-269.25,-101.86,469.15,-248.45
648,-30.08,1650.36,280.46,11.49,1647.51,276.46,-75.21,1696.37,301.81,73.92,1613.84,221.63,-127.38,1716.53,276.60,180.27,1456.27,139.74,-177.51,1607.48,216.31,323.20,1274.66,20.62,-343.35,1562.40,442.57,287.96,1087.29,-108.04,-404.69,1577.22,730.72,135.66,1092.57,-10.46,-71.05,1081.81,25.19,170.35,831.24,-147.00,-126.58,741.91,-124.96,193.94,601.99,-268.23,-103.48,469.45,-247.05
649,-28.97,1647.11,280.45,12.26,1644.89,277.05,-74.87,1693.96,301.79,73.73,1614.05,223.06,-129.31,1718.84,276.70,178.72,1457.78,140.17,-178.43,1608.37,213.96,321.40,1275.60,21.62,-342.87,1548.80,436.87,286.19,1090.10,-109.72,-402.66,1561.37,730.45,135.26,1091.62,-9.18,-72.20,1082.41,25.83,169.98,832.00,-146.07,-126.14,743.06,-125.19,192.72,603.13,-267.14,-104.94,470.03,-246.30
650,-30.06,1647.79,282.83,10.00,1646.62,278.62,-75.92,1694.72,303.72,71.20,1616.57,224.15,-132.14,1721.60,277.71,175.37,1460.01,140.65,-182.14,1611.32,210.13,318.66,1278.43,21.92,-343.16,1534.98,429.60,286.55,1094.05,-111.77,-399.69,1541.07,724.17,134.54,1090.84,-9.18,-73.97,1081.00,23.88,169.90,831.88,-145.43,-125.99,741.91,-125.95,191.72,604.45,-267.58,-106.74,471.68,-246.28
