Frame,Nose_X,Nose_Y,Nose_Z,LEye_X,LEye_Y,LEye_Z,REye_X,REye_Y,REye_Z,LEar_X,LEar_Y,LEar_Z,REar_X,REar_Y,REar_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,RElbow_X,RElbow_Y,RElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RWrist_X,RWrist_Y,RWrist_Z,LHip_X,LHip_Y,LHip_Z,RHip_X,RHip_Y,RHip_Z,LKnee_X,LKnee_Y,LKnee_Z,RKnee_X,RKnee_Y,RKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,RAnkle_X,RAnkle_Y,RAnkle_Z
198,-66.15,1664.21,255.64,-29.91,1664.51,265.41,-97.86,1690.31,272.94,38.79,1641.30,218.11,-121.71,1710.01,248.83,174.59,1451.98,135.07,-168.88,1617.52,186.74,317.96,1269.32,18.12,-332.81,1795.96,360.43,292.52,1082.26,-113.27,-456.97,2021.23,503.16,132.44,1091.26,-14.67,-77.56,1089.80,25.30,169.79,836.94,-147.42,-125.38,739.34,-126.74,191.68,605.65,-269.48,-106.47,471.45,-242.94
199,-66.61,1663.65,255.35,-29.57,1663.32,264.98,-97.30,1688.77,272.85,39.69,1640.10,216.13,-121.14,1710.87,247.23,174.90,1450.24,135.02,-164.58,1613.16,188.80,315.86,1266.65,16.60,-331.47,1796.00,355.72,295.41,1077.29,-112.34,-457.43,2029.47,495.81,132.57,1089.71,-13.81,-76.24,1090.39,27.76,168.94,834.89,-145.56,-126.04,742.43,-126.37,189.69,608.24,-267.27,-108.35,474.33,-242.07
200,-66.70,1663.37,256.51,-28.64,1662.51,265.74,-97.29,1687.56,274.36,39.97,1639.54,216.33,-120.08,1708.87,247.83,172.69,1450.96,136.88,-163.75,1612.27,193.23,311.95,1266.24,18.19,-329.44,1797.79,345.19,299.02,1075.60,-109.83,-443.10,2020.55,461.09,132.68,1088.30,-11.70,-75.35,1090.41,31.02,169.16,833.64,-144.75,-126.07,741.57,-125.90,187.97,608.96,-265.10,-109.17,476.55,-242.25
201,-66.27,1662.31,257.75,-27.37,1660.84,267.12,-96.03,1685.44,275.96,40.66,1638.58,217.71,-118.64,1706.97,248.56,172.43,1451.26,137.96,-162.57,1610.37,196.67,311.40,1267.11,18.07,-327.95,1800.04,337.23,298.68,1076.83,-110.51,-432.78,2014.35,438.66,132.83,1088.17,-11.30,-75.10,1090.08,32.49,169.58,833.58,-144.92,-125.83,741.31,-127.12,187.52,610.71,-264.12,-108.87,476.71,-242.23
202,-67.84,1664.96,257.06,-28.14,1662.83,266.33,-96.95,1686.83,275.43,39.50,1638.79,217.21,-117.94,1705.58,248.61,171.75,1450.72,139.05,-161.91,1607.62,198.50,310.64,1266.70,18.86,-326.29,1800.90,328.18,299.19,1077.09,-110.83,-424.66,2006.93,419.26,132.20,1087.44,-9.60,-75.15,1090.37,33.86,169.95,834.44,-145.08,-126.39,742.27,-125.89,186.74,609.95,-262.59,-109.98,478.55,-241.73
203,-68.52,1666.80,258.13,-28.25,1664.39,266.28,-96.83,1688.76,276.41,38.67,1638.98,217.17,-116.87,1705.97,249.59,171.98,1450.26,139.46,-161.40,1608.90,201.27,310.49,1266.47,18.49,-324.98,1807.16,312.92,298.93,1076.97,-111.34,-414.55,2008.20,404.41,132.29,1087.38,-8.72,-74.91,1091.45,35.28,170.65,835.76,-145.93,-126.27,742.27,-127.25,186.70,612.51,-262.39,-109.59,479.03,-242.65
204,-67.69,1666.22,259.45,-27.22,1663.47,266.98,-95.80,1687.34,277.53,40.78,1636.96,216.97,-116.78,1704.75,250.37,171.80,1449.80,140.17,-160.11,1607.44,203.61,310.34,1266.38,18.65,-322.97,1808.87,300.80,299.34,1077.57,-112.23,-409.67,2008.93,393.13,132.33,1087.58,-8.63,-74.68,1091.85,35.89,170.89,836.28,-145.95,-126.36,742.67,-128.30,185.86,614.48,-261.68,-109.76,479.13,-242.62
205,-69.25,1667.09,258.54,-29.32,1665.64,265.96,-96.56,1687.23,276.24,37.06,1639.96,216.48,-115.59,1704.34,249.43,170.85,1450.50,138.73,-160.60,1608.85,202.84,310.16,1266.48,19.01,-321.90,1810.02,290.19,301.30,1076.00,-109.59,-403.50,2010.27,382.37,132.49,1086.30,-8.90,-74.83,1091.87,36.53,171.03,835.94,-146.82,-126.25,741.16,-127.77,187.10,611.57,-262.60,-108.65,476.95,-242.32
206,-67.95,1666.01,258.39,-28.59,1664.77,265.73,-94.84,1686.10,275.76,36.73,1641.04,216.59,-114.74,1705.63,249.57,170.76,1451.37,139.01,-161.29,1612.36,203.20,310.04,1267.26,19.41,-321.13,1812.66,277.88,302.48,1076.09,-108.25,-397.81,2012.38,374.43,132.78,1086.13,-9.31,-74.83,1091.76,35.99,170.94,836.67,-147.57,-126.23,742.21,-127.99,187.38,613.60,-263.23,-109.16,478.23,-242.31
207,-68.86,1666.65,258.84,-30.56,1665.99,266.00,-95.20,1686.65,275.54,31.43,1646.07,216.98,-112.17,1705.68,249.26,171.12,1451.64,138.50,-163.31,1616.33,203.09,310.28,1267.31,19.10,-322.34,1817.60,268.82,303.01,1075.36,-107.40,-394.48,2015.29,370.24,133.23,1085.76,-9.71,-75.13,1091.64,35.75,170.85,836.59,-148.00,-126.52,742.59,-128.32,187.57,614.63,-263.74,-109.46,478.88,-242.50
208,-71.82,1669.93,260.17,-35.02,1670.23,267.10,-97.01,1691.06,275.99,23.10,1652.24,217.15,-109.85,1705.60,248.56,171.47,1452.20,136.74,-166.22,1622.31,202.48,311.24,1267.66,18.39,-324.44,1826.09,263.16,301.92,1076.12,-108.60,-392.13,2024.23,366.99,133.06,1087.90,-8.88,-75.69,1094.12,36.21,171.37,840.16,-146.93,-127.99,747.60,-128.22,188.65,616.31,-264.93,-108.28,478.47,-244.03
209,-71.16,1670.52,259.35,-34.85,1671.67,266.03,-96.44,1691.23,275.22,22.19,1653.31,216.84,-108.09,1705.05,248.54,172.10,1451.88,136.71,-167.19,1624.88,202.83,311.63,1267.09,18.45,-325.11,1831.59,256.12,301.17,1075.21,-107.93,-389.20,2027.53,359.42,133.24,1087.46,-7.93,-75.23,1094.04,36.60,171.74,839.64,-147.81,-126.40,745.19,-128.77,188.91,614.88,-264.96,-107.88,477.48,-243.52
210,-74.05,1672.76,258.62,-39.87,1675.74,265.14,-97.65,1692.53,274.42,13.24,1660.10,217.27,-104.11,1702.04,248.23,171.94,1452.67,134.72,-168.79,1627.23,203.22,311.62,1267.28,17.58,-325.51,1837.01,250.96,300.20,1075.25,-108.49,-386.38,2032.83,355.13,133.06,1086.94,-8.01,-74.30,1092.59,37.00,171.84,839.30,-147.86,-125.26,742.37,-129.73,189.28,613.56,-264.91,-107.40,477.54,-244.24
211,-80.57,1678.81,259.42,-47.62,1682.47,265.00,-100.73,1695.94,274.48,3.93,1667.07,217.70,-98.84,1698.23,247.82,170.80,1454.09,132.68,-169.48,1629.51,204.57,311.04,1268.17,17.08,-326.03,1844.35,247.05,299.86,1075.20,-107.57,-384.66,2040.32,352.21,132.07,1086.16,-8.87,-73.77,1090.74,37.85,171.87,838.00,-148.05,-124.79,739.61,-129.80,189.73,612.43,-265.13,-106.28,476.36,-245.27
212,-83.72,1682.05,259.81,-52.66,1686.74,264.74,-102.12,1698.12,274.41,-5.98,1674.36,218.27,-93.14,1694.36,247.29,170.06,1454.94,130.37,-170.44,1632.00,205.36,311.02,1268.57,16.36,-326.42,1850.33,243.13,299.48,1075.33,-107.84,-382.87,2046.49,349.13,131.34,1085.56,-9.05,-73.59,1089.86,38.27,171.78,838.31,-147.32,-125.08,738.55,-129.76,189.29,612.88,-264.53,-106.82,477.80,-245.84
213,-84.88,1683.67,259.87,-55.51,1689.42,264.29,-102.37,1698.96,274.32,-13.83,1679.99,218.59,-87.29,1690.26,246.96,169.40,1456.01,128.92,-172.41,1635.43,206.97,310.64,1269.06,16.22,-327.02,1856.31,240.09,298.47,1075.67,-107.69,-380.80,2052.22,347.93,131.05,1085.28,-9.02,-73.71,1090.01,38.81,171.45,837.72,-147.37,-125.56,738.60,-129.58,188.90,612.49,-264.07,-106.83,477.96,-246.14
214,-89.50,1688.53,260.10,-63.26,1696.64,264.40,-104.51,1702.21,274.21,-24.44,1687.91,219.56,-81.59,1686.01,246.45,167.44,1457.49,126.98,-172.66,1636.62,208.19,309.30,1269.84,16.23,-327.05,1862.65,235.37,298.07,1076.02,-107.09,-381.63,2037.03,375.06,130.13,1085.00,-9.60,-72.60,1089.52,39.38,171.38,837.83,-147.54,-125.95,738.08,-129.93,189.08,612.68,-264.10,-106.72,478.62,-247.18
215,-89.78,1689.48,259.36,-64.56,1698.53,263.72,-105.33,1704.21,273.64,-25.08,1687.93,219.60,-79.50,1683.70,246.75,170.19,1455.84,125.51,-172.58,1637.07,208.93,310.92,1267.24,14.94,-326.81,1866.38,233.15,298.87,1073.51,-108.45,-379.95,2048.17,363.64,131.42,1084.56,-9.75,-71.76,1088.54,39.50,170.39,837.39,-147.21,-125.35,737.59,-128.91,188.42,612.15,-263.91,-106.90,478.63,-246.51
216,-87.61,1689.58,260.00,-60.78,1697.67,264.15,-104.68,1705.99,274.68,-19.17,1682.95,219.32,-82.59,1685.48,247.97,172.02,1454.78,127.50,-173.04,1638.54,211.28,311.82,1266.55,15.14,-326.90,1872.84,231.07,298.40,1073.60,-109.33,-379.93,2059.42,354.68,132.16,1084.83,-9.43,-72.04,1088.52,38.85,170.82,837.45,-147.70,-125.00,738.71,-129.92,188.88,611.46,-264.10,-107.73,480.12,-246.39
217,-92.64,1693.98,260.98,-67.49,1703.58,265.10,-107.15,1708.61,275.18,-29.11,1691.01,220.19,-76.87,1681.59,247.42,170.78,1455.85,125.88,-172.43,1639.38,212.20,311.15,1267.18,14.97,-327.21,1877.41,230.74,297.15,1074.11,-109.23,-378.70,2066.52,351.11,131.15,1084.76,-9.81,-71.54,1088.86,39.34,171.24,837.81,-147.52,-125.37,738.96,-130.05,189.06,611.84,-264.18,-106.80,479.17,-247.15
218,-90.76,1692.17,260.41,-66.74,1702.44,264.70,-106.03,1706.97,274.59,-27.15,1689.48,219.59,-75.61,1680.96,247.03,172.01,1454.99,125.58,-172.11,1639.82,212.39,311.79,1265.97,14.53,-325.41,1874.28,229.94,298.27,1072.31,-108.82,-376.63,2065.28,347.39,131.41,1084.20,-9.72,-70.80,1088.77,39.78,170.68,836.70,-147.92,-125.37,738.68,-129.90,189.21,610.96,-264.33,-106.19,477.51,-246.86
219,-90.88,1691.82,259.72,-66.08,1700.96,264.07,-106.77,1706.53,274.17,-22.70,1684.86,218.98,-77.62,1681.53,247.41,173.08,1454.42,127.22,-172.33,1640.81,213.30,312.46,1265.88,14.86,-325.72,1873.68,229.37,297.45,1073.27,-109.95,-380.78,2064.98,344.56,132.25,1084.41,-9.76,-71.63,1089.47,39.41,171.24,837.38,-148.01,-125.59,739.87,-130.04,189.24,611.48,-264.13,-106.70,478.17,-246.62
220,-86.10,1687.31,259.13,-60.28,1695.60,263.55,-102.72,1702.99,273.83,-19.10,1681.78,218.80,-76.03,1680.59,247.41,173.22,1454.24,127.12,-174.04,1641.74,214.06,312.25,1265.44,14.76,-326.54,1873.69,230.44,296.82,1073.03,-110.30,-378.81,2065.70,345.77,132.46,1084.25,-9.30,-71.47,1089.34,39.64,171.05,836.66,-147.89,-125.34,739.52,-129.75,188.78,611.82,-263.85,-106.98,478.45,-246.20
221,-84.32,1682.85,258.49,-57.59,1691.89,263.58,-101.04,1699.02,273.48,-18.41,1681.88,219.16,-73.61,1678.49,246.58,172.47,1454.24,127.24,-175.35,1640.00,212.69,312.72,1266.32,14.93,-326.53,1876.52,228.46,295.67,1073.90,-109.91,-379.83,2061.34,354.56,131.68,1083.93,-8.93,-71.54,1089.17,39.23,170.55,835.90,-148.68,-125.67,740.68,-129.86,188.59,612.00,-263.84,-106.74,478.03,-245.93
222,-81.15,1680.96,258.46,-50.84,1687.01,264.05,-100.28,1698.43,273.87,-10.74,1676.03,218.65,-80.30,1683.25,247.29,172.33,1453.17,132.49,-174.01,1636.24,211.09,313.04,1267.88,16.44,-326.13,1856.20,237.10,296.12,1076.19,-109.53,-391.36,2032.29,369.90,132.12,1083.37,-8.02,-72.14,1088.56,38.65,169.87,834.87,-148.39,-126.24,742.18,-127.14,188.33,613.24,-263.75,-108.07,478.88,-244.43
223,-77.56,1676.35,258.63,-45.45,1680.97,264.52,-99.20,1694.37,274.40,-2.96,1669.57,218.08,-87.85,1686.28,247.92,171.63,1451.27,134.51,-170.27,1628.49,209.71,313.17,1267.42,17.19,-322.77,1835.56,247.97,296.22,1077.10,-110.83,-396.13,2007.55,381.90,132.40,1084.05,-7.91,-72.71,1088.97,38.64,169.23,835.05,-147.76,-126.92,744.85,-126.45,187.54,615.44,-263.23,-109.30,479.88,-243.24
224,-74.67,1672.63,259.35,-40.54,1675.14,265.96,-98.34,1691.37,275.30,4.56,1663.23,218.03,-95.17,1688.96,249.30,172.50,1451.38,135.26,-166.55,1619.49,209.57,313.89,1267.68,17.53,-322.56,1821.39,259.58,296.52,1078.82,-112.58,-404.47,2003.52,397.90,132.69,1084.93,-8.57,-72.77,1087.89,38.31,169.44,836.01,-148.06,-125.83,742.86,-126.20,188.42,616.16,-264.37,-108.24,477.56,-243.06
225,-73.62,1672.00,259.19,-37.30,1672.16,266.10,-98.92,1692.11,275.32,13.39,1657.19,217.09,-100.81,1694.88,249.37,173.23,1450.11,134.87,-166.08,1620.49,207.92,313.03,1265.22,17.09,-326.19,1813.55,276.43,296.74,1076.57,-113.47,-415.87,2007.80,412.71,133.50,1085.73,-9.66,-72.37,1088.95,38.08,170.84,836.03,-147.51,-125.94,742.63,-126.24,187.99,615.75,-263.94,-109.31,478.91,-242.86
226,-71.24,1671.81,258.61,-33.48,1669.44,265.80,-98.71,1693.82,275.04,22.77,1650.56,216.29,-106.22,1700.01,249.59,172.98,1449.13,134.67,-165.07,1619.68,205.89,313.20,1264.72,16.64,-327.21,1804.89,289.58,295.61,1077.63,-115.96,-433.12,2015.36,438.82,133.61,1086.02,-9.79,-73.79,1090.57,36.88,170.08,835.61,-147.59,-126.49,742.91,-126.93,186.90,615.81,-263.27,-110.10,480.32,-242.91
227,-68.42,1670.03,257.47,-30.88,1667.91,265.45,-98.15,1695.81,273.89,29.42,1645.44,216.57,-112.26,1705.88,249.98,175.36,1448.24,133.37,-165.87,1618.29,203.98,315.26,1262.96,16.32,-329.79,1793.27,304.55,290.80,1080.06,-120.97,-444.91,2013.67,472.39,135.43,1087.30,-12.00,-74.85,1089.76,34.71,169.94,836.31,-148.29,-126.28,739.50,-127.32,187.98,613.82,-265.25,-109.82,479.80,-244.29
228,-64.32,1666.98,258.91,-28.89,1666.52,267.35,-95.56,1695.73,274.87,35.27,1641.53,218.22,-116.14,1707.65,252.04,179.95,1446.86,131.34,-165.60,1618.87,199.52,320.41,1261.48,15.12,-327.16,1778.36,326.27,288.55,1077.80,-119.58,-445.13,1987.53,506.07,134.76,1091.90,-15.86,-76.86,1088.69,27.56,169.87,838.14,-149.43,-126.96,741.44,-128.02,189.57,611.61,-268.44,-110.43,478.86,-243.96
229,-60.51,1663.93,260.46,-25.05,1664.39,268.75,-92.68,1695.28,277.17,42.01,1637.16,220.38,-117.79,1708.02,254.19,183.99,1446.50,131.14,-169.04,1623.95,196.90,328.55,1264.04,15.33,-327.57,1772.01,343.12,285.90,1079.84,-115.63,-448.11,1970.50,533.05,134.35,1096.24,-19.03,-78.40,1086.47,21.19,170.61,836.71,-150.07,-126.11,738.52,-128.67,189.77,606.22,-270.20,-109.00,474.14,-243.40
230,-56.15,1659.87,265.06,-20.39,1660.75,271.32,-89.39,1694.34,281.87,47.45,1631.53,223.57,-116.95,1706.80,258.18,185.50,1447.04,133.87,-171.99,1626.46,199.51,332.24,1267.88,15.68,-332.40,1767.42,361.21,284.20,1081.35,-110.02,-452.78,1957.85,559.31,133.11,1100.25,-20.75,-80.01,1086.86,16.47,170.42,833.62,-150.71,-125.97,736.04,-129.06,190.76,600.18,-269.64,-107.40,470.47,-244.42
231,-52.56,1655.89,265.88,-17.05,1657.43,271.73,-87.47,1693.11,284.22,48.86,1629.75,225.03,-118.62,1707.75,260.84,186.11,1447.68,136.47,-175.13,1628.82,199.99,333.45,1271.32,14.86,-337.69,1764.16,379.53,286.36,1083.14,-108.72,-457.26,1947.48,584.70,132.90,1102.86,-23.43,-80.51,1087.21,12.87,171.07,831.39,-150.78,-125.50,733.11,-129.59,191.67,596.55,-269.63,-105.97,467.08,-244.73
232,-52.29,1656.12,270.56,-18.47,1659.53,275.35,-85.65,1692.95,288.99,42.79,1634.69,226.53,-114.75,1704.07,262.44,187.58,1447.10,137.23,-177.14,1628.90,203.75,332.79,1269.69,14.59,-341.45,1753.13,403.97,286.92,1079.04,-105.61,-459.72,1931.39,614.30,131.66,1103.95,-23.89,-79.00,1086.42,12.30,170.74,829.23,-150.65,-125.58,731.13,-130.15,193.41,593.17,-270.29,-103.41,465.16,-247.55
233,-50.04,1653.91,273.09,-16.37,1657.76,276.63,-82.18,1689.74,291.22,44.12,1633.60,226.21,-111.09,1698.37,263.41,188.67,1446.45,137.60,-176.89,1624.19,206.44,332.07,1268.06,14.26,-341.62,1739.54,420.46,288.53,1075.34,-103.47,-457.86,1907.66,640.06,132.39,1104.96,-23.32,-76.48,1086.66,12.28,171.49,828.93,-150.29,-126.45,729.71,-130.50,193.24,592.98,-270.48,-102.53,466.06,-248.73
234,-50.22,1653.38,273.38,-15.59,1657.09,275.94,-84.89,1690.64,291.58,45.65,1633.03,224.42,-109.83,1694.13,263.51,189.69,1446.06,137.67,-175.40,1619.14,209.79,331.36,1267.27,12.91,-340.28,1721.10,429.60,292.36,1071.04,-100.54,-453.16,1877.31,659.50,135.00,1103.98,-22.81,-73.98,1085.71,14.20,171.84,827.50,-150.69,-126.27,731.03,-129.25,194.69,593.56,-270.56,-100.84,465.38,-248.66
235,-45.91,1651.85,274.59,-9.88,1654.49,274.99,-80.86,1689.15,292.53,53.65,1626.93,222.19,-109.94,1693.72,265.36,192.89,1445.77,137.78,-171.24,1614.25,214.82,332.34,1266.89,10.67,-339.54,1702.27,438.88,293.89,1069.16,-100.33,-447.83,1834.50,685.43,135.89,1102.06,-20.95,-71.32,1081.99,17.34,173.41,827.37,-150.84,-126.44,731.39,-128.90,195.54,591.65,-271.19,-99.55,464.40,-248.65
236,-40.93,1650.63,276.28,-2.85,1652.23,275.33,-78.46,1689.29,294.66,61.30,1622.07,220.91,-110.81,1694.17,268.04,191.89,1447.35,139.26,-168.55,1612.25,216.95,329.69,1266.86,12.64,-340.48,1688.07,444.27,294.34,1070.41,-101.63,-444.12,1803.71,700.96,136.81,1100.07,-18.66,-69.36,1079.07,19.80,173.73,828.76,-150.12,-125.41,731.22,-129.18,196.36,593.26,-270.76,-99.13,465.76,-249.91
237,-36.59,1649.54,278.09,2.76,1649.90,275.95,-76.81,1690.03,296.80,67.70,1618.18,219.89,-112.31,1696.18,270.27,192.23,1447.86,139.59,-168.10,1611.99,218.62,329.03,1266.25,13.48,-343.86,1679.73,449.49,294.47,1071.32,-103.59,-442.63,1780.33,714.30,137.98,1098.69,-16.82,-68.15,1077.69,21.59,173.56,829.04,-149.95,-124.90,731.70,-128.93,196.92,593.82,-270.70,-99.19,466.28,-250.79
238,-37.20,1650.08,278.95,3.40,1649.47,276.42,-79.01,1691.89,297.83,70.33,1616.35,220.57,-115.63,1699.88,271.57,190.86,1449.56,140.12,-169.25,1613.99,218.60,327.51,1267.55,14.42,-345.32,1665.43,451.12,292.93,1073.25,-103.70,-437.66,1743.81,725.59,137.53,1098.33,-15.08,-68.62,1079.87,22.62,172.84,827.89,-150.84,-124.27,734.05,-129.14,198.11,593.54,-271.29,-98.64,465.99,-250.71
239,-33.69,1647.86,280.50,7.83,1645.98,277.15,-77.42,1692.19,299.29,74.55,1613.11,221.07,-117.31,1704.45,272.66,189.19,1450.16,140.02,-169.69,1614.37,218.65,327.42,1268.83,15.07,-344.21,1649.20,451.36,290.64,1075.07,-103.27,-432.31,1711.69,731.24,136.56,1096.92,-13.72,-68.67,1080.11,23.08,171.57,829.31,-149.23,-124.78,736.98,-127.31,198.21,595.53,-271.28,-99.25,465.98,-250.02
240,-30.46,1645.22,281.18,11.61,1642.61,276.93,-75.28,1690.87,300.19,78.40,1609.38,219.72,-117.67,1705.47,273.27,189.42,1448.82,139.85,-168.61,1610.85,217.96,327.51,1267.92,14.13,-339.88,1622.91,446.75,291.16,1073.96,-104.00,-426.42,1675.11,729.21,135.58,1095.28,-12.90,-68.68,1078.95,23.43,171.15,831.08,-147.53,-124.26,736.96,-127.15,196.49,596.79,-270.64,-100.41,467.90,-250.29
241,-35.29,1648.56,279.09,8.40,1645.08,276.10,-81.79,1695.29,299.31,75.69,1611.28,220.50,-123.47,1709.42,274.09,186.50,1451.71,140.10,-172.55,1608.73,218.30,326.20,1270.58,16.50,-342.41,1604.87,445.66,291.37,1078.93,-105.81,-421.24,1638.74,733.13,136.24,1094.63,-12.82,-70.00,1080.89,24.28,171.05,829.77,-148.31,-126.73,739.84,-126.31,195.71,596.39,-269.63,-100.67,467.33,-248.95
242,-35.02,1648.98,279.36,8.20,1646.14,275.57,-82.87,1697.44,299.99,74.12,1612.54,221.22,-128.68,1714.81,276.02,183.43,1453.96,141.21,-177.02,1610.94,216.29,323.83,1272.65,18.67,-343.83,1586.64,443.33,290.18,1083.20,-107.32,-413.66,1601.30,731.51,136.71,1092.84,-12.98,-71.79,1081.23,22.69,170.69,830.35,-148.10,-128.04,741.41,-126.01,194.24,599.00,-269.66,-101.55,466.41,-247.64
243,-32.58,1647.29,280.43,9.47,1645.59,276.33,-80.62,1696.32,301.17,73.14,1613.16,223.34,-129.97,1716.58,277.12,179.82,1456.59,141.75,-179.30,1611.70,214.17,321.74,1274.98,21.44,-344.80,1575.83,442.39,286.86,1088.19,-108.15,-409.30,1587.36,733.69,135.41,1091.58,-10.81,-72.88,1080.96,23.60,170.19,831.01,-146.99,-127.76,741.54,-124.96,193.37,600.62,-268.90,-102.58,465.40,-246.11
244,-32.52,1647.22,280.11,9.03,1646.41,275.67,-80.90,1696.63,301.20,72.56,1613.03,223.32,-133.24,1718.54,277.00,177.85,1458.13,141.44,-182.58,1613.00,212.22,320.73,1276.13,22.86,-346.73,1562.02,436.01,283.84,1091.56,-109.33,-407.15,1570.46,729.74,134.77,1090.30,-10.49,-73.84,1079.77,23.88,169.66,830.69,-146.73,-127.26,740.18,-125.77,192.36,601.46,-268.68,-103.01,464.43,-245.39
245,-29.98,1644.84,279.65,11.21,1644.16,274.95,-78.24,1694.53,299.96,73.28,1610.92,223.88,-131.65,1717.10,276.20,176.81,1457.83,141.53,-182.22,1612.53,210.32,320.32,1275.87,23.65,-347.69,1546.39,427.50,282.89,1092.01,-109.37,-404.01,1553.35,722.08,134.21,1087.37,-10.13,-73.26,1078.41,24.91,168.99,829.15,-146.36,-127.59,743.86,-123.62,191.06,603.02,-268.55,-107.15,472.12,-245.35
246,-26.88,1640.81,281.94,13.35,1640.80,277.31,-75.54,1692.21,302.12,74.37,1609.75,225.53,-131.25,1718.37,277.64,177.06,1456.82,141.57,-183.31,1613.71,207.83,319.19,1273.85,23.59,-348.03,1532.48,422.85,282.56,1091.96,-112.32,-402.85,1537.51,717.75,133.73,1085.83,-9.21,-73.44,1077.07,25.73,167.94,829.75,-144.63,-126.08,740.30,-124.81,188.91,605.23,-267.17,-106.54,470.04,-244.76
247,-24.83,1642.94,281.62,15.36,1643.30,276.82,-73.18,1693.26,302.74,75.90,1610.61,225.30,-130.02,1716.93,279.21,177.65,1456.12,141.30,-184.30,1613.89,206.28,319.90,1272.96,23.76,-347.45,1515.82,416.23,282.18,1091.96,-113.05,-398.73,1518.01,711.81,133.29,1085.46,-9.12,-74.39,1078.84,26.27,168.18,831.86,-144.12,-127.10,745.54,-124.02,188.91,607.71,-267.91,-107.60,471.99,-244.74
248,-24.51,1642.65,282.88,14.55,1643.70,277.34,-73.37,1694.67,303.73,73.57,1612.57,225.61,-129.90,1719.57,280.26,177.15,1456.63,141.40,-184.66,1615.16,204.60,319.39,1273.61,23.62,-344.91,1499.36,408.95,282.97,1092.83,-113.84,-392.46,1493.17,705.09,132.41,1084.29,-9.01,-75.38,1078.13,25.60,168.65,833.28,-143.40,-126.34,745.47,-124.77,187.97,608.62,-269.13,-106.54,469.41,-244.88
249,-23.79,1642.53,283.44,14.12,1644.33,277.25,-72.89,1695.59,304.07,71.97,1613.95,225.35,-131.10,1722.73,281.64,175.59,1457.43,141.90,-186.13,1616.93,203.40,317.85,1275.06,23.16,-341.32,1481.94,398.07,282.62,1094.33,-114.66,-385.75,1464.93,694.28,132.01,1083.25,-9.15,-76.50,1077.72,24.30,168.87,833.61,-143.48,-125.78,745.34,-126.02,187.53,609.15,-269.80,-105.98,468.24,-245.12
250,-24.40,1641.90,284.22,13.84,1642.78,277.96,-73.82,1695.69,304.06,72.48,1611.21,226.96,-132.29,1722.78,281.85,175.10,1455.59,144.70,-186.87,1616.14,202.84,317.91,1275.18,23.63,-339.72,1466.11,389.12,283.31,1095.77,-116.06,-382.25,1444.84,685.33,131.82,1081.76,-8.21,-77.73,1076.95,23.83,169.13,833.62,-143.62,-126.30,744.77,-126.57,187.47,609.54,-269.03,-106.42,469.05,-244.92
251,-23.10,1638.39,284.37,15.17,1639.05,278.97,-72.22,1692.16,304.02,73.79,1610.73,226.80,-131.99,1722.32,280.90,176.48,1455.95,144.33,-186.15,1612.47,202.46,319.76,1277.13,21.49,-333.38,1446.90,376.14,283.54,1094.33,-113.32,-376.83,1421.45,671.89,131.49,1082.10,-7.93,-79.03,1074.41,23.07,169.59,831.91,-143.94,-125.60,741.82,-127.26,188.76,607.76,-269.34,-105.74,469.39,-246.36
252,-23.58,1637.07,284.24,15.85,1637.03,278.87,-73.16,1690.90,303.85,76.95,1608.82,224.80,-132.38,1722.27,279.24,181.93,1454.24,143.65,-185.99,1611.67,202.19,324.80,1276.00,19.49,-331.88,1436.24,359.34,281.87,1092.04,-111.73,-373.44,1398.83,654.08,131.76,1084.44,-8.71,-79.51,1074.70,22.83,169.61,830.17,-145.19,-125.58,740.67,-127.42,191.58,604.38,-269.89,-103.89,469.69,-249.56
253,-24.39,1636.73,283.30,16.19,1636.00,278.51,-74.06,1689.47,303.63,78.79,1607.37,223.13,-132.79,1720.58,278.43,183.66,1454.31,144.07,-184.36,1609.93,202.52,325.84,1276.09,19.09,-333.31,1427.52,339.32,283.78,1090.31,-109.82,-373.34,1383.30,633.33,132.07,1086.23,-7.91,-78.18,1074.48,23.80,169.31,831.75,-145.01,-124.94,739.68,-126.42,193.71,604.49,-270.14,-103.12,470.41,-250.34
254,-25.14,1636.99,283.82,16.54,1635.57,279.48,-75.19,1687.70,303.60,79.73,1606.45,221.50,-133.46,1717.66,277.81,185.30,1453.08,144.36,-182.86,1609.38,202.87,327.47,1275.89,17.91,-331.52,1415.78,316.88,285.34,1088.07,-107.99,-373.78,1360.55,608.71,132.80,1087.35,-9.29,-78.32,1073.22,22.91,169.26,829.57,-146.53,-124.82,737.02,-128.13,194.16,601.12,-269.19,-102.14,468.83,-249.78
