case_id,subject_id,scenario_name,iteration,current_validation_trajectory_id,candidate_validation_trajectory_id,delta_J_pred,delta_J_actual,e_delta_J,current_item_prediction_error_abs,candidate_item_prediction_error_abs,calibration_data_role,adaptation_executed_outcome_used_directly,heldout_final_test_used_x,bound_status,policy_id,decision_uncertainty_version,validation_pair_count,maximum_observed_validation_e_delta_J,p95_observed_validation_e_delta_J,p99_observed_validation_e_delta_J,guard_uncertainty_bound,guard_uncertainty_bound_type,guard_uncertainty_bound_status,current_vs_candidate_item_error_spearman,correlation_sample_sufficient,heldout_final_test_used_y,formal_threshold_created
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,4,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.602415941909,0.779209063597,0.176793121688,0,0.176793121688,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.176793121688,0.176793121688,0.176793121688,0.176793121688,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,5,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.602829655824,0.779209063597,0.176379407773,0,0.176379407773,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.176379407773,0.176379407773,0.176379407773,0.176379407773,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,6,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.603107459285,0.779209063597,0.176101604312,0,0.176101604312,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.176101604312,0.176101604312,0.176101604312,0.176101604312,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.601476266174,0.779209063597,0.177732797422,0,0.177732797422,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P1_DECISION_GUARDED_EXPLOIT_ONLY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.177732797422,0.177732797422,0.177732797422,0.177732797422,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.601476266174,0.779209063597,0.177732797422,0,0.177732797422,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.177732797422,0.177732797422,0.177732797422,0.177732797422,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.716204787768,0.832051687661,0.115846899894,0,0.115846899894,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.115846899894,0.115846899894,0.115846899894,0.115846899894,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.716196904839,0.832051687661,0.115854782822,0,0.115854782822,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.115854782822,0.115854782822,0.115854782822,0.115854782822,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,2,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.716208125341,0.832051687661,0.115843562321,0,0.115843562321,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.115843562321,0.115843562321,0.115843562321,0.115843562321,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,3,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.716231209969,0.832051687661,0.115820477692,0,0.115820477692,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.115820477692,0.115820477692,0.115820477692,0.115820477692,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,4,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.716262378856,0.832051687661,0.115789308805,0,0.115789308805,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.115789308805,0.115789308805,0.115789308805,0.115789308805,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,5,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.716299428618,0.832051687661,0.115752259043,0,0.115752259043,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.115752259043,0.115752259043,0.115752259043,0.115752259043,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,6,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.716341535379,0.832051687661,0.115710152282,0,0.115710152282,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.115710152282,0.115710152282,0.115710152282,0.115710152282,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.716204787768,0.832051687661,0.115846899894,0,0.115846899894,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P1_DECISION_GUARDED_EXPLOIT_ONLY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.115846899894,0.115846899894,0.115846899894,0.115846899894,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.716204787768,0.832051687661,0.115846899894,0,0.115846899894,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.115846899894,0.115846899894,0.115846899894,0.115846899894,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707668093404,0.707901503655,0.000233410250437,0,0.000233410250437,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000233410250437,0.000233410250437,0.000233410250437,0.000233410250437,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707644708092,0.707901503655,0.000256795562238,0,0.000256795562238,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000256795562238,0.000256795562238,0.000256795562238,0.000256795562238,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,2,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707626788078,0.707901503655,0.000274715576522,0,0.000274715576522,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000274715576522,0.000274715576522,0.000274715576522,0.000274715576522,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,3,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707612380286,0.707901503655,0.000289123368521,0,0.000289123368521,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000289123368521,0.000289123368521,0.000289123368521,0.000289123368521,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,4,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707600408432,0.707901503655,0.000301095222776,0,0.000301095222776,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000301095222776,0.000301095222776,0.000301095222776,0.000301095222776,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707590215644,0.707901503655,0.000311288010574,0,0.000311288010574,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000311288010574,0.000311288010574,0.000311288010574,0.000311288010574,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,6,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707581412966,0.707901503655,0.000320090689155,0,0.000320090689155,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000320090689155,0.000320090689155,0.000320090689155,0.000320090689155,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707668093404,0.707901503655,0.000233410250437,0,0.000233410250437,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P1_DECISION_GUARDED_EXPLOIT_ONLY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000233410250437,0.000233410250437,0.000233410250437,0.000233410250437,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707644708092,0.707901503655,0.000256795562238,0,0.000256795562238,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P1_DECISION_GUARDED_EXPLOIT_ONLY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000256795562238,0.000256795562238,0.000256795562238,0.000256795562238,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,2,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707626788078,0.707901503655,0.000274715576522,0,0.000274715576522,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P1_DECISION_GUARDED_EXPLOIT_ONLY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000274715576522,0.000274715576522,0.000274715576522,0.000274715576522,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,3,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707612380286,0.707901503655,0.000289123368521,0,0.000289123368521,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P1_DECISION_GUARDED_EXPLOIT_ONLY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000289123368521,0.000289123368521,0.000289123368521,0.000289123368521,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,4,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707600408432,0.707901503655,0.000301095222776,0,0.000301095222776,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P1_DECISION_GUARDED_EXPLOIT_ONLY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000301095222776,0.000301095222776,0.000301095222776,0.000301095222776,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707590215644,0.707901503655,0.000311288010574,0,0.000311288010574,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P1_DECISION_GUARDED_EXPLOIT_ONLY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000311288010574,0.000311288010574,0.000311288010574,0.000311288010574,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707668093404,0.707901503655,0.000233410250437,0,0.000233410250437,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000233410250437,0.000233410250437,0.000233410250437,0.000233410250437,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707644708092,0.707901503655,0.000256795562238,0,0.000256795562238,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000256795562238,0.000256795562238,0.000256795562238,0.000256795562238,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,2,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707626788078,0.707901503655,0.000274715576522,0,0.000274715576522,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000274715576522,0.000274715576522,0.000274715576522,0.000274715576522,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,3,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707612380286,0.707901503655,0.000289123368521,0,0.000289123368521,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000289123368521,0.000289123368521,0.000289123368521,0.000289123368521,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,4,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707600408432,0.707901503655,0.000301095222776,0,0.000301095222776,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000301095222776,0.000301095222776,0.000301095222776,0.000301095222776,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.707590215644,0.707901503655,0.000311288010574,0,0.000311288010574,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.000311288010574,0.000311288010574,0.000311288010574,0.000311288010574,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__structured_residual,baseline,structured_residual,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.704652045106,0.697119891851,0.00753215325456,0,0.00753215325456,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.00753215325456,0.00753215325456,0.00753215325456,0.00753215325456,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__structured_residual,baseline,structured_residual,1,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.704622400846,0.697119891851,0.00750250899459,0,0.00750250899459,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.00750250899459,0.00750250899459,0.00750250899459,0.00750250899459,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__structured_residual,baseline,structured_residual,2,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.704583943864,0.697119891851,0.00746405201291,0,0.00746405201291,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.00746405201291,0.00746405201291,0.00746405201291,0.00746405201291,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__structured_residual,baseline,structured_residual,3,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.704540781121,0.697119891851,0.00742088927034,0,0.00742088927034,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.00742088927034,0.00742088927034,0.00742088927034,0.00742088927034,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__structured_residual,baseline,structured_residual,4,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.704494767394,0.697119891851,0.00737487554298,0,0.00737487554298,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.00737487554298,0.00737487554298,0.00737487554298,0.00737487554298,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__structured_residual,baseline,structured_residual,5,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.704446830218,0.697119891851,0.00732693836683,0,0.00732693836683,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.00732693836683,0.00732693836683,0.00732693836683,0.00732693836683,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__structured_residual,baseline,structured_residual,6,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.704406014338,0.697119891851,0.00728612248747,0,0.00728612248747,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.00728612248747,0.00728612248747,0.00728612248747,0.00728612248747,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
