case_id,subject_id,scenario_name,policy_id,iteration,executed_trial_count_this_iteration,trial_purpose,trajectory_id,alpha_hip,alpha_knee,alpha_phase,best_alpha_hip_before,best_alpha_knee_before,best_alpha_phase_before,best_alpha_hip_after,best_alpha_knee_after,best_alpha_phase_after,J_pred,actual_J,best_actual_J_before,best_actual_J_after,delta_J_pred,delta_J_actual,predicted_direction,actual_direction,decision_uncertainty_bound,improvement_margin,model_supported,domain_coverage,distance_to_supported_region,distance_role,accepted_improvement,executed_false_improvement,execution_status,valid_data_added_to_model_update,model_updates_this_iteration,model_reliability_status_after_iteration,truth_accessed_before_selection,cumulative_regret_vs_best_before,stop_reason_after_iteration
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P1_DECISION_GUARDED_EXPLOIT_ONLY,3,1,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,-2,0,0,-3,0,0.982508938697,0.982506817284,0.988258909883,0.982506817284,-0.0057529101987,-0.00575209259893,IMPROVE,IMPROVE,0.000274715576522,0.000478194622181,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P1_DECISION_GUARDED_EXPLOIT_ONLY,4,1,EXPLOIT,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-3,0,0,-4,0,0.976832973427,0.976831607263,0.982506817284,0.976831607263,-0.00567600132816,-0.00567521002104,IMPROVE,IMPROVE,0.000289123368521,0.000386877959637,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P1_DECISION_GUARDED_EXPLOIT_ONLY,5,1,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-4,0,0,-5,0,0.971233563259,0.971232932129,0.976831607263,0.971232932129,-0.00559944415833,-0.00559867513412,IMPROVE,IMPROVE,0.000301095222776,0.000298348935549,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,1,1,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,0,0,0,0,-1,0,0.99409193014,0.994088206232,1,0.994088206232,-0.0059080698603,-0.00591179376796,IMPROVE,IMPROVE,0.000233410250437,0.00067465960986,True,100,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,2,1,EXPLOIT,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,-1,0,0,-2,0,0.988261812707,0.988258909883,0.994088206232,0.988258909883,-0.00583014704818,-0.00582929634889,IMPROVE,IMPROVE,0.000256795562238,0.000573351485942,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,3,1,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,-2,0,0,-3,0,0.982508938697,0.982506817284,0.988258909883,0.982506817284,-0.0057529101987,-0.00575209259893,IMPROVE,IMPROVE,0.000274715576522,0.000478194622181,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,4,1,EXPLOIT,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-3,0,0,-4,0,0.976832973427,0.976831607263,0.982506817284,0.976831607263,-0.00567600132816,-0.00567521002104,IMPROVE,IMPROVE,0.000289123368521,0.000386877959637,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,5,1,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-4,0,0,-5,0,0.971233563259,0.971232932129,0.976831607263,0.971232932129,-0.00559944415833,-0.00559867513412,IMPROVE,IMPROVE,0.000301095222776,0.000298348935549,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,1,1,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,0,0,0,0,-1,0,0.994096780696,0.994139591205,1,0.994139591205,-0.00590321930374,-0.00586040879542,IMPROVE,IMPROVE,0.00753215325456,-0.00662893395082,True,100,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,2,1,EXPLOIT,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,-1,0,0,-2,0,0.988271266826,0.988364352664,0.994139591205,0.988364352664,-0.00582552696211,-0.00577523854089,IMPROVE,IMPROVE,0.00750250899459,-0.00667698203248,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,3,1,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,-2,0,0,-3,0,0.982522938714,0.982668813994,0.988364352664,0.982668813994,-0.00574845691293,-0.00569553867002,IMPROVE,IMPROVE,0.00746405201291,-0.00671559509998,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,4,1,EXPLOIT,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-3,0,0,-4,0,0.976851536668,0.977052538599,0.982668813994,0.977052538599,-0.00567168340886,-0.00561627539421,IMPROVE,IMPROVE,0.00742088927034,-0.00674920586148,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,5,1,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-4,0,0,-5,0,0.971256740499,0.971515062695,0.977052538599,0.971515062695,-0.00559524514182,-0.00553747590443,IMPROVE,IMPROVE,0.00737487554298,-0.00677963040116,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,6,1,EXPLOIT,asym_h+1.000_k-5.000_p+0.00000,1,-5,0,0,-5,0,0,-5,0,0.969491420925,0.96973459063,0.971515062695,0.971515062695,-0.0017659424677,-0.00178047206508,NEUTRAL,NEUTRAL,0.00732693836683,-0.0105609958991,True,100,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,False,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,STOP_MAX_PERSONALIZATION_TRIALS
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,1,1,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,0,0,0,0,-1,0,0.994354354795,0.993146983275,1,0.993146983275,-0.00564564520518,-0.00685301672549,IMPROVE,IMPROVE,0.216052982758,-0.215407337552,True,100,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,2,1,EXPLOIT,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,-1,0,0,-2,0,0.988776354446,0.986413392057,0.993146983275,0.986413392057,-0.00557791355752,-0.00673359121706,IMPROVE,IMPROVE,0.216042773639,-0.215464860081,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,3,1,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,-2,0,0,-3,0,0.983263456356,0.979793710452,0.986413392057,0.979793710452,-0.00551136359254,-0.00661968160586,IMPROVE,IMPROVE,0.215887114789,-0.215375751196,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,4,1,EXPLOIT,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-3,0,0,-4,0,0.977814735156,0.973287025937,0.979793710452,0.973287025937,-0.0054453547116,-0.00650668451481,IMPROVE,IMPROVE,0.215651518222,-0.21520616351,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,5,1,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-4,0,0,-5,0,0.972429722866,0.966892394609,0.973287025937,0.966892394609,-0.00537973678607,-0.0063946313282,IMPROVE,IMPROVE,0.215367998264,-0.214988261478,True,99.7506234414,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,True,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,6,1,EXPLOIT,asym_h+1.000_k-5.000_p+0.00000,1,-5,0,0,-5,0,0,-5,0,0.970938962408,0.965481081626,0.966892394609,0.966892394609,-0.00148361161879,-0.00141131298255,NEUTRAL,NEUTRAL,0.215054040737,-0.218570429118,True,100,0,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,False,False,EXECUTED,True,1,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,False,0,STOP_MAX_PERSONALIZATION_TRIALS
