case_id,subject_id,scenario_name,policy_id,iteration,model_update_count,model_update_success,within_trial_model_fixed,updates_this_trial,mass_scale_before,k_hip_nm_per_rad_before,k_knee_nm_per_rad_before,b_hip_nm_s_per_rad_before,b_knee_nm_s_per_rad_before,mass_scale_after,k_hip_nm_per_rad_after,k_knee_nm_per_rad_after,b_hip_nm_s_per_rad_after,b_knee_nm_s_per_rad_after,mass_scale_delta,k_hip_nm_per_rad_delta,k_knee_nm_per_rad_delta,b_hip_nm_s_per_rad_delta,b_knee_nm_s_per_rad_delta,uncertainty_trace_before,uncertainty_trace_after
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,3,3,True,True,1,1.00001149492,14.9988532587,11.9990732934,2.05805854044,1.56372516411,1.00001084236,14.9989379416,11.999149206,2.05659641492,1.56209413099,-6.52559592362e-07,8.46828774606e-05,7.59125807441e-05,-0.00146212551973,-0.00163103312835,0.0014075879191,0.00129728182915
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,4,4,True,True,1,1.00001084236,14.9989379416,11.999149206,2.05659641492,1.56209413099,1.00001030676,14.9990004532,11.9992069577,2.05534679193,1.56068855338,-5.35594566031e-07,6.25116445292e-05,5.77516462883e-05,-0.00124962298598,-0.00140557760743,0.00129728182915,0.00120358866435
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,5,5,True,True,1,1.00001030676,14.9990004532,11.9992069577,2.05534679193,1.56068855338,1.00000985442,14.9990483936,11.9992529258,2.05426675852,1.55946082015,-4.52345362723e-07,4.79403644125e-05,4.59680892106e-05,-0.001080033406,-0.00122773322498,0.00120358866435,0.00112301192853
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,0,0,True,True,0,0.982558063374,14.8746987077,11.8149726004,2.10437088785,1.38227152266,0.982558063374,14.8746987077,11.8149726004,2.10437088785,1.38227152266,0,0,0,0,0,0.00169970721205,0.00169970721205
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,1,1,True,True,1,0.982558063374,14.8746987077,11.8149726004,2.10437088785,1.38227152266,0.982539970701,14.8750914957,11.8148801862,2.10649091619,1.37873126235,-1.80926726331e-05,0.000392788086849,-9.2414199095e-05,0.00212002834706,-0.00354026030499,0.00169970721205,0.00153938386827
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,2,2,True,True,1,0.982539970701,14.8750914957,11.8148801862,2.10649091619,1.37873126235,0.982519825455,14.875709349,11.8149955188,2.10809978449,1.37583234556,-2.01452459304e-05,0.000617853234491,0.000115332519178,0.0016088682955,-0.00289891679034,0.00153938386827,0.00140758791911
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,3,3,True,True,1,0.982519825455,14.875709349,11.8149955188,2.10809978449,1.37583234556,0.982498550127,14.8764526833,11.8152366807,2.10930954269,1.37340997242,-2.12753287607e-05,0.000743334301447,0.000241161929935,0.00120975820262,-0.00242237313975,0.00140758791911,0.00129728182919
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,4,4,True,True,1,0.982498550127,14.8764526833,11.8152366807,2.10930954269,1.37340997242,0.982476581933,14.8772722514,11.815563162,2.11020378875,1.37135335553,-2.19681937044e-05,0.000819568088586,0.00032648132003,0.000894246060856,-0.00205661688941,0.00129728182919,0.00120358866434
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,5,5,True,True,1,0.982476581933,14.8772722514,11.815563162,2.11020378875,1.37135335553,0.982454155069,14.8781409293,11.8159525769,2.11084510528,1.36958475867,-2.24268640084e-05,0.000868677915653,0.000389414881887,0.000641316525098,-0.00176859686067,0.00120358866434,0.00112301192869
baseline__structured_residual,baseline,structured_residual,P0_SUPPORTED_ONLY_GREEDY,6,6,True,True,1,0.982454155069,14.8781409293,11.8159525769,2.11084510528,1.36958475867,0.982427770702,14.8791170824,11.8161488998,2.11128371898,1.36807136301,-2.63843669489e-05,0.000976153112651,0.000196322961299,0.000438613704247,-0.00151339566216,0.00112301192869,0.00105155459341
baseline__structured_residual,baseline,structured_residual,P1_DECISION_GUARDED_EXPLOIT_ONLY,0,0,True,True,0,0.982558063374,14.8746987077,11.8149726004,2.10437088785,1.38227152266,0.982558063374,14.8746987077,11.8149726004,2.10437088785,1.38227152266,0,0,0,0,0,0.00169970721205,0.00169970721205
baseline__structured_residual,baseline,structured_residual,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,0,0,True,True,0,0.982558063374,14.8746987077,11.8149726004,2.10437088785,1.38227152266,0.982558063374,14.8746987077,11.8149726004,2.10437088785,1.38227152266,0,0,0,0,0,0.00169970721205,0.00169970721205
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,0,0,True,True,0,0.988643233054,16.7602875713,13.2309926032,2.24585169355,1.62960722216,0.988643233054,16.7602875713,13.2309926032,2.24585169355,1.62960722216,0,0,0,0,0,0.00169970721224,0.00169970721224
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,1,1,True,True,1,0.988643233054,16.7602875713,13.2309926032,2.24585169355,1.62960722216,0.988588986645,16.763070055,13.2297775308,2.256878142,1.63263812082,-5.42464080939e-05,0.00278248372149,-0.00121507239808,0.0110264484486,0.003030898653,0.00169970721224,0.00153938386828
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,2,2,True,True,1,0.988588986645,16.763070055,13.2297775308,2.256878142,1.63263812082,0.988541401069,16.7657639787,13.2246265152,2.26544370126,1.63454748349,-4.75855765578e-05,0.00269392367744,-0.00515101553486,0.00856555926694,0.00190936267671,0.00153938386828,0.00140758791918
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,3,3,True,True,1,0.988541401069,16.7657639787,13.2246265152,2.26544370126,1.63454748349,0.98849773912,16.7684022333,13.2173148164,2.27213387802,1.63576343796,-4.36619490044e-05,0.00263825461533,-0.00731169883787,0.00669017675501,0.00121595446805,0.00140758791918,0.0012972818291
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,4,4,True,True,1,0.98849773912,16.7684022333,13.2173148164,2.27213387802,1.63576343796,0.98845661797,16.7710019971,13.208713738,2.27736259412,1.63651732962,-4.11211494709e-05,0.00259976385728,-0.00860107841792,0.00522871610411,0.000753891659394,0.0012972818291,0.0012035886644
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,5,5,True,True,1,0.98845661797,16.7710019971,13.208713738,2.27736259412,1.63651732962,0.988417268475,16.7735732301,13.1993010119,2.28143054225,1.63694805323,-3.93494949561e-05,0.00257123294421,-0.00941272607608,0.00406794812932,0.000430723613234,0.0012035886644,0.00112301192849
baseline__combined_mild,baseline,combined_mild,P0_SUPPORTED_ONLY_GREEDY,6,6,True,True,1,0.988417268475,16.7735732301,13.1993010119,2.28143054225,1.63694805323,0.988323023279,16.7783717439,13.1909774645,2.28475896569,1.63759924922,-9.42451961082e-05,0.00479851385149,-0.00832354738474,0.00332842343942,0.000651195988266,0.00112301192849,0.00105155459336
baseline__combined_mild,baseline,combined_mild,P1_DECISION_GUARDED_EXPLOIT_ONLY,0,0,True,True,0,0.988643233054,16.7602875713,13.2309926032,2.24585169355,1.62960722216,0.988643233054,16.7602875713,13.2309926032,2.24585169355,1.62960722216,0,0,0,0,0,0.00169970721224,0.00169970721224
baseline__combined_mild,baseline,combined_mild,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,0,0,True,True,0,0.988643233054,16.7602875713,13.2309926032,2.24585169355,1.62960722216,0.988643233054,16.7602875713,13.2309926032,2.24585169355,1.62960722216,0,0,0,0,0,0.00169970721224,0.00169970721224
