joint,primary_rms_nm,sensitivity_rms_nm,primary_p95_abs_nm,sensitivity_p95_abs_nm,primary_peak_abs_nm,sensitivity_peak_abs_nm,time_series_difference_rmse_nm,time_series_correlation,primary_to_sensitivity_rms_ratio,primary_to_sensitivity_peak_ratio,high_flexion_interval_start_s,high_flexion_interval_end_s,high_flexion_primary_rms_nm,high_flexion_sensitivity_rms_nm,high_flexion_difference_rmse_nm,high_flexion_delta_to_sensitivity_rms_ratio,high_flexion_mass_term_primary_rms_nm,high_flexion_mass_term_sensitivity_rms_nm,high_flexion_mass_term_difference_rmse_nm,high_flexion_bias_term_primary_rms_nm,high_flexion_bias_term_sensitivity_rms_nm,high_flexion_bias_term_difference_rmse_nm,high_flexion_passive_internal_primary_rms_nm,high_flexion_passive_internal_sensitivity_rms_nm,high_flexion_passive_internal_difference_rmse_nm,high_flexion_actuator_internal_primary_rms_nm,high_flexion_actuator_internal_sensitivity_rms_nm,high_flexion_actuator_internal_difference_rmse_nm,high_flexion_constraint_internal_primary_rms_nm,high_flexion_constraint_internal_sensitivity_rms_nm,high_flexion_constraint_internal_difference_rmse_nm,high_flexion_constraint_equality_internal_primary_rms_nm,high_flexion_constraint_equality_internal_sensitivity_rms_nm,high_flexion_constraint_equality_internal_difference_rmse_nm,high_flexion_constraint_joint_limit_internal_primary_rms_nm,high_flexion_constraint_joint_limit_internal_sensitivity_rms_nm,high_flexion_constraint_joint_limit_internal_difference_rmse_nm,high_flexion_constraint_contact_internal_primary_rms_nm,high_flexion_constraint_contact_internal_sensitivity_rms_nm,high_flexion_constraint_contact_internal_difference_rmse_nm,growth_within_predeclared_limits
hip,36.23894967966722,36.34774376959963,52.196411391196506,52.20227752899236,52.377853505113066,52.397146942707494,0.20873591230213956,0.9999920563823746,0.9970068543835339,0.999631784577593,10.54,16.824,6.484649306914704,6.7197263796736335,0.24115016349568966,0.03588690221452171,0.10166800335212099,0.10729554727888967,0.00564584562056925,1.7366000552713725,1.6874862606773628,0.18962131383207348,0.040276116355187144,0.040276116355187144,0.0,7.0563066355742885,7.112900573124717,0.05706201340881494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
knee,28.285355504338767,11.141914597771377,59.447242410758456,17.212865261916967,61.988543270212524,17.227371087475195,28.099703435865468,0.8334172948998699,2.5386440773829344,3.5982590120950038,10.54,16.824,50.51663507232584,4.015052891227751,54.12093486006,13.479507325620938,0.016367122846563567,0.01252294419559355,0.005248081201166647,12.408340112259019,12.602383967257001,0.19863820965693138,0.050017128504200384,0.04394038043498427,0.006082053826452492,12.488935026226578,8.657582434137344,3.83206577248224,50.193970992731295,0.001044934844871154,50.19488563477832,3.5035926395820196e-16,3.2477542573121584e-16,3.044452139292603e-16,50.193970992731295,0.0010449348448711756,50.194885634778316,0.0,0.0,0.0,False
