record_type,metric,dimension,subject_id,minus_delta_from_reference,plus_delta_from_reference,central_derivative_per_unit,central_derivative_sign,preferred_local_direction,sign_agreement_fraction,minus_improvement_fraction,plus_improvement_fraction
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_010,0.0024403041240356194,-0.0024344472880476475,-0.009749502824166534,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_011,0.0023919584183305087,-0.002378564338425204,-0.009541045513511426,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_013,0.002437000012557422,-0.002430038952253355,-0.009734077929621554,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_014,0.0024149538739259846,-0.00240372020610502,-0.00963734816006201,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_015,0.002252836109979617,-0.0022215030375143385,-0.00894867829498791,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_017,0.002338952219301027,-0.0023172524954561124,-0.009312409429514279,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_018,0.002332637997368492,-0.002309764738403386,-0.009284805471543756,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_019,0.002432914887810611,-0.0024236893292913786,-0.00971320843420398,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_021,0.0024575142887169887,-0.002456753088864949,-0.009828534755163876,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_022,0.002393420223177234,-0.002377006371003576,-0.00954085318836162,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_023,0.002328385306693548,-0.0023062687784394242,-0.009269308170265944,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_025,0.002259342627567773,-0.0022287764714534752,-0.008976238198042497,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_026,0.002180856522811414,-0.002142892424993992,-0.008647497895610812,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_027,0.0024502387804149484,-0.0024474927558855164,-0.00979546307260093,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_029,0.0023899460079375157,-0.0023745224651640084,-0.009528936946203048,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_030,0.002246496884155569,-0.00221495103487368,-0.008922895838058498,-1,PLUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,knee,MYOLEG_VP_031,0.0023820029966692413,-0.0023658901594605375,-0.009495786312259558,-1,PLUS,,,
SUMMARY,KNEE_NORMALIZED_RMS,knee,ALL_DEVELOPMENT,,,,,,1.0,0.0,1.0
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_001,-8.150073808010916e-05,8.531364033403932e-05,0.033362875682829696,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_002,-8.532130968974538e-05,8.791153855702838e-05,0.03464656964935475,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_003,-8.439446162544773e-05,8.77043791402965e-05,0.034419768153148844,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_005,-8.74670487646112e-05,9.005444147436314e-05,0.03550429804779487,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_006,-8.543170839370173e-05,8.850204552690588e-05,0.03478675078412152,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_007,-8.649178928388235e-05,8.914790161984598e-05,0.035127938180745666,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_009,-8.262187717089642e-05,8.596983402209268e-05,0.03371834223859782,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_010,-8.534389898662287e-05,8.798136250176558e-05,0.03466505229767769,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_011,-8.814359689890416e-05,9.070254021814605e-05,0.035769227423410044,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_013,-8.573469482309193e-05,8.846736069967331e-05,0.03484041110455305,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_014,-8.484732666635963e-05,8.768504125122867e-05,0.03450647358351766,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_015,-8.67972716952492e-05,9.015444175086706e-05,0.03539034268922325,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_017,-8.592180901156876e-05,8.907081026798824e-05,0.0349985238559114,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_018,-8.685448087064618e-05,8.997190968518254e-05,0.03536527811116574,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_019,-8.506840153532647e-05,8.796267532895641e-05,0.034606215372856575,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_021,-8.657035997194917e-05,8.898870316886853e-05,0.03511181262816354,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_022,-8.362661174476926e-05,8.697547425895458e-05,0.03412041720074477,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_023,-8.372542500267866e-05,8.688976415704985e-05,0.0341230378319457,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_025,-8.116343472985843e-05,8.499217049695584e-05,0.033231121045362855,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_026,-8.061936021397376e-05,8.462970388278812e-05,0.033049812819352375,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_027,-8.69079003211759e-05,8.927058328167536e-05,0.03523569672057025,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_029,-8.689936445405166e-05,8.977152252787057e-05,0.03533417739638445,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_030,-8.244538036072946e-05,8.612802876584169e-05,0.03371468182531423,1,MINUS,,,
SUBJECT,KNEE_NORMALIZED_RMS,phase,MYOLEG_VP_031,-8.59295352605427e-05,8.885965210958524e-05,0.03495783747402559,1,MINUS,,,
SUMMARY,KNEE_NORMALIZED_RMS,phase,ALL_DEVELOPMENT,,,,,,1.0,1.0,0.0
