case_id,subject_id,scenario_name,iteration,trial_purpose,trajectory_id,alpha_hip,alpha_knee,alpha_phase,best_alpha_hip_before,best_alpha_knee_before,best_alpha_phase_before,best_alpha_hip_after,best_alpha_knee_after,best_alpha_phase_after,actual_J,best_actual_J_before,best_actual_J_after,actual_best_J_improvement,changed_best_alpha,accepted_meaningful_improvement,J_pred_at_execution,best_executed_J_pred_so_far,map_best_supported_J_pred_after,eligible_endpoint_ids_before,eligible_endpoint_ids_after,changed_future_exploit_eligibility,future_eligibility_added,future_eligibility_removed,parameter_delta_json,parameter_changed_exactly,prediction_map_change_rms,prediction_map_change_max_abs,prediction_map_changed_exactly,supported_point_count_before,supported_point_count_after,support_point_increase,model_refit_after_execution,full_map_recomputed_after_execution,frozen_history_row_verified,truth_used_to_select_or_stop,trial_value_classification,classification_is_posthoc_only,classification_used_to_stop_policy
knee_stiff__matched_linear,knee_stiff,matched_linear,7,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0.998885642027,0.977952631223,0.977952631223,0,False,False,0.99888508444,0.977957767831,0.97661310263,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,12650,13200,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,8,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,-5,0,0,-5,0,0.998518418444,0.977952631223,0.977952631223,0,False,False,0.998517860983,0.977957767831,0.976242359641,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,13200,13750,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,9,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,-5,0,0,-5,0,0.998152595928,0.977952631223,0.977952631223,0,False,False,0.998152038596,0.977957767831,0.975873052816,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,13750,14300,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,10,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,-5,0,0,-5,0,0.997788186528,0.977952631223,0.977952631223,0,False,False,0.997787629327,0.977957767831,0.975505194577,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,14300,14850,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,11,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,-5,0,0,-5,0,0.997425202209,0.977952631223,0.977952631223,0,False,False,0.997424645141,0.977957767831,0.975138797256,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,14850,15400,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,12,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,-5,0,0,-5,0,0.997063654849,0.977952631223,0.977952631223,0,False,False,0.997063097918,0.977957767831,0.974773873094,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,15400,15950,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,1,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.99934768035,1,1,0,False,False,0.999348273538,0.999348273538,0.967189952506,,asym_h+0.000_k-1.250_p+0.00000,True,asym_h+0.000_k-1.250_p+0.00000,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,7650,12100,4450,True,True,True,False,MULTIPLE_VALUES,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,2,EXPLOIT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.991680716726,1,0.991680716726,0.00831928327377,True,True,0.99168600693,0.99168600693,0.967189952506,asym_h+0.000_k-1.250_p+0.00000,asym_h+0.000_k-2.500_p+0.00000,True,asym_h+0.000_k-2.500_p+0.00000,asym_h+0.000_k-1.250_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,12100,12100,0,True,True,True,False,DIRECT_DECISION_VALUE,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,3,EXPLOIT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.98354159365,0.991680716726,0.98354159365,0.00813912307609,True,True,0.983546931579,0.983546931579,0.967189952506,asym_h+0.000_k-2.500_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,True,asym_h+0.000_k-3.750_p+0.00000,asym_h+0.000_k-2.500_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,12100,12100,0,True,True,True,False,DIRECT_DECISION_VALUE,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,4,EXPLOIT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.975575746902,0.98354159365,0.975575746902,0.00796584674819,True,True,0.9755811335,0.9755811335,0.967189952506,asym_h+0.000_k-3.750_p+0.00000,asym_h+0.000_k-5.000_p+0.00000,True,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,12100,12100,0,True,True,True,False,DIRECT_DECISION_VALUE,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,5,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.967782002335,0.975575746902,0.967782002335,0.00779374456701,True,True,0.967787438536,0.967787438536,0.967189952506,asym_h+0.000_k-5.000_p+0.00000,,True,,asym_h+0.000_k-5.000_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,12100,12100,0,True,True,True,False,DIRECT_DECISION_VALUE,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,6,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0.998706043352,0.967782002335,0.967782002335,0,False,False,0.99870663625,0.967787438536,0.96660578769,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,12100,12650,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,7,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0.998069276508,0.967782002335,0.967782002335,0,False,False,0.998069869126,0.967787438536,0.966026490754,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,12650,13200,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,8,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,-5,0,0,-5,0,0.997437395699,0.967782002335,0.967782002335,0,False,False,0.997437988045,0.967787438536,0.965452078084,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,13200,13750,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,9,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,-5,0,0,-5,0,0.996810416661,0.967782002335,0.967782002335,0,False,False,0.996811008744,0.967787438536,0.964882533895,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,13750,14300,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,10,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,-5,0,0,-5,0,0.996188354986,0.967782002335,0.967782002335,0,False,False,0.996188946817,0.967787438536,0.964317789265,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,14300,14850,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,11,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,-5,0,0,-5,0,0.995571226126,0.967782002335,0.967782002335,0,False,False,0.995571817713,0.967787438536,0.963757978422,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,14850,15400,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,12,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,-5,0,0,-5,0,0.994959045386,0.967782002335,0.967782002335,0,False,False,0.994959636738,0.967787438536,0.963203117167,,,False,,,"{""b_hip_nm_s_per_rad"": 0.0, ""b_knee_nm_s_per_rad"": 0.0, ""k_hip_nm_per_rad"": 0.0, ""k_knee_nm_per_rad"": 0.0, ""mass_scale"": 0.0}",False,0,0,False,15400,15950,550,True,True,True,False,POST_OPTIMUM_LOW_VALUE,True,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,1,EXPLOIT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.991096051935,1,0.991096051935,0.00890394806501,True,True,0.993142559609,0.993142559609,0.971648197849,asym_h+0.000_k-1.250_p+0.00000,asym_h+0.000_k-2.500_p+0.00000,True,asym_h+0.000_k-2.500_p+0.00000,asym_h+0.000_k-1.250_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.008327746809026149, ""b_knee_nm_s_per_rad"": 0.01277166623902204, ""k_hip_nm_per_rad"": 0.0034701049418721652, ""k_knee_nm_per_rad"": -0.0030531639838233815, ""mass_scale"": -8.749415555631135e-05}",True,1.84558925566e-06,4.46211173932e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,2,EXPLOIT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.982395286145,0.991096051935,0.982395286145,0.00870076578956,True,True,0.986381629612,0.986381629612,0.971642721078,asym_h+0.000_k-2.500_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,True,asym_h+0.000_k-3.750_p+0.00000,asym_h+0.000_k-2.500_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.006675512207383605, ""b_knee_nm_s_per_rad"": 0.009189666931436635, ""k_hip_nm_per_rad"": 0.0024041113322645913, ""k_knee_nm_per_rad"": -0.009350071672686866, ""mass_scale"": -5.875315676795445e-05}",True,3.25337260651e-06,6.71021908394e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,3,EXPLOIT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.973890808057,0.982395286145,0.973890808057,0.00850447808886,True,True,0.979712935485,0.979712935485,0.971634447221,asym_h+0.000_k-3.750_p+0.00000,asym_h+0.000_k-5.000_p+0.00000,True,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.005452935402962211, ""b_knee_nm_s_per_rad"": 0.006756441475609609, ""k_hip_nm_per_rad"": 0.001788402756826457, ""k_knee_nm_per_rad"": -0.012746010508694283, ""mass_scale"": -4.215819213471139e-05}",True,4.43928085505e-06,8.65080804346e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,4,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.965580186606,0.973890808057,0.965580186606,0.00831062145021,True,True,0.973134907629,0.973134907629,0.971624508287,asym_h+0.000_k-5.000_p+0.00000,,True,,asym_h+0.000_k-5.000_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.004518581969341184, ""b_knee_nm_s_per_rad"": 0.00500615357637102, ""k_hip_nm_per_rad"": 0.001396826988504074, ""k_knee_nm_per_rad"": -0.014720670059459096, ""mass_scale"": -3.1608428602503125e-05}",True,5.18109497231e-06,1.04607078244e-05,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,EXPLOIT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.992345339537,1,0.992345339537,0.00765466046262,True,True,0.992542853163,0.992542853163,0.969129987739,asym_h+0.000_k-1.250_p+0.00000,asym_h+0.000_k-2.500_p+0.00000,True,asym_h+0.000_k-2.500_p+0.00000,asym_h+0.000_k-1.250_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.007687660074263913, ""b_knee_nm_s_per_rad"": -0.004049795754179852, ""k_hip_nm_per_rad"": 0.0010171722332987798, ""k_knee_nm_per_rad"": -0.0007746811900464223, ""mass_scale"": -1.3589824163329212e-05}",True,5.34727821283e-07,1.38533139882e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,2,EXPLOIT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.984827390336,0.992345339537,0.984827390336,0.00751794920144,True,True,0.985210826959,0.985210826959,0.969128934829,asym_h+0.000_k-2.500_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,True,asym_h+0.000_k-3.750_p+0.00000,asym_h+0.000_k-2.500_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.005761146920558957, ""b_knee_nm_s_per_rad"": -0.0032234984167369696, ""k_hip_nm_per_rad"": 0.0018528288487775768, ""k_knee_nm_per_rad"": -0.0014082371636252589, ""mass_scale"": -2.6050055258464155e-05}",True,9.38567410016e-07,2.35579851593e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,3,EXPLOIT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.977440667447,0.984827390336,0.977440667447,0.00738672288919,True,True,0.978002499282,0.978002499282,0.969127692319,asym_h+0.000_k-3.750_p+0.00000,asym_h+0.000_k-5.000_p+0.00000,True,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.00425986914996912, ""b_knee_nm_s_per_rad"": -0.002581395246057827, ""k_hip_nm_per_rad"": 0.002325582198521303, ""k_knee_nm_per_rad"": -0.0017690625316308939, ""mass_scale"": -3.307316738054844e-05}",True,1.16827252407e-06,2.89919232899e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,4,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.970184548874,0.977440667447,0.970184548874,0.00725611857231,True,True,0.970917079929,0.970917079929,0.969126333544,asym_h+0.000_k-5.000_p+0.00000,,True,,asym_h+0.000_k-5.000_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.0030739145431399884, ""b_knee_nm_s_per_rad"": -0.002074453088831696, ""k_hip_nm_per_rad"": 0.0026188374511821877, ""k_knee_nm_per_rad"": -0.001996768687702044, ""mass_scale"": -3.742721935662274e-05}",True,1.3117143166e-06,3.23494573407e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,EXPLOIT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.992623627739,1,0.992623627739,0.00737637226131,True,True,0.992627130267,0.992627130267,0.969358532962,asym_h+0.000_k-1.250_p+0.00000,asym_h+0.000_k-2.500_p+0.00000,True,asym_h+0.000_k-2.500_p+0.00000,asym_h+0.000_k-1.250_p+0.00000,"{""b_hip_nm_s_per_rad"": -0.0020842549053083914, ""b_knee_nm_s_per_rad"": -0.002308590339010541, ""k_hip_nm_per_rad"": 0.00018484166194454588, ""k_knee_nm_per_rad"": 0.00016061136865630488, ""mass_scale"": -1.1193968632028373e-06}",True,9.15553620543e-08,2.77568917628e-07,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,2,EXPLOIT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.985373232561,0.992623627739,0.985373232561,0.0072503951773,True,True,0.985375716446,0.985375716446,0.969358593373,asym_h+0.000_k-2.500_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,True,asym_h+0.000_k-3.750_p+0.00000,asym_h+0.000_k-2.500_p+0.00000,"{""b_hip_nm_s_per_rad"": -0.001732938532799988, ""b_knee_nm_s_per_rad"": -0.001923707642057293, ""k_hip_nm_per_rad"": 0.00012073490308317503, ""k_knee_nm_per_rad"": 0.00010679596767815269, ""mass_scale"": -8.363629124819028e-07}",True,5.9211107864e-08,1.83536065457e-07,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,3,EXPLOIT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.978243220592,0.985373232561,0.978243220592,0.00713001196921,True,True,0.978244740168,0.978244740168,0.969358628494,asym_h+0.000_k-3.750_p+0.00000,asym_h+0.000_k-5.000_p+0.00000,True,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,"{""b_hip_nm_s_per_rad"": -0.0014621584247738184, ""b_knee_nm_s_per_rad"": -0.0016339141461783058, ""k_hip_nm_per_rad"": 8.471780731333922e-05, ""k_knee_nm_per_rad"": 7.717122074346605e-05, ""mass_scale"": -6.634295437457638e-07}",True,4.18849102522e-08,1.31335079478e-07,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,4,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.971232932129,0.978243220592,0.971232932129,0.00701028846313,True,True,0.971233524765,0.971233524765,0.969358649873,asym_h+0.000_k-5.000_p+0.00000,,True,,asym_h+0.000_k-5.000_p+0.00000,"{""b_hip_nm_s_per_rad"": -0.0012496634367882287, ""b_knee_nm_s_per_rad"": -0.001410407488708687, ""k_hip_nm_per_rad"": 6.255291221535231e-05, ""k_knee_nm_per_rad"": 5.923911912297797e-05, ""mass_scale"": -5.477819429167141e-07}",True,3.16554730969e-08,9.95136471005e-08,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__structured_residual,baseline,structured_residual,1,EXPLOIT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.992688286868,1,0.992688286868,0.00731171313167,True,True,0.992633159696,0.992633159696,0.969393730002,asym_h+0.000_k-1.250_p+0.00000,asym_h+0.000_k-2.500_p+0.00000,True,asym_h+0.000_k-2.500_p+0.00000,asym_h+0.000_k-1.250_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.0020831255949249616, ""b_knee_nm_s_per_rad"": -0.003527454582860745, ""k_hip_nm_per_rad"": 0.0004998982629746962, ""k_knee_nm_per_rad"": -3.9044765507867396e-05, ""mass_scale"": -2.0582069170882455e-05}",True,2.66754395813e-07,7.08813664207e-07,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__structured_residual,baseline,structured_residual,2,EXPLOIT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.985506647488,0.992688286868,0.985506647488,0.00718163938027,True,True,0.98538744516,0.98538744516,0.969394232569,asym_h+0.000_k-2.500_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,True,asym_h+0.000_k-3.750_p+0.00000,asym_h+0.000_k-2.500_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.001540266979395355, ""b_knee_nm_s_per_rad"": -0.002880602186793757, ""k_hip_nm_per_rad"": 0.0007766928881149937, ""k_knee_nm_per_rad"": 0.00019933901212176863, ""mass_scale"": -2.381955802988056e-05}",True,4.26813373759e-07,1.17488142037e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__structured_residual,baseline,structured_residual,3,EXPLOIT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.97844920142,0.985506647488,0.97844920142,0.00705744606815,True,True,0.978262103279,0.978262103279,0.969394948357,asym_h+0.000_k-3.750_p+0.00000,asym_h+0.000_k-5.000_p+0.00000,True,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.0011153153931484638, ""b_knee_nm_s_per_rad"": -0.0024010935873253203, ""k_hip_nm_per_rad"": 0.0009305246440796111, ""k_knee_nm_per_rad"": 0.00034659641946532815, ""mass_scale"": -2.5606628014207544e-05}",True,5.28452349245e-07,1.44740848507e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__structured_residual,baseline,structured_residual,4,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.971515062695,0.97844920142,0.971515062695,0.00693413872489,True,True,0.971256559497,0.971256559497,0.969395810163,asym_h+0.000_k-5.000_p+0.00000,,True,,asym_h+0.000_k-5.000_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.000778920694991303, ""b_knee_nm_s_per_rad"": -0.002033151971174485, ""k_hip_nm_per_rad"": 0.0010235282396724443, ""k_knee_nm_per_rad"": 0.0004488782950105019, ""mass_scale"": -2.6703006357098324e-05}",True,5.96577423806e-07,1.62494976919e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__combined_mild,baseline,combined_mild,1,EXPLOIT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.991452857738,1,0.991452857738,0.00854714226204,True,True,0.992953577386,0.992953577386,0.97082479916,asym_h+0.000_k-1.250_p+0.00000,asym_h+0.000_k-2.500_p+0.00000,True,asym_h+0.000_k-2.500_p+0.00000,asym_h+0.000_k-1.250_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.010899186671379901, ""b_knee_nm_s_per_rad"": 0.002833163700072472, ""k_hip_nm_per_rad"": 0.003034548079952515, ""k_knee_nm_per_rad"": -0.002534531338518775, ""mass_scale"": -5.794943740344838e-05}",True,1.51953120931e-06,3.70639921377e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__combined_mild,baseline,combined_mild,2,EXPLOIT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.983089368843,0.991452857738,0.983089368843,0.00836348889518,True,True,0.986012107216,0.986012107216,0.97082012939,asym_h+0.000_k-2.500_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,True,asym_h+0.000_k-3.750_p+0.00000,asym_h+0.000_k-2.500_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.00833247429839501, ""b_knee_nm_s_per_rad"": 0.0016369145856940381, ""k_hip_nm_per_rad"": 0.0030686762930045575, ""k_knee_nm_per_rad"": -0.007060966802743707, ""mass_scale"": -5.289703860567041e-05}",True,2.90250778008e-06,6.26558467876e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
baseline__combined_mild,baseline,combined_mild,3,EXPLOIT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.974903154678,0.983089368843,0.974903154678,0.00818621416522,True,True,0.979172031446,0.979172031446,0.970813404012,asym_h+0.000_k-3.750_p+0.00000,asym_h+0.000_k-5.000_p+0.00000,True,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,"{""b_hip_nm_s_per_rad"": 0.006372233233211233, ""b_knee_nm_s_per_rad"": 0.0009164952720277508, ""k_hip_nm_per_rad"": 0.0030811314045955385, ""k_knee_nm_per_rad"": -0.009517403108512568, ""mass_scale"": -4.976765142539197e-05}",True,3.83892294521e-06,7.65255054791e-06,True,13750,13750,0,True,True,True,False,MULTIPLE_VALUES,True,False
