case_id,subject_id,scenario_name,iteration,decision_state,trajectory_id,axis_direction,coordinate,direction,hip_delta,knee_delta,phase_delta,predicted_cumulative_delta_J,calibrated_uncertainty,meaningful_improvement_component,decision_evidence_margin,truth_cumulative_delta_J_posthoc,magnitude_gate_pass,direction_gate_pass,all_nondecision_gates_available,authorized,authorized_prediction_rank,selected,truth_direction_supports_improvement,truth_meaningful_improvement,domain_coverage,model_supported,decision_guard_status,truth_used_for_authorization,truth_attached_posthoc_only
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,4,EXPLOIT,asym_h+0.000_k-3.750_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-3.75,-0.0125,8.76135679981e-05,0.00400496043747,-0.005087613568,-0.00409257400547,8.75076091763e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,4,EXPLOIT,asym_h+0.000_k-3.750_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-3.75,0.0125,-6.71566893504e-05,0.00400496043747,-0.00493284331065,-0.00393780374812,-6.72577618541e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5,FINAL_STOP_DECISION,asym_h-1.250_k-5.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-5.0,0.0,0.00229103601577,0.00400496043747,-0.00729103601577,-0.00629599645324,0.00229143310855,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5,FINAL_STOP_DECISION,asym_h+1.250_k-5.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-5.0,0.0,-0.00222137958899,0.00400496043747,-0.00277862041101,-0.00178358084848,-0.00222178149607,False,False,False,False,,False,True,False,86.0349127182045,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5,FINAL_STOP_DECISION,asym_h+0.000_k-3.750_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-3.75,0.0,0.00701125098537,0.00400496043747,-0.0120112509854,-0.0110162114228,0.00701024731048,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5,FINAL_STOP_DECISION,asym_h+0.000_k-5.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-5.0,-0.0125,7.47233199874e-05,0.00400496043747,-0.00507472331999,-0.00407968375746,7.45580107062e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5,FINAL_STOP_DECISION,asym_h+0.000_k-5.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-5.0,0.0125,-5.41975201898e-05,0.00400496043747,-0.00494580247981,-0.00395076291728,-5.42377520579e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,1,EXPLOIT,asym_h-1.250_k+0.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,0.0,0.0,0.0024444510225,0.00400496043747,-0.0074444510225,-0.00644941145997,0.00247480924879,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,1,EXPLOIT,asym_h+1.250_k+0.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,0.0,0.0,-0.00237483280615,0.00400496043747,-0.00262516719385,-0.00163012763132,-0.00240336626256,False,False,False,False,,False,True,False,86.0349127182045,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,1,EXPLOIT,asym_h+0.000_k-1.250_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-1.25,0.0,-0.00736684030378,0.00400496043747,0.00236684030378,0.00336187986631,-0.0073070329284,True,True,True,True,1,True,True,True,100.0,True,RESEARCH_EXPLOIT_ELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,1,EXPLOIT,asym_h+0.000_k+1.250_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,1.25,0.0,0.00748728523458,0.00400496043747,-0.0124872852346,-0.011492245672,0.00743195550575,False,False,False,False,,False,False,False,80.0498753117207,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,1,EXPLOIT,asym_h+0.000_k+0.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,0.0,-0.0125,0.000127958381692,0.00400496043747,-0.00512795838169,-0.00413291881916,0.000141131215212,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,1,EXPLOIT,asym_h+0.000_k+0.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,0.0,0.0125,-0.000108622924065,0.00400496043747,-0.00489137707594,-0.00389633751341,-0.00012181002528,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,2,EXPLOIT,asym_h-1.250_k-1.250_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-1.25,0.0,0.00239862623993,0.00400496043747,-0.00739862623993,-0.0064035866774,0.00242772721292,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,2,EXPLOIT,asym_h+1.250_k-1.250_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-1.25,0.0,-0.00232911030489,0.00400496043747,-0.00267088969511,-0.00167585013258,-0.00235642975858,False,False,False,False,,False,True,False,86.0349127182045,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,2,EXPLOIT,asym_h+0.000_k-2.500_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-2.5,0.0,-0.00724575318006,0.00400496043747,0.00224575318006,0.00324079274259,-0.00718159980627,True,True,True,True,1,True,True,True,99.75062344139651,True,RESEARCH_EXPLOIT_ELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,2,EXPLOIT,asym_h+0.000_k+0.000_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,0.0,0.0,0.00736680165963,0.00400496043747,-0.0123668016596,-0.0113717620971,0.0073070329284,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,2,EXPLOIT,asym_h+0.000_k-1.250_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-1.25,-0.0125,0.000115416847305,0.00400496043747,-0.0051154168473,-0.00412037728477,0.000128784730766,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,2,EXPLOIT,asym_h+0.000_k-1.250_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-1.25,0.0125,-9.52229488098e-05,0.00400496043747,-0.00490477705119,-0.00390973748866,-0.000108544686788,False,False,True,False,,False,True,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,3,EXPLOIT,asym_h-1.250_k-2.500_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-2.5,0.0,0.00235380290776,0.00400496043747,-0.00735380290776,-0.00635876334523,0.00238171224753,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,3,EXPLOIT,asym_h+1.250_k-2.500_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-2.5,0.0,-0.00228439962263,0.00400496043747,-0.00271560037737,-0.00172056081484,-0.00231056821352,False,False,False,False,,False,True,False,86.0349127182045,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,3,EXPLOIT,asym_h+0.000_k-3.750_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-3.75,0.0,-0.0071255684236,0.00400496043747,0.0021255684236,0.00312060798613,-0.00705740584516,True,True,True,True,1,True,True,True,99.75062344139651,True,RESEARCH_EXPLOIT_ELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,3,EXPLOIT,asym_h+0.000_k-1.250_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-1.25,0.0,0.00724564303721,0.00400496043747,-0.0122456430372,-0.0112506034747,0.00718159980627,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,3,EXPLOIT,asym_h+0.000_k-2.500_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-2.5,-0.0125,0.000102500948784,0.00400496043747,-0.00510250094878,-0.00410746138625,0.000116037193317,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,3,EXPLOIT,asym_h+0.000_k-2.500_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-2.5,0.0125,-8.22152649141e-05,0.00400496043747,-0.00491778473509,-0.00392274517256,-9.57304454547e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,4,EXPLOIT,asym_h-1.250_k-3.750_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-3.75,0.0,0.00231005411648,0.00400496043747,-0.00731005411648,-0.00631501455395,0.00233680018168,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,4,EXPLOIT,asym_h+1.250_k-3.750_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-3.75,0.0,-0.00224078156612,0.00400496043747,-0.00275921843388,-0.00176417887135,-0.00226582661473,False,False,False,False,,False,True,False,86.0349127182045,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,4,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-5.0,0.0,-0.00700601078728,0.00400496043747,0.00200601078728,0.00300105034981,-0.00693409785869,True,True,True,True,1,True,True,True,99.75062344139651,True,RESEARCH_EXPLOIT_ELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,4,EXPLOIT,asym_h+0.000_k-2.500_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-2.5,0.0,0.00712542118961,0.00400496043747,-0.0121254211896,-0.0111303816271,0.00705740584516,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,4,EXPLOIT,asym_h+0.000_k-3.750_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-3.75,-0.0125,8.95965539471e-05,0.00400496043747,-0.00508959655395,-0.00409455699142,0.000103315554889,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,4,EXPLOIT,asym_h+0.000_k-3.750_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-3.75,0.0125,-6.92314061869e-05,0.00400496043747,-0.00493076859381,-0.00393572903128,-8.29537369671e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,5,FINAL_STOP_DECISION,asym_h-1.250_k-5.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-5.0,0.0,0.00226743826841,0.00400496043747,-0.00726743826841,-0.00627239870588,0.00229303083955,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,5,FINAL_STOP_DECISION,asym_h+1.250_k-5.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-5.0,0.0,-0.0021983122227,0.00400496043747,-0.0028016877773,-0.00180664821477,-0.00222224292744,False,False,False,False,,False,True,False,86.0349127182045,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,5,FINAL_STOP_DECISION,asym_h+0.000_k-3.750_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-3.75,0.0,0.00700584364938,0.00400496043747,-0.0120058436494,-0.0110108040868,0.00693409785869,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
baseline__structured_residual,baseline,structured_residual,5,FINAL_STOP_DECISION,asym_h+0.000_k-5.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-5.0,-0.0125,7.67118929366e-05,0.00400496043747,-0.00507671189294,-0.00408167233041,9.06265188233e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__structured_residual,baseline,structured_residual,5,FINAL_STOP_DECISION,asym_h+0.000_k-5.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-5.0,0.0125,-5.62793484685e-05,0.00400496043747,-0.00494372065153,-0.003948681089,-7.02212383249e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,1,EXPLOIT,asym_h-1.250_k+0.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,0.0,0.0,0.00205276211186,0.00400496043747,-0.00705276211186,-0.00605772254933,0.00199893717641,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,1,EXPLOIT,asym_h+1.250_k+0.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,0.0,0.0,-0.00199511369202,0.00400496043747,-0.00300488630798,-0.00200984674545,-0.00193074598425,False,False,False,False,,False,True,False,86.0349127182045,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,1,EXPLOIT,asym_h+0.000_k-1.250_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-1.25,0.0,-0.00704642261438,0.00400496043747,0.00204642261438,0.00304146217691,-0.00854268927411,True,True,True,True,1,True,True,True,100.0,True,RESEARCH_EXPLOIT_ELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,1,EXPLOIT,asym_h+0.000_k+1.250_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,1.25,0.0,0.00715161164129,0.00400496043747,-0.0121516116413,-0.0111565720788,0.00872291474724,False,False,False,False,,False,False,False,80.0498753117207,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,1,EXPLOIT,asym_h+0.000_k+0.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,0.0,-0.0125,0.000129705387983,0.00400496043747,-0.00512970538798,-0.00413466582545,0.000100867764754,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,1,EXPLOIT,asym_h+0.000_k+0.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,0.0,0.0125,-0.000115575045589,0.00400496043747,-0.00488442495441,-0.00388938539188,-7.42547963999e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,2,EXPLOIT,asym_h-1.250_k-1.250_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-1.25,0.0,0.0020139008717,0.00400496043747,-0.0070139008717,-0.00601886130917,0.00195433048785,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,2,EXPLOIT,asym_h+1.250_k-1.250_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-1.25,0.0,-0.00195638806592,0.00400496043747,-0.00304361193408,-0.00204857237155,-0.00188642765853,False,False,False,False,,False,True,False,86.0349127182045,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,2,EXPLOIT,asym_h+0.000_k-2.500_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-2.5,0.0,-0.00694108898738,0.00400496043747,0.00194108898738,0.00293612854991,-0.00836344197879,True,True,True,True,1,True,True,True,99.75062344139651,True,RESEARCH_EXPLOIT_ELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,2,EXPLOIT,asym_h+0.000_k+0.000_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,0.0,0.0,0.00704680379682,0.00400496043747,-0.0120468037968,-0.0110517642343,0.00854268927411,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,2,EXPLOIT,asym_h+0.000_k-1.250_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-1.25,-0.0125,0.000118559440252,0.00400496043747,-0.00511855944025,-0.00412351987772,8.64550889309e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,2,EXPLOIT,asym_h+0.000_k-1.250_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-1.25,0.0125,-0.000103686300157,0.00400496043747,-0.00489631369984,-0.00390127413731,-5.93694660428e-05,False,False,True,False,,False,True,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,3,EXPLOIT,asym_h-1.250_k-2.500_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-2.5,0.0,0.00197624848684,0.00400496043747,-0.00697624848684,-0.00598120892431,0.00191093547485,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,3,EXPLOIT,asym_h+1.250_k-2.500_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-2.5,0.0,-0.00191885234789,0.00400496043747,-0.00308114765211,-0.00208610808958,-0.00184333704606,False,False,False,False,,False,True,False,86.0349127182045,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,3,EXPLOIT,asym_h+0.000_k-3.750_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-3.75,0.0,-0.00683740120252,0.00400496043747,0.00183740120252,0.00283244076505,-0.00818616663941,True,True,True,True,1,True,True,True,99.75062344139651,True,RESEARCH_EXPLOIT_ELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,3,EXPLOIT,asym_h+0.000_k-1.250_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-1.25,0.0,0.00694239475933,0.00400496043747,-0.0119423947593,-0.0109473551968,0.00836344197879,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,3,EXPLOIT,asym_h+0.000_k-2.500_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-2.5,-0.0125,0.000107101884338,0.00400496043747,-0.00510710188434,-0.00411206232181,7.18790481569e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,3,EXPLOIT,asym_h+0.000_k-2.500_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-2.5,0.0125,-9.20963322829e-05,0.00400496043747,-0.00490790366772,-0.00391286410519,-4.47910459692e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,4,EXPLOIT,asym_h-1.250_k-3.750_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-3.75,0.0,0.00193963089872,0.00400496043747,-0.00693963089872,-0.00594459133619,0.00186879136682,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,4,EXPLOIT,asym_h+1.250_k-3.750_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-3.75,0.0,-0.00188235261292,0.00400496043747,-0.00311764738708,-0.00212260782455,-0.00180152056436,False,False,False,False,,False,True,False,86.0349127182045,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,4,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-5.0,0.0,-0.00673458187878,0.00400496043747,0.00173458187878,0.00272962144131,-0.00801071194633,True,True,True,True,1,True,True,True,99.75062344139651,True,RESEARCH_EXPLOIT_ELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,4,EXPLOIT,asym_h+0.000_k-2.500_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-2.5,0.0,0.00683913528825,0.00400496043747,-0.0118391352883,-0.0108440957257,0.00818616663941,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,4,EXPLOIT,asym_h+0.000_k-3.750_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-3.75,-0.0125,9.5634898119e-05,0.00400496043747,-0.00509563489812,-0.00410059533559,5.73765060495e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,4,EXPLOIT,asym_h+0.000_k-3.750_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-3.75,0.0125,-8.04964545238e-05,0.00400496043747,-0.00491950354548,-0.00392446398295,-3.02990439991e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,5,FINAL_STOP_DECISION,asym_h-1.250_k-5.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-5.0,0.0,0.00190398561128,0.00400496043747,-0.00690398561128,-0.00590894604875,0.00182794097474,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,5,FINAL_STOP_DECISION,asym_h+1.250_k-5.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-5.0,0.0,-0.00184683120805,0.00400496043747,-0.00315316879195,-0.00215812922942,-0.00176101921788,False,False,False,False,,False,True,False,86.0349127182045,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,5,FINAL_STOP_DECISION,asym_h+0.000_k-3.750_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-3.75,0.0,0.00673650695314,0.00400496043747,-0.0117365069531,-0.0107414673906,0.00801071194633,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
baseline__combined_mild,baseline,combined_mild,5,FINAL_STOP_DECISION,asym_h+0.000_k-5.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-5.0,-0.0125,8.41579751804e-05,0.00400496043747,-0.00508415797518,-0.00408911841265,4.29556540603e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
baseline__combined_mild,baseline,combined_mild,5,FINAL_STOP_DECISION,asym_h+0.000_k-5.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-5.0,0.0125,-6.88900406063e-05,0.00400496043747,-0.00493110995939,-0.00393607039686,-1.59016176864e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,1,EXPLORE,asym_h-1.250_k+0.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,0.0,0.0,0.00302305072554,0.00400496043747,-0.00802305072554,-0.00702801116301,0.00302305072554,False,False,False,False,,False,False,False,81.04738154613467,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,1,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,0.0,0.0,-0.00292928632202,0.00400496043747,-0.00207071367798,-0.00107567411545,-0.00292928632202,False,False,False,False,,False,True,False,76.80798004987531,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,1,EXPLORE,asym_h+0.000_k-1.250_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-1.25,0.0,-0.00792307022394,0.00400496043747,0.00292307022394,0.00391810978647,-0.00792307022393,True,True,False,False,,False,True,True,81.54613466334165,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,1,EXPLORE,asym_h+0.000_k+1.250_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,1.25,0.0,0.00807317799038,0.00400496043747,-0.0130731779904,-0.0120781384279,0.00807317799038,False,False,False,False,,False,False,False,77.0573566084788,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,1,EXPLORE,asym_h+0.000_k+0.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,0.0,-0.0125,0.000114696549908,0.00400496043747,-0.00511469654991,-0.00411965698738,0.000114696549908,False,False,False,False,,False,False,False,78.55361596009975,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,1,EXPLORE,asym_h+0.000_k+0.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,0.0,0.0125,-8.49073909256e-05,0.00400496043747,-0.00491509260907,-0.00392005304654,-8.49073909257e-05,False,False,False,False,,False,True,False,78.55361596009975,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
