case_id,subject_id,scenario_name,iteration,decision_state,trajectory_id,axis_direction,coordinate,direction,hip_delta,knee_delta,phase_delta,predicted_cumulative_delta_J,calibrated_uncertainty,meaningful_improvement_component,decision_evidence_margin,truth_cumulative_delta_J_posthoc,magnitude_gate_pass,direction_gate_pass,all_nondecision_gates_available,authorized,authorized_prediction_rank,selected,truth_direction_supports_improvement,truth_meaningful_improvement,domain_coverage,model_supported,decision_guard_status,truth_used_for_authorization,truth_attached_posthoc_only
knee_stiff__matched_linear,knee_stiff,matched_linear,5,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-5.0,0.0,-0.00544145934855,0.00400496043747,0.000441459348551,0.00143649891108,-0.00544145934855,True,True,True,True,1,True,True,True,99.75062344139651,True,RESEARCH_EXPLOIT_ELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,5,EXPLOIT,asym_h+0.000_k-2.500_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-2.5,0.0,0.00548754150781,0.00400496043747,-0.0104875415078,-0.00949250194528,0.00548754150781,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,5,EXPLOIT,asym_h+0.000_k-3.750_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-3.75,-0.0125,8.48437312683e-05,0.00400496043747,-0.00508484373127,-0.00408980416874,8.48437312683e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,5,EXPLOIT,asym_h+0.000_k-3.750_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-3.75,0.0125,-9.27842167724e-05,0.00400496043747,-0.00490721578323,-0.0039121762207,-9.27842167723e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,6,EXPLORE,asym_h-1.250_k-5.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-5.0,0.0,0.00188779825994,0.00400496043747,-0.00688779825994,-0.00589275869741,0.00188779825994,False,False,True,False,,False,False,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,6,EXPLORE,asym_h+1.250_k-5.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-5.0,0.0,-0.00186340747764,0.00400496043747,-0.00313659252236,-0.00214155295983,-0.00186340747764,False,False,False,False,,False,True,False,81.79551122194513,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,6,EXPLORE,asym_h+0.000_k-3.750_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-3.75,0.0,0.00544145934855,0.00400496043747,-0.0104414593486,-0.00944641978602,0.00544145934855,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,6,EXPLORE,asym_h+0.000_k-5.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-5.0,-0.0125,7.94466668717e-05,0.00400496043747,-0.00507944666687,-0.00408440710434,7.94466668717e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,6,EXPLORE,asym_h+0.000_k-5.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-5.0,0.0125,-8.73337710737e-05,0.00400496043747,-0.00491266622893,-0.0039176266664,-8.73337710737e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,7,EXPLORE,asym_h-1.250_k-5.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-5.0,0.0,0.00188779825994,0.00400496043747,-0.00688779825994,-0.00589275869741,0.00188779825994,False,False,True,False,,False,False,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,7,EXPLORE,asym_h+1.250_k-5.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-5.0,0.0,-0.00186340747764,0.00400496043747,-0.00313659252236,-0.00214155295983,-0.00186340747764,False,False,False,False,,False,True,False,82.7930174563591,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,7,EXPLORE,asym_h+0.000_k-3.750_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-3.75,0.0,0.00544145934855,0.00400496043747,-0.0104414593486,-0.00944641978602,0.00544145934855,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,7,EXPLORE,asym_h+0.000_k-5.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-5.0,-0.0125,7.94466668717e-05,0.00400496043747,-0.00507944666687,-0.00408440710434,7.94466668717e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,7,EXPLORE,asym_h+0.000_k-5.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-5.0,0.0125,-8.73337710737e-05,0.00400496043747,-0.00491266622893,-0.0039176266664,-8.73337710737e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,8,EXPLORE,asym_h-1.250_k-5.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-5.0,0.0,0.00188779825994,0.00400496043747,-0.00688779825994,-0.00589275869741,0.00188779825994,False,False,True,False,,False,False,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,8,EXPLORE,asym_h+1.250_k-5.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-5.0,0.0,-0.00186340747764,0.00400496043747,-0.00313659252236,-0.00214155295983,-0.00186340747764,False,False,False,False,,False,True,False,84.03990024937656,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,8,EXPLORE,asym_h+0.000_k-3.750_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-3.75,0.0,0.00544145934855,0.00400496043747,-0.0104414593486,-0.00944641978602,0.00544145934855,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,8,EXPLORE,asym_h+0.000_k-5.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-5.0,-0.0125,7.94466668717e-05,0.00400496043747,-0.00507944666687,-0.00408440710434,7.94466668717e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,8,EXPLORE,asym_h+0.000_k-5.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-5.0,0.0125,-8.73337710737e-05,0.00400496043747,-0.00491266622893,-0.0039176266664,-8.73337710737e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,9,EXPLORE,asym_h-1.250_k-5.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-5.0,0.0,0.00188779825994,0.00400496043747,-0.00688779825994,-0.00589275869741,0.00188779825994,False,False,True,False,,False,False,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,9,EXPLORE,asym_h+1.250_k-5.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-5.0,0.0,-0.00186340747764,0.00400496043747,-0.00313659252236,-0.00214155295983,-0.00186340747764,False,False,False,False,,False,True,False,86.0349127182045,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,9,EXPLORE,asym_h+0.000_k-3.750_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-3.75,0.0,0.00544145934855,0.00400496043747,-0.0104414593486,-0.00944641978602,0.00544145934855,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,9,EXPLORE,asym_h+0.000_k-5.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-5.0,-0.0125,7.94466668717e-05,0.00400496043747,-0.00507944666687,-0.00408440710434,7.94466668717e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,9,EXPLORE,asym_h+0.000_k-5.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-5.0,0.0125,-8.73337710737e-05,0.00400496043747,-0.00491266622893,-0.0039176266664,-8.73337710737e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,10,EXPLORE,asym_h-1.250_k-5.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-5.0,0.0,0.00188779825994,0.00400496043747,-0.00688779825994,-0.00589275869741,0.00188779825994,False,False,True,False,,False,False,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,10,EXPLORE,asym_h+1.250_k-5.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-5.0,0.0,-0.00186340747764,0.00400496043747,-0.00313659252236,-0.00214155295983,-0.00186340747764,False,False,True,False,,False,True,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,10,EXPLORE,asym_h+0.000_k-3.750_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-3.75,0.0,0.00544145934855,0.00400496043747,-0.0104414593486,-0.00944641978602,0.00544145934855,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,10,EXPLORE,asym_h+0.000_k-5.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-5.0,-0.0125,7.94466668717e-05,0.00400496043747,-0.00507944666687,-0.00408440710434,7.94466668717e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,10,EXPLORE,asym_h+0.000_k-5.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-5.0,0.0125,-8.73337710737e-05,0.00400496043747,-0.00491266622893,-0.0039176266664,-8.73337710737e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,11,EXPLORE,asym_h-1.250_k-5.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-5.0,0.0,0.00188779825994,0.00400496043747,-0.00688779825994,-0.00589275869741,0.00188779825994,False,False,True,False,,False,False,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,11,EXPLORE,asym_h+1.250_k-5.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-5.0,0.0,-0.00186340747764,0.00400496043747,-0.00313659252236,-0.00214155295983,-0.00186340747764,False,False,True,False,,False,True,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,11,EXPLORE,asym_h+0.000_k-3.750_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-3.75,0.0,0.00544145934855,0.00400496043747,-0.0104414593486,-0.00944641978602,0.00544145934855,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,11,EXPLORE,asym_h+0.000_k-5.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-5.0,-0.0125,7.94466668717e-05,0.00400496043747,-0.00507944666687,-0.00408440710434,7.94466668717e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,11,EXPLORE,asym_h+0.000_k-5.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-5.0,0.0125,-8.73337710737e-05,0.00400496043747,-0.00491266622893,-0.0039176266664,-8.73337710737e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,12,EXPLORE,asym_h-1.250_k-5.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-5.0,0.0,0.00188779825994,0.00400496043747,-0.00688779825994,-0.00589275869741,0.00188779825994,False,False,True,False,,False,False,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,12,EXPLORE,asym_h+1.250_k-5.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-5.0,0.0,-0.00186340747764,0.00400496043747,-0.00313659252236,-0.00214155295983,-0.00186340747764,False,False,True,False,,False,True,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,12,EXPLORE,asym_h+0.000_k-3.750_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-3.75,0.0,0.00544145934855,0.00400496043747,-0.0104414593486,-0.00944641978602,0.00544145934855,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,12,EXPLORE,asym_h+0.000_k-5.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-5.0,-0.0125,7.94466668717e-05,0.00400496043747,-0.00507944666687,-0.00408440710434,7.94466668717e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,12,EXPLORE,asym_h+0.000_k-5.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-5.0,0.0125,-8.73337710737e-05,0.00400496043747,-0.00491266622893,-0.0039176266664,-8.73337710737e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,13,FINAL_STOP_DECISION,asym_h-1.250_k-5.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-5.0,0.0,0.00188779825994,0.00400496043747,-0.00688779825994,-0.00589275869741,0.00188779825994,False,False,True,False,,False,False,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,13,FINAL_STOP_DECISION,asym_h+1.250_k-5.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-5.0,0.0,-0.00186340747764,0.00400496043747,-0.00313659252236,-0.00214155295983,-0.00186340747764,False,False,True,False,,False,True,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,13,FINAL_STOP_DECISION,asym_h+0.000_k-3.750_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-3.75,0.0,0.00544145934855,0.00400496043747,-0.0104414593486,-0.00944641978602,0.00544145934855,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,13,FINAL_STOP_DECISION,asym_h+0.000_k-5.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-5.0,-0.0125,7.94466668717e-05,0.00400496043747,-0.00507944666687,-0.00408440710434,7.94466668717e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
knee_stiff__matched_linear,knee_stiff,matched_linear,13,FINAL_STOP_DECISION,asym_h+0.000_k-5.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-5.0,0.0125,-8.73337710737e-05,0.00400496043747,-0.00491266622893,-0.0039176266664,-8.73337710737e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,1,EXPLORE,asym_h-1.250_k+0.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,0.0,0.0,0.00329946369093,0.00400496043747,-0.00829946369093,-0.0073044241284,0.00329946369093,False,False,False,False,,False,False,False,81.04738154613467,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,1,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,0.0,0.0,-0.00318899125591,0.00400496043747,-0.00181100874409,-0.000815969181564,-0.00318899125591,False,False,False,False,,False,True,False,76.80798004987531,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,1,EXPLORE,asym_h+0.000_k-1.250_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-1.25,0.0,-0.0083139930699,0.00400496043747,0.0033139930699,0.00430903263243,-0.0083139930699,True,True,False,False,,False,True,True,81.54613466334165,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,1,EXPLORE,asym_h+0.000_k+1.250_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,1.25,0.0,0.00848809012988,0.00400496043747,-0.0134880901299,-0.0124930505673,0.00848809012988,False,False,False,False,,False,False,False,77.0573566084788,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,1,EXPLORE,asym_h+0.000_k+0.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,0.0,-0.0125,0.000108404685051,0.00400496043747,-0.00510840468505,-0.00411336512252,0.000108404685051,False,False,False,False,,False,False,False,78.55361596009975,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,1,EXPLORE,asym_h+0.000_k+0.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,0.0,0.0125,-6.97098261565e-05,0.00400496043747,-0.00493029017384,-0.00393525061131,-6.97098261565e-05,False,False,False,False,,False,True,False,78.55361596009975,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,2,EXPLOIT,asym_h-1.250_k+0.000_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,0.0,0.0,0.00329946369093,0.00400496043747,-0.00829946369093,-0.0073044241284,0.00329946369093,False,False,True,False,,False,False,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,2,EXPLOIT,asym_h+1.250_k+0.000_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,0.0,0.0,-0.00318899125591,0.00400496043747,-0.00181100874409,-0.000815969181564,-0.00318899125591,False,False,False,False,,False,True,False,81.79551122194513,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,2,EXPLOIT,asym_h+0.000_k-1.250_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-1.25,0.0,-0.0083139930699,0.00400496043747,0.0033139930699,0.00430903263243,-0.0083139930699,True,True,True,True,1,True,True,True,99.75062344139651,True,RESEARCH_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,2,EXPLOIT,asym_h+0.000_k+1.250_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,1.25,0.0,0.00848809012988,0.00400496043747,-0.0134880901299,-0.0124930505673,0.00848809012988,False,False,False,False,,False,False,False,80.0498753117207,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,2,EXPLOIT,asym_h+0.000_k+0.000_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,0.0,-0.0125,0.000108404685051,0.00400496043747,-0.00510840468505,-0.00411336512252,0.000108404685051,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,2,EXPLOIT,asym_h+0.000_k+0.000_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,0.0,0.0125,-6.97098261565e-05,0.00400496043747,-0.00493029017384,-0.00393525061131,-6.97098261565e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,3,EXPLOIT,asym_h-1.250_k-1.250_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-1.25,0.0,0.00322543898409,0.00400496043747,-0.00822543898409,-0.00723039942156,0.00322543898409,False,False,True,False,,False,False,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,3,EXPLOIT,asym_h+1.250_k-1.250_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-1.25,0.0,-0.00311505002016,0.00400496043747,-0.00188494997984,-0.000889910417306,-0.00311505002016,False,False,False,False,,False,True,False,81.79551122194513,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,3,EXPLOIT,asym_h+0.000_k-2.500_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-2.5,0.0,-0.00813907535139,0.00400496043747,0.00313907535139,0.00413411491392,-0.00813907535139,True,True,True,True,1,True,True,True,99.75062344139651,True,RESEARCH_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,3,EXPLOIT,asym_h+0.000_k+0.000_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,0.0,0.0,0.0083139930699,0.00400496043747,-0.0133139930699,-0.0123189535074,0.0083139930699,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,3,EXPLOIT,asym_h+0.000_k-1.250_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-1.25,-0.0125,9.06087358598e-05,0.00400496043747,-0.00509060873586,-0.00409556917333,9.06087358599e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,3,EXPLOIT,asym_h+0.000_k-1.250_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-1.25,0.0125,-5.0697396305e-05,0.00400496043747,-0.00494930260369,-0.00395426304116,-5.0697396305e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,4,EXPLOIT,asym_h-1.250_k-2.500_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-2.5,0.0,0.0031530516517,0.00400496043747,-0.0081530516517,-0.00715801208917,0.0031530516517,False,False,True,False,,False,False,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,4,EXPLOIT,asym_h+1.250_k-2.500_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-2.5,0.0,-0.00304275486185,0.00400496043747,-0.00195724513815,-0.000962205575622,-0.00304275486185,False,False,False,False,,False,True,False,81.79551122194513,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,4,EXPLOIT,asym_h+0.000_k-3.750_p+0.00000,KNEE_NEGATIVE,knee,NEGATIVE,0.0,-3.75,0.0,-0.0079657980785,0.00400496043747,0.0029657980785,0.00396083764103,-0.0079657980785,True,True,True,True,1,True,True,True,99.75062344139651,True,RESEARCH_EXPLOIT_ELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,4,EXPLOIT,asym_h+0.000_k-1.250_p+0.00000,KNEE_POSITIVE,knee,POSITIVE,0.0,-1.25,0.0,0.00813907535139,0.00400496043747,-0.0131390753514,-0.0121440357889,0.00813907535139,False,False,True,False,,False,False,False,100.0,True,EXECUTED_ENDPOINT_NOT_REELIGIBLE,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,4,EXPLOIT,asym_h+0.000_k-2.500_p-0.01250,PHASE_NEGATIVE,phase,NEGATIVE,0.0,-2.5,-0.0125,7.22711777658e-05,0.00400496043747,-0.00507227117777,-0.00407723161524,7.22711777659e-05,False,False,True,False,,False,False,False,100.0,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,4,EXPLOIT,asym_h+0.000_k-2.500_p+0.01250,PHASE_POSITIVE,phase,POSITIVE,0.0,-2.5,0.0125,-3.23361751072e-05,0.00400496043747,-0.00496766382489,-0.00397262426236,-3.23361751071e-05,False,False,True,False,,False,True,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,5,EXPLOIT,asym_h-1.250_k-3.750_p+0.00000,HIP_NEGATIVE,hip,NEGATIVE,-1.25,-3.75,0.0,0.00308236130523,0.00400496043747,-0.00808236130523,-0.0070873217427,0.00308236130523,False,False,True,False,,False,False,False,99.75062344139651,True,ENDPOINT_MAGNITUDE_GATE_FAILED,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,5,EXPLOIT,asym_h+1.250_k-3.750_p+0.00000,HIP_POSITIVE,hip,POSITIVE,1.25,-3.75,0.0,-0.00297217916521,0.00400496043747,-0.00202782083479,-0.00103278127226,-0.00297217916521,False,False,False,False,,False,True,False,81.79551122194513,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,True
