scope,subject_id,family,domain_size,feasible_count,oracle_candidate_id,oracle_beta_flex,oracle_beta_extend,oracle_share_shift,oracle_E3,oracle_selection_score,oracle_E2,oracle_peak_ratio,oracle_status,tie_equivalent_count,near_oracle_count_eps_0.0001,near_oracle_fraction_eps_0.0001,near_oracle_count_eps_0.0005,near_oracle_fraction_eps_0.0005,near_oracle_count_eps_0.001,near_oracle_fraction_eps_0.001,common_candidate_id,common_E3,common_feasible,common_selection_score,relative_common_regret
DEVELOPMENT,MYOLEG_VP_005,KEY_POSTURE_TIMING,387,141,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9706637612259499,0.9706637612259499,0.995557599588887,1.002185507314537,FEASIBLE_ORACLE,1,1,0.0070921985815602835,1,0.0070921985815602835,2,0.014184397163120567,KEY_POSTURE_TIMING:383,0.9706637612259499,True,0.9706637612259499,0.0
DEVELOPMENT,MYOLEG_VP_006,KEY_POSTURE_TIMING,387,141,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9702974530628315,0.9702974530628315,0.9956170889569125,1.0021725725748856,FEASIBLE_ORACLE,1,1,0.0070921985815602835,1,0.0070921985815602835,2,0.014184397163120567,KEY_POSTURE_TIMING:383,0.9702974530628315,True,0.9702974530628315,0.0
DEVELOPMENT,MYOLEG_VP_007,KEY_POSTURE_TIMING,387,141,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9707178043332891,0.9707178043332891,0.9955003941522165,1.0021592920104132,FEASIBLE_ORACLE,1,1,0.0070921985815602835,1,0.0070921985815602835,2,0.014184397163120567,KEY_POSTURE_TIMING:383,0.9707178043332891,True,0.9707178043332891,0.0
DEVELOPMENT,MYOLEG_VP_009,KEY_POSTURE_TIMING,387,135,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9700208470073761,0.9700208470073761,0.9953937444114531,1.002153598543191,FEASIBLE_ORACLE,1,1,0.007407407407407408,1,0.007407407407407408,2,0.014814814814814815,KEY_POSTURE_TIMING:383,0.9700208470073761,True,0.9700208470073761,0.0
DEVELOPMENT,MYOLEG_VP_010,KEY_POSTURE_TIMING,387,141,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.971009496547166,0.971009496547166,0.9954662909754795,1.0021912613351511,FEASIBLE_ORACLE,1,1,0.0070921985815602835,1,0.0070921985815602835,2,0.014184397163120567,KEY_POSTURE_TIMING:383,0.971009496547166,True,0.971009496547166,0.0
DEVELOPMENT,MYOLEG_VP_011,KEY_POSTURE_TIMING,387,141,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9705858738069341,0.9705858738069341,0.9956053968588272,1.0021682276629846,FEASIBLE_ORACLE,1,1,0.0070921985815602835,1,0.0070921985815602835,2,0.014184397163120567,KEY_POSTURE_TIMING:383,0.9705858738069341,True,0.9705858738069341,0.0
DEVELOPMENT,MYOLEG_VP_013,KEY_POSTURE_TIMING,387,141,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9707789392331536,0.9707789392331536,0.9953009613753109,1.0021796485840184,FEASIBLE_ORACLE,1,1,0.0070921985815602835,1,0.0070921985815602835,2,0.014184397163120567,KEY_POSTURE_TIMING:383,0.9707789392331536,True,0.9707789392331536,0.0
DEVELOPMENT,MYOLEG_VP_014,KEY_POSTURE_TIMING,387,141,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9705162578130442,0.9705162578130442,0.9952721782968837,1.0021734257862305,FEASIBLE_ORACLE,1,1,0.0070921985815602835,1,0.0070921985815602835,2,0.014184397163120567,KEY_POSTURE_TIMING:383,0.9705162578130442,True,0.9705162578130442,0.0
DEVELOPMENT,MYOLEG_VP_015,KEY_POSTURE_TIMING,387,135,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9695730938136646,0.9695730938136646,0.9956886085141294,1.0021844665205641,FEASIBLE_ORACLE,1,1,0.007407407407407408,1,0.007407407407407408,2,0.014814814814814815,KEY_POSTURE_TIMING:383,0.9695730938136646,True,0.9695730938136646,0.0
DEVELOPMENT,MYOLEG_VP_017,KEY_POSTURE_TIMING,387,135,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9699549004208172,0.9699549004208172,0.9955395368952404,1.002158488181051,FEASIBLE_ORACLE,1,1,0.007407407407407408,1,0.007407407407407408,2,0.014814814814814815,KEY_POSTURE_TIMING:383,0.9699549004208172,True,0.9699549004208172,0.0
DEVELOPMENT,MYOLEG_VP_018,KEY_POSTURE_TIMING,387,135,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9698086940825621,0.9698086940825621,0.9954114367732075,1.0021779807037898,FEASIBLE_ORACLE,1,1,0.007407407407407408,1,0.007407407407407408,2,0.014814814814814815,KEY_POSTURE_TIMING:383,0.9698086940825621,True,0.9698086940825621,0.0
DEVELOPMENT,MYOLEG_VP_019,KEY_POSTURE_TIMING,387,141,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.970620841821743,0.970620841821743,0.9954110535149652,1.0021769645346137,FEASIBLE_ORACLE,1,1,0.0070921985815602835,1,0.0070921985815602835,2,0.014184397163120567,KEY_POSTURE_TIMING:383,0.970620841821743,True,0.970620841821743,0.0
DEVELOPMENT,MYOLEG_VP_021,KEY_POSTURE_TIMING,387,141,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9714601613515296,0.9714601613515296,0.9954918316413705,1.0021869369984182,FEASIBLE_ORACLE,1,1,0.0070921985815602835,1,0.0070921985815602835,2,0.014184397163120567,KEY_POSTURE_TIMING:383,0.9714601613515296,True,0.9714601613515296,0.0
DEVELOPMENT,MYOLEG_VP_022,KEY_POSTURE_TIMING,387,135,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9700358293096892,0.9700358293096892,0.9953806677316852,1.0021751984547014,FEASIBLE_ORACLE,1,1,0.007407407407407408,1,0.007407407407407408,2,0.014814814814814815,KEY_POSTURE_TIMING:383,0.9700358293096892,True,0.9700358293096892,0.0
DEVELOPMENT,MYOLEG_VP_023,KEY_POSTURE_TIMING,387,135,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9699171313455512,0.9699171313455512,0.9952320156402225,1.0021756812775295,FEASIBLE_ORACLE,1,1,0.007407407407407408,1,0.007407407407407408,2,0.014814814814814815,KEY_POSTURE_TIMING:383,0.9699171313455512,True,0.9699171313455512,0.0
DEVELOPMENT,MYOLEG_VP_025,KEY_POSTURE_TIMING,387,135,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.969498882679089,0.969498882679089,0.9954267003603916,1.0021543227639427,FEASIBLE_ORACLE,1,1,0.007407407407407408,1,0.007407407407407408,2,0.014814814814814815,KEY_POSTURE_TIMING:383,0.969498882679089,True,0.969498882679089,0.0
DEVELOPMENT,MYOLEG_VP_026,KEY_POSTURE_TIMING,387,130,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9692198437626288,0.9692198437626288,0.9952653498262471,1.0021614102881578,FEASIBLE_ORACLE,1,1,0.007692307692307693,1,0.007692307692307693,2,0.015384615384615385,KEY_POSTURE_TIMING:383,0.9692198437626288,True,0.9692198437626288,0.0
DEVELOPMENT,MYOLEG_VP_027,KEY_POSTURE_TIMING,387,141,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9713305392144023,0.9713305392144023,0.9954875275053293,1.0021893161167774,FEASIBLE_ORACLE,1,1,0.0070921985815602835,1,0.0070921985815602835,2,0.014184397163120567,KEY_POSTURE_TIMING:383,0.9713305392144023,True,0.9713305392144023,0.0
DEVELOPMENT,MYOLEG_VP_029,KEY_POSTURE_TIMING,387,141,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9703194562023175,0.9703194562023175,0.9956117261401288,1.002198040114096,FEASIBLE_ORACLE,1,1,0.0070921985815602835,1,0.0070921985815602835,2,0.014184397163120567,KEY_POSTURE_TIMING:383,0.9703194562023175,True,0.9703194562023175,0.0
DEVELOPMENT,MYOLEG_VP_030,KEY_POSTURE_TIMING,387,135,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.9693986392813901,0.9693986392813901,0.9951984899148061,1.0021583143110366,FEASIBLE_ORACLE,1,1,0.007407407407407408,1,0.007407407407407408,2,0.014814814814814815,KEY_POSTURE_TIMING:383,0.9693986392813901,True,0.9693986392813901,0.0
DEVELOPMENT,MYOLEG_VP_031,KEY_POSTURE_TIMING,387,135,KEY_POSTURE_TIMING:383,0.12,0.12,-0.1,0.970198997800026,0.970198997800026,0.9953287613508209,1.0021697401305598,FEASIBLE_ORACLE,1,1,0.007407407407407408,1,0.007407407407407408,2,0.014814814814814815,KEY_POSTURE_TIMING:383,0.970198997800026,True,0.970198997800026,0.0
