scenario,arm,profiles,gate_active_rate,common_regret_mean,policy_regret_mean,policy_improvement_mean
COMMON_RESISTANCE,COMMON,2,0.0,0.0,0.0,0.0
DIVERGENT_RESISTANCE,EARLY,1,1.0,0.038000000000000034,0.0020000000000000018,0.03600000000000003
DIVERGENT_RESISTANCE,FAST,1,1.0,0.0,0.0,0.0
DIVERGENT_RESISTANCE,HIP,1,1.0,0.019000000000000128,0.0,0.019000000000000128
DIVERGENT_RESISTANCE,LATE,1,1.0,0.038000000000000034,0.0020000000000000018,0.03600000000000003
