[07:11:50][MPC][INFO] MPC初始化: horizon=8, dt=0.02s, dim=3
[07:11:50][MPC][INFO] MPC初始化: horizon=8, dt=0.02s, dim=3
[07:11:51][MPC][INFO] MPC初始化: horizon=8, dt=0.02s, dim=3
[07:11:51][MPC][INFO] MPC初始化: horizon=8, dt=0.02s, dim=3
[07:11:51][MPC][INFO] MPC初始化: horizon=8, dt=0.02s, dim=3
[07:11:51][MPC][INFO] MPC初始化: horizon=8, dt=0.02s, dim=3
[07:11:51][MPC][INFO] MPC初始化: horizon=8, dt=0.02s, dim=3
[07:11:51][MPC][INFO] MPC初始化: horizon=8, dt=0.02s, dim=3
[07:11:52][MPC][INFO] MPC初始化: horizon=8, dt=0.02s, dim=3
[07:11:52][MPC][INFO] MPC初始化: horizon=8, dt=0.02s, dim=3
