[08:23:10][SafetyGuard][INFO] 安全守卫已启动，力阈值=30.0N
[08:23:10][ComfortNet][INFO] 舒适度模型已加载: models/comfort_net.pth  [mode=pinn_force, dim=12]
[08:23:17][PINN][INFO] PINN辨识完成 | M=(0.001214,0.001133,0.000837) | B=(0.000457,0.000439,0.000577) | K=(0.008473,0.008550,0.011822)
[08:23:22][PINN][INFO] PINN辨识完成 | M=(0.000862,0.000891,0.000871) | B=(0.000629,0.000527,0.000403) | K=(0.010556,0.012053,0.011539)
[08:23:25][PINN][INFO] PINN辨识完成 | M=(0.000841,0.000946,0.001186) | B=(0.000420,0.000477,0.000549) | K=(0.011792,0.011487,0.008716)
[08:23:28][PINN][INFO] PINN辨识完成 | M=(0.000807,0.001104,0.001230) | B=(0.000545,0.000483,0.000520) | K=(0.012015,0.008610,0.008476)
[08:23:31][PINN][INFO] PINN辨识完成 | M=(0.000806,0.000949,0.000807) | B=(0.000530,0.000552,0.000435) | K=(0.012120,0.011421,0.011920)
[08:23:34][PINN][INFO] PINN辨识完成 | M=(0.000882,0.001068,0.000790) | B=(0.000506,0.000547,0.000437) | K=(0.011084,0.009834,0.012466)
[08:23:37][PINN][INFO] PINN辨识完成 | M=(0.000792,0.000976,0.000831) | B=(0.000486,0.000580,0.000404) | K=(0.012273,0.009906,0.011790)
[08:23:40][PINN][INFO] PINN辨识完成 | M=(0.000820,0.000951,0.000929) | B=(0.000564,0.000564,0.000406) | K=(0.011889,0.011324,0.009191)
[08:23:43][PINN][INFO] PINN辨识完成 | M=(0.001143,0.001048,0.000849) | B=(0.000470,0.000537,0.000427) | K=(0.008495,0.008790,0.011856)
[08:23:47][PINN][INFO] PINN辨识完成 | M=(0.000854,0.001068,0.001087) | B=(0.000533,0.000514,0.000606) | K=(0.011868,0.008631,0.008603)
[08:23:52][PINN][INFO] PINN辨识完成 | M=(0.000909,0.000976,0.000985) | B=(0.000426,0.000465,0.000618) | K=(0.011501,0.011558,0.008652)
[08:23:56][PINN][INFO] PINN辨识完成 | M=(0.000880,0.000997,0.000935) | B=(0.000425,0.000519,0.000591) | K=(0.010601,0.009824,0.011754)
[08:24:01][PINN][INFO] PINN辨识完成 | M=(0.001199,0.000865,0.000853) | B=(0.000488,0.000544,0.000525) | K=(0.008515,0.011820,0.011730)
[08:24:04][PINN][INFO] PINN辨识完成 | M=(0.001114,0.000937,0.000839) | B=(0.000406,0.000435,0.000617) | K=(0.011129,0.009072,0.010780)
[08:24:07][PINN][INFO] PINN辨识完成 | M=(0.001008,0.001045,0.000866) | B=(0.000405,0.000477,0.000590) | K=(0.008593,0.010807,0.011799)
[08:24:10][PINN][INFO] PINN辨识完成 | M=(0.000841,0.000949,0.000958) | B=(0.000416,0.000512,0.000613) | K=(0.011774,0.010877,0.008716)
[08:24:13][PINN][INFO] PINN辨识完成 | M=(0.000794,0.000987,0.000809) | B=(0.000449,0.000528,0.000606) | K=(0.012106,0.008963,0.011997)
[08:24:16][PINN][INFO] PINN辨识完成 | M=(0.000836,0.001002,0.000816) | B=(0.000431,0.000516,0.000506) | K=(0.011800,0.009655,0.011950)
[08:24:19][PINN][INFO] PINN辨识完成 | M=(0.000796,0.000904,0.000839) | B=(0.000454,0.000526,0.000474) | K=(0.011796,0.011772,0.010953)
[08:24:22][PINN][INFO] PINN辨识完成 | M=(0.000810,0.000936,0.000871) | B=(0.000441,0.000491,0.000625) | K=(0.011980,0.011883,0.011770)
[08:24:25][PINN][INFO] PINN辨识完成 | M=(0.001208,0.000994,0.001206) | B=(0.000469,0.000499,0.000401) | K=(0.008565,0.010214,0.008430)
[08:24:27][SafetyGuard][INFO] 安全守卫已停止
