subject_id,family,method,seed,noise_std,budget,prefix_size,heldout_count,fit_success,fit_status,fit_cost,train_torque_rmse_nm,train_samples,boundary_hits,mismatch_flag,heldout_torque_rmse_mean_nm,heldout_E3_abs_error_mean,heldout_E2_abs_error_mean,heldout_peak_abs_error_mean,rank_spearman,predicted_best_candidate,predicted_best_true_E3,true_oracle_candidate,true_oracle_E3,top_regret,predicted_best_true_feasible,predicted_best_pred_feasible,optimizer_message
MYOLEG_VP_001,BETA_TIMING,RANDOM,0,0.0,1,1,323,True,OK,104.32861551889731,3.253233803402998,401,mass_scale,BOUNDARY_LIMITED,3.2786370755978216,0.15184639012972123,0.020527499043434476,0.03869215876842182,0.9105763841259871,BETA_TIMING:288,0.9753692703730039,BETA_TIMING:288,0.9753692703730039,0.0,True,True,`ftol` termination condition is satisfied.
MYOLEG_VP_001,BETA_TIMING,RANDOM,0,0.0,2,2,322,True,OK,207.45294405358513,3.2429980014001156,802,mass_scale,BOUNDARY_LIMITED,3.2765022258928065,0.15230964155548596,0.02134369693913694,0.03871764417700089,0.945009283253069,BETA_TIMING:288,0.9753692703730039,BETA_TIMING:288,0.9753692703730039,0.0,True,True,`ftol` termination condition is satisfied.
MYOLEG_VP_001,BETA_TIMING,RANDOM,0,0.0,4,4,320,True,OK,416.78456447271265,3.2521662817927024,1604,mass_scale,BOUNDARY_LIMITED,3.2778185953363788,0.15198695692403835,0.020595536173466968,0.03869502342144625,0.9253054229045207,BETA_TIMING:288,0.9753692703730039,BETA_TIMING:288,0.9753692703730039,0.0,True,True,`ftol` termination condition is satisfied.
MYOLEG_VP_001,BETA_TIMING,RANDOM,0,0.0,8,8,316,True,OK,851.3792059364475,3.296934280038305,3208,mass_scale,BOUNDARY_LIMITED,3.2755006382190466,0.1503704575359871,0.02128241381770713,0.038942694487550965,0.9454743555370478,BETA_TIMING:288,0.9753692703730039,BETA_TIMING:288,0.9753692703730039,0.0,True,True,`ftol` termination condition is satisfied.
