model,beta_flex,beta_extend,E0,E2,E3
LEG_0_NOMINAL,-0.015,0.02,32.19528670988463,1.0005183953159156,0.9965512705123417
LEG_0_NOMINAL,-0.015,0.0225,32.194087770055795,1.0005768252197094,0.9962642146234908
LEG_0_NOMINAL,-0.015,0.025,32.19288623479954,1.0006338599693343,0.9959788036097813
LEG_0_NOMINAL,-0.015,0.0275,32.19168888085929,1.0006899658437316,0.9956952911498733
LEG_0_NOMINAL,-0.015,0.03,32.19049947436003,1.0007454122563846,0.9954138040289094
LEG_0_NOMINAL,-0.0125,-0.03,32.22082031578896,1.0159773057335362,1.002860861335311
LEG_0_NOMINAL,-0.0125,-0.0275,32.219625740369786,1.0146011551181835,1.0025380191219195
LEG_0_NOMINAL,-0.0125,-0.025,32.21841723523371,1.0132330897182888,1.0022166011263844
LEG_0_NOMINAL,-0.0125,-0.0225,32.21721378453233,1.011873213547599,1.0018970042181834
LEG_0_NOMINAL,-0.0125,-0.02,32.21599475513516,1.010521935741288,1.0015789132360846
LEG_0_NOMINAL,-0.0125,-0.0175,32.214793792134294,1.0091770823832436,1.0012625170104728
LEG_0_NOMINAL,-0.0125,-0.015,32.21359031563095,1.0078408966976482,1.0009479006589364
LEG_0_NOMINAL,-0.0125,-0.0125,32.21238888840255,1.0065128759880575,1.0006350454884254
LEG_0_NOMINAL,-0.0125,-0.01,32.21118413623291,1.005193418552114,1.0003239338500434
LEG_0_NOMINAL,-0.0125,-0.0075,32.20998330022235,1.0038817726982328,1.0000145452839484
LEG_0_NOMINAL,-0.0125,-0.005,32.208781968637965,1.0025786655612576,0.9997069526962885
LEG_0_NOMINAL,-0.0125,-0.0025,32.207580516152255,1.0012839976118535,0.9994011428846592
LEG_0_NOMINAL,-0.0125,0.0,32.2063789246042,1.000114257873301,0.999097131069577
LEG_0_NOMINAL,-0.0125,0.0025,32.20519820579794,1.000114257873301,0.998797720811778
LEG_0_NOMINAL,-0.0125,0.005,32.203999476994134,1.00013893394607,0.9984974070688399
LEG_0_NOMINAL,-0.0125,0.0075,32.202800451628995,1.0002053281719585,0.9981989285162358
LEG_0_NOMINAL,-0.0125,0.01,32.20160134835942,1.0002704032668157,0.9979023019254949
LEG_0_NOMINAL,-0.0125,0.0125,32.200404562582854,1.0003343825627784,0.9976075222283137
LEG_0_NOMINAL,-0.0125,0.015,32.199204832391494,1.0003967808298175,0.9973146191819895
LEG_0_NOMINAL,-0.0125,0.0175,32.19800590709657,1.0004579224561794,0.9970236232928771
LEG_0_NOMINAL,-0.0125,0.02,32.196814807414064,1.0005183953159156,0.9967346168193499
LEG_0_NOMINAL,-0.0125,0.0225,32.195615924490404,1.0005768252197094,0.9964475609304988
LEG_0_NOMINAL,-0.0125,0.025,32.19441444626675,1.0006338599693343,0.9961621499167895
LEG_0_NOMINAL,-0.0125,0.0275,32.19321714916487,1.0006899658437316,0.9958786374568815
LEG_0_NOMINAL,-0.0125,0.03,32.192027799130905,1.0007454122563846,0.9955971503359177
LEG_0_NOMINAL,-0.01,-0.03,32.222334645274394,1.0159773057335362,1.003043254234849
LEG_0_NOMINAL,-0.01,-0.0275,32.22114012599789,1.0146011551181835,1.0027204120214575
LEG_0_NOMINAL,-0.01,-0.025,32.21993167766338,1.0132330897182888,1.0023989940259224
LEG_0_NOMINAL,-0.01,-0.0225,32.218728283530254,1.011873213547599,1.0020793971177215
LEG_0_NOMINAL,-0.01,-0.02,32.21750931143791,1.010521935741288,1.0017613061356225
LEG_0_NOMINAL,-0.01,-0.0175,32.216308404896836,1.0091770823832436,1.0014449099100107
LEG_0_NOMINAL,-0.01,-0.015,32.21510498497567,1.0078408966976482,1.0011302935584743
LEG_0_NOMINAL,-0.01,-0.0125,32.21390361423732,1.0065128759880575,1.0008174383879633
LEG_0_NOMINAL,-0.01,-0.01,32.212698918718296,1.005193418552114,1.0005063267495813
LEG_0_NOMINAL,-0.01,-0.0075,32.21149813917841,1.0038817726982328,1.0001969381834863
LEG_0_NOMINAL,-0.01,-0.005,32.210296864092236,1.0025786655612576,0.9998893455958267
LEG_0_NOMINAL,-0.01,-0.0025,32.209095468114626,1.0012839976118535,0.9995835357841972
LEG_0_NOMINAL,-0.01,0.0,32.20789393308544,1.0000923553943983,0.9992795239691151
LEG_0_NOMINAL,-0.01,0.0025,32.206713269820355,1.0000923553943983,0.9989801137113161
