stage,main_loop_timestamp_ns,loop_period_ms,rt_sequence,rt_timestamp_ns,rt_age_ms,rt_valid,rt_stale,operation_state,rt_worker_pid,rt_worker_start_time_ns,rt_worker_alive,rt_worker_exitcode,rt_worker_state,rt_heartbeat_age_ms,rt_worker_hung,rt_last_error_code,rt_last_error,wrench_sequence,wrench_age_ms,wrench_valid,wrench_stale,wrench_worker_pid,wrench_worker_start_time_ns,wrench_worker_alive,wrench_worker_exitcode,wrench_worker_state,wrench_heartbeat_age_ms,wrench_worker_hung,last_error_code,last_error
overlap,3119252103048000,9.9679,39,3119251794970300,308.0777,False,True,IDLE,17880,3119250997530500,True,,streaming,4.1022,False,,,0,,False,True,21816,3119252072125600,True,,connecting,30.1956,False,,
overlap,3119252113006100,9.9581,39,3119251794970300,318.0358,False,True,IDLE,17880,3119250997530500,True,,streaming,14.0603,False,,,0,,False,True,21816,3119252072125600,True,,connecting,40.1537,False,,
overlap,3119252123002800,9.9967,39,3119251794970300,328.0325,False,True,IDLE,17880,3119250997530500,True,,streaming,24.057,False,,,0,,False,True,21816,3119252072125600,True,,connecting,50.1504,False,,
overlap,3119252132992800,9.99,39,3119251794970300,338.0225,False,True,IDLE,17880,3119250997530500,True,,streaming,34.047,False,,,0,,False,True,21816,3119252072125600,True,,connecting,60.1404,False,,
overlap,3119252142945800,9.953,39,3119251794970300,347.9755,False,True,IDLE,17880,3119250997530500,True,,streaming,44.0,False,,,0,,False,True,21816,3119252072125600,True,,connecting,70.0934,False,,
overlap,3119252152917500,9.9717,39,3119251794970300,357.9472,False,True,IDLE,17880,3119250997530500,True,,streaming,53.9717,False,,,0,,False,True,21816,3119252072125600,True,,connecting,80.0651,False,,
overlap,3119252162903500,9.986,39,3119251794970300,367.9332,False,True,IDLE,17880,3119250997530500,True,,streaming,7.8632,False,,,0,,False,True,21816,3119252072125600,True,,connecting,90.0511,False,,
overlap,3119252172878100,9.9746,76,3119252091061000,81.8171,False,True,IDLE,17880,3119250997530500,True,,streaming,9.6203,False,,,0,,False,True,21816,3119252072125600,True,,connecting,100.0257,False,,
overlap,3119252182809900,9.9318,86,3119252171179700,11.6302,True,False,IDLE,17880,3119250997530500,True,,streaming,19.5521,False,,,0,,False,True,21816,3119252072125600,True,,connecting,109.9575,False,,
overlap,3119252192890100,10.0802,86,3119252171179700,21.7104,True,False,IDLE,17880,3119250997530500,True,,streaming,29.6323,False,,,0,,False,True,21816,3119252072125600,True,,connecting,120.0377,False,,
