case,sample_index,main_loop_timestamp_ns,supervisor_loop_period_ms,rt_sequence,source_or_receive_timestamp_ns,publish_timestamp_ns,supervisor_receive_timestamp_ns,observed_source_period_per_sequence_ms,observed_publish_interval_per_sequence_ms,rt_age_ms,rt_ipc_age_ms,rt_publish_to_receive_age_ms,new_snapshot_received,publish_count,publish_success_count,receive_count,overwrite_count,publish_drop_count,rt_valid,rt_stale,operation_state,rt_worker_state,rt_worker_alive,rt_worker_hung,rt_heartbeat_age_ms,rt_last_error_code,rt_last_error,wrench_sequence,wrench_last_success_ns,wrench_age_ms,wrench_valid,wrench_stale,wrench_worker_state,wrench_worker_alive,wrench_worker_hung,wrench_heartbeat_age_ms,wrench_last_error_code,wrench_last_error
rtonly,4141,3129223950118500,10.0072,5380,3129223945631900,3129223945645000,3129223950152300,7.9513,7.9331,4.5918,4.5204,4.5073,True,5380,5380,4114,1266,0,True,False,IDLE,streaming,True,False,36.4433,,,0,,,False,True,not_tested,False,False,,,
rtonly,4142,3129223960236000,10.1175,5381,3129223953745200,3129223953773200,3129223960269900,8.1133,8.1282,6.5968,6.5247,6.4967,True,5381,5381,4115,1266,0,True,False,IDLE,streaming,True,False,46.5616,,,0,,,False,True,not_tested,False,False,,,
rtonly,4143,3129223970038600,9.8026,5383,3129223969879300,3129223969905300,3129223970086500,8.06705,8.06605,0.363,0.2072,0.1812,True,5383,5383,4116,1267,0,True,False,IDLE,streaming,True,False,56.4619,,,0,,,False,True,not_tested,False,False,,,
rtonly,4144,3129223980169900,10.1313,5384,3129223977740700,3129223977752700,3129223980210300,7.8614,7.8474,2.5425,2.4696,2.4576,True,5384,5384,4117,1267,0,True,False,IDLE,streaming,True,False,66.5028,,,0,,,False,True,not_tested,False,False,,,
rtonly,4145,3129223989964200,9.7943,5385,3129223985744600,3129223985757500,3129223990045100,8.0039,8.0048,4.4075,4.3005,4.2876,True,5385,5385,4118,1267,0,True,False,IDLE,streaming,True,False,76.3717,,,0,,,False,True,not_tested,False,False,,,
rtonly,4146,3129223999927700,9.9635,5386,3129223993584700,3129223993597200,3129223999976500,7.8401,7.8397,6.4739,6.3918,6.3793,True,5386,5386,4119,1267,0,True,False,IDLE,streaming,True,False,86.2782,,,0,,,False,True,not_tested,False,False,,,
rtonly,4147,3129224009923100,9.9954,5388,3129224009562100,3129224009573700,3129224009946500,7.9887,7.98825,0.4413,0.3844,0.3728,True,5388,5388,4120,1268,0,True,False,IDLE,streaming,True,False,96.223,,,0,,,False,True,not_tested,False,False,,,
rtonly,4148,3129224019895200,9.9721,5389,3129224017599400,3129224017610600,3129224019955700,8.0373,8.0369,2.4695,2.3563,2.3451,True,5389,5389,4121,1268,0,True,False,IDLE,streaming,True,False,106.2885,,,0,,,False,True,not_tested,False,False,,,
rtonly,4149,3129224029872300,9.9771,5390,3129224025685100,3129224025700800,3129224029906800,8.0857,8.0902,4.3271,4.2217,4.206,True,5390,5390,4122,1268,0,True,False,IDLE,streaming,True,False,12.3658,,,0,,,False,True,not_tested,False,False,,,
rtonly,4150,3129224039846300,9.974,5391,3129224033554500,3129224033564300,3129224039905900,7.8694,7.8635,6.4369,6.3514,6.3416,True,5391,5391,4123,1268,0,True,False,IDLE,streaming,True,False,22.345,,,0,,,False,True,not_tested,False,False,,,
rtonly,4151,3129224049804800,9.9585,5393,3129224049544600,3129224049556300,3129224049844600,7.99505,7.996,0.4326,0.3,0.2883,True,5393,5393,4124,1269,0,True,False,IDLE,streaming,True,False,32.3308,,,0,,,False,True,not_tested,False,False,,,
rtonly,4152,3129224059814500,10.0097,5394,3129224057614200,3129224057625700,3129224059841200,8.0696,8.0694,2.2838,2.227,2.2155,True,5394,5394,4125,1269,0,True,False,IDLE,streaming,True,False,42.2516,,,0,,,False,True,not_tested,False,False,,,
rtonly,4153,3129224069748600,9.9341,5395,3129224065579700,3129224065589700,3129224069802200,7.9655,7.964,4.3409,4.2225,4.2125,True,5395,5395,4126,1269,0,True,False,IDLE,streaming,True,False,52.2742,,,0,,,False,True,not_tested,False,False,,,
rtonly,4154,3129224079738500,9.9899,5396,3129224073578100,3129224073589200,3129224079806600,7.9984,7.9995,6.3071,6.2285,6.2174,True,5396,5396,4127,1269,0,True,False,IDLE,streaming,True,False,62.2388,,,0,,,False,True,not_tested,False,False,,,
rtonly,4155,3129224089708200,9.9697,5398,3129224089607900,3129224089621900,3129224089746400,8.0149,8.01635,0.1997,0.1385,0.1245,True,5398,5398,4128,1270,0,True,False,IDLE,streaming,True,False,72.1612,,,0,,,False,True,not_tested,False,False,,,
rtonly,4156,3129224099674400,9.9662,5399,3129224097588300,3129224097599900,3129224099735000,7.9804,7.978,2.2437,2.1467,2.1351,True,5399,5399,4129,1270,0,True,False,IDLE,streaming,True,False,82.1856,,,0,,,False,True,not_tested,False,False,,,
rtonly,4157,3129224109660300,9.9859,5400,3129224105590300,3129224105609600,3129224109693000,8.002,8.0097,4.162,4.1027,4.0834,True,5400,5400,4130,1270,0,True,False,IDLE,streaming,True,False,92.1059,,,0,,,False,True,not_tested,False,False,,,
rtonly,4158,3129224119643500,9.9832,5401,3129224113552200,3129224113562900,3129224119730000,7.9619,7.9533,6.3032,6.1778,6.1671,True,5401,5401,4131,1270,0,True,False,IDLE,streaming,True,False,102.209,,,0,,,False,True,not_tested,False,False,,,
rtonly,4159,3129224129578200,9.9347,5402,3129224121675500,3129224121697400,3129224129622100,8.1233,8.1345,8.0955,7.9466,7.9247,True,5402,5402,4132,1270,0,True,False,IDLE,streaming,True,False,8.0059,,,0,,,False,True,not_tested,False,False,,,
rtonly,4160,3129224139564100,9.9859,5404,3129224137672600,3129224137698700,3129224139597200,7.99855,8.00065,1.9834,1.9246,1.8985,True,5404,5404,4133,1271,0,True,False,IDLE,streaming,True,False,17.8909,,,0,,,False,True,not_tested,False,False,,,
rtonly,4161,3129224149518700,9.9546,5405,3129224145603400,3129224145613800,3129224149549700,7.9308,7.9151,4.0074,3.9463,3.9359,True,5405,5405,4134,1271,0,True,False,IDLE,streaming,True,False,27.8457,,,0,,,False,True,not_tested,False,False,,,
rtonly,4162,3129224159537000,10.0183,5406,3129224154054000,3129224154084300,3129224159581500,8.4506,8.4705,5.585,5.5275,5.4972,True,5406,5406,4135,1271,0,True,False,IDLE,streaming,True,False,37.8739,,,0,,,False,True,not_tested,False,False,,,
rtonly,4163,3129224169586500,10.0495,5407,3129224161633200,3129224161642000,3129224169644600,7.5792,7.5577,8.0759,8.0114,8.0026,True,5407,5407,4136,1271,0,True,False,IDLE,streaming,True,False,47.944,,,0,,,False,True,not_tested,False,False,,,
rtonly,4164,3129224179485300,9.8988,5409,3129224177632400,3129224177642700,3129224179513400,7.9996,8.00035,1.9375,1.881,1.8707,True,5409,5409,4137,1272,0,True,False,IDLE,streaming,True,False,57.8048,,,0,,,False,True,not_tested,False,False,,,
rtonly,4165,3129224189438700,9.9534,5410,3129224185547100,3129224185554800,3129224189469600,7.9147,7.9121,3.9804,3.9225,3.9148,True,5410,5410,4138,1272,0,True,False,IDLE,streaming,True,False,67.7624,,,0,,,False,True,not_tested,False,False,,,
rtonly,4166,3129224199394100,9.9554,5411,3129224193589300,3129224193598200,3129224199427500,8.0422,8.0434,5.885,5.8382,5.8293,True,5411,5411,4139,1272,0,True,False,IDLE,streaming,True,False,77.7092,,,0,,,False,True,not_tested,False,False,,,
rtonly,4167,3129224209444500,10.0504,5412,3129224201526100,3129224201532300,3129224209503900,7.9368,7.9341,8.0864,7.9778,7.9716,True,5412,5412,4140,1272,0,True,False,IDLE,streaming,True,False,87.8474,,,0,,,False,True,not_tested,False,False,,,
rtonly,4168,3129224219539800,10.0953,5414,3129224217523200,3129224217529100,3129224219580800,7.99855,7.9984,2.1356,2.0576,2.0517,True,5414,5414,4141,1273,0,True,False,IDLE,streaming,True,False,97.8937,,,0,,,False,True,not_tested,False,False,,,
rtonly,4169,3129224229367200,9.8274,5415,3129224225617800,3129224225628200,3129224229391500,8.0946,8.0991,3.8288,3.7737,3.7633,True,5415,5415,4142,1273,0,True,False,IDLE,streaming,True,False,107.6815,,,0,,,False,True,not_tested,False,False,,,
rtonly,4170,3129224240322500,10.9553,5416,3129224233600800,3129224233607000,3129224240358300,7.983,7.9788,6.878,6.7575,6.7513,True,5416,5416,4143,1273,0,True,False,IDLE,streaming,True,False,14.8167,,,0,,,False,True,not_tested,False,False,,,
rtonly,4171,3129224250285100,9.9626,5418,3129224249516400,3129224249522800,3129224250317700,7.9578,7.9579,0.8439,0.8013,0.7949,True,5418,5418,4144,1274,0,True,False,IDLE,streaming,True,False,24.6982,,,0,,,False,True,not_tested,False,False,,,
rtonly,4172,3129224260277000,9.9919,5419,3129224257537400,3129224257548600,3129224260301000,8.021,8.0258,2.8185,2.7636,2.7524,True,5419,5419,4145,1274,0,True,False,IDLE,streaming,True,False,34.6938,,,0,,,False,True,not_tested,False,False,,,
rtonly,4173,3129224270195600,9.9186,5420,3129224265504900,3129224265511400,3129224270241900,7.9675,7.9628,4.8255,4.737,4.7305,True,5420,5420,4146,1274,0,True,False,IDLE,streaming,True,False,44.6683,,,0,,,False,True,not_tested,False,False,,,
rtonly,4174,3129224280223700,10.0281,5421,3129224273593800,3129224273604500,3129224280286600,8.0889,8.0931,6.7537,6.6928,6.6821,True,5421,5421,4147,1274,0,True,False,IDLE,streaming,True,False,54.6854,,,0,,,False,True,not_tested,False,False,,,
rtonly,4175,3129224290196300,9.9726,5423,3129224289592100,3129224289602700,3129224290220700,7.99915,7.9991,0.6841,0.6286,0.618,True,5423,5423,4148,1275,0,True,False,IDLE,streaming,True,False,64.6141,,,0,,,False,True,not_tested,False,False,,,
rtonly,4176,3129224300157100,9.9608,5424,3129224297623900,3129224297638100,3129224300189500,8.0318,8.0354,2.6437,2.5656,2.5514,True,5424,5424,4149,1275,0,True,False,IDLE,streaming,True,False,74.6055,,,0,,,False,True,not_tested,False,False,,,
rtonly,4177,3129224310104300,9.9472,5425,3129224305657300,3129224305672600,3129224310163400,8.0334,8.0345,4.576,4.5061,4.4908,True,5425,5425,4150,1275,0,True,False,IDLE,streaming,True,False,84.5712,,,0,,,False,True,not_tested,False,False,,,
rtonly,4178,3129224320102500,9.9982,5426,3129224313522600,3129224313535400,3129224320172700,7.8653,7.8628,6.753,6.6501,6.6373,True,5426,5426,4151,1275,0,True,False,IDLE,streaming,True,False,94.6135,,,0,,,False,True,not_tested,False,False,,,
rtonly,4179,3129224330076500,9.974,5428,3129224329650300,3129224329676900,3129224330115700,8.06385,8.07075,0.5201,0.4654,0.4388,True,5428,5428,4152,1276,0,True,False,IDLE,streaming,True,False,104.5083,,,0,,,False,True,not_tested,False,False,,,
rtonly,4180,3129224340027000,9.9505,5429,3129224337737300,3129224337747900,3129224340071500,8.087,8.071,2.4967,2.3342,2.3236,True,5429,5429,4153,1276,0,True,False,IDLE,streaming,True,False,10.4827,,,0,,,False,True,not_tested,False,False,,,
rtonly,4181,3129224349973600,9.9466,5430,3129224345605700,3129224345613600,3129224349992200,7.8684,7.8657,4.4313,4.3865,4.3786,True,5430,5430,4154,1276,0,True,False,IDLE,streaming,True,False,20.2857,,,0,,,False,True,not_tested,False,False,,,
rtonly,4182,3129224359989200,10.0156,5431,3129224353616900,3129224353637800,3129224360023200,8.0112,8.0242,6.4629,6.4063,6.3854,True,5431,5431,4155,1276,0,True,False,IDLE,streaming,True,False,30.3285,,,0,,,False,True,not_tested,False,False,,,
rtonly,4183,3129224370014100,10.0249,5433,3129224369739800,3129224369766200,3129224370095200,8.06145,8.0642,0.4796,0.3554,0.329,True,5433,5433,4156,1277,0,True,False,IDLE,streaming,True,False,40.4681,,,0,,,False,True,not_tested,False,False,,,
rtonly,4184,3129224380041600,10.0275,5434,3129224377596700,3129224377607500,3129224380067000,7.8569,7.8413,2.5237,2.4703,2.4595,True,5434,5434,4157,1277,0,True,False,IDLE,streaming,True,False,50.3691,,,0,,,False,True,not_tested,False,False,,,
rtonly,4185,3129224389994500,9.9529,5435,3129224385745300,3129224385756500,3129224390027400,8.1486,8.149,4.3507,4.2821,4.2709,True,5435,5435,4158,1277,0,True,False,IDLE,streaming,True,False,60.3447,,,0,,,False,True,not_tested,False,False,,,
rtonly,4186,3129224399985300,9.9908,5436,3129224393662100,3129224393673400,3129224400016700,7.9168,7.9169,6.4179,6.3546,6.3433,True,5436,5436,4159,1277,0,True,False,IDLE,streaming,True,False,70.3287,,,0,,,False,True,not_tested,False,False,,,
rtonly,4187,3129224409856100,9.8708,5438,3129224409656700,3129224409668300,3129224409882000,7.9973,7.99745,0.2831,0.2253,0.2137,True,5438,5438,4160,1278,0,True,False,IDLE,streaming,True,False,80.1885,,,0,,,False,True,not_tested,False,False,,,
rtonly,4188,3129224419866300,10.0102,5439,3129224417751700,3129224417762200,3129224419931900,8.095,8.0939,2.279,2.1802,2.1697,True,5439,5439,4161,1278,0,True,False,IDLE,streaming,True,False,90.2794,,,0,,,False,True,not_tested,False,False,,,
rtonly,4189,3129224430013500,10.1472,5440,3129224425763700,3129224425777900,3129224430045200,8.012,8.0157,4.3459,4.2815,4.2673,True,5440,5440,4162,1278,0,True,False,IDLE,streaming,True,False,100.3583,,,0,,,False,True,not_tested,False,False,,,
rtonly,4190,3129224439789300,9.7758,5441,3129224433770400,3129224433782900,3129224439820900,8.0067,8.005,6.1118,6.0505,6.038,True,5441,5441,4163,1278,0,True,False,IDLE,streaming,True,False,110.1309,,,0,,,False,True,not_tested,False,False,,,
rtonly,4191,3129224449735900,9.9466,5442,3129224441905700,3129224441914200,3129224449768000,8.1353,8.1313,7.9917,7.8623,7.8538,True,5442,5442,4164,1278,0,True,False,IDLE,streaming,True,False,16.0777,,,0,,,False,True,not_tested,False,False,,,
rtonly,4192,3129224459923500,10.1876,5444,3129224457780400,3129224457791300,3129224459955500,7.93735,7.93855,2.2429,2.1751,2.1642,True,5444,5444,4165,1279,0,True,False,IDLE,streaming,True,False,26.2036,,,0,,,False,True,not_tested,False,False,,,
rtonly,4193,3129224469719400,9.7959,5445,3129224465772600,3129224465783400,3129224469798000,7.9922,7.9921,4.1801,4.0254,4.0146,True,5445,5445,4166,1279,0,True,False,IDLE,streaming,True,False,36.133,,,0,,,False,True,not_tested,False,False,,,
rtonly,4194,3129224488085800,18.3664,5447,3129224481605200,3129224481627900,3129224488138300,7.9163,7.92225,6.6213,6.5331,6.5104,True,5447,5447,4167,1280,0,True,False,IDLE,streaming,True,False,54.4068,,,0,,,False,True,not_tested,False,False,,,
rtonly,4195,3129224490283700,2.1979,5448,3129224489666900,3129224489682100,3129224490319800,8.0617,8.0542,0.7353,0.6529,0.6377,True,5448,5448,4168,1280,0,True,False,IDLE,streaming,True,False,56.5825,,,0,,,False,True,not_tested,False,False,,,
rtonly,4196,3129224504352300,14.0686,5449,3129224497554000,3129224497575300,3129224504427400,7.8871,7.8932,6.9849,6.8734,6.8521,True,5449,5449,4169,1280,0,True,False,IDLE,streaming,True,False,70.7192,,,0,,,False,True,not_tested,False,False,,,
rtonly,4197,3129224509606100,5.2538,5450,3129224505583700,3129224505597600,3129224509640700,8.0297,8.0223,4.1251,4.057,4.0431,True,5450,5450,4170,1280,0,True,False,IDLE,streaming,True,False,75.8891,,,0,,,False,True,not_tested,False,False,,,
rtonly,4198,3129224519564400,9.9583,5451,3129224513583900,3129224513594700,3129224519674600,8.0002,7.9971,6.2304,6.0907,6.0799,True,5451,5451,4171,1280,0,True,False,IDLE,streaming,True,False,85.9946,,,0,,,False,True,not_tested,False,False,,,
rtonly,4199,3129224529596000,10.0316,5452,3129224521678500,3129224521702700,3129224529634900,8.0946,8.108,8.0287,7.9564,7.9322,True,5452,5452,4172,1280,0,True,False,IDLE,streaming,True,False,95.8875,,,0,,,False,True,not_tested,False,False,,,
rtonly,4200,3129224539507800,9.9118,5454,3129224537619700,3129224537634100,3129224539537900,7.9706,7.9657,2.0228,1.9182,1.9038,True,5454,5454,4173,1281,0,True,False,IDLE,streaming,True,False,1.9609,,,0,,,False,True,not_tested,False,False,,,
rtonly,4201,3129224549626000,10.1182,5455,3129224545801100,3129224545810000,3129224549659700,8.1814,8.1759,3.9234,3.8586,3.8497,True,5455,5455,4174,1281,0,True,False,IDLE,streaming,True,False,12.0429,,,0,,,False,True,not_tested,False,False,,,
rtonly,4202,3129224559595900,9.9699,5456,3129224553711000,3129224553738100,3129224559627600,7.9099,7.9281,5.9832,5.9166,5.8895,True,5456,5456,4175,1281,0,True,False,IDLE,streaming,True,False,22.0126,,,0,,,False,True,not_tested,False,False,,,
rtonly,4203,3129224569564200,9.9683,5457,3129224561720000,3129224561731300,3129224569607500,8.009,7.9932,8.0477,7.8875,7.8762,True,5457,5457,4176,1281,0,True,False,IDLE,streaming,True,False,32.0861,,,0,,,False,True,not_tested,False,False,,,
rtonly,4204,3129224579585000,10.0208,5459,3129224577750800,3129224577761500,3129224579617000,8.0154,8.0151,1.9317,1.8662,1.8555,True,5459,5459,4177,1282,0,True,False,IDLE,streaming,True,False,42.0009,,,0,,,False,True,not_tested,False,False,,,
rtonly,4205,3129224589377200,9.7922,5460,3129224585730200,3129224585741100,3129224589409700,7.9794,7.9796,3.7403,3.6795,3.6686,True,5460,5460,4178,1282,0,True,False,IDLE,streaming,True,False,51.7889,,,0,,,False,True,not_tested,False,False,,,
rtonly,4206,3129224599528400,10.1512,5461,3129224593695800,3129224593706500,3129224599568400,7.9656,7.9654,5.9412,5.8726,5.8619,True,5461,5461,4179,1282,0,True,False,IDLE,streaming,True,False,61.9554,,,0,,,False,True,not_tested,False,False,,,
rtonly,4207,3129224609494200,9.9658,5462,3129224601678800,3129224601691300,3129224609533700,7.983,7.9848,7.9348,7.8549,7.8424,True,5462,5462,4180,1282,0,True,False,IDLE,streaming,True,False,71.932,,,0,,,False,True,not_tested,False,False,,,
rtonly,4208,3129224619489300,9.9951,5464,3129224617637300,3129224617650100,3129224619528000,7.97925,7.9794,2.0074,1.8907,1.8779,True,5464,5464,4181,1283,0,True,False,IDLE,streaming,True,False,81.9631,,,0,,,False,True,not_tested,False,False,,,
rtonly,4209,3129224629449400,9.9601,5465,3129224625631500,3129224625646200,3129224629488900,7.9942,7.9961,3.9393,3.8574,3.8427,True,5465,5465,4182,1283,0,True,False,IDLE,streaming,True,False,91.8892,,,0,,,False,True,not_tested,False,False,,,
rtonly,4210,3129224640296000,10.8466,5466,3129224633606900,3129224633622200,3129224640361600,7.9754,7.976,6.876,6.7547,6.7394,True,5466,5466,4183,1283,0,True,False,IDLE,streaming,True,False,102.8013,,,0,,,False,True,not_tested,False,False,,,
rtonly,4211,3129224650203900,9.9079,5468,3129224649803700,3129224649827200,3129224650256900,8.0984,8.1025,0.6816,0.4532,0.4297,True,5468,5468,4184,1284,0,True,False,IDLE,streaming,True,False,8.7384,,,0,,,False,True,not_tested,False,False,,,
rtonly,4212,3129224660170100,9.9662,5469,3129224657763600,3129224657779000,3129224660212800,7.9599,7.9518,2.5497,2.4492,2.4338,True,5469,5469,4185,1284,0,True,False,IDLE,streaming,True,False,18.5664,,,0,,,False,True,not_tested,False,False,,,
rtonly,4213,3129224670176500,10.0064,5470,3129224665582700,3129224665599600,3129224670259300,7.8191,7.8206,4.8263,4.6766,4.6597,True,5470,5470,4186,1284,0,True,False,IDLE,streaming,True,False,28.6621,,,0,,,False,True,not_tested,False,False,,,
rtonly,4214,3129224680126700,9.9502,5471,3129224673654400,3129224673672100,3129224680176300,8.0717,8.0725,6.6284,6.5219,6.5042,True,5471,5471,4187,1284,0,True,False,IDLE,streaming,True,False,38.5359,,,0,,,False,True,not_tested,False,False,,,
rtonly,4215,3129224690109300,9.9826,5473,3129224689641900,3129224689659500,3129224690146100,7.99375,7.9937,0.5944,0.5042,0.4866,True,5473,5473,4188,1285,0,True,False,IDLE,streaming,True,False,48.4894,,,0,,,False,True,not_tested,False,False,,,
rtonly,4216,3129224700072500,9.9632,5474,3129224697586300,3129224697598200,3129224700102900,7.9444,7.9387,2.577,2.5166,2.5047,True,5474,5474,4189,1285,0,True,False,IDLE,streaming,True,False,58.4164,,,0,,,False,True,not_tested,False,False,,,
rtonly,4217,3129224710013900,9.9414,5475,3129224705611400,3129224705624900,3129224710044300,8.0251,8.0267,4.4888,4.4329,4.4194,True,5475,5475,4190,1285,0,True,False,IDLE,streaming,True,False,68.3533,,,0,,,False,True,not_tested,False,False,,,
rtonly,4218,3129224720024000,10.0101,5476,3129224713559300,3129224713570500,3129224720104200,7.9479,7.9456,6.658,6.5449,6.5337,True,5476,5476,4191,1285,0,True,False,IDLE,streaming,True,False,78.4704,,,0,,,False,True,not_tested,False,False,,,
rtonly,4219,3129224729960600,9.9366,5478,3129224729525500,3129224729536400,3129224729991800,7.9831,7.98295,0.5435,0.4663,0.4554,True,5478,5478,4192,1286,0,True,False,IDLE,streaming,True,False,88.3221,,,0,,,False,True,not_tested,False,False,,,
rtonly,4220,3129224740152400,10.1918,5479,3129224737597200,3129224737609400,3129224740186300,8.0717,8.073,2.6532,2.5891,2.5769,True,5479,5479,4193,1286,0,True,False,IDLE,streaming,True,False,98.5035,,,0,,,False,True,not_tested,False,False,,,
rtonly,4221,3129224750155400,10.003,5480,3129224745756400,3129224745767100,3129224750186100,8.1592,8.1577,4.4944,4.4297,4.419,True,5480,5480,4194,1286,0,True,False,IDLE,streaming,True,False,108.5039,,,0,,,False,True,not_tested,False,False,,,
rtonly,4222,3129224759890000,9.7346,5481,3129224753917200,3129224753939700,3129224759937500,8.1608,8.1726,6.1351,6.0203,5.9978,True,5481,5481,4195,1286,0,True,False,IDLE,streaming,True,False,14.2496,,,0,,,False,True,not_tested,False,False,,,
rtonly,4223,3129224769910000,10.02,5482,3129224761750400,3129224761760700,3129224769959100,7.8332,7.821,8.32,8.2087,8.1984,True,5482,5482,4196,1286,0,True,False,IDLE,streaming,True,False,24.2677,,,0,,,False,True,not_tested,False,False,,,
rtonly,4224,3129224780080000,10.17,5484,3129224777748700,3129224777759900,3129224780111400,7.99915,7.9996,2.4293,2.3627,2.3515,True,5484,5484,4197,1287,0,True,False,IDLE,streaming,True,False,34.3753,,,0,,,False,True,not_tested,False,False,,,
rtonly,4225,3129224789845200,9.7652,5485,3129224785751900,3129224785763100,3129224789877600,8.0032,8.0032,4.1866,4.1257,4.1145,True,5485,5485,4198,1287,0,True,False,IDLE,streaming,True,False,44.1358,,,0,,,False,True,not_tested,False,False,,,
rtonly,4226,3129224800016600,10.1714,5486,3129224793753200,3129224793764400,3129224800047900,8.0013,8.0013,6.361,6.2947,6.2835,True,5486,5486,4199,1287,0,True,False,IDLE,streaming,True,False,54.3115,,,0,,,False,True,not_tested,False,False,,,
rtonly,4227,3129224809777800,9.7612,5487,3129224801761000,3129224801774900,3129224809807300,8.0078,8.0105,8.1214,8.0463,8.0324,True,5487,5487,4200,1287,0,True,False,IDLE,streaming,True,False,64.0797,,,0,,,False,True,not_tested,False,False,,,
rtonly,4228,3129224819809600,10.0318,5489,3129224817762100,3129224817772400,3129224819880700,8.00055,7.99875,2.2574,2.1186,2.1083,True,5489,5489,4201,1288,0,True,False,IDLE,streaming,True,False,74.2168,,,0,,,False,True,not_tested,False,False,,,
rtonly,4229,3129224829934700,10.1251,5490,3129224825769800,3129224825787300,3129224829967400,8.0077,8.0149,4.2631,4.1976,4.1801,True,5490,5490,4202,1288,0,True,False,IDLE,streaming,True,False,84.2302,,,0,,,False,True,not_tested,False,False,,,
rtonly,4230,3129224839717400,9.7827,5491,3129224833764600,3129224833776000,3129224839752000,7.9948,7.9887,6.0544,5.9874,5.976,True,5491,5491,4203,1288,0,True,False,IDLE,streaming,True,False,94.0163,,,0,,,False,True,not_tested,False,False,,,
rtonly,4231,3129224849683000,9.9656,5492,3129224841761100,3129224841773000,3129224849720200,7.9965,7.997,8.0395,7.9591,7.9472,True,5492,5492,4204,1288,0,True,False,IDLE,streaming,True,False,103.9979,,,0,,,False,True,not_tested,False,False,,,
rtonly,4232,3129224859836400,10.1534,5494,3129224857927700,3129224857939500,3129224859874700,8.0833,8.08325,2.0969,1.947,1.9352,True,5494,5494,4205,1289,0,True,False,IDLE,streaming,True,False,10.2209,,,0,,,False,True,not_tested,False,False,,,
rtonly,4233,3129224869654800,9.8184,5495,3129224865834200,3129224865851400,3129224869704300,7.9065,7.9119,4.0557,3.8701,3.8529,True,5495,5495,4206,1289,0,True,False,IDLE,streaming,True,False,20.0862,,,0,,,False,True,not_tested,False,False,,,
rtonly,4234,3129224879774500,10.1197,5496,3129224873674400,3129224873694200,3129224879826600,7.8402,7.8428,6.267,6.1522,6.1324,True,5496,5496,4207,1289,0,True,False,IDLE,streaming,True,False,30.1377,,,0,,,False,True,not_tested,False,False,,,
rtonly,4235,3129224889588400,9.8139,5497,3129224881892200,3129224881911700,3129224889656200,8.2178,8.2175,7.9004,7.764,7.7445,True,5497,5497,4208,1289,0,True,False,IDLE,streaming,True,False,39.9889,,,0,,,False,True,not_tested,False,False,,,
rtonly,4236,3129224899728400,10.14,5499,3129224897865000,3129224897887700,3129224899790300,7.9864,7.988,2.063,1.9253,1.9026,True,5499,5499,4209,1290,0,True,False,IDLE,streaming,True,False,50.1243,,,0,,,False,True,not_tested,False,False,,,
rtonly,4237,3129224909721000,9.9926,5500,3129224905702800,3129224905725700,3129224909781800,7.8378,7.838,4.2144,4.079,4.0561,True,5500,5500,4210,1290,0,True,False,IDLE,streaming,True,False,60.1135,,,0,,,False,True,not_tested,False,False,,,
rtonly,4238,3129224919619700,9.8987,5501,3129224913892200,3129224913914900,3129224919685000,8.1894,8.1892,5.974,5.7928,5.7701,True,5501,5501,4211,1290,0,True,False,IDLE,streaming,True,False,70.0625,,,0,,,False,True,not_tested,False,False,,,
rtonly,4239,3129224929632900,10.0132,5502,3129224921690500,3129224921715300,3129224929701500,7.7983,7.8004,8.1573,8.011,7.9862,True,5502,5502,4212,1290,0,True,False,IDLE,streaming,True,False,80.0441,,,0,,,False,True,not_tested,False,False,,,
rtonly,4240,3129224939479400,9.8465,5504,3129224937744000,3129224937777600,3129224939534300,8.02675,8.03115,1.9206,1.7903,1.7567,True,5504,5504,4213,1291,0,True,False,IDLE,streaming,True,False,89.8609,,,0,,,False,True,not_tested,False,False,,,
rtonly,4241,3129224949448400,9.969,5505,3129224945855000,3129224945877500,3129224949510900,8.111,8.0999,3.7959,3.6559,3.6334,True,5505,5505,4214,1291,0,True,False,IDLE,streaming,True,False,99.8472,,,0,,,False,True,not_tested,False,False,,,
rtonly,4242,3129224959566000,10.1176,5506,3129224953832000,3129224953858700,3129224959627900,7.977,7.9812,5.9314,5.7959,5.7692,True,5506,5506,4215,1291,0,True,False,IDLE,streaming,True,False,109.9597,,,0,,,False,True,not_tested,False,False,,,
rtonly,4243,3129224969557200,9.9912,5507,3129224962073000,3129224962093500,3129224969624700,8.241,8.2348,8.0407,7.5517,7.5312,True,5507,5507,4216,1291,0,True,False,IDLE,streaming,True,False,16.1733,,,0,,,False,True,not_tested,False,False,,,
rtonly,4244,3129224979529800,9.9726,5509,3129224977750200,3129224977773200,3129224979590600,7.8386,7.83985,1.9783,1.8404,1.8174,True,5509,5509,4217,1292,0,True,False,IDLE,streaming,True,False,25.7881,,,0,,,False,True,not_tested,False,False,,,
rtonly,4245,3129224989380500,9.8507,5510,3129224985744000,3129224985766900,3129224989442100,7.9938,7.9937,3.8327,3.6981,3.6752,True,5510,5510,4218,1292,0,True,False,IDLE,streaming,True,False,35.6363,,,0,,,False,True,not_tested,False,False,,,
rtonly,4246,3129224999486300,10.1058,5511,3129224993721100,3129224993744200,3129224999547700,7.9771,7.9773,5.9662,5.8266,5.8035,True,5511,5511,4219,1292,0,True,False,IDLE,streaming,True,False,45.7469,,,0,,,False,True,not_tested,False,False,,,
