model,family,tier,method,seed,trial_index,candidate_id,parameter_flex,parameter_extend,share_shift,E3,E2,peak_ratio,feasible,best_E3,best_candidate_id,next_selection
LEG_1_HEAVY_HIP_STIFF,BETA_TIMING,0.02,MODEL_INFORMED_BO_EI,0,3,BETA_TIMING:29,-0.12,0.06,0.05,0.9833246012538251,1.0002972881842886,1.0002706088242423,True,0.9790644161499702,BETA_TIMING:35,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,REFERENCE,0,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,0,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:35', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,0,1,BETA_TIMING:35,-0.12,0.12,0.0,0.9898937436907858,1.026725064862408,1.0000067351977928,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:220', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,0,2,BETA_TIMING:220,0.06,-0.09,-0.05,1.0094470945759229,1.0467955900598416,1.000861269308741,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:2', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,0,3,BETA_TIMING:2,-0.12,-0.12,0.0,1.0032152641785026,1.064476706792436,1.0000106703643021,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,1,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:14', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,1,1,BETA_TIMING:14,-0.12,-0.03,0.0,0.9960151694151634,1.0178451248559683,1.000001097602388,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:311', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,1,2,BETA_TIMING:311,0.12,0.03,-0.05,1.004609582480635,1.0370058278104106,1.0008609264374533,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:5', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,1,3,BETA_TIMING:5,-0.12,-0.09,0.0,1.0005041005030002,1.0465557271138446,1.0000075362332501,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,2,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:218', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,2,1,BETA_TIMING:218,0.06,-0.12,0.0,1.011841272613405,1.064476706792436,1.0000106703643021,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:169', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,2,2,BETA_TIMING:169,0.0,0.03,0.05,0.9982292054530119,1.0067161820688095,1.0000087610894908,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:147', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,2,3,BETA_TIMING:147,0.0,-0.09,-0.1,1.0069153513016051,1.046990621784843,1.0020055837518593,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,3,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:126', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,3,1,BETA_TIMING:126,-0.03,0.0,-0.05,0.9988611044012667,1.004626967286123,1.0008617835509077,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:322', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,3,2,BETA_TIMING:322,0.12,0.12,-0.05,1.0017149046420768,1.0370058278104106,1.0008609264374533,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:264', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,3,3,BETA_TIMING:264,0.09,-0.03,-0.1,1.006723739122054,1.0282330397802921,1.0020049628214356,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,4,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:207', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,4,1,BETA_TIMING:207,0.03,0.06,-0.05,0.9991104133527814,1.014113923751547,1.0008614407429446,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:221', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,4,2,BETA_TIMING:221,0.06,-0.09,0.0,1.0091301089379023,1.0465557271138446,1.0000075362332501,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:292', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,4,3,BETA_TIMING:292,0.12,-0.09,-0.05,1.0123251963287123,1.0467955900598416,1.0008609264374533,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,5,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:296', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,5,1,BETA_TIMING:296,0.12,-0.06,-0.05,1.0099193864141645,1.0370058278104106,1.0008609264374533,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:206', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,5,2,BETA_TIMING:206,0.03,0.06,-0.1,0.9994515087067607,1.0143484926715247,1.0020053767762174,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:74', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,5,3,BETA_TIMING:74,-0.06,-0.12,0.0,1.0060442006359442,1.064476706792436,1.0000106703643021,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,6,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:26', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,6,1,BETA_TIMING:26,-0.12,0.06,-0.1,0.9922672890898824,1.0191726163142405,1.002006411360544,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:165', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,6,2,BETA_TIMING:165,0.0,0.0,0.1,0.9993687954642729,0.9997407148863043,1.0006948838094456,True,0.9993687954642729,BETA_TIMING:165,"{'candidate_id': 'BETA_TIMING:189', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,6,3,BETA_TIMING:189,0.03,-0.06,0.0,1.0052938115914487,1.0297502791959374,1.0000043458314871,False,0.9993687954642729,BETA_TIMING:165,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,7,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:150', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,7,1,BETA_TIMING:150,0.0,-0.09,0.05,1.0059402038600416,1.0462535699631592,1.000008000219746,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:318', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,7,2,BETA_TIMING:318,0.12,0.09,-0.1,1.0028035787458025,1.0372025372772666,1.0020047558422942,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:74', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,7,3,BETA_TIMING:74,-0.06,-0.12,0.0,1.0060442006359442,1.064476706792436,1.0000106703643021,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,8,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:213', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,8,1,BETA_TIMING:213,0.03,0.12,-0.1,0.9977486703445589,1.0272256289588726,1.0020053767762174,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:9', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,8,2,BETA_TIMING:9,-0.12,-0.06,0.0,0.9980991198728512,1.0297502791959374,1.0000043458314871,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:87', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,8,3,BETA_TIMING:87,-0.06,-0.03,0.05,0.9985309586867513,1.0138983294411168,1.000004042153215,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,9,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:307', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,9,1,BETA_TIMING:307,0.12,0.0,0.0,1.0057582832205954,1.0368438589430564,0.9999997149644274,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:315', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,9,2,BETA_TIMING:315,0.12,0.06,-0.05,1.0034188499583532,1.0370058278104106,1.0008609264374533,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:227', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,9,3,BETA_TIMING:227,0.06,-0.06,0.1,1.0060930225071645,1.0290476459489977,1.0006924296287525,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,10,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:248', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,10,1,BETA_TIMING:248,0.06,0.09,0.0,0.9992716051268742,1.0204236415675838,1.0000100187001344,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:218', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,10,2,BETA_TIMING:218,0.06,-0.12,0.0,1.011841272613405,1.064476706792436,1.0000106703643021,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:53', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,10,3,BETA_TIMING:53,-0.09,0.0,-0.1,0.9963052622136394,1.0142835940777752,1.002006204460114,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,11,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:254', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,11,1,BETA_TIMING:254,0.09,-0.12,0.0,1.013271001964293,1.064476706792436,1.0000106703643021,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:130', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,11,2,BETA_TIMING:130,-0.03,0.03,-0.1,0.9977422415637067,1.0075305060927466,1.002005790655771,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:248', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,11,3,BETA_TIMING:248,0.06,0.09,0.0,0.9992716051268742,1.0204236415675838,1.0000100187001344,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,12,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:33', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,12,1,BETA_TIMING:33,-0.12,0.12,-0.1,0.9905644507276806,1.0272256289588726,1.002006411360544,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:71', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,12,2,BETA_TIMING:71,-0.09,0.12,0.0,0.9912815272062406,1.026725064862408,1.0000067351977928,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:108', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,12,3,BETA_TIMING:108,-0.03,-0.12,-0.1,1.008171115384433,1.0649067791240727,1.002005790655771,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,13,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:254', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,13,1,BETA_TIMING:254,0.09,-0.12,0.0,1.013271001964293,1.064476706792436,1.0000106703643021,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:52', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,13,2,BETA_TIMING:52,-0.09,-0.03,0.1,0.9967659219566105,1.013496338984418,1.0006931472944034,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:315', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,13,3,BETA_TIMING:315,0.12,0.06,-0.05,1.0034188499583532,1.0370058278104106,1.0008609264374533,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,14,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:41', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,14,1,BETA_TIMING:41,-0.09,-0.09,0.0,1.001891884018455,1.0465557271138446,1.0000075362332501,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:187', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,14,2,BETA_TIMING:187,0.03,-0.06,-0.1,1.005951706612191,1.0301902181122142,1.0020053767762174,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:37', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,14,3,BETA_TIMING:37,-0.09,-0.12,-0.05,1.004925748367347,1.0647139196268391,1.0008621262974795,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,15,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:315', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,15,1,BETA_TIMING:315,0.12,0.06,-0.05,1.0034188499583532,1.0370058278104106,1.0008609264374533,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:237', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,15,2,BETA_TIMING:237,0.06,0.0,0.1,1.0022500390507338,1.018561993680064,1.0006938649535209,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:95', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,15,3,BETA_TIMING:95,-0.06,0.03,-0.05,0.995938317176847,1.0089477616000224,1.0008619549246707,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,16,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:94', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,16,1,BETA_TIMING:94,-0.06,0.03,-0.1,0.9962827090633006,1.0096785801977983,1.0020059975585223,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:258', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,16,2,BETA_TIMING:258,0.09,-0.09,0.05,1.010248602405069,1.0462535699631592,1.000008000219746,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:1', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,16,3,BETA_TIMING:1,-0.12,-0.12,-0.05,1.0035389184597343,1.0647139196268391,1.0008622976693329,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,17,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:117', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,17,1,BETA_TIMING:117,-0.03,-0.06,0.0,1.002389706123528,1.0297502791959374,1.0000043458314871,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:69', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,17,2,BETA_TIMING:69,-0.09,0.12,-0.1,0.991950091192405,1.0272256289588726,1.002006204460114,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:179', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,17,3,BETA_TIMING:179,0.0,0.12,0.0,0.9956435867882969,1.026725064862408,1.0000067351977928,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,18,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:144', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,18,1,BETA_TIMING:144,0.0,-0.12,-0.1,1.0096281303449695,1.0649067791240727,1.0020055837518593,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:41', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,18,2,BETA_TIMING:41,-0.09,-0.09,0.0,1.001891884018455,1.0465557271138446,1.0000075362332501,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:188', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,18,3,BETA_TIMING:188,0.03,-0.06,-0.05,1.0056109498085926,1.0299929290398715,1.0008614407429446,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,19,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:37', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,19,1,BETA_TIMING:37,-0.09,-0.12,-0.05,1.004925748367347,1.0647139196268391,1.0008621262974795,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:255', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,19,2,BETA_TIMING:255,0.09,-0.09,-0.1,1.0112143288050486,1.046990621784843,1.0020049628214356,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:88', 'acquisition_value': None, 'metadata': {}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,RANDOM,19,3,BETA_TIMING:88,-0.06,-0.03,0.1,0.9982082812380548,1.013496338984418,1.0006931472944034,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,ADAPTIVE_GREEDY,0,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:35', 'acquisition_value': 0.9841329203584908, 'metadata': {'acquisition_type': 'MODEL_MEAN', 'acquisition_value': 0.9841329203584908, 'predictive_mean': 0.9841329203584908, 'predictive_std': 0.0, 'incumbent_measured_best': 1.0, 'candidate_id': 'BETA_TIMING:35', 'beta': [-0.12, 0.12], 'trial_index': 2}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,ADAPTIVE_GREEDY,0,1,BETA_TIMING:35,-0.12,0.12,0.0,0.9898937436907858,1.026725064862408,1.0000067351977928,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:34', 'acquisition_value': 0.985300296743438, 'metadata': {'acquisition_type': 'MODEL_MEAN', 'acquisition_value': 0.985300296743438, 'predictive_mean': 0.985300296743438, 'predictive_std': 0.0, 'incumbent_measured_best': 1.0, 'candidate_id': 'BETA_TIMING:34', 'beta': [-0.12, 0.12], 'trial_index': 3}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,ADAPTIVE_GREEDY,0,2,BETA_TIMING:34,-0.12,0.12,-0.05,0.9902164384859634,1.0269915558694558,1.0008622976693329,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:71', 'acquisition_value': 0.9860200924097566, 'metadata': {'acquisition_type': 'MODEL_MEAN', 'acquisition_value': 0.9860200924097566, 'predictive_mean': 0.9860200924097566, 'predictive_std': 0.0, 'incumbent_measured_best': 1.0, 'candidate_id': 'BETA_TIMING:71', 'beta': [-0.09, 0.12], 'trial_index': 4}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,ADAPTIVE_GREEDY,0,3,BETA_TIMING:71,-0.09,0.12,0.0,0.9912815272062406,1.026725064862408,1.0000067351977928,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,PURE_BO_EI,0,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:0', 'acquisition_value': 0.23936536824080484, 'metadata': {'acquisition_type': 'EI', 'acquisition_value': 0.23936536824080484, 'predictive_mean': 1.0, 'predictive_std': 0.5999999999998626, 'incumbent_measured_best': 1.0, 'candidate_id': 'BETA_TIMING:0', 'beta': [-0.12, -0.12], 'trial_index': 2, 'xi': 0.0}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,PURE_BO_EI,0,1,BETA_TIMING:0,-0.12,-0.12,-0.1,1.0038865280126883,1.0649067791240727,1.002006411360544,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:33', 'acquisition_value': 0.23936536824080484, 'metadata': {'acquisition_type': 'EI', 'acquisition_value': 0.23936536824080484, 'predictive_mean': 1.0, 'predictive_std': 0.5999999999998626, 'incumbent_measured_best': 1.0, 'candidate_id': 'BETA_TIMING:33', 'beta': [-0.12, 0.12], 'trial_index': 3, 'xi': 0.0}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,PURE_BO_EI,0,2,BETA_TIMING:33,-0.12,0.12,-0.1,0.9905644507276806,1.0272256289588726,1.002006411360544,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:288', 'acquisition_value': 0.23936536824080484, 'metadata': {'acquisition_type': 'EI', 'acquisition_value': 0.23936536824080484, 'predictive_mean': 1.0, 'predictive_std': 0.5999999999998626, 'incumbent_measured_best': 1.0, 'candidate_id': 'BETA_TIMING:288', 'beta': [0.12, -0.12], 'trial_index': 4, 'xi': 0.0}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,PURE_BO_EI,0,3,BETA_TIMING:288,0.12,-0.12,-0.1,1.0153751861463958,1.0649067791240727,1.0020047558422942,False,1.0,BETA_TIMING:163,
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,MODEL_INFORMED_BO_EI,0,0,BETA_TIMING:163,0.0,0.0,0.0,1.0,1.0,1.0,True,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:35', 'acquisition_value': 0.2473826026758205, 'metadata': {'acquisition_type': 'EI', 'acquisition_value': 0.2473826026758205, 'predictive_mean': 0.9841329203584908, 'predictive_std': 0.5999999999990105, 'incumbent_measured_best': 1.0, 'candidate_id': 'BETA_TIMING:35', 'beta': [-0.12, 0.12], 'trial_index': 2, 'xi': 0.0}}"
LEG_2_KNEE_DOMINANT,BETA_TIMING,0.0,MODEL_INFORMED_BO_EI,0,1,BETA_TIMING:35,-0.12,0.12,0.0,0.9898937436907858,1.026725064862408,1.0000067351977928,False,1.0,BETA_TIMING:163,"{'candidate_id': 'BETA_TIMING:34', 'acquisition_value': 0.24678705290671146, 'metadata': {'acquisition_type': 'EI', 'acquisition_value': 0.24678705290671146, 'predictive_mean': 0.985300296743438, 'predictive_std': 0.599999999999402, 'incumbent_measured_best': 1.0, 'candidate_id': 'BETA_TIMING:34', 'beta': [-0.12, 0.12], 'trial_index': 3, 'xi': 0.0}}"
