case_id,subject_id,scenario_name,iteration,current_alpha_hip,current_alpha_knee,current_alpha_phase,candidate_trajectory_id,candidate_alpha_hip,candidate_alpha_knee,candidate_alpha_phase,delta_alpha_hip,delta_alpha_knee,delta_alpha_phase,changed_coordinate_count,changed_coordinate,signed_coordinate_direction,absolute_coordinate_step,formal_grid_step_multiplier,formal_local_candidate_relationship_valid,pair_relationship,physical_distance_used,delta_J_pred,delta_J_actual_posthoc,e_delta_J,model_supported,current_G0_would_exploit,true_improvement_posthoc,evidence_role,designated_validation,used_to_modify_current_policy,truth_used_as_policy_input,guard_id,uncertainty_bound,bound_role,would_exploit,false_improvement_posthoc,missed_improvement_posthoc,counterfactual_only,policy_modified,trajectory_executed,truth_used_to_construct_policy
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h-1.000_k-3.000_p+0.00000,-1,-3,0,-1,0,0,1,hip,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00188029242308,0.00188029242299,9.00000560189e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P99_CANDIDATE,0.00122023734259,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,1,0,1,knee,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00575289522019,0.00575289522012,6.99995617026e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G0_CURRENT_GLOBAL_MAX,,CURRENT_FROZEN_PER_CASE_ITERATION_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,1,0,1,knee,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00575289522019,0.00575289522012,6.99995617026e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G1_LOCAL_MAX_CANDIDATE,0.00170839435891,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,1,0,1,knee,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00575289522019,0.00575289522012,6.99995617026e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P95_CANDIDATE,4.450408659e-05,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,1,0,1,knee,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00575289522019,0.00575289522012,6.99995617026e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P99_CANDIDATE,0.00122023734259,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-1,0,1,knee,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.00567600159601,-0.00567600159595,5.99997482253e-14,True,True,True,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G0_CURRENT_GLOBAL_MAX,,CURRENT_FROZEN_PER_CASE_ITERATION_BOUND,True,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-1,0,1,knee,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.00567600159601,-0.00567600159595,5.99997482253e-14,True,True,True,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G1_LOCAL_MAX_CANDIDATE,0.00170839435891,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,True,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-1,0,1,knee,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.00567600159601,-0.00567600159595,5.99997482253e-14,True,True,True,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P95_CANDIDATE,4.450408659e-05,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,True,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-1,0,1,knee,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.00567600159601,-0.00567600159595,5.99997482253e-14,True,True,True,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P99_CANDIDATE,0.00122023734259,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,True,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-3.000_p+0.01000,0,-3,0.01,0,0,0.01,1,phase,POSITIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-6.20196363191e-05,-6.20196362989e-05,2.02000010685e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G0_CURRENT_GLOBAL_MAX,,CURRENT_FROZEN_PER_CASE_ITERATION_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-3.000_p+0.01000,0,-3,0.01,0,0,0.01,1,phase,POSITIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-6.20196363191e-05,-6.20196362989e-05,2.02000010685e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G1_LOCAL_MAX_CANDIDATE,0.00170839435891,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-3.000_p+0.01000,0,-3,0.01,0,0,0.01,1,phase,POSITIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-6.20196363191e-05,-6.20196362989e-05,2.02000010685e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P95_CANDIDATE,4.450408659e-05,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-3.000_p+0.01000,0,-3,0.01,0,0,0.01,1,phase,POSITIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-6.20196363191e-05,-6.20196362989e-05,2.02000010685e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P99_CANDIDATE,0.00122023734259,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-3.000_p-0.01000,0,-3,-0.01,0,0,-0.01,1,phase,NEGATIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,7.5133574452e-05,7.51335744306e-05,2.1399996033e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G0_CURRENT_GLOBAL_MAX,,CURRENT_FROZEN_PER_CASE_ITERATION_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-3.000_p-0.01000,0,-3,-0.01,0,0,-0.01,1,phase,NEGATIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,7.5133574452e-05,7.51335744306e-05,2.1399996033e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G1_LOCAL_MAX_CANDIDATE,0.00170839435891,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-3.000_p-0.01000,0,-3,-0.01,0,0,-0.01,1,phase,NEGATIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,7.5133574452e-05,7.51335744306e-05,2.1399996033e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P95_CANDIDATE,4.450408659e-05,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,5,0,-3,0,asym_h+0.000_k-3.000_p-0.01000,0,-3,-0.01,0,0,-0.01,1,phase,NEGATIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,7.5133574452e-05,7.51335744306e-05,2.1399996033e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P99_CANDIDATE,0.00122023734259,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+1.000_k-4.000_p+0.00000,1,-4,0,1,0,0,1,hip,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.00181143772987,-0.00181143772978,9.00000560189e-14,False,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G0_CURRENT_GLOBAL_MAX,,CURRENT_FROZEN_PER_CASE_ITERATION_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+1.000_k-4.000_p+0.00000,1,-4,0,1,0,0,1,hip,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.00181143772987,-0.00181143772978,9.00000560189e-14,False,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G1_LOCAL_MAX_CANDIDATE,0.00170839435891,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+1.000_k-4.000_p+0.00000,1,-4,0,1,0,0,1,hip,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.00181143772987,-0.00181143772978,9.00000560189e-14,False,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P95_CANDIDATE,4.450408659e-05,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+1.000_k-4.000_p+0.00000,1,-4,0,1,0,0,1,hip,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.00181143772987,-0.00181143772978,9.00000560189e-14,False,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P99_CANDIDATE,0.00122023734259,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h-1.000_k-4.000_p+0.00000,-1,-4,0,-1,0,0,1,hip,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00185266337031,0.00185266337022,9.00000560189e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G0_CURRENT_GLOBAL_MAX,,CURRENT_FROZEN_PER_CASE_ITERATION_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h-1.000_k-4.000_p+0.00000,-1,-4,0,-1,0,0,1,hip,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00185266337031,0.00185266337022,9.00000560189e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G1_LOCAL_MAX_CANDIDATE,0.00170839435891,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h-1.000_k-4.000_p+0.00000,-1,-4,0,-1,0,0,1,hip,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00185266337031,0.00185266337022,9.00000560189e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P95_CANDIDATE,4.450408659e-05,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h-1.000_k-4.000_p+0.00000,-1,-4,0,-1,0,0,1,hip,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00185266337031,0.00185266337022,9.00000560189e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P99_CANDIDATE,0.00122023734259,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,1,0,1,knee,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00567600159601,0.00567600159595,5.99997482253e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G0_CURRENT_GLOBAL_MAX,,CURRENT_FROZEN_PER_CASE_ITERATION_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,1,0,1,knee,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00567600159601,0.00567600159595,5.99997482253e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G1_LOCAL_MAX_CANDIDATE,0.00170839435891,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,1,0,1,knee,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00567600159601,0.00567600159595,5.99997482253e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P95_CANDIDATE,4.450408659e-05,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,1,0,1,knee,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00567600159601,0.00567600159595,5.99997482253e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P99_CANDIDATE,0.00122023734259,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-1,0,1,knee,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.0055994555285,-0.00559945552843,7.00004290644e-14,True,True,True,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G0_CURRENT_GLOBAL_MAX,,CURRENT_FROZEN_PER_CASE_ITERATION_BOUND,True,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-1,0,1,knee,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.0055994555285,-0.00559945552843,7.00004290644e-14,True,True,True,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G1_LOCAL_MAX_CANDIDATE,0.00170839435891,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,True,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-1,0,1,knee,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.0055994555285,-0.00559945552843,7.00004290644e-14,True,True,True,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P95_CANDIDATE,4.450408659e-05,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,True,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-1,0,1,knee,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.0055994555285,-0.00559945552843,7.00004290644e-14,True,True,True,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P99_CANDIDATE,0.00122023734259,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,True,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-4.000_p+0.01000,0,-4,0.01,0,0,0.01,1,phase,POSITIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-5.36993618744e-05,-5.36993618552e-05,1.92000007473e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G0_CURRENT_GLOBAL_MAX,,CURRENT_FROZEN_PER_CASE_ITERATION_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-4.000_p+0.01000,0,-4,0.01,0,0,0.01,1,phase,POSITIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-5.36993618744e-05,-5.36993618552e-05,1.92000007473e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G1_LOCAL_MAX_CANDIDATE,0.00170839435891,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-4.000_p+0.01000,0,-4,0.01,0,0,0.01,1,phase,POSITIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-5.36993618744e-05,-5.36993618552e-05,1.92000007473e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P95_CANDIDATE,4.450408659e-05,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-4.000_p+0.01000,0,-4,0.01,0,0,0.01,1,phase,POSITIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-5.36993618744e-05,-5.36993618552e-05,1.92000007473e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P99_CANDIDATE,0.00122023734259,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-4.000_p-0.01000,0,-4,-0.01,0,0,-0.01,1,phase,NEGATIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,6.68515287853e-05,6.68515287646e-05,2.06999944529e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G0_CURRENT_GLOBAL_MAX,,CURRENT_FROZEN_PER_CASE_ITERATION_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-4.000_p-0.01000,0,-4,-0.01,0,0,-0.01,1,phase,NEGATIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,6.68515287853e-05,6.68515287646e-05,2.06999944529e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G1_LOCAL_MAX_CANDIDATE,0.00170839435891,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-4.000_p-0.01000,0,-4,-0.01,0,0,-0.01,1,phase,NEGATIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,6.68515287853e-05,6.68515287646e-05,2.06999944529e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P95_CANDIDATE,4.450408659e-05,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,6,0,-4,0,asym_h+0.000_k-4.000_p-0.01000,0,-4,-0.01,0,0,-0.01,1,phase,NEGATIVE,0.01,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,6.68515287853e-05,6.68515287646e-05,2.06999944529e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P99_CANDIDATE,0.00122023734259,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,7,0,-5,0,asym_h+1.000_k-5.000_p+0.00000,1,-5,0,1,0,0,1,hip,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.0017844944242,-0.00178449442411,9.00000560189e-14,False,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G0_CURRENT_GLOBAL_MAX,,CURRENT_FROZEN_PER_CASE_ITERATION_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,7,0,-5,0,asym_h+1.000_k-5.000_p+0.00000,1,-5,0,1,0,0,1,hip,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.0017844944242,-0.00178449442411,9.00000560189e-14,False,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G1_LOCAL_MAX_CANDIDATE,0.00170839435891,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,7,0,-5,0,asym_h+1.000_k-5.000_p+0.00000,1,-5,0,1,0,0,1,hip,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.0017844944242,-0.00178449442411,9.00000560189e-14,False,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P95_CANDIDATE,4.450408659e-05,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,7,0,-5,0,asym_h+1.000_k-5.000_p+0.00000,1,-5,0,1,0,0,1,hip,POSITIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,-0.0017844944242,-0.00178449442411,9.00000560189e-14,False,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G2_LOCAL_P99_CANDIDATE,0.00122023734259,LEAVE_ONE_CASE_OUT_RETROSPECTIVE_LOCAL_BOUND,False,False,False,True,False,False,False
baseline__matched_linear,baseline,matched_linear,7,0,-5,0,asym_h-1.000_k-5.000_p+0.00000,-1,-5,0,-1,0,0,1,hip,NEGATIVE,1,4,True,SIGNED_COORDINATE_TRUST_REGION_MOVE,False,0.00182562952249,0.0018256295224,9.00000560189e-14,True,False,False,RETROSPECTIVE_LOCAL_DECISION_OPPORTUNITY_CANDIDATE_NOT_DESIGNATED_VALIDATION,False,False,False,G0_CURRENT_GLOBAL_MAX,,CURRENT_FROZEN_PER_CASE_ITERATION_BOUND,False,False,False,True,False,False,False
