metric,min,min_subject_id,median,max,max_subject_id,mean,sd_population,cv_percent,purpose
hip_tau_rms_nm,33.006220123900164,MYOLEG_VP_024,36.169514840790555,39.2425112858636,MYOLEG_VP_027,35.97783644168954,1.5489210181908315,4.305208904657785,descriptive heterogeneity only; no subject filtering
knee_tau_rms_nm,9.663573704815942,MYOLEG_VP_024,11.055870070995734,12.6052792874792,MYOLEG_VP_027,11.081980297230654,0.7418918470934268,6.69457829011682,descriptive heterogeneity only; no subject filtering
hip_tau_peak_abs_nm,47.56836984937206,MYOLEG_VP_024,52.62554294731228,57.4302814378573,MYOLEG_VP_027,52.39714694270749,2.420517608890579,4.619559938134114,descriptive heterogeneity only; no subject filtering
knee_tau_peak_abs_nm,15.684911341708565,MYOLEG_VP_024,17.30577137481869,18.969094909101287,MYOLEG_VP_027,17.22742276283824,0.8325449619565556,4.832672730087415,descriptive heterogeneity only; no subject filtering
hip_actuator_internal_rms_nm,9.794625572655784,MYOLEG_VP_020,10.268683372790786,10.749422418120703,MYOLEG_VP_019,10.268030522535732,0.28201026193296186,2.746488348608047,descriptive heterogeneity only; no subject filtering
knee_actuator_internal_rms_nm,5.114713855145434,MYOLEG_VP_012,5.370749381754236,5.6289880540484445,MYOLEG_VP_023,5.369556150456411,0.1532554357181778,2.854154634459891,descriptive heterogeneity only; no subject filtering
hip_passive_internal_rms_nm,0.08020448513272198,MYOLEG_VP_001,0.08020448513272198,0.08020448513272198,MYOLEG_VP_001,0.08020448513272198,0.0,0.0,descriptive heterogeneity only; no subject filtering
knee_passive_internal_rms_nm,0.20020005871919597,MYOLEG_VP_001,0.20020005871919597,0.20020005871919597,MYOLEG_VP_001,0.20020005871919597,0.0,0.0,descriptive heterogeneity only; no subject filtering
