Frame,frame_step,frame_contiguous_from_previous,LHip_x_local_m,LHip_z_local_m,LHip_out_of_plane_m,LHip_planarity_error_m,RHip_x_local_m,RHip_z_local_m,RHip_out_of_plane_m,RHip_planarity_error_m,LKnee_x_local_m,LKnee_z_local_m,LKnee_out_of_plane_m,LKnee_planarity_error_m,RKnee_x_local_m,RKnee_z_local_m,RKnee_out_of_plane_m,RKnee_planarity_error_m,LAnkle_x_local_m,LAnkle_z_local_m,LAnkle_out_of_plane_m,LAnkle_planarity_error_m,RAnkle_x_local_m,RAnkle_z_local_m,RAnkle_out_of_plane_m,RAnkle_planarity_error_m,q_hip_rad,q_knee_rad,theta_shank_rad,theta_shank_projected_rad,theta_shank_closure_error_rad,projected_signed_knee_rotation_rad,q_hip_deg,q_knee_deg,theta_shank_deg,theta_shank_projected_deg,angle_valid,angle_invalid_reason,q_hip_within_configured_range,q_knee_within_configured_range,joint_range_valid,joint_range_reason,joint_angles_clipped,theta_shank_definition,observed_ankle_x_local_m,observed_ankle_z_local_m,observed_ankle_out_of_plane_m,observed_ankle_is_pull_point,q_hip_raw_rad,q_knee_raw_rad,q_hip_raw_deg,q_knee_raw_deg,x_hip_projected_m,z_hip_projected_m,x_knee_observed_m,z_knee_observed_m,x_ankle_observed_m,z_ankle_observed_m,planarity_error_m,joint_limit_valid,joint_limit_reason,invalid_reason,source_trajectory_type,simulation_status,angle_filter_method,angle_filter_uses_future_samples
5560,1.0,True,-0.01601119584288781,-0.010286753674129383,0.24013966149930335,0.24013966149930335,0.0,0.0,0.034010981043311295,0.034010981043311295,0.35558110098574947,-0.009074790885955026,0.3011810424127289,0.3011810424127289,0.37293342912869504,0.03278856002320897,-0.00678539465253918,0.00678539465253918,0.7052527995500206,-0.01028245460898166,0.3229034955778225,0.3229034955778225,0.7205326622082309,0.07657012632137104,-0.003119645752486657,0.003119645752486657,0.07244101370283408,0.07316602497667114,-0.0007250112738370618,0.1252943557322619,0.07519835234755698,0.03759917617377763,4.1505643488217565,4.192104434912024,-0.04154008609026724,7.1788377802693795,False,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,True,False,False,q_knee_out_of_range,False,q_hip - q_knee,0.7205326622082309,0.07657012632137104,-0.003119645752486657,False,0.08769517955848426,0.03759917617377936,5.024563672343078,2.1542741079264003,0.0,0.0,0.37293342912869504,0.03278856002320897,0.7205326622082309,0.07657012632137104,0.02010406759622039,False,q_knee_out_of_range,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch;q_knee_out_of_range,provided_rehabilitation_reference,software_only,savitzky_golay_offline_by_frame,True
5561,1.0,True,-0.01574428540523383,-0.012860485158259426,0.24013966149930335,0.24013966149930335,0.0,0.0,0.046255782596046624,0.046255782596046624,0.35584801142340344,-0.011648522370085089,0.3011810424127289,0.3011810424127289,0.3733435761023195,0.032169323460624934,0.00898446371386392,0.00898446371386392,0.7055420618400315,-0.012855963165396011,0.32290408294435385,0.32290408294435385,0.7211508317430487,0.07372948564572085,0.002001875167136877,0.002001875167136877,0.07451336214662656,0.06851582324713158,0.005997538899494975,0.11892804380650021,0.06594975405217765,0.032974877026088416,4.26930116833157,3.925667501924971,0.3436336664065985,6.814074975859432,False,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,True,False,False,q_knee_out_of_range,False,q_hip - q_knee,0.7211508317430487,0.07372948564572085,0.002001875167136877,False,0.08595316678041179,0.032974877026089235,4.924753692301666,1.8893212835578126,0.0,0.0,0.3733435761023195,0.032169323460624934,0.7211508317430487,0.07372948564572085,0.027229429642596056,False,q_knee_out_of_range,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch;q_knee_out_of_range,provided_rehabilitation_reference,software_only,savitzky_golay_offline_by_frame,True
5562,1.0,True,-0.011324730165729746,-0.010943395730964233,0.24013966149930335,0.24013966149930335,0.0,0.0,0.03963745957486332,0.03963745957486332,0.3602675666629075,-0.009731432942789902,0.3011810424127289,0.3011810424127289,0.37374717350218506,0.02692207143902922,0.0022786457746449586,0.0022786457746449586,0.7099527050195009,-0.010943395730964233,0.32290443898716437,0.32290443898716437,0.7207526787758958,0.07529177793233632,0.002450992773644009,0.002450992773644009,0.07596712944845449,0.06969755748539878,0.006269571963055706,0.13849933949166837,0.13318139295245557,0.06659069647622821,4.352595899120431,3.993375886283789,0.35922001283664245,7.935427618222167,False,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,True,False,False,q_knee_out_of_range,False,q_hip - q_knee,0.7207526787758958,0.07529177793233632,0.002450992773644009,False,0.07190864301544014,0.06659069647622734,4.1200617552976055,3.8153658629245095,0.0,0.0,0.37374717350218506,0.02692207143902922,0.7207526787758958,0.07529177793233632,0.022966118476948356,False,q_knee_out_of_range,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch;q_knee_out_of_range,provided_rehabilitation_reference,software_only,savitzky_golay_offline_by_frame,True
5563,1.0,True,-0.011557794632792646,-0.008921468724726371,0.24013966149930335,0.24013966149930335,0.0,0.0,0.03664328320470096,0.03664328320470096,0.3600345021958446,-0.007709505936552035,0.3011810424127289,0.3011810424127289,0.3738744321382858,0.026174992377502766,3.063946186406033e-06,3.063946186406033e-06,0.7097196405524381,-0.008921468724726395,0.32290443898716437,0.32290443898716437,0.7204517951513083,0.07736878267203136,0.003138136867084315,0.003138136867084315,0.07571782775520378,0.07360537482058455,0.00211245293461923,0.14665198447544292,0.15351183227430099,0.0767559161371515,4.338311964271701,4.217277326697993,0.12103463757370711,8.402539767660949,False,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,True,False,False,q_knee_out_of_range,False,q_hip - q_knee,0.7204517951513083,0.07736878267203136,0.003138136867084315,False,0.06989606833829141,0.0767559161371495,4.00474972034208,4.397790047318755,0.0,0.0,0.3738744321382858,0.026174992377502766,0.7204517951513083,0.07736878267203136,0.02123344936967959,False,q_knee_out_of_range,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch;q_knee_out_of_range,provided_rehabilitation_reference,software_only,savitzky_golay_offline_by_frame,True
5564,1.0,True,-0.01026899357597487,-0.008067591161013833,0.24013966149930335,0.24013966149930335,0.0,0.0,0.03510666843771019,0.03510666843771019,0.3613233032526624,-0.0068556283728394935,0.3011810424127289,0.3011810424127289,0.37402311128787025,0.024727933455908905,-0.0010239284234214458,0.0010239284234214458,0.7110084416092558,-0.008067591161013798,0.32290443898716437,0.32290443898716437,0.7200214289255932,0.0795802284733376,0.004030141539126474,0.004030141539126474,0.07345671252206377,0.08314597475099172,-0.00968926222892795,0.15722495872829792,0.18241529994575026,0.09120764997287387,4.208759604420039,4.763913436733132,-0.5551538323130925,9.008326569250025,False,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,True,True,True,,False,q_hip - q_knee,0.7200214289255932,0.0795802284733376,0.004030141539126474,False,0.06601730875542408,0.09120764997287639,3.7825131664978575,5.225813402752315,0.0,0.0,0.37402311128787025,0.024727933455908905,0.7200214289255932,0.0795802284733376,0.020410525381421876,True,,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,provided_rehabilitation_reference,software_only,savitzky_golay_offline_by_frame,True
5565,1.0,True,-0.009446459847963357,-0.007806074995768256,0.24013966149930335,0.24013966149930335,0.0,0.0,0.03535089694054819,0.03535089694054819,0.3621458369806739,-0.006594112207593888,0.3011810424127289,0.3011810424127289,0.3740322576233835,0.024297316626876623,-0.0009643224844831232,0.0009643224844831232,0.7118309753372672,-0.00780607499576822,0.32290443898716437,0.32290443898716437,0.7196953825836468,0.08117405109092486,0.0048403411070998175,0.0048403411070998175,0.0686559768432703,0.09704947526226314,-0.028393498418992844,0.16308250636576663,0.1964263322948415,0.09821316614742018,3.9336977114673006,5.560525336486966,-1.6268276250196654,9.343939327173809,False,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,True,True,True,,False,q_hip - q_knee,0.7196953825836468,0.08117405109092486,0.0048403411070998175,False,0.06486934021834648,0.09821316614742134,3.716739414309503,5.627199912864374,0.0,0.0,0.3740322576233835,0.024297316626876623,0.7196953825836468,0.08117405109092486,0.02060780381626031,True,,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,provided_rehabilitation_reference,software_only,savitzky_golay_offline_by_frame,True
5566,1.0,True,-0.00932538556451458,-0.006240036467439368,0.24013966149930335,0.24013966149930335,0.0,0.0,0.03152934433124436,0.03152934433124436,0.36226691126412264,-0.005028073679265007,0.3011810424127289,0.3011810424127289,0.37421877313480767,0.02758637297568658,-0.00019281290192074143,0.00019281290192074143,0.711952049620716,-0.006240036467439367,0.32290443898716437,0.32290443898716437,0.7199827559231833,0.08382512040177101,0.005931694773394369,0.005931694773394369,0.06400869256711851,0.11094054661588582,-0.046931854048767305,0.16123870593121833,0.17530914017234983,0.08765457008617389,3.6674279362462934,6.356425097964625,-2.6889971617183313,9.238297344009805,False,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,True,True,True,,False,q_hip - q_knee,0.7199827559231833,0.08382512040177101,0.005931694773394369,False,0.07358413584504446,0.08765457008617596,4.216060423038365,5.022236920971559,0.0,0.0,0.37421877313480767,0.02758637297568658,0.7199827559231833,0.08382512040177101,0.01852315428194338,True,,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,provided_rehabilitation_reference,software_only,savitzky_golay_offline_by_frame,True
5567,1.0,True,-0.00932517184689444,-0.006251434288339188,0.24013966149930335,0.24013966149930335,0.0,0.0,0.02829837388198248,0.02829837388198248,0.36226712498174285,-0.005039471500164858,0.3011810424127289,0.3011810424127289,0.3748099292694096,0.023543550562850377,0.0004712675294596551,0.0004712675294596551,0.7119522633383362,-0.006251434288339165,0.32290443898716437,0.32290443898716437,0.7193564599448321,0.08685651008941712,0.0061450718543816785,0.0061450718543816785,0.05966570396244344,0.12437579410181214,-0.06471009013936871,0.18172997785148454,0.23799551770048288,0.11899775885024191,3.4185930187250015,7.126208075621953,-3.707615056896952,10.412360741895991,False,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,True,True,True,,False,q_hip - q_knee,0.7193564599448321,0.08685651008941712,0.0061450718543816785,False,0.06273221900124262,0.118997758850241,3.5942913882615906,6.818069353634349,0.0,0.0,0.3748099292694096,0.023543550562850377,0.7193564599448321,0.08685651008941712,0.01672106421597526,True,,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,provided_rehabilitation_reference,software_only,savitzky_golay_offline_by_frame,True
5568,1.0,True,-0.008687568556862233,-0.005733803357636852,0.24013966149930335,0.24013966149930335,0.0,0.0,0.0273909488084253,0.0273909488084253,0.36290472827177506,-0.004521840569462524,0.3011810424127289,0.3011810424127289,0.37512103955805265,0.020253226189299298,0.001231648171540851,0.001231648171540851,0.7125898666283684,-0.005733803357636804,0.32290443898716437,0.32290443898716437,0.7184159264855727,0.09009082650872244,0.005921455315302996,0.005921455315302996,0.0553182445285158,0.1389900372840731,-0.0836717927555573,0.20069458777716925,0.2935115643220233,0.14675578216101232,3.169501941556614,7.963542530743344,-4.79404058918673,11.498952850749635,False,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,True,True,True,,False,q_hip - q_knee,0.7184159264855727,0.09009082650872244,0.005921455315302996,False,0.053938805616156944,0.14675578216101098,3.0904659137823347,8.408486936967225,0.0,0.0,0.37512103955805265,0.020253226189299298,0.7184159264855727,0.09009082650872244,0.01619510900339323,True,,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,provided_rehabilitation_reference,software_only,savitzky_golay_offline_by_frame,True
5569,1.0,True,-0.009789703281934157,-0.006064818264398019,0.24013966149930335,0.24013966149930335,0.0,0.0,0.028568160845100138,0.028568160845100138,0.3618025935467031,-0.00485285547622368,0.3011810424127289,0.3011810424127289,0.3750911450345725,0.019940599891627758,0.0016221130344234549,0.0016221130344234549,0.7114877319032965,-0.006064818264398013,0.32290443898716437,0.32290443898716437,0.7175197077544823,0.09393582627632271,0.005694078880860256,0.005694078880860256,0.05218561473064993,0.1516528805198485,-0.09946726578919857,0.21281731598948753,0.3194106031009418,0.15970530155047058,2.990015475361979,8.689070004789055,-5.699054529427078,12.193534013499647,False,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,True,True,True,,False,q_hip - q_knee,0.7175197077544823,0.09393582627632271,0.005694078880860256,False,0.053112014439016954,0.15970530155047122,3.0430942687935603,9.150439744706123,0.0,0.0,0.3750911450345725,0.019940599891627758,0.7175197077544823,0.09393582627632271,0.016844322476425283,True,,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,provided_rehabilitation_reference,software_only,savitzky_golay_offline_by_frame,True
5570,1.0,True,-0.010363866629339243,-0.006165484210902628,0.24013966149930335,0.24013966149930335,0.0,0.0,0.0301752398156896,0.0301752398156896,0.36122843019929796,-0.0049535214227282645,0.3011810424127289,0.3011810424127289,0.3749984977054351,0.01978678925893376,0.0020461625203110493,0.0020461625203110493,0.7109135685558914,-0.006165484210902649,0.32290443898716437,0.32290443898716437,0.7166813803940209,0.0972068884887729,0.005954399061249036,0.005954399061249036,0.05089939854638306,0.1597865363419836,-0.10888713779560052,0.22282223011815894,0.34021226833134666,0.17010613416567374,2.916320716462067,9.155094155409408,-6.238773438947341,12.766773367463326,False,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,True,True,True,,False,q_hip - q_knee,0.7166813803940209,0.0972068884887729,0.005954399061249036,False,0.05271609595248519,0.17010613416567286,3.020409810484083,9.746363556979192,0.0,0.0,0.3749984977054351,0.01978678925893376,0.7166813803940209,0.0972068884887729,0.01779687938164542,True,,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,provided_rehabilitation_reference,software_only,savitzky_golay_offline_by_frame,True
5571,1.0,True,-0.010547074049628487,-0.007043443151614062,0.24013966149930335,0.24013966149930335,0.0,0.0,0.034958034306317005,0.034958034306317005,0.36104522277900875,-0.005831480363439735,0.3011810424127289,0.3011810424127289,0.3751159262078024,0.018291976485202248,0.0073541667959966745,0.0073541667959966745,0.7107303611356022,-0.007043443151614015,0.32290443898716437,0.32290443898716437,0.7164325114886331,0.09721566306237982,0.012202590179001372,0.012202590179001372,0.05095933182454333,0.16484112934873385,-0.11388179752419052,0.2272392030889586,0.35702853993871075,0.17851426996935424,2.919754640353034,9.444701001852538,-6.524946361499504,13.019847276913508,False,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,True,True,True,,False,q_hip - q_knee,0.7164325114886331,0.09721566306237982,0.012202590179001372,False,0.04872493311960438,0.17851426996935657,2.791733024810535,10.228114252103108,0.0,0.0,0.3751159262078024,0.018291976485202248,0.7164325114886331,0.09721566306237982,0.021794885783149812,True,,projected_knee_branch_opposes_flexion;theta_shank_projection_closure_mismatch,provided_rehabilitation_reference,software_only,savitzky_golay_offline_by_frame,True
