reference_version,active_reference,repeatable_loop,global_phase,segment_phase,cycle_phase,source_frame,q_hip_measured_interpolated_rad,q_knee_measured_interpolated_rad,q_hip_reference_rad,q_knee_reference_rad,q_hip_rad,q_knee_rad,dq_hip_dglobal_phase_rad,dq_knee_dglobal_phase_rad,d2q_hip_dglobal_phase2_rad,d2q_knee_dglobal_phase2_rad,theta_shank_rad,x_knee_m,z_knee_m,x_pull_m,z_pull_m,extension_source_is_measured,measured_extension_is_reversed_flexion,reference_provenance,spline_family,spline_degree,continuity_order,model_angle_definition,L1_m,L2_m,L2_definition,approved_hip_min_deg,approved_hip_max_deg,approved_knee_min_deg,approved_knee_max_deg,joint_limit_valid,trajectory_sample_valid,formal_execution_allowed,invalid_reason
reference_measured_asymmetric_closed,False,True,0.025,0.04411764705882353,flexion,5846.25,0.644341506572985,0.5042728229229754,0.6442875233758415,0.5042242422304029,0.6442875233758415,0.5042242422304029,5.4840030898346015,8.070259690436197,7.8701026449961375,66.76925379948945,0.14006328114543865,0.33580171964638145,0.2522641573480724,0.632863868780936,0.2941458902582523,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0275,0.04852941176470588,flexion,5846.475,0.6581022370604712,0.5246665603687879,0.6580158519183765,0.5245970799848787,0.6580158519183765,0.5245970799848787,5.496150443066554,8.223424357249097,1.847779940548345,55.76247965081491,0.13341877193349783,0.3323070199207041,0.2568502375148226,0.62964089301877,0.29675722823704054,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.03,0.052941176470588235,flexion,5846.7,0.6718670326488733,0.545393090904011,0.6717563056544059,0.5453180886617898,0.6717563056544059,0.5453180886617898,5.494020357506428,8.34860691192437,-3.474011591788347,44.337046412812754,0.12643821699261615,0.3287465228668414,0.26139189678136787,0.6263517224088204,0.29922237663001444,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0325,0.05735294117647059,flexion,5846.925,0.685597292725902,0.5663907138176535,0.6854792764316492,0.5663283307436207,0.6854792764316492,0.5663283307436207,5.485316499329208,8.463813379305526,-1.997885870614125,52.104940835984905,0.11915094568802853,0.3251286078162686,0.26587852184682953,0.6230015838621568,0.30153928658296175,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.035,0.06176470588235295,flexion,5847.15,0.699267621427744,0.5876362558817134,0.6991895810465222,0.5876619761223998,0.6991895810465222,0.5876619761223998,5.484063096950503,8.606095255097868,0.795004475234343,59.89504206053988,0.11152760492412239,0.3214528893597665,0.2703110059214343,0.6195890614835997,0.3036999692378979,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0375,0.0661764705882353,flexion,5847.375,0.7129026343937688,0.6092031397979544,0.7129032165967287,0.6093656192424479,0.7129032165967287,0.6093656192424479,5.485703741737042,8.753444263497725,-1.6986040287897455,52.41400304353663,0.10353759735428081,0.3177158325764327,0.27469373806161684,0.616109263442469,0.3056995506778995,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.04,0.07058823529411765,flexion,5847.6,0.7265100699353294,0.6310603040033758,0.7266054542980771,0.6313941304857823,0.7266054542980771,0.6313941304857823,5.4734598278747075,8.860822901827383,-7.990660610104675,31.71670074778252,0.0952113238122948,0.313922206144945,0.27902123304345616,0.6125634536295554,0.307541494277106,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0425,0.07500000000000001,flexion,5847.825,0.7400951772094245,0.6531674514279513,0.7402581070537428,0.6536215670974864,0.7402581070537428,0.6536215670974864,5.446924220404378,8.9163793753703,-11.624440744971244,24.12156828144696,0.08663653995625642,0.3100836881802091,0.2832809671060851,0.6089585087255173,0.30923942707600305,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.045,0.07941176470588235,flexion,5848.05,0.7536653519817682,0.6754943903998991,0.7538403768888425,0.6760153644540093,0.7538403768888425,0.6760153644540093,5.419527805128909,9.008710384781619,-9.853877082231369,46.37460421522966,0.0778250124348332,0.3062076065663479,0.2874663487800071,0.6052995551398248,0.31079029138241987,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0475,0.08382352941176471,flexion,5848.275,0.7672662326735231,0.6982270082568682,0.7673622941774496,0.6986893829097134,0.7673622941774496,0.6986893829097134,5.399465158108564,9.132781152676003,-6.896975603225897,48.18783087797956,0.06867291126773623,0.3022926354111321,0.291580456437314,0.6015855180606504,0.31216614067033405,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.05,0.08823529411764706,flexion,5848.5,0.7808639739455832,0.7212711542433335,0.7808359147383945,0.7216298036104616,0.7808359147383945,0.7216298036104616,5.378035576420723,9.202707746948484,-10.246689747019571,7.753444540016076,0.05920611112793295,0.2983366713904051,0.2956268433408804,0.5978110204278995,0.31337830155053004,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0525,0.09264705882352942,flexion,5848.725,0.794391102391801,0.7443889674915524,0.7942444442510274,0.7446125231765163,0.7942444442510274,0.7446125231765163,5.346972624502039,9.164156179693911,-14.603671787919032,-38.594698343659054,0.04963192107451109,0.29434605053975943,0.29960040475881433,0.5939766272448848,0.31448386885001234,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.055,0.09705882352941177,flexion,5848.95,0.80778014460603,0.7673425871337823,0.8075698390969541,0.7674061034935126,0.8075698390969541,0.7674061034935126,5.316003898137924,9.080039036275457,-9.072641237737612,-21.668538286578645,0.04016373560344155,0.29032774243820275,0.30349596697606473,0.5900858061149901,0.3155418484607494,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0575,0.10147058823529412,flexion,5849.175,0.8209952022285308,0.7901197650440546,0.8208355705497006,0.7900631485436898,0.8208355705497006,0.7900631485436898,5.297190652386327,9.055047277678423,-7.027197149236158,1.2489090577580186,0.030772422006010824,0.28627621901755473,0.30732055971739514,0.5861341889325219,0.31655082940330637,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.06,0.10588235294117647,flexion,5849.4,0.8340822320698952,0.8129676569954435,0.8340539987541307,0.8127060434284029,0.8340539987541307,0.8127060434284029,5.274528213879135,9.046661575317525,-13.488741377852104,-23.745384537856065,0.021347955325727752,0.28218903285480884,0.31107772298328856,0.5821206751714632,0.3174816231413605,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0625,0.11029411764705882,flexion,5849.625,0.8470576604304695,0.8356350816676458,0.8471876460276645,0.8351987587149265,0.8471876460276645,0.8351987587149265,5.228121646431099,8.928548135762071,-23.72230889424373,-69.40442197533207,0.01198888731273795,0.27807922779812966,0.31475695872719933,0.57805766804352,0.3183535387614517,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.065,0.11470588235294119,flexion,5849.85,0.8599360109284193,0.8578521769892908,0.8601741060877979,0.8572627035088519,0.8601741060877979,0.8572627035088519,5.158825155817265,8.713158756259775,-28.720600873827866,-90.72873593878795,0.002911402578945954,0.2739683155743578,0.31834158079231356,0.5739670441355094,0.31921500033210687,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0675,0.11911764705882354,flexion,5850.075,0.8727377493204524,0.8793786636486277,0.8729834392644911,0.8787694122496661,0.8729834392644911,0.8787694122496661,5.089956336835083,8.497565446732738,-25.15984948250097,-75.9341908387449,-0.005785972985175025,0.2698682077945443,0.3218247200290255,0.5698631861860457,0.3200889378184475,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.07,0.1235294117647059,flexion,5850.3,0.8855228649164938,0.9003972054895582,0.8856370672966946,0.8998089843017436,0.8856370672966946,0.8998089843017436,5.035290024048654,8.34467001947439,-20.735910749763,-55.753988133286704,-0.01417191700504905,0.2657744615741352,0.3252136767957008,0.5657443355936171,0.3209622440094374,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0725,0.12794117647058822,flexion,5850.525,0.8982303307973618,0.9209686153548661,0.8981549656289299,0.9204735354431482,0.8981549656289299,0.9204735354431482,4.976841136622494,8.177974595392026,-25.855456471695927,-76.44473881700237,-0.022318569814218314,0.26168275328818236,0.32851504780073054,0.5616080386058743,0.32182003270731213,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.075,0.1323529411764706,flexion,5850.75,0.9107674059623861,0.9410523625589109,0.9105125098968804,0.9406688818729885,0.9105125098968804,0.9406688818729885,4.9076901688850665,7.974022448545502,-29.465317718211306,-86.71697866017304,-0.0301563719761081,0.25760323697687054,0.33172363843874353,0.5574668362987014,0.32267809800400543,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0775,0.13676470588235295,flexion,5850.975,0.9230413494108964,0.9606079164160509,0.9226918534728645,0.9603298924709823,0.9226918534728645,0.9603298924709823,4.83666360055882,7.753564043826781,-27.35593694280215,-89.64974511482936,-0.037638038998117795,0.25354405496200677,0.33483639616000954,0.5533315867491015,0.3235476502154146,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.08,0.1411764705882353,flexion,5851.2,0.9350103107649467,0.9796111574965675,0.9347010062441945,0.9794441107983948,0.9347010062441945,0.9794441107983948,4.771968615842053,7.5440238820925645,-24.294237663547655,-76.15736836046571,-0.044743104554200275,0.24950476736971383,0.33785702754239844,0.5492045256529162,0.3244385743904865,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0825,0.14558823529411766,flexion,5851.425,0.9467408370719836,0.9981131604619276,0.9465548793089663,0.9980761657552093,0.9465548793089663,0.9980761657552093,4.709898042428082,7.363487046923451,-26.57614178088172,-70.46074293765743,-0.051521286446242986,0.24548241755238576,0.3407908195251687,0.5450843391768743,0.32534127069959434,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.085,0.15000000000000002,flexion,5851.65,0.9582788583443936,1.0161856408036294,0.9582434558167628,1.016269829354937,0.9582434558167628,1.016269829354937,4.640246670675715,7.194777977181714,-28.508032881003437,-62.97072563577399,-0.05802637353817419,0.2414823796283138,0.3436368145717902,0.5409774623221759,0.32623866977998345,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.08750000000000001,0.15441176470588236,flexion,5851.875,0.9696697937086793,1.0339002884940007,0.9697531744412259,1.034067516704341,0.9697531744412259,1.034067516704341,4.566042524601516,7.043813460932657,-31.951879264167964,-61.49997525111468,-0.06431434226311505,0.2375113090625417,0.34639338629280697,0.5368910727057471,0.32711238214524135,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.09,0.1588235294117647,flexion,5852.1,0.9809519068683143,1.0513186190533772,0.9810636720745624,1.0514799479116834,0.9810636720745624,1.0514799479116834,4.481778560895652,6.884898599724123,-33.07140987390806,-64.31232703012346,-0.07041627583712107,0.23357831908515556,0.3490575437565463,0.5328348585770147,0.32795011446358685,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0925,0.16323529411764706,flexion,5852.325,0.992102309617788,1.0684144367675843,0.9921693186893905,1.0684918736580802,0.9921693186893905,1.0684918736580802,4.404841153861946,6.726084955089392,-27.79913451166422,-59.9045484998878,-0.07632255496868967,0.22968748495248875,0.351630003350397,0.5288141391626899,0.328755459835592,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.095,0.16764705882352943,flexion,5852.55,1.0031165209759014,1.0851864098719881,1.003102186907532,1.0851333422872476,1.003102186907532,1.0851333422872476,4.344603429792322,6.592515735170126,-20.0491973602194,-46.797450432845025,-0.0820311553797155,0.22582951018663194,0.3541200817926962,0.5248207095033426,0.32953832572940883,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.0975,0.17205882352941176,flexion,5852.775,1.013999140539916,1.1016460063439448,1.013910701328147,1.1014827384794377,1.013910701328147,1.1014827384794377,4.305921481760861,6.492517141465437,-11.979673732042237,-34.81157394954655,-0.0875720371512907,0.22198888167659075,0.3565402311268345,0.5208392873780642,0.3303021860002489,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.1,0.17647058823529413,flexion,5853.0,1.024754767907093,1.1178046941608102,1.024636318249662,1.1176026353017134,1.024636318249662,1.1176026353017134,4.273871934461605,6.402356371236587,-13.659964107393163,-37.31704223359529,-0.09296631705205138,0.21815207250892815,0.35890064538819005,0.5168565955351349,0.3310509070826628,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.10250000000000001,0.1808823529411765,flexion,5853.225,1.03535602672769,1.133618065770403,1.0352731367229868,1.1334852388642815,1.0352731367229868,1.1334852388642815,4.233513254200523,6.301057835400551,-18.62698010147795,-43.72178643522948,-0.09821210214129472,0.2143222425268385,0.3612007424663839,0.5128765625760241,0.33178445480175034,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.105,0.18529411764705883,flexion,5853.45,1.0458085841750409,1.1491008188577498,1.0458013868463367,1.1491065233551716,1.0458013868463367,1.1491065233551716,4.191334906094867,6.199869265342492,-14.055911168982636,-35.61688698303433,-0.10330513650883488,0.2105076229551642,0.3634371206656888,0.5089082533962513,0.33250067367574276,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.1075,0.18970588235294117,flexion,5853.675,1.0561666051310226,1.1643530792560195,1.0562412420967306,1.1645047553901202,1.0562412420967306,1.1645047553901202,4.162534116425982,6.122499795971099,-9.182474550586225,-26.44451892557895,-0.10826351329338957,0.206701989375468,0.36561494442681625,0.5049455577276649,0.33319930103433576,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.11,0.19411764705882353,flexion,5853.9,1.0664842544775117,1.1794749727983804,1.066621794495632,1.17973384464639,1.066621794495632,1.17973384464639,4.141933155067769,6.060651023574175,-8.66579527643779,-25.80906778939088,-0.11311205015075809,0.20289563587121429,0.367740888322764,0.5009785308032493,0.33387958668007167,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
reference_measured_asymmetric_closed,False,True,0.1125,0.1985294117647059,flexion,5854.125,1.0768024162229612,1.1945420036279828,1.0769477498262479,1.1948010540561378,1.0769477498262479,1.1948010540561378,4.117921833592951,5.991522761492845,-10.817577735708632,-29.61999949669569,-0.11785330422988993,0.19908761055243962,0.3698163372872001,0.497006610681943,0.3345421347896671,True,False,periodic_cubic_fit_of_measured_flexion_and_measured_extension,periodic_cubic_B_spline,3,2,theta_shank = q_hip - q_knee,0.42,0.3,knee_to_strap_equivalent_pull_point,0.0,120.0,5.0,145.0,True,True,True,
