bundle_pair_id,case_id,subject_id,scenario_name,calibration_category,coordinate,direction,bundle_length,location_class,start_trajectory_id,endpoint_trajectory_id,intermediate_trajectory_ids,deltaJ_pred,deltaJ_truth,e_deltaJ_bundle,residual_column,residual_computation,n_times_one_step_uncertainty_used,sqrt_n_times_one_step_uncertainty_used,analytic_scaling_formula_used,truth_read_after_manifest_freeze,truth_used_for_selection_or_assignment,used_to_select_threshold,used_by_policy,heldout_final_test_used,data_role
dbv_bundle_0025c4576aeda3028c468a32,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,phase,NEGATIVE,5,INTERIOR,asym_h-1.250_k-2.250_p+0.00250,asym_h-1.250_k-2.250_p-0.01000,asym_h-1.250_k-2.250_p+0.00000;asym_h-1.250_k-2.250_p-0.00250;asym_h-1.250_k-2.250_p-0.00500;asym_h-1.250_k-2.250_p-0.00750,0.000106383382257,0.000106383382258,1.11022302463e-15,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00261139d0155c199a243b66,calibration_subject_003__matched_linear,calibration_subject_003,matched_linear,MATCHED,phase,NEGATIVE,5,LOWER_BOUNDARY,asym_h-2.250_k-2.750_p-0.01750,asym_h-2.250_k-2.750_p-0.03000,asym_h-2.250_k-2.750_p-0.02000;asym_h-2.250_k-2.750_p-0.02250;asym_h-2.250_k-2.750_p-0.02500;asym_h-2.250_k-2.750_p-0.02750,0.000101877508754,0.000101877508753,1.11022302463e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00262c6c9c997a39d511376d,calibration_subject_005__hip_knee_coupling_strong,calibration_subject_005,hip_knee_coupling_strong,MISMATCH,hip,POSITIVE,5,INTERIOR,asym_h-3.250_k+1.500_p-0.02000,asym_h-2.000_k+1.500_p-0.02000,asym_h-3.000_k+1.500_p-0.02000;asym_h-2.750_k+1.500_p-0.02000;asym_h-2.500_k+1.500_p-0.02000;asym_h-2.250_k+1.500_p-0.02000,-0.00155560661107,-0.00211621679349,0.000560610182418,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0026f6b6059a6c145f30a793,calibration_subject_003__matched_linear,calibration_subject_003,matched_linear,MATCHED,phase,NEGATIVE,5,INTERIOR,asym_h-3.000_k+1.000_p-0.00250,asym_h-3.000_k+1.000_p-0.01500,asym_h-3.000_k+1.000_p-0.00500;asym_h-3.000_k+1.000_p-0.00750;asym_h-3.000_k+1.000_p-0.01000;asym_h-3.000_k+1.000_p-0.01250,0.000128592355978,0.000128592355977,2.22044604925e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00273d1ca6ba03bac612797c,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,hip,NEGATIVE,5,INTERIOR,asym_h-2.500_k-4.750_p+0.02000,asym_h-3.750_k-4.750_p+0.02000,asym_h-2.750_k-4.750_p+0.02000;asym_h-3.000_k-4.750_p+0.02000;asym_h-3.250_k-4.750_p+0.02000;asym_h-3.500_k-4.750_p+0.02000,0.00258211616366,0.00258211616366,2.22044604925e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0027bc57d5b84d106f5fa586,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,hip,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k+1.500_p-0.02000,asym_h+2.000_k+1.500_p-0.02000,asym_h+1.000_k+1.500_p-0.02000;asym_h+1.250_k+1.500_p-0.02000;asym_h+1.500_k+1.500_p-0.02000;asym_h+1.750_k+1.500_p-0.02000,-0.000219243737313,0.00234012104881,0.00255936478612,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_002919ac8917d8dee5b18303,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,hip,POSITIVE,5,INTERIOR,asym_h-0.750_k-3.000_p+0.01250,asym_h+0.500_k-3.000_p+0.01250,asym_h-0.500_k-3.000_p+0.01250;asym_h-0.250_k-3.000_p+0.01250;asym_h+0.000_k-3.000_p+0.01250;asym_h+0.250_k-3.000_p+0.01250,0.00223927069719,0.0042677149705,0.00202844427331,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0029d0cc832ce782f0af1f46,calibration_subject_002__hip_knee_coupling_strong,calibration_subject_002,hip_knee_coupling_strong,MISMATCH,hip,POSITIVE,5,INTERIOR,asym_h-2.250_k+1.500_p-0.00750,asym_h-1.000_k+1.500_p-0.00750,asym_h-2.000_k+1.500_p-0.00750;asym_h-1.750_k+1.500_p-0.00750;asym_h-1.500_k+1.500_p-0.00750;asym_h-1.250_k+1.500_p-0.00750,-0.00231394756631,-0.00275760528036,0.000443657714051,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_002a23ae60e96152fdfd22a4,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,hip,POSITIVE,5,INTERIOR,asym_h-1.250_k-3.250_p+0.01750,asym_h+0.000_k-3.250_p+0.01750,asym_h-1.000_k-3.250_p+0.01750;asym_h-0.750_k-3.250_p+0.01750;asym_h-0.500_k-3.250_p+0.01750;asym_h-0.250_k-3.250_p+0.01750,-0.00108476018062,-0.00108476018058,3.70814490225e-14,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_002a2a449c82bf742e31163c,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,phase,NEGATIVE,5,INTERIOR,asym_h+1.750_k-1.250_p+0.00750,asym_h+1.750_k-1.250_p-0.00500,asym_h+1.750_k-1.250_p+0.00500;asym_h+1.750_k-1.250_p+0.00250;asym_h+1.750_k-1.250_p+0.00000;asym_h+1.750_k-1.250_p-0.00250,9.48080720128e-05,9.48080720133e-05,5.55111512313e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_002a3690b70c594a6981e828,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,phase,POSITIVE,5,INTERIOR,asym_h-0.750_k-5.000_p-0.01500,asym_h-0.750_k-5.000_p-0.00250,asym_h-0.750_k-5.000_p-0.01250;asym_h-0.750_k-5.000_p-0.01000;asym_h-0.750_k-5.000_p-0.00750;asym_h-0.750_k-5.000_p-0.00500,-0.000101388857922,-0.000101388857928,5.77315972805e-15,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_002a3af48984e97796faaa04,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,hip,NEGATIVE,5,INTERIOR,asym_h+0.750_k-3.750_p+0.01500,asym_h-0.500_k-3.750_p+0.01500,asym_h+0.500_k-3.750_p+0.01500;asym_h+0.250_k-3.750_p+0.01500;asym_h+0.000_k-3.750_p+0.01500;asym_h-0.250_k-3.750_p+0.01500,-0.00225324516155,-0.0043238580613,0.00207061289974,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_002a8df9851d9a9c6871515f,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,hip,POSITIVE,5,INTERIOR,asym_h-4.750_k+0.000_p-0.01250,asym_h-3.500_k+0.000_p-0.01250,asym_h-4.500_k+0.000_p-0.01250;asym_h-4.250_k+0.000_p-0.01250;asym_h-4.000_k+0.000_p-0.01250;asym_h-3.750_k+0.000_p-0.01250,-0.00262889659637,-0.00262889659637,2.22044604925e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_002be0ab0fa43fe8135dfd4e,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,phase,POSITIVE,5,INTERIOR,asym_h-4.750_k-4.000_p-0.01000,asym_h-4.750_k-4.000_p+0.00250,asym_h-4.750_k-4.000_p-0.00750;asym_h-4.750_k-4.000_p-0.00500;asym_h-4.750_k-4.000_p-0.00250;asym_h-4.750_k-4.000_p+0.00000,-0.000115175878472,-2.39145873651e-05,9.12612911073e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_002be3a2e8871a2e2e91ebe0,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,phase,NEGATIVE,5,INTERIOR,asym_h-2.750_k-4.000_p+0.01000,asym_h-2.750_k-4.000_p-0.00250,asym_h-2.750_k-4.000_p+0.00750;asym_h-2.750_k-4.000_p+0.00500;asym_h-2.750_k-4.000_p+0.00250;asym_h-2.750_k-4.000_p+0.00000,0.000120148782305,-4.47502153627e-05,0.000164898997667,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_002dad4a18f2dbd91f06e3ca,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,hip,NEGATIVE,5,LOWER_BOUNDARY,asym_h-3.750_k+0.000_p+0.00250,asym_h-5.000_k+0.000_p+0.00250,asym_h-4.000_k+0.000_p+0.00250;asym_h-4.250_k+0.000_p+0.00250;asym_h-4.500_k+0.000_p+0.00250;asym_h-4.750_k+0.000_p+0.00250,-0.000223155532707,-0.000223155532697,1.08801856413e-14,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_002e3030402ce2f61fe722ae,calibration_subject_003__matched_linear,calibration_subject_003,matched_linear,MATCHED,hip,POSITIVE,5,INTERIOR,asym_h-4.000_k-0.500_p-0.00500,asym_h-2.750_k-0.500_p-0.00500,asym_h-3.750_k-0.500_p-0.00500;asym_h-3.500_k-0.500_p-0.00500;asym_h-3.250_k-0.500_p-0.00500;asym_h-3.000_k-0.500_p-0.00500,-0.000783268007836,-0.000783268007835,2.22044604925e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_002e45acc8cf0de6a3187e27,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,phase,NEGATIVE,5,UPPER_BOUNDARY,asym_h+0.500_k-3.000_p+0.03000,asym_h+0.500_k-3.000_p+0.01750,asym_h+0.500_k-3.000_p+0.02750;asym_h+0.500_k-3.000_p+0.02500;asym_h+0.500_k-3.000_p+0.02250;asym_h+0.500_k-3.000_p+0.02000,0.000117377165314,0.000117377165319,4.99600361081e-15,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_002f6daf428af040d6f9ec48,calibration_subject_005__hip_knee_coupling_strong,calibration_subject_005,hip_knee_coupling_strong,MISMATCH,hip,NEGATIVE,5,INTERIOR,asym_h-1.000_k+0.000_p-0.02500,asym_h-2.250_k+0.000_p-0.02500,asym_h-1.250_k+0.000_p-0.02500;asym_h-1.500_k+0.000_p-0.02500;asym_h-1.750_k+0.000_p-0.02500;asym_h-2.000_k+0.000_p-0.02500,0.00150060977744,0.00204216744232,0.000541557664875,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00309ad21b2392933313f516,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,hip,NEGATIVE,5,INTERIOR,asym_h-2.750_k-5.000_p+0.02750,asym_h-4.000_k-5.000_p+0.02750,asym_h-3.000_k-5.000_p+0.02750;asym_h-3.250_k-5.000_p+0.02750;asym_h-3.500_k-5.000_p+0.02750;asym_h-3.750_k-5.000_p+0.02750,0.00173306163551,0.00173306163551,4.4408920985e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0033d7aa47a94619e9f03fb1,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,phase,POSITIVE,5,INTERIOR,asym_h-3.250_k+1.250_p-0.00500,asym_h-3.250_k+1.250_p+0.00750,asym_h-3.250_k+1.250_p-0.00250;asym_h-3.250_k+1.250_p+0.00000;asym_h-3.250_k+1.250_p+0.00250;asym_h-3.250_k+1.250_p+0.00500,-0.000121837188615,-4.19419711799e-05,7.9895217435e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0036e26741be92df27d85b28,calibration_subject_005__hip_knee_coupling_strong,calibration_subject_005,hip_knee_coupling_strong,MISMATCH,hip,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k-1.250_p+0.00500,asym_h+2.000_k-1.250_p+0.00500,asym_h+1.000_k-1.250_p+0.00500;asym_h+1.250_k-1.250_p+0.00500;asym_h+1.500_k-1.250_p+0.00500;asym_h+1.750_k-1.250_p+0.00500,-0.00137638729038,-0.00189780769919,0.000521420408805,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_003a045c727a37fd6d62fa53,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,phase,NEGATIVE,5,INTERIOR,asym_h-3.250_k-1.000_p-0.01500,asym_h-3.250_k-1.000_p-0.02750,asym_h-3.250_k-1.000_p-0.01750;asym_h-3.250_k-1.000_p-0.02000;asym_h-3.250_k-1.000_p-0.02250;asym_h-3.250_k-1.000_p-0.02500,0.000112822597814,7.08619011708e-05,4.1960696643e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_003ad1dec84d6ef4cc1be8c5,calibration_subject_002__hip_knee_coupling_strong,calibration_subject_002,hip_knee_coupling_strong,MISMATCH,phase,POSITIVE,5,UPPER_BOUNDARY,asym_h-0.500_k-1.500_p+0.01750,asym_h-0.500_k-1.500_p+0.03000,asym_h-0.500_k-1.500_p+0.02000;asym_h-0.500_k-1.500_p+0.02250;asym_h-0.500_k-1.500_p+0.02500;asym_h-0.500_k-1.500_p+0.02750,-0.000103615158811,-4.86758403456e-05,5.49393184652e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_003d0edd2e87e38f7eb34482,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,phase,NEGATIVE,5,INTERIOR,asym_h-0.250_k-2.500_p+0.01750,asym_h-0.250_k-2.500_p+0.00500,asym_h-0.250_k-2.500_p+0.01500;asym_h-0.250_k-2.500_p+0.01250;asym_h-0.250_k-2.500_p+0.01000;asym_h-0.250_k-2.500_p+0.00750,0.000124043462308,4.91669516089e-06,0.000119126767147,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_003dfe910aaeda61bb65f267,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,phase,NEGATIVE,5,INTERIOR,asym_h-4.250_k+2.000_p+0.00250,asym_h-4.250_k+2.000_p-0.01000,asym_h-4.250_k+2.000_p+0.00000;asym_h-4.250_k+2.000_p-0.00250;asym_h-4.250_k+2.000_p-0.00500;asym_h-4.250_k+2.000_p-0.00750,0.000111855955095,0.000111855955095,0,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0055beeae2725830c5264a36,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,knee,POSITIVE,5,UPPER_BOUNDARY,asym_h-0.750_k+0.750_p-0.00750,asym_h-0.750_k+2.000_p-0.00750,asym_h-0.750_k+1.000_p-0.00750;asym_h-0.750_k+1.250_p-0.00750;asym_h-0.750_k+1.500_p-0.00750;asym_h-0.750_k+1.750_p-0.00750,0.0054644629291,0.00947569685316,0.00401123392406,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0059942a120fc0b8f930c742,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,hip,NEGATIVE,5,LOWER_BOUNDARY,asym_h-3.750_k-3.000_p-0.01000,asym_h-5.000_k-3.000_p-0.01000,asym_h-4.000_k-3.000_p-0.01000;asym_h-4.250_k-3.000_p-0.01000;asym_h-4.500_k-3.000_p-0.01000;asym_h-4.750_k-3.000_p-0.01000,0.000288890706317,-0.0017064072291,0.00199529793542,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_005b8468c6a06a32f5d96a94,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,knee,NEGATIVE,5,LOWER_BOUNDARY,asym_h-2.500_k-3.750_p-0.01250,asym_h-2.500_k-5.000_p-0.01250,asym_h-2.500_k-4.000_p-0.01250;asym_h-2.500_k-4.250_p-0.01250;asym_h-2.500_k-4.500_p-0.01250;asym_h-2.500_k-4.750_p-0.01250,-0.00516304943154,-0.00845980275552,0.00329675332398,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00643715b48b7d955110c2d8,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,hip,POSITIVE,5,LOWER_BOUNDARY,asym_h-5.000_k-2.250_p-0.02500,asym_h-3.750_k-2.250_p-0.02500,asym_h-4.750_k-2.250_p-0.02500;asym_h-4.500_k-2.250_p-0.02500;asym_h-4.250_k-2.250_p-0.02500;asym_h-4.000_k-2.250_p-0.02500,-0.00178980016895,-0.00178980016895,7.77156117238e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_006528670ee55a99b6208e6d,calibration_subject_002__hip_knee_coupling_strong,calibration_subject_002,hip_knee_coupling_strong,MISMATCH,knee,NEGATIVE,5,LOWER_BOUNDARY,asym_h-4.500_k-3.750_p+0.02500,asym_h-4.500_k-5.000_p+0.02500,asym_h-4.500_k-4.000_p+0.02500;asym_h-4.500_k-4.250_p+0.02500;asym_h-4.500_k-4.500_p+0.02500;asym_h-4.500_k-4.750_p+0.02500,-0.00591707095916,-0.00626681927542,0.000349748316254,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0066b1ae35242493aa13fc28,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,hip,NEGATIVE,5,LOWER_BOUNDARY,asym_h-3.750_k-2.250_p+0.00750,asym_h-5.000_k-2.250_p+0.00750,asym_h-4.000_k-2.250_p+0.00750;asym_h-4.250_k-2.250_p+0.00750;asym_h-4.500_k-2.250_p+0.00750;asym_h-4.750_k-2.250_p+0.00750,0.00178808322349,0.00178808322349,6.66133814775e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_006c6a3e3b4f248eed33cb04,calibration_subject_003__matched_linear,calibration_subject_003,matched_linear,MATCHED,hip,NEGATIVE,5,UPPER_BOUNDARY,asym_h+2.000_k+1.250_p-0.01750,asym_h+0.750_k+1.250_p-0.01750,asym_h+1.750_k+1.250_p-0.01750;asym_h+1.500_k+1.250_p-0.01750;asym_h+1.250_k+1.250_p-0.01750;asym_h+1.000_k+1.250_p-0.01750,0.000691229364646,0.000691229364646,0,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_006d8551fde45e1d34a3d0b6,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,phase,NEGATIVE,5,LOWER_BOUNDARY,asym_h+0.250_k-4.250_p-0.01750,asym_h+0.250_k-4.250_p-0.03000,asym_h+0.250_k-4.250_p-0.02000;asym_h+0.250_k-4.250_p-0.02250;asym_h+0.250_k-4.250_p-0.02500;asym_h+0.250_k-4.250_p-0.02750,6.18336504649e-05,6.18336504653e-05,4.4408920985e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_007a8e3b9c7d7131c012acd2,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,knee,NEGATIVE,5,UPPER_BOUNDARY,asym_h-1.000_k+2.000_p-0.02000,asym_h-1.000_k+0.750_p-0.02000,asym_h-1.000_k+1.750_p-0.02000;asym_h-1.000_k+1.500_p-0.02000;asym_h-1.000_k+1.250_p-0.02000;asym_h-1.000_k+1.000_p-0.02000,-0.00625592219915,-0.00625592219915,1.11022302463e-15,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_007e55b564c6f6bae3ed044c,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,hip,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k-1.500_p-0.02500,asym_h+2.000_k-1.500_p-0.02500,asym_h+1.000_k-1.500_p-0.02500;asym_h+1.250_k-1.500_p-0.02500;asym_h+1.500_k-1.500_p-0.02500;asym_h+1.750_k-1.500_p-0.02500,0.00119734591062,0.00313282901443,0.00193548310381,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0082d2e01195fe781db2fd5c,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,knee,NEGATIVE,5,LOWER_BOUNDARY,asym_h-4.250_k-3.750_p+0.01250,asym_h-4.250_k-5.000_p+0.01250,asym_h-4.250_k-4.000_p+0.01250;asym_h-4.250_k-4.250_p+0.01250;asym_h-4.250_k-4.500_p+0.01250;asym_h-4.250_k-4.750_p+0.01250,-0.00593891746833,-0.0130262024089,0.00708728494054,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00882bfe30256d31d836b57e,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,hip,NEGATIVE,5,UPPER_BOUNDARY,asym_h+2.000_k-3.500_p+0.00750,asym_h+0.750_k-3.500_p+0.00750,asym_h+1.750_k-3.500_p+0.00750;asym_h+1.500_k-3.500_p+0.00750;asym_h+1.250_k-3.500_p+0.00750;asym_h+1.000_k-3.500_p+0.00750,0.000918557111105,0.000918557111071,3.39728245535e-14,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_008b98e1277f474762dd62f0,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,knee,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k+0.750_p+0.00000,asym_h+0.750_k+2.000_p+0.00000,asym_h+0.750_k+1.000_p+0.00000;asym_h+0.750_k+1.250_p+0.00000;asym_h+0.750_k+1.500_p+0.00000;asym_h+0.750_k+1.750_p+0.00000,0.00570910823091,0.00570910823092,1.02140518266e-14,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_008fb4624332475924b739a3,calibration_subject_005__hip_knee_coupling_strong,calibration_subject_005,hip_knee_coupling_strong,MISMATCH,knee,POSITIVE,5,UPPER_BOUNDARY,asym_h-3.250_k+0.750_p+0.01000,asym_h-3.250_k+2.000_p+0.01000,asym_h-3.250_k+1.000_p+0.01000;asym_h-3.250_k+1.250_p+0.01000;asym_h-3.250_k+1.500_p+0.01000;asym_h-3.250_k+1.750_p+0.01000,0.00641528585148,0.00697070703701,0.000555421185535,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00922fe2fe389792f4648462,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,phase,POSITIVE,5,UPPER_BOUNDARY,asym_h+2.000_k-2.000_p+0.01750,asym_h+2.000_k-2.000_p+0.03000,asym_h+2.000_k-2.000_p+0.02000;asym_h+2.000_k-2.000_p+0.02250;asym_h+2.000_k-2.000_p+0.02500;asym_h+2.000_k-2.000_p+0.02750,-0.000100342372622,-0.000100342372622,6.66133814775e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
