bundle_pair_id,case_id,subject_id,scenario_name,calibration_category,coordinate,direction,bundle_length,location_class,start_trajectory_id,endpoint_trajectory_id,intermediate_trajectory_ids,deltaJ_pred,deltaJ_truth,e_deltaJ_bundle,residual_column,residual_computation,n_times_one_step_uncertainty_used,sqrt_n_times_one_step_uncertainty_used,analytic_scaling_formula_used,truth_read_after_manifest_freeze,truth_used_for_selection_or_assignment,used_to_select_threshold,used_by_policy,heldout_final_test_used,data_role
dbv_bundle_00946e9e845803c23e9ab923,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,hip,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k-2.750_p-0.00750,asym_h+2.000_k-2.750_p-0.00750,asym_h+1.000_k-2.750_p-0.00750;asym_h+1.250_k-2.750_p-0.00750;asym_h+1.500_k-2.750_p-0.00750;asym_h+1.750_k-2.750_p-0.00750,0.0013664922488,0.00272361749287,0.00135712524408,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0099c6fda014ba3fca9c11b2,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,hip,NEGATIVE,5,UPPER_BOUNDARY,asym_h+2.000_k-0.250_p+0.00750,asym_h+0.750_k-0.250_p+0.00750,asym_h+1.750_k-0.250_p+0.00750;asym_h+1.500_k-0.250_p+0.00750;asym_h+1.250_k-0.250_p+0.00750;asym_h+1.000_k-0.250_p+0.00750,0.0024154464971,0.0024154464971,4.4408920985e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00ae23d33e5da734c9d21ccc,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,hip,NEGATIVE,5,UPPER_BOUNDARY,asym_h+2.000_k-4.250_p+0.00500,asym_h+0.750_k-4.250_p+0.00500,asym_h+1.750_k-4.250_p+0.00500;asym_h+1.500_k-4.250_p+0.00500;asym_h+1.250_k-4.250_p+0.00500;asym_h+1.000_k-4.250_p+0.00500,-0.00228239900461,-0.00449336125569,0.00221096225108,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00ae6b343aff751d221a767a,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,phase,POSITIVE,5,UPPER_BOUNDARY,asym_h-0.500_k+0.750_p+0.01750,asym_h-0.500_k+0.750_p+0.03000,asym_h-0.500_k+0.750_p+0.02000;asym_h-0.500_k+0.750_p+0.02250;asym_h-0.500_k+0.750_p+0.02500;asym_h-0.500_k+0.750_p+0.02750,-0.000111292134038,-0.000111292134038,2.22044604925e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00b5b94bb6fb645b6c184f25,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,knee,POSITIVE,5,LOWER_BOUNDARY,asym_h-4.500_k-5.000_p+0.00000,asym_h-4.500_k-3.750_p+0.00000,asym_h-4.500_k-4.750_p+0.00000;asym_h-4.500_k-4.500_p+0.00000;asym_h-4.500_k-4.250_p+0.00000;asym_h-4.500_k-4.000_p+0.00000,0.00581221788885,0.00581221788885,3.33066907388e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00c47778bc9df1207e4b962d,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,knee,POSITIVE,5,UPPER_BOUNDARY,asym_h+1.500_k+0.750_p-0.00250,asym_h+1.500_k+2.000_p-0.00250,asym_h+1.500_k+1.000_p-0.00250;asym_h+1.500_k+1.250_p-0.00250;asym_h+1.500_k+1.500_p-0.00250;asym_h+1.500_k+1.750_p-0.00250,0.00589481005439,0.00589481005439,6.66133814775e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00d1b6d3ffbb935d7cdaec7f,calibration_subject_003__matched_linear,calibration_subject_003,matched_linear,MATCHED,hip,POSITIVE,5,LOWER_BOUNDARY,asym_h-5.000_k-2.750_p+0.01750,asym_h-3.750_k-2.750_p+0.01750,asym_h-4.750_k-2.750_p+0.01750;asym_h-4.500_k-2.750_p+0.01750;asym_h-4.250_k-2.750_p+0.01750;asym_h-4.000_k-2.750_p+0.01750,-0.000781928197751,-0.000781928197751,0,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00d58917e55ece124e32761b,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,phase,NEGATIVE,5,UPPER_BOUNDARY,asym_h+0.000_k-4.000_p+0.03000,asym_h+0.000_k-4.000_p+0.01750,asym_h+0.000_k-4.000_p+0.02750;asym_h+0.000_k-4.000_p+0.02500;asym_h+0.000_k-4.000_p+0.02250;asym_h+0.000_k-4.000_p+0.02000,9.1180984942e-05,9.11809849428e-05,7.77156117238e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00e15d1b05250a88b31da4e6,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,phase,NEGATIVE,5,LOWER_BOUNDARY,asym_h-4.750_k-0.750_p-0.01750,asym_h-4.750_k-0.750_p-0.03000,asym_h-4.750_k-0.750_p-0.02000;asym_h-4.750_k-0.750_p-0.02250;asym_h-4.750_k-0.750_p-0.02500;asym_h-4.750_k-0.750_p-0.02750,9.20083175888e-05,5.32334513054e-05,3.87748662835e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00e3c69f641b5e8d7ee6a6b3,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,hip,NEGATIVE,5,UPPER_BOUNDARY,asym_h+2.000_k-1.000_p+0.01250,asym_h+0.750_k-1.000_p+0.01250,asym_h+1.750_k-1.000_p+0.01250;asym_h+1.500_k-1.000_p+0.01250;asym_h+1.250_k-1.000_p+0.01250;asym_h+1.000_k-1.000_p+0.01250,-0.000348061235472,-0.000348061235462,9.88098491916e-15,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00e7a178c3113ef4d74108dd,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,knee,NEGATIVE,5,UPPER_BOUNDARY,asym_h-3.750_k+2.000_p-0.01250,asym_h-3.750_k+0.750_p-0.01250,asym_h-3.750_k+1.750_p-0.01250;asym_h-3.750_k+1.500_p-0.01250;asym_h-3.750_k+1.250_p-0.01250;asym_h-3.750_k+1.000_p-0.01250,-0.00884959375628,-0.00884959375619,8.39328606617e-14,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00ede841060c925f69247abc,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,knee,POSITIVE,5,LOWER_BOUNDARY,asym_h+0.750_k-5.000_p-0.00250,asym_h+0.750_k-3.750_p-0.00250,asym_h+0.750_k-4.750_p-0.00250;asym_h+0.750_k-4.500_p-0.00250;asym_h+0.750_k-4.250_p-0.00250;asym_h+0.750_k-4.000_p-0.00250,0.00518905960393,0.0084472575594,0.00325819795547,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_00ef910a18eac42f604117d1,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,hip,NEGATIVE,5,UPPER_BOUNDARY,asym_h+2.000_k-3.250_p+0.01750,asym_h+0.750_k-3.250_p+0.01750,asym_h+1.750_k-3.250_p+0.01750;asym_h+1.500_k-3.250_p+0.01750;asym_h+1.250_k-3.250_p+0.01750;asym_h+1.000_k-3.250_p+0.01750,-0.00121646721222,-0.00322080092099,0.00200433370878,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0101ba3000126e3bbb31e83f,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,phase,POSITIVE,5,LOWER_BOUNDARY,asym_h-3.750_k-3.000_p-0.03000,asym_h-3.750_k-3.000_p-0.01750,asym_h-3.750_k-3.000_p-0.02750;asym_h-3.750_k-3.000_p-0.02500;asym_h-3.750_k-3.000_p-0.02250;asym_h-3.750_k-3.000_p-0.02000,-0.000105457500636,-0.000105457500643,6.55031584529e-15,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0105ecb13eeda826876fb27d,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,hip,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k-0.500_p-0.00250,asym_h+2.000_k-0.500_p-0.00250,asym_h+1.000_k-0.500_p-0.00250;asym_h+1.250_k-0.500_p-0.00250;asym_h+1.500_k-0.500_p-0.00250;asym_h+1.750_k-0.500_p-0.00250,-0.00162199571609,-0.00162199571609,4.4408920985e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0112dbcb708d4ffdc1205c01,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,phase,NEGATIVE,5,LOWER_BOUNDARY,asym_h-2.000_k+2.000_p-0.01750,asym_h-2.000_k+2.000_p-0.03000,asym_h-2.000_k+2.000_p-0.02000;asym_h-2.000_k+2.000_p-0.02250;asym_h-2.000_k+2.000_p-0.02500;asym_h-2.000_k+2.000_p-0.02750,0.000129080420471,0.000129080420472,1.11022302463e-15,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01241a9c9e007807960903a6,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,phase,POSITIVE,5,UPPER_BOUNDARY,asym_h+1.500_k-1.750_p+0.01750,asym_h+1.500_k-1.750_p+0.03000,asym_h+1.500_k-1.750_p+0.02000;asym_h+1.500_k-1.750_p+0.02250;asym_h+1.500_k-1.750_p+0.02500;asym_h+1.500_k-1.750_p+0.02750,-0.000133152971157,-4.71021565629e-06,0.000128442755501,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0127f92374cc7da4f1089ab9,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,hip,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k-2.250_p+0.00750,asym_h+2.000_k-2.250_p+0.00750,asym_h+1.000_k-2.250_p+0.00750;asym_h+1.250_k-2.250_p+0.00750;asym_h+1.500_k-2.250_p+0.00750;asym_h+1.750_k-2.250_p+0.00750,-0.00241742060651,-0.00241742060651,4.4408920985e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0129a9d3302fa3b54647efe5,calibration_subject_002__hip_knee_coupling_strong,calibration_subject_002,hip_knee_coupling_strong,MISMATCH,phase,POSITIVE,5,LOWER_BOUNDARY,asym_h-2.750_k+0.750_p-0.03000,asym_h-2.750_k+0.750_p-0.01750,asym_h-2.750_k+0.750_p-0.02750;asym_h-2.750_k+0.750_p-0.02500;asym_h-2.750_k+0.750_p-0.02250;asym_h-2.750_k+0.750_p-0.02000,-0.000112147661797,-0.000129570936474,1.7423274677e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_013e00d31446647be77482ad,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,knee,NEGATIVE,5,LOWER_BOUNDARY,asym_h-4.250_k-3.750_p-0.02750,asym_h-4.250_k-5.000_p-0.02750,asym_h-4.250_k-4.000_p-0.02750;asym_h-4.250_k-4.250_p-0.02750;asym_h-4.250_k-4.500_p-0.02750;asym_h-4.250_k-4.750_p-0.02750,-0.0059812997729,-0.0059812997729,8.881784197e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_014171152442f71ac4a4cc65,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,phase,POSITIVE,5,UPPER_BOUNDARY,asym_h-1.250_k-3.750_p+0.01750,asym_h-1.250_k-3.750_p+0.03000,asym_h-1.250_k-3.750_p+0.02000;asym_h-1.250_k-3.750_p+0.02250;asym_h-1.250_k-3.750_p+0.02500;asym_h-1.250_k-3.750_p+0.02750,-0.00011171074452,0.000157723966865,0.000269434711384,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_014731d97278e86da60214d1,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,phase,NEGATIVE,5,UPPER_BOUNDARY,asym_h-2.250_k-5.000_p+0.03000,asym_h-2.250_k-5.000_p+0.01750,asym_h-2.250_k-5.000_p+0.02750;asym_h-2.250_k-5.000_p+0.02500;asym_h-2.250_k-5.000_p+0.02250;asym_h-2.250_k-5.000_p+0.02000,0.000116292182772,-4.60437845652e-05,0.000162335967337,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0148173274bea5b9c1cfe3d3,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,phase,POSITIVE,5,LOWER_BOUNDARY,asym_h-1.750_k-3.250_p-0.03000,asym_h-1.750_k-3.250_p-0.01750,asym_h-1.750_k-3.250_p-0.02750;asym_h-1.750_k-3.250_p-0.02500;asym_h-1.750_k-3.250_p-0.02250;asym_h-1.750_k-3.250_p-0.02000,-7.52024381371e-05,-7.52024381372e-05,1.11022302463e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_014b1a761b473d217925842f,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,phase,NEGATIVE,5,LOWER_BOUNDARY,asym_h+1.500_k-4.500_p-0.01750,asym_h+1.500_k-4.500_p-0.03000,asym_h+1.500_k-4.500_p-0.02000;asym_h+1.500_k-4.500_p-0.02250;asym_h+1.500_k-4.500_p-0.02500;asym_h+1.500_k-4.500_p-0.02750,9.42051134033e-05,4.02897050183e-05,5.3915408385e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_014f7c9c29c005a404c81219,calibration_subject_002__hip_knee_coupling_strong,calibration_subject_002,hip_knee_coupling_strong,MISMATCH,hip,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k-2.000_p-0.00500,asym_h+2.000_k-2.000_p-0.00500,asym_h+1.000_k-2.000_p-0.00500;asym_h+1.250_k-2.000_p-0.00500;asym_h+1.500_k-2.000_p-0.00500;asym_h+1.750_k-2.000_p-0.00500,-0.00216805462382,-0.00260069268263,0.000432638058805,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0155c4534f2585affa29893e,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,phase,NEGATIVE,5,LOWER_BOUNDARY,asym_h-0.750_k+0.250_p-0.01750,asym_h-0.750_k+0.250_p-0.03000,asym_h-0.750_k+0.250_p-0.02000;asym_h-0.750_k+0.250_p-0.02250;asym_h-0.750_k+0.250_p-0.02500;asym_h-0.750_k+0.250_p-0.02750,0.000195723327987,0.000195723327915,7.12763181809e-14,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0158963defdc27c8e0e0c924,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,phase,NEGATIVE,5,UPPER_BOUNDARY,asym_h-2.750_k-1.750_p+0.03000,asym_h-2.750_k-1.750_p+0.01750,asym_h-2.750_k-1.750_p+0.02750;asym_h-2.750_k-1.750_p+0.02500;asym_h-2.750_k-1.750_p+0.02250;asym_h-2.750_k-1.750_p+0.02000,0.000121589026623,-1.17524002137e-05,0.000133341426837,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0169d6b9da6c9636efc16030,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,knee,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.000_k+0.750_p-0.02000,asym_h+0.000_k+2.000_p-0.02000,asym_h+0.000_k+1.000_p-0.02000;asym_h+0.000_k+1.250_p-0.02000;asym_h+0.000_k+1.500_p-0.02000;asym_h+0.000_k+1.750_p-0.02000,0.00536188095987,0.00945986642905,0.00409798546918,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_016e49ec3a5c5deef101c460,calibration_subject_003__matched_linear,calibration_subject_003,matched_linear,MATCHED,phase,POSITIVE,5,UPPER_BOUNDARY,asym_h-2.500_k+0.250_p+0.01750,asym_h-2.500_k+0.250_p+0.03000,asym_h-2.500_k+0.250_p+0.02000;asym_h-2.500_k+0.250_p+0.02250;asym_h-2.500_k+0.250_p+0.02500;asym_h-2.500_k+0.250_p+0.02750,-0.000128029854003,-0.000128029854003,2.22044604925e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0181e32112f40cce4c78c450,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,phase,POSITIVE,5,LOWER_BOUNDARY,asym_h-3.500_k-1.250_p-0.03000,asym_h-3.500_k-1.250_p-0.01750,asym_h-3.500_k-1.250_p-0.02750;asym_h-3.500_k-1.250_p-0.02500;asym_h-3.500_k-1.250_p-0.02250;asym_h-3.500_k-1.250_p-0.02000,-0.000109671458701,-7.18473977529e-05,3.7824060948e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_018854642cd90da034a3e828,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,phase,NEGATIVE,5,LOWER_BOUNDARY,asym_h-1.000_k-4.500_p-0.01750,asym_h-1.000_k-4.500_p-0.03000,asym_h-1.000_k-4.500_p-0.02000;asym_h-1.000_k-4.500_p-0.02250;asym_h-1.000_k-4.500_p-0.02500;asym_h-1.000_k-4.500_p-0.02750,9.62796142561e-05,9.62796142622e-05,6.10622663544e-15,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_018fe294ca940633fcc02754,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,phase,POSITIVE,5,UPPER_BOUNDARY,asym_h-3.000_k-0.750_p+0.01750,asym_h-3.000_k-0.750_p+0.03000,asym_h-3.000_k-0.750_p+0.02000;asym_h-3.000_k-0.750_p+0.02250;asym_h-3.000_k-0.750_p+0.02500;asym_h-3.000_k-0.750_p+0.02750,-0.000136192801427,7.85974560102e-07,0.000136978775988,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0196a9b31d870be574eca036,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,phase,POSITIVE,5,LOWER_BOUNDARY,asym_h-2.250_k+1.000_p-0.03000,asym_h-2.250_k+1.000_p-0.01750,asym_h-2.250_k+1.000_p-0.02750;asym_h-2.250_k+1.000_p-0.02500;asym_h-2.250_k+1.000_p-0.02250;asym_h-2.250_k+1.000_p-0.02000,-0.000152166792912,-0.000218695524235,6.65287313233e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01a8e9355c0a1910256ee6f5,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,phase,NEGATIVE,5,LOWER_BOUNDARY,asym_h-4.250_k-0.250_p-0.01750,asym_h-4.250_k-0.250_p-0.03000,asym_h-4.250_k-0.250_p-0.02000;asym_h-4.250_k-0.250_p-0.02250;asym_h-4.250_k-0.250_p-0.02500;asym_h-4.250_k-0.250_p-0.02750,0.000148222045249,0.000205268450955,5.70464057058e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01b1b2a1fc60007e03cc77be,calibration_subject_005__hip_knee_coupling_strong,calibration_subject_005,hip_knee_coupling_strong,MISMATCH,knee,POSITIVE,5,LOWER_BOUNDARY,asym_h-3.250_k-5.000_p+0.00500,asym_h-3.250_k-3.750_p+0.00500,asym_h-3.250_k-4.750_p+0.00500;asym_h-3.250_k-4.500_p+0.00500;asym_h-3.250_k-4.250_p+0.00500;asym_h-3.250_k-4.000_p+0.00500,0.00608159353978,0.00651219227112,0.000430598731336,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01b32ab14ff860b5fb88e7ac,calibration_subject_005__hip_knee_coupling_strong,calibration_subject_005,hip_knee_coupling_strong,MISMATCH,phase,POSITIVE,5,UPPER_BOUNDARY,asym_h-3.250_k+0.250_p+0.01750,asym_h-3.250_k+0.250_p+0.03000,asym_h-3.250_k+0.250_p+0.02000;asym_h-3.250_k+0.250_p+0.02250;asym_h-3.250_k+0.250_p+0.02500;asym_h-3.250_k+0.250_p+0.02750,-0.000122567960382,-0.000106344240003,1.62237203796e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01b339a4e076a26364322616,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,hip,POSITIVE,5,LOWER_BOUNDARY,asym_h-5.000_k-0.250_p+0.01000,asym_h-3.750_k-0.250_p+0.01000,asym_h-4.750_k-0.250_p+0.01000;asym_h-4.500_k-0.250_p+0.01000;asym_h-4.250_k-0.250_p+0.01000;asym_h-4.000_k-0.250_p+0.01000,-0.000290241425721,0.0016568420814,0.00194708350712,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01b6456632c6652771fe490e,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,hip,NEGATIVE,5,UPPER_BOUNDARY,asym_h+2.000_k-1.000_p-0.01250,asym_h+0.750_k-1.000_p-0.01250,asym_h+1.750_k-1.000_p-0.01250;asym_h+1.500_k-1.000_p-0.01250;asym_h+1.250_k-1.000_p-0.01250;asym_h+1.000_k-1.000_p-0.01250,0.00238240893567,0.00238240893567,2.22044604925e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01b83976f79f3d26a244c586,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,hip,NEGATIVE,5,LOWER_BOUNDARY,asym_h-3.750_k+1.250_p-0.00500,asym_h-5.000_k+1.250_p-0.00500,asym_h-4.000_k+1.250_p-0.00500;asym_h-4.250_k+1.250_p-0.00500;asym_h-4.500_k+1.250_p-0.00500;asym_h-4.750_k+1.250_p-0.00500,-0.00108297085918,-0.00151634450933,0.00043337365015,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01b974cdd079df5fb919f056,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,phase,POSITIVE,5,UPPER_BOUNDARY,asym_h-0.500_k+1.250_p+0.01750,asym_h-0.500_k+1.250_p+0.03000,asym_h-0.500_k+1.250_p+0.02000;asym_h-0.500_k+1.250_p+0.02250;asym_h-0.500_k+1.250_p+0.02500;asym_h-0.500_k+1.250_p+0.02750,-0.000123677376484,-0.000123677376485,8.881784197e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01bead7e6be2fc48b774b2f4,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,hip,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k-2.250_p-0.02750,asym_h+2.000_k-2.250_p-0.02750,asym_h+1.000_k-2.250_p-0.02750;asym_h+1.250_k-2.250_p-0.02750;asym_h+1.500_k-2.250_p-0.02750;asym_h+1.750_k-2.250_p-0.02750,0.000359113204105,0.000359113204095,9.88098491916e-15,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
