bundle_pair_id,case_id,subject_id,scenario_name,calibration_category,coordinate,direction,bundle_length,location_class,start_trajectory_id,endpoint_trajectory_id,intermediate_trajectory_ids,deltaJ_pred,deltaJ_truth,e_deltaJ_bundle,residual_column,residual_computation,n_times_one_step_uncertainty_used,sqrt_n_times_one_step_uncertainty_used,analytic_scaling_formula_used,truth_read_after_manifest_freeze,truth_used_for_selection_or_assignment,used_to_select_threshold,used_by_policy,heldout_final_test_used,data_role
dbv_bundle_011d3b971d53cbcd8d7dafb5,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,phase,POSITIVE,3,LOWER_BOUNDARY,asym_h-0.750_k-4.000_p-0.03000,asym_h-0.750_k-4.000_p-0.02250,asym_h-0.750_k-4.000_p-0.02750;asym_h-0.750_k-4.000_p-0.02500,-5.70424832671e-05,-2.93123895664e-05,2.77300937007e-05,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0123212169bc03bf1d5141bb,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,knee,NEGATIVE,3,UPPER_BOUNDARY,asym_h+1.500_k+2.000_p+0.02500,asym_h+1.500_k+1.250_p+0.02500,asym_h+1.500_k+1.750_p+0.02500;asym_h+1.500_k+1.500_p+0.02500,-0.00365249263068,-0.00365249263068,2.22044604925e-16,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01307f96f0f331b0afa4dc44,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,knee,POSITIVE,3,LOWER_BOUNDARY,asym_h-2.750_k-5.000_p+0.03000,asym_h-2.750_k-4.250_p+0.03000,asym_h-2.750_k-4.750_p+0.03000;asym_h-2.750_k-4.500_p+0.03000,0.00316289196462,0.00501045438405,0.00184756241943,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_013454e011aa167a1951777e,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,phase,NEGATIVE,3,LOWER_BOUNDARY,asym_h+1.000_k-0.500_p-0.02250,asym_h+1.000_k-0.500_p-0.03000,asym_h+1.000_k-0.500_p-0.02500;asym_h+1.000_k-0.500_p-0.02750,6.72450632188e-05,6.72450632225e-05,3.77475828373e-15,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0136733a17585e909dff552c,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,hip,NEGATIVE,3,LOWER_BOUNDARY,asym_h-4.250_k-1.750_p+0.01000,asym_h-5.000_k-1.750_p+0.01000,asym_h-4.500_k-1.750_p+0.01000;asym_h-4.750_k-1.750_p+0.01000,-0.000660698459936,-0.00150091096729,0.000840212507357,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01395e457030110bbd5d4e35,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,hip,POSITIVE,3,UPPER_BOUNDARY,asym_h+1.250_k-5.000_p-0.03000,asym_h+2.000_k-5.000_p-0.03000,asym_h+1.500_k-5.000_p-0.03000;asym_h+1.750_k-5.000_p-0.03000,-0.00144345390409,-0.00144345390409,2.22044604925e-16,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0139b4433d2f891cf151dbcc,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,knee,POSITIVE,3,UPPER_BOUNDARY,asym_h-2.750_k+1.250_p-0.01250,asym_h-2.750_k+2.000_p-0.01250,asym_h-2.750_k+1.500_p-0.01250;asym_h-2.750_k+1.750_p-0.01250,0.00373763781151,0.00930634964994,0.00556871183843,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_013dff5369ec3ca209fba251,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,knee,NEGATIVE,3,LOWER_BOUNDARY,asym_h-2.750_k-4.250_p+0.00750,asym_h-2.750_k-5.000_p+0.00750,asym_h-2.750_k-4.500_p+0.00750;asym_h-2.750_k-4.750_p+0.00750,-0.00347655072242,-0.00347655072242,2.22044604925e-16,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01507c61610643d948d3f3d9,calibration_subject_002__hip_knee_coupling_strong,calibration_subject_002,hip_knee_coupling_strong,MISMATCH,hip,NEGATIVE,3,LOWER_BOUNDARY,asym_h-4.250_k-0.250_p-0.03000,asym_h-5.000_k-0.250_p-0.03000,asym_h-4.500_k-0.250_p-0.03000;asym_h-4.750_k-0.250_p-0.03000,0.00144897896215,0.00169158705748,0.000242608095331,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01520b739bc44cce3cf0e21d,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,hip,POSITIVE,3,LOWER_BOUNDARY,asym_h-5.000_k-1.500_p+0.00000,asym_h-4.250_k-1.500_p+0.00000,asym_h-4.750_k-1.500_p+0.00000;asym_h-4.500_k-1.500_p+0.00000,0.000141726537877,0.00014172653787,6.77236045021e-15,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_015bdec1002aec1fcc5580d4,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,phase,POSITIVE,3,UPPER_BOUNDARY,asym_h+1.500_k-1.250_p+0.02250,asym_h+1.500_k-1.250_p+0.03000,asym_h+1.500_k-1.250_p+0.02500;asym_h+1.500_k-1.250_p+0.02750,2.77576724539e-06,2.77576728602e-06,4.06341627013e-14,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0164a5e9202a1ec0d302ec14,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,hip,POSITIVE,3,LOWER_BOUNDARY,asym_h-5.000_k+0.500_p+0.01250,asym_h-4.250_k+0.500_p+0.01250,asym_h-4.750_k+0.500_p+0.01250;asym_h-4.500_k+0.500_p+0.01250,0.000659497152646,0.000940515634435,0.00028101848179,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_016c02d08d72c1717218c9ea,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,phase,NEGATIVE,3,UPPER_BOUNDARY,asym_h+0.500_k-2.750_p+0.03000,asym_h+0.500_k-2.750_p+0.02250,asym_h+0.500_k-2.750_p+0.02750;asym_h+0.500_k-2.750_p+0.02500,7.80201346278e-05,-3.92012066786e-06,8.19402552956e-05,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_016d6d0733eb83d7f15b1816,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,phase,NEGATIVE,3,LOWER_BOUNDARY,asym_h+1.000_k-4.500_p-0.02250,asym_h+1.000_k-4.500_p-0.03000,asym_h+1.000_k-4.500_p-0.02500;asym_h+1.000_k-4.500_p-0.02750,4.48953337268e-05,1.33681217546e-05,3.15272119722e-05,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_016f20c931b697d4aeacf90f,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,hip,NEGATIVE,3,LOWER_BOUNDARY,asym_h-4.250_k-0.750_p+0.01500,asym_h-5.000_k-0.750_p+0.01500,asym_h-4.500_k-0.750_p+0.01500;asym_h-4.750_k-0.750_p+0.01500,0.00158961394998,0.00158961394998,2.22044604925e-16,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01700cb56c391c5dab4d0dcb,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,knee,POSITIVE,3,UPPER_BOUNDARY,asym_h-0.500_k+1.250_p-0.02750,asym_h-0.500_k+2.000_p-0.02750,asym_h-0.500_k+1.500_p-0.02750;asym_h-0.500_k+1.750_p-0.02750,0.00354965310739,0.00354965310739,6.66133814775e-16,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0174d24d4d6984e31e8ad33f,calibration_subject_005__hip_knee_coupling_strong,calibration_subject_005,hip_knee_coupling_strong,MISMATCH,hip,POSITIVE,3,UPPER_BOUNDARY,asym_h+1.250_k+0.000_p+0.01750,asym_h+2.000_k+0.000_p+0.01750,asym_h+1.500_k+0.000_p+0.01750;asym_h+1.750_k+0.000_p+0.01750,-0.000831073512504,-0.00115208456106,0.000321011048557,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_017d1efcd88b9f2ee4a4062c,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,hip,NEGATIVE,3,LOWER_BOUNDARY,asym_h-4.250_k-0.750_p+0.01250,asym_h-5.000_k-0.750_p+0.01250,asym_h-4.500_k-0.750_p+0.01250;asym_h-4.750_k-0.750_p+0.01250,-0.00127874715561,-0.00220741339084,0.000928666235224,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01813e721e18bb50db5533df,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,hip,POSITIVE,3,LOWER_BOUNDARY,asym_h-5.000_k-0.250_p-0.00250,asym_h-4.250_k-0.250_p-0.00250,asym_h-4.750_k-0.250_p-0.00250;asym_h-4.500_k-0.250_p-0.00250,-0.00108953765712,-0.00108953765712,4.4408920985e-16,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0182a9b547779a4f7724449c,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,phase,POSITIVE,3,LOWER_BOUNDARY,asym_h+1.750_k+0.750_p-0.03000,asym_h+1.750_k+0.750_p-0.02250,asym_h+1.750_k+0.750_p-0.02750;asym_h+1.750_k+0.750_p-0.02500,-8.6072071716e-05,-0.000124504090997,3.84320192814e-05,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_018ab620e5a13228a187af0d,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,knee,NEGATIVE,3,LOWER_BOUNDARY,asym_h-4.000_k-4.250_p-0.02750,asym_h-4.000_k-5.000_p-0.02750,asym_h-4.000_k-4.500_p-0.02750;asym_h-4.000_k-4.750_p-0.02750,-0.00332301072682,-0.00332301072682,5.77315972805e-15,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_018d006bf7cba1f74fcaf1b9,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,knee,POSITIVE,3,UPPER_BOUNDARY,asym_h-4.750_k+1.250_p+0.01500,asym_h-4.750_k+2.000_p+0.01500,asym_h-4.750_k+1.500_p+0.01500;asym_h-4.750_k+1.750_p+0.01500,0.00330443831041,0.00581561562477,0.00251117731436,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_018e3398e35020b6b54c67c9,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,hip,NEGATIVE,3,LOWER_BOUNDARY,asym_h-4.250_k-3.500_p-0.01750,asym_h-5.000_k-3.500_p-0.01750,asym_h-4.500_k-3.500_p-0.01750;asym_h-4.750_k-3.500_p-0.01750,-0.000154506385523,-0.000154506385517,6.55031584529e-15,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_018f56b7fb2d4ed914a93e1b,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,knee,POSITIVE,3,LOWER_BOUNDARY,asym_h-2.000_k-5.000_p-0.01250,asym_h-2.000_k-4.250_p-0.01250,asym_h-2.000_k-4.750_p-0.01250;asym_h-2.000_k-4.500_p-0.01250,0.00337629742205,0.00337629742205,3.33066907388e-16,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_019ac60189b8a494bec96955,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,knee,POSITIVE,3,UPPER_BOUNDARY,asym_h-0.750_k+1.250_p+0.02500,asym_h-0.750_k+2.000_p+0.02500,asym_h-0.750_k+1.500_p+0.02500;asym_h-0.750_k+1.750_p+0.02500,0.00321132398113,0.00568849150951,0.00247716752839,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01aa60ba689a1bb09f502487,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,hip,NEGATIVE,3,UPPER_BOUNDARY,asym_h+2.000_k-3.000_p-0.01750,asym_h+1.250_k-3.000_p-0.01750,asym_h+1.750_k-3.000_p-0.01750;asym_h+1.500_k-3.000_p-0.01750,-0.000730314008359,-0.00193928436546,0.0012089703571,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01b2f84bf84fcc3186de2c00,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,knee,POSITIVE,3,UPPER_BOUNDARY,asym_h-1.750_k+1.250_p+0.00500,asym_h-1.750_k+2.000_p+0.00500,asym_h-1.750_k+1.500_p+0.00500;asym_h-1.750_k+1.750_p+0.00500,0.00366551397504,0.00366551397504,2.22044604925e-16,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01bb793c914d76449539f7f5,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,phase,POSITIVE,3,UPPER_BOUNDARY,asym_h-4.000_k-3.250_p+0.02250,asym_h-4.000_k-3.250_p+0.03000,asym_h-4.000_k-3.250_p+0.02500;asym_h-4.000_k-3.250_p+0.02750,-7.06675683269e-05,-7.066756833e-05,3.10862446895e-15,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01bc9fb98484949f42bb9632,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,hip,POSITIVE,3,UPPER_BOUNDARY,asym_h+1.250_k-1.000_p-0.01750,asym_h+2.000_k-1.000_p-0.01750,asym_h+1.500_k-1.000_p-0.01750;asym_h+1.750_k-1.000_p-0.01750,-0.000651251157635,-0.000651251157611,2.42028619368e-14,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01be1ddfddabcd35642034a7,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,hip,NEGATIVE,3,UPPER_BOUNDARY,asym_h+2.000_k-1.750_p+0.02500,asym_h+1.250_k-1.750_p+0.02500,asym_h+1.750_k-1.750_p+0.02500;asym_h+1.500_k-1.750_p+0.02500,0.00144398649544,0.00144398649544,1.11022302463e-16,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01c233f90a831e31b22f665c,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,hip,POSITIVE,3,UPPER_BOUNDARY,asym_h+1.250_k-1.500_p+0.01500,asym_h+2.000_k-1.500_p+0.01500,asym_h+1.500_k-1.500_p+0.01500;asym_h+1.750_k-1.500_p+0.01500,0.0013525437713,0.00265621265092,0.00130366887963,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01e146d2a4d70d0e5f651c81,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,knee,POSITIVE,3,LOWER_BOUNDARY,asym_h-2.500_k-5.000_p-0.01250,asym_h-2.500_k-4.250_p-0.01250,asym_h-2.500_k-4.750_p-0.01250;asym_h-2.500_k-4.500_p-0.01250,0.00353810778232,0.00767840997034,0.00414030218802,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01eb59af89197a311a07df1a,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,hip,POSITIVE,3,LOWER_BOUNDARY,asym_h-5.000_k+1.750_p-0.02500,asym_h-4.250_k+1.750_p-0.02500,asym_h-4.750_k+1.750_p-0.02500;asym_h-4.500_k+1.750_p-0.02500,0.00125682366864,0.00215183849244,0.0008950148238,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01ef982592751d2fe9b5e5ba,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,phase,POSITIVE,3,UPPER_BOUNDARY,asym_h-2.750_k+1.000_p+0.02250,asym_h-2.750_k+1.000_p+0.03000,asym_h-2.750_k+1.000_p+0.02500;asym_h-2.750_k+1.000_p+0.02750,-6.59647561834e-05,-6.59647561838e-05,4.4408920985e-16,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01f356356a8fafd70657c1da,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,phase,NEGATIVE,3,UPPER_BOUNDARY,asym_h-2.000_k+1.750_p+0.03000,asym_h-2.000_k+1.750_p+0.02250,asym_h-2.000_k+1.750_p+0.02750;asym_h-2.000_k+1.750_p+0.02500,8.83210318068e-05,-3.96683140838e-05,0.000127989345891,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01fb3d465f614c6c95c71a1e,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,knee,POSITIVE,3,UPPER_BOUNDARY,asym_h+0.750_k+1.250_p-0.02500,asym_h+0.750_k+2.000_p-0.02500,asym_h+0.750_k+1.500_p-0.02500;asym_h+0.750_k+1.750_p-0.02500,0.0034384850541,0.00343848505411,6.66133814775e-15,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02030a8b1931b22c8da743b6,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,knee,POSITIVE,3,LOWER_BOUNDARY,asym_h+0.000_k-5.000_p-0.02250,asym_h+0.000_k-4.250_p-0.02250,asym_h+0.000_k-4.750_p-0.02250;asym_h+0.000_k-4.500_p-0.02250,0.00307726543744,0.00500539268477,0.00192812724733,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0204a4dfa6dc9b7540b96045,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,knee,NEGATIVE,3,UPPER_BOUNDARY,asym_h-2.250_k+2.000_p-0.01000,asym_h-2.250_k+1.250_p-0.01000,asym_h-2.250_k+1.750_p-0.01000;asym_h-2.250_k+1.500_p-0.01000,-0.00525949207825,-0.0052594920782,4.88498130835e-14,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0207317bf919bcb7c85887f3,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,hip,NEGATIVE,3,LOWER_BOUNDARY,asym_h-4.250_k-4.000_p+0.01750,asym_h-5.000_k-4.000_p+0.01750,asym_h-4.500_k-4.000_p+0.01750;asym_h-4.750_k-4.000_p+0.01750,-0.000732334616608,-0.00120973945232,0.000477404835714,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02088ac5ba39679b8f71b199,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,phase,POSITIVE,3,UPPER_BOUNDARY,asym_h+1.500_k-1.000_p+0.02250,asym_h+1.500_k-1.000_p+0.03000,asym_h+1.500_k-1.000_p+0.02500;asym_h+1.500_k-1.000_p+0.02750,-6.53015886811e-05,-6.53015886817e-05,5.55111512313e-16,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0209d2c9269d97984ce182bb,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,hip,POSITIVE,3,UPPER_BOUNDARY,asym_h+1.250_k-5.000_p+0.02500,asym_h+2.000_k-5.000_p+0.02500,asym_h+1.500_k-5.000_p+0.02500;asym_h+1.750_k-5.000_p+0.02500,0.00074253386711,0.00199690733204,0.00125437346493,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02108447613478457d44f558,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,hip,NEGATIVE,3,UPPER_BOUNDARY,asym_h+2.000_k-1.750_p-0.00500,asym_h+1.250_k-1.750_p-0.00500,asym_h+1.750_k-1.750_p-0.00500;asym_h+1.500_k-1.750_p-0.00500,0.000128536139245,-0.00146667769945,0.0015952138387,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0213107bcb39829819410f91,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,knee,POSITIVE,3,LOWER_BOUNDARY,asym_h-3.000_k-5.000_p+0.00750,asym_h-3.000_k-4.250_p+0.00750,asym_h-3.000_k-4.750_p+0.00750;asym_h-3.000_k-4.500_p+0.00750,0.00475522481989,0.00475522481985,3.9857006584e-14,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_021d5dafc741a86d7868ef2a,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,hip,NEGATIVE,3,LOWER_BOUNDARY,asym_h-4.250_k-0.750_p+0.00750,asym_h-5.000_k-0.750_p+0.00750,asym_h-4.500_k-0.750_p+0.00750;asym_h-4.750_k-0.750_p+0.00750,0.00108615233046,0.00108615233046,4.4408920985e-16,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02242b9612d15fa2c8d5fe7d,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,phase,POSITIVE,3,UPPER_BOUNDARY,asym_h+0.750_k-4.750_p+0.02250,asym_h+0.750_k-4.750_p+0.03000,asym_h+0.750_k-4.750_p+0.02500;asym_h+0.750_k-4.750_p+0.02750,-7.28559863036e-05,1.35407818759e-05,8.63967681795e-05,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0231c69934120d8a160d177e,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,knee,NEGATIVE,3,UPPER_BOUNDARY,asym_h-0.500_k+2.000_p+0.02000,asym_h-0.500_k+1.250_p+0.02000,asym_h-0.500_k+1.750_p+0.02000;asym_h-0.500_k+1.500_p+0.02000,-0.00321239536883,-0.005687825223,0.00247542985417,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0239511f87a7019e20f1b463,calibration_subject_002__hip_knee_coupling_strong,calibration_subject_002,hip_knee_coupling_strong,MISMATCH,knee,NEGATIVE,3,UPPER_BOUNDARY,asym_h-4.750_k+2.000_p+0.00000,asym_h-4.750_k+1.250_p+0.00000,asym_h-4.750_k+1.750_p+0.00000;asym_h-4.750_k+1.500_p+0.00000,-0.00375649954536,-0.00405690141382,0.00030040186846,e_deltaJ_3,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
