summary_scope,coordinate,direction,n,mean,median,P90,P95,P99,max,decision_scale,percentile_method,threshold_selected,data_role,location_class,direction_evidence_status,heteroscedasticity_threshold_defined,axis_specific_threshold_created
AXIS_DIRECTION,hip,NEGATIVE,36,0.000399928890215,0.000112947750282,0.00121638501507,0.00133103715498,0.00152391650795,0.0015952138387,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,,,False,False
AXIS_DIRECTION,hip,POSITIVE,36,0.000383494126599,0.000121919341095,0.00124728044215,0.00133968198246,0.00152729828121,0.00157014742982,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,,,False,False
AXIS_DIRECTION,knee,NEGATIVE,36,0.000995295119828,8.50748301866e-05,0.00249330358426,0.00442544393001,0.00537655048147,0.00540483555459,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,,,False,False
AXIS_DIRECTION,knee,POSITIVE,36,0.000988924275565,9.09755516825e-05,0.00249924711703,0.0042188380269,0.00517871863522,0.00556871183843,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,,,False,False
AXIS_DIRECTION,phase,NEGATIVE,36,1.90489028013e-05,1.35685944669e-06,6.39752312996e-05,8.23596406916e-05,0.000112459303737,0.000127989345891,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,,,False,False
AXIS_DIRECTION,phase,POSITIVE,36,2.57902444682e-05,8.80347053922e-07,8.1832537393e-05,0.000106948364095,0.000150375300274,0.000160198539477,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,,,False,False
AXIS_DIRECTION_LOCATION,hip,NEGATIVE,12,0.00042352548615,0.000112947750276,0.00121924656108,0.00129926805092,0.00137305935373,0.00139150717944,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,INTERIOR,,False,False
AXIS_DIRECTION_LOCATION,hip,NEGATIVE,12,0.00033024791956,0.000121304047682,0.000919820862438,0.00104559452527,0.00115992440888,0.00118850687978,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,LOWER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,hip,NEGATIVE,12,0.000446013264934,0.000135197190941,0.00130068946785,0.0014388304915,0.00156393716926,0.0015952138387,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,UPPER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,hip,POSITIVE,12,0.00037977093265,0.000121919341094,0.0012138314826,0.00133357766158,0.00142489256507,0.00144772129095,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,INTERIOR,,False,False
AXIS_DIRECTION_LOCATION,hip,POSITIVE,12,0.000308135002877,0.000123923794453,0.000890558664531,0.00100227821968,0.00110715798454,0.00113337792576,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,LOWER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,hip,POSITIVE,12,0.00046257644427,0.000133704160136,0.00129873933816,0.00142358422721,0.0015408347893,0.00157014742982,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,UPPER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,knee,NEGATIVE,12,0.00101578973,0.000114379174801,0.00231465749193,0.00368569778754,0.00499635640549,0.00532402105997,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,INTERIOR,,False,False
AXIS_DIRECTION_LOCATION,knee,NEGATIVE,12,0.000850775439714,8.50748301825e-05,0.00194746743654,0.00292909628045,0.00388655383211,0.00412591822003,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,LOWER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,knee,NEGATIVE,12,0.00111932018977,0.000150200934254,0.00250760256834,0.00381332352246,0.00508653314816,0.00540483555459,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,UPPER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,knee,POSITIVE,12,0.000968388541413,9.09755516787e-05,0.00231363530219,0.00327872037743,0.00421930051032,0.00445444554355,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,INTERIOR,,False,False
AXIS_DIRECTION_LOCATION,knee,POSITIVE,12,0.00085884269448,0.000103129037054,0.00193848505895,0.00292993574441,0.0038982288993,0.00414030218802,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,LOWER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,knee,POSITIVE,12,0.0011395415908,0.000139005638598,0.00250879127489,0.00388706785019,0.00523238304078,0.00556871183843,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,UPPER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,phase,NEGATIVE,12,1.22816236082e-05,1.35685944541e-06,3.69103738619e-05,4.42846179848e-05,5.14469606606e-05,5.32375463296e-05,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,INTERIOR,,False,False
AXIS_DIRECTION_LOCATION,phase,NEGATIVE,12,9.47727510141e-06,3.33318623191e-06,2.29721454747e-05,2.68589653449e-05,3.05935626467e-05,3.15272119722e-05,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,LOWER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,phase,NEGATIVE,12,3.53878096941e-05,9.21415950095e-06,8.34500427213e-05,0.000103584993935,0.000123108475499,0.000127989345891,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,UPPER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,phase,POSITIVE,12,2.56975918319e-05,8.80347053922e-07,7.39324409504e-05,0.000101884846079,0.000126082682621,0.000132132141756,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,INTERIOR,,False,False
AXIS_DIRECTION_LOCATION,phase,POSITIVE,12,1.19228372703e-05,2.90655980373e-06,3.24415233488e-05,3.54251672192e-05,3.7830648869e-05,3.84320192814e-05,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,LOWER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,phase,POSITIVE,12,3.97503043022e-05,8.60259966273e-06,9.73380712052e-05,0.000126293917112,0.000153417615004,0.000160198539477,3-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,UPPER_BOUNDARY,,False,False
AXIS_DIRECTION,hip,NEGATIVE,36,0.000640975971768,0.000205134650748,0.0019998158221,0.00210570023758,0.00250161883445,0.00265812622549,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,,,False,False
AXIS_DIRECTION,hip,POSITIVE,36,0.000619304433407,0.000191921832392,0.00196465959202,0.00206974103387,0.00243135807142,0.00255936478612,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,,,False,False
AXIS_DIRECTION,knee,NEGATIVE,36,0.00166897452043,0.000174874158169,0.00413955253045,0.00733312624632,0.00861286945143,0.00890483368329,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,,,False,False
AXIS_DIRECTION,knee,POSITIVE,36,0.00159952168572,0.000159944076135,0.00409537117961,0.00700933739171,0.00827021774971,0.00893051968704,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,,,False,False
AXIS_DIRECTION,phase,NEGATIVE,36,3.73882330031e-05,3.40748053618e-06,0.000134900129292,0.00016297672492,0.00018568893479,0.000196883516318,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,,,False,False
AXIS_DIRECTION,phase,POSITIVE,36,3.9353860058e-05,3.81543485184e-06,0.000132710765744,0.000154368687225,0.000238165068969,0.000269434711384,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,,,False,False
AXIS_DIRECTION_LOCATION,hip,NEGATIVE,12,0.000634654529999,0.000217821616585,0.00192856215715,0.00201378284263,0.00205924688832,0.00207061289974,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,INTERIOR,,False,False
AXIS_DIRECTION_LOCATION,hip,NEGATIVE,12,0.000516513200535,0.000205134650748,0.0015059178214,0.00173718237539,0.00194367482341,0.00199529793542,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,LOWER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,hip,NEGATIVE,12,0.00077176018477,0.000220162076972,0.00219029939685,0.00241218603957,0.0026089381883,0.00265812622549,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,UPPER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,hip,POSITIVE,12,0.000577018278214,0.000221828857044,0.00192084034431,0.0020030295453,0.00202336132771,0.00202844427331,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,INTERIOR,,False,False
AXIS_DIRECTION_LOCATION,hip,POSITIVE,12,0.00053092311224,0.000191921832392,0.00159293670921,0.00175787279444,0.00190924136459,0.00194708350712,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,LOWER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,hip,POSITIVE,12,0.000749971909768,0.000216319029422,0.00216781649437,0.00235821137731,0.00251913410436,0.00255936478612,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,UPPER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,knee,NEGATIVE,12,0.00169356121287,0.000215782614223,0.00387383704264,0.00576263081728,0.0076090462944,0.00807065016368,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,INTERIOR,,False,False
AXIS_DIRECTION_LOCATION,knee,NEGATIVE,12,0.00146733174848,0.000174874158159,0.0032932762478,0.00500249255143,0.00667032646272,0.00708728494054,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,LOWER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,knee,NEGATIVE,12,0.00184603059994,0.000218449303948,0.00414880200956,0.00629028806612,0.00838192455986,0.00890483368329,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,UPPER_BOUNDARY,,False,False
AXIS_DIRECTION_LOCATION,knee,POSITIVE,12,0.00152005792252,0.000159944076133,0.00364197427713,0.00518617422243,0.00667238902309,0.00704394272326,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,INTERIOR,,False,False
AXIS_DIRECTION_LOCATION,knee,POSITIVE,12,0.001434887912,0.000160833088203,0.00325261520202,0.00494101990205,0.00658644580537,0.0069978022812,5-step,NUMPY_LINEAR,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY,LOWER_BOUNDARY,,False,False
