case_id,subject_id,scenario_name,policy_id,framework_id,horizon_steps,iteration,trial_purpose,selection_mode,trajectory_id,alpha_hip,alpha_knee,alpha_phase,operating_alpha_hip_before,operating_alpha_knee_before,operating_alpha_phase_before,operating_alpha_hip_after,operating_alpha_knee_after,operating_alpha_phase_after,J_pred,actual_J,operating_actual_J_before,best_actual_J_before,best_actual_J_after,delta_J_pred_endpoint,delta_J_actual_vs_operating,accepted_meaningful_improvement,executed_false_improvement,latent_intermediate_count,intermediate_execution_count,endpoint_execution_count,model_refit_after_execution,full_map_recomputed_after_execution,authorization_invalidated_after_execution,truth_accessed_before_selection,manifest_sha_verified_before_truth,execution_status,cumulative_regret_vs_best_before,stop_reason_after_iteration
hip_stiff__matched_linear,hip_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,4,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.978125848972,0.978123092514,0.985291920941,0.985291920941,0.978123092514,-0.00716880865877,-0.00716882842726,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
hip_stiff__matched_linear,hip_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,5,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.971078595998,0.971075819116,0.978123092514,0.978123092514,0.971075819116,-0.00704725297411,-0.00704727339717,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
hip_stiff__matched_linear,hip_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,6,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0.999868293195,0.999867433694,0.971075819116,0.971075819116,0.971075819116,0.0287896971976,0.0287916145779,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0287916145779,
hip_stiff__matched_linear,hip_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,7,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0.999808223371,0.999807364527,0.971075819116,0.971075819116,0.971075819116,0.0287296273734,0.0287315454107,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0575231599886,
hip_stiff__matched_linear,hip_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,8,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,-5,0,0,-5,0,0.99975112453,0.99975026634,0.971075819116,0.971075819116,0.971075819116,0.0286725285328,0.028674447224,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0861976072126,
hip_stiff__matched_linear,hip_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,9,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,-5,0,0,-5,0,0.999697007011,0.999696149472,0.971075819116,0.971075819116,0.971075819116,0.0286184110137,0.0286203303555,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.114817937568,
hip_stiff__matched_linear,hip_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,10,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,-5,0,0,-5,0,0.999645881139,0.999645024248,0.971075819116,0.971075819116,0.971075819116,0.0285672851418,0.0285692051312,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.143387142699,
hip_stiff__matched_linear,hip_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,11,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,-5,0,0,-5,0,0.999597757228,0.999596900981,0.971075819116,0.971075819116,0.971075819116,0.0285191612307,0.0285210818643,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.171908224564,
hip_stiff__matched_linear,hip_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,12,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,-5,0,0,-5,0,0.999552645579,0.999551789972,0.971075819116,0.971075819116,0.971075819116,0.0284740495812,0.028475970856,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.20038419542,
knee_stiff__matched_linear,knee_stiff,matched_linear,SINGLE_STEP,SINGLE_STEP,1,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999623685946,0.999624243777,1,1,1,-0.000376314053928,-0.000375756222738,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,SINGLE_STEP,SINGLE_STEP,1,2,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,0,0,0,0,0,0.999253696834,0.999254254544,1,1,1,-0.000746303166305,-0.000745745456048,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,SINGLE_STEP,SINGLE_STEP,1,3,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,0,0,0,0,0,0.99888508444,0.998885642027,1,1,1,-0.00111491555967,-0.00111435797291,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,SINGLE_STEP,SINGLE_STEP,1,4,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,0,0,0,0,0,0.998517860983,0.998518418444,1,1,1,-0.00148213901663,-0.00148158155591,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,SINGLE_STEP,SINGLE_STEP,1,5,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,0,0,0,0,0,0.998152038596,0.998152595928,1,1,1,-0.00184796140393,-0.00184740407181,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,SINGLE_STEP,SINGLE_STEP,1,6,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,0,0,0,0,0,0.997787629327,0.997788186528,1,1,1,-0.00221237067269,-0.00221181347173,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,SINGLE_STEP,SINGLE_STEP,1,7,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,0,0,0,0,0,0.997424645141,0.997425202209,1,1,1,-0.00257535485861,-0.00257479779137,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,SINGLE_STEP,SINGLE_STEP,1,8,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,0,0,0,0,0,0.997063097918,0.997063654849,1,1,1,-0.0029369020822,-0.00293634515125,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_2,BUNDLE_2,2,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999623685946,0.999624243777,1,1,1,-0.000376314053928,-0.000375756222738,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_2,BUNDLE_2,2,2,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,0,0,0,0,0,0.999253696834,0.999254254544,1,1,1,-0.000746303166305,-0.000745745456048,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_2,BUNDLE_2,2,3,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,0,0,0,0,0,0.99888508444,0.998885642027,1,1,1,-0.00111491555967,-0.00111435797291,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_2,BUNDLE_2,2,4,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,0,0,0,0,0,0.998517860983,0.998518418444,1,1,1,-0.00148213901663,-0.00148158155591,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_2,BUNDLE_2,2,5,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,0,0,0,0,0,0.998152038596,0.998152595928,1,1,1,-0.00184796140393,-0.00184740407181,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_2,BUNDLE_2,2,6,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,0,0,0,0,0,0.997787629327,0.997788186528,1,1,1,-0.00221237067269,-0.00221181347173,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_2,BUNDLE_2,2,7,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,0,0,0,0,0,0.997424645141,0.997425202209,1,1,1,-0.00257535485861,-0.00257479779137,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_2,BUNDLE_2,2,8,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,0,0,0,0,0,0.997063097918,0.997063654849,1,1,1,-0.0029369020822,-0.00293634515125,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_3,BUNDLE_3,3,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999623685946,0.999624243777,1,1,1,-0.000376314053928,-0.000375756222738,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_3,BUNDLE_3,3,2,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,0,0,0,0,0,0.999253696834,0.999254254544,1,1,1,-0.000746303166305,-0.000745745456048,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_3,BUNDLE_3,3,3,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,0,0,0,0,0,0.99888508444,0.998885642027,1,1,1,-0.00111491555967,-0.00111435797291,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_3,BUNDLE_3,3,4,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,0,0,0,0,0,0.998517860983,0.998518418444,1,1,1,-0.00148213901663,-0.00148158155591,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_3,BUNDLE_3,3,5,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,0,0,0,0,0,0.998152038596,0.998152595928,1,1,1,-0.00184796140393,-0.00184740407181,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_3,BUNDLE_3,3,6,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,0,0,0,0,0,0.997787629327,0.997788186528,1,1,1,-0.00221237067269,-0.00221181347173,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_3,BUNDLE_3,3,7,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,0,0,0,0,0,0.997424645141,0.997425202209,1,1,1,-0.00257535485861,-0.00257479779137,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_3,BUNDLE_3,3,8,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,0,0,0,0,0,0.997063097918,0.997063654849,1,1,1,-0.0029369020822,-0.00293634515125,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999623685946,0.999624243777,1,1,1,-0.000376314053928,-0.000375756222738,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,2,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.994420509997,0.994415503528,1,1,0.994415503528,-0.00557949000293,-0.0055844964719,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,3,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.988886768687,0.988881719219,0.994415503528,0.994415503528,0.988881719219,-0.00553374130985,-0.00553378430902,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,4,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.983399227179,0.98339413433,0.988881719219,0.988881719219,0.98339413433,-0.00548754150781,-0.0054875848893,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,5,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-3.75,0,0,-5,0,0.977957767831,0.977952631223,0.98339413433,0.98339413433,0.977952631223,-0.00544145934855,-0.00544150310704,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,6,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0.999253696834,0.999254254544,0.977952631223,0.977952631223,0.977952631223,0.0212959290028,0.0213016233212,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0213016233212,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,7,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0.99888508444,0.998885642027,0.977952631223,0.977952631223,0.977952631223,0.0209273166095,0.0209330108044,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0422346341256,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,8,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,-5,0,0,-5,0,0.998517860983,0.998518418444,0.977952631223,0.977952631223,0.977952631223,0.0205600931525,0.0205657872213,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0628004213469,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,9,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,-5,0,0,-5,0,0.998152038596,0.998152595928,0.977952631223,0.977952631223,0.977952631223,0.0201942707652,0.0201999647054,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0830003860524,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,10,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,-5,0,0,-5,0,0.997787629327,0.997788186528,0.977952631223,0.977952631223,0.977952631223,0.0198298614965,0.0198355553055,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.102835941358,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,11,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,-5,0,0,-5,0,0.997424645141,0.997425202209,0.977952631223,0.977952631223,0.977952631223,0.0194668773105,0.0194725709859,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.122308512344,
knee_stiff__matched_linear,knee_stiff,matched_linear,BUNDLE_5,BUNDLE_5,5,12,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,-5,0,0,-5,0,0.997063097918,0.997063654849,0.977952631223,0.977952631223,0.977952631223,0.0191053300869,0.019111023626,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.14141953597,
heavy_leg__matched_linear,heavy_leg,matched_linear,SINGLE_STEP,SINGLE_STEP,1,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999348273538,0.99934768035,1,1,1,-0.000651726461822,-0.00065231965009,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,SINGLE_STEP,SINGLE_STEP,1,2,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,0,0,0,0,0,0.99870663625,0.998706043352,1,1,1,-0.00129336375013,-0.00129395664829,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,SINGLE_STEP,SINGLE_STEP,1,3,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,0,0,0,0,0,0.998069869126,0.998069276508,1,1,1,-0.00193013087424,-0.00193072349155,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,SINGLE_STEP,SINGLE_STEP,1,4,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,0,0,0,0,0,0.997437988045,0.997437395699,1,1,1,-0.00256201195504,-0.00256260430076,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,SINGLE_STEP,SINGLE_STEP,1,5,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,0,0,0,0,0,0.996811008744,0.996810416661,1,1,1,-0.00318899125591,-0.00318958333931,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,SINGLE_STEP,SINGLE_STEP,1,6,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,0,0,0,0,0,0.996188946817,0.996188354986,1,1,1,-0.00381105318325,-0.00381164501363,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,SINGLE_STEP,SINGLE_STEP,1,7,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,0,0,0,0,0,0.995571817713,0.995571226126,1,1,1,-0.00442818228713,-0.00442877387379,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,SINGLE_STEP,SINGLE_STEP,1,8,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,0,0,2,0,0,0.994959636738,0.994959045386,1,1,0.994959045386,-0.00504036326181,-0.00504095461406,True,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_2,BUNDLE_2,2,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999348273538,0.99934768035,1,1,1,-0.000651726461822,-0.00065231965009,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_2,BUNDLE_2,2,2,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,0,0,0,0,0,0.99870663625,0.998706043352,1,1,1,-0.00129336375013,-0.00129395664829,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_2,BUNDLE_2,2,3,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,0,0,0,0,0,0.998069869126,0.998069276508,1,1,1,-0.00193013087424,-0.00193072349155,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_2,BUNDLE_2,2,4,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,0,0,0,0,0,0.997437988045,0.997437395699,1,1,1,-0.00256201195504,-0.00256260430076,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_2,BUNDLE_2,2,5,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,0,0,0,0,0,0.996811008744,0.996810416661,1,1,1,-0.00318899125591,-0.00318958333931,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_2,BUNDLE_2,2,6,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,0,0,0,0,0,0.996188946817,0.996188354986,1,1,1,-0.00381105318325,-0.00381164501363,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_2,BUNDLE_2,2,7,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,0,0,0,0,0,0.995571817713,0.995571226126,1,1,1,-0.00442818228713,-0.00442877387379,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_2,BUNDLE_2,2,8,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,0,0,2,0,0,0.994959636738,0.994959045386,1,1,0.994959045386,-0.00504036326181,-0.00504095461406,True,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_3,BUNDLE_3,3,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999348273538,0.99934768035,1,1,1,-0.000651726461822,-0.00065231965009,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_3,BUNDLE_3,3,2,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-0.750_p+0.00000,0,-0.75,0,0,0,0,0,-0.75,0,0.994990395147,0.994985123766,1,1,0.994985123766,-0.00500960485339,-0.00501487623437,True,False,2,0,1,True,True,True,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_3,BUNDLE_3,3,3,EXPLORE,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-0.75,0,0,-0.75,0,0.99870663625,0.998706043352,0.994985123766,0.994985123766,0.994985123766,0.00371624110327,0.00372091958608,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.00372091958608,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_3,BUNDLE_3,3,4,EXPLORE,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-0.75,0,0,-0.75,0,0.998069869126,0.998069276508,0.994985123766,0.994985123766,0.994985123766,0.00307947397916,0.00308415274283,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.00680507232891,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_3,BUNDLE_3,3,5,EXPLORE,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,-0.75,0,0,-0.75,0,0.997437988045,0.997437395699,0.994985123766,0.994985123766,0.994985123766,0.00244759289835,0.00245227193361,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.00925734426252,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_3,BUNDLE_3,3,6,EXPLORE,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,-0.75,0,0,-0.75,0,0.996811008744,0.996810416661,0.994985123766,0.994985123766,0.994985123766,0.00182061359749,0.00182529289506,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0110826371576,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_3,BUNDLE_3,3,7,EXPLORE,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,-0.75,0,0,-0.75,0,0.996188946817,0.996188354986,0.994985123766,0.994985123766,0.994985123766,0.00119855167014,0.00120323122074,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0122858683783,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_3,BUNDLE_3,3,8,EXPLORE,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,-0.75,0,0,-0.75,0,0.995571817713,0.995571226126,0.994985123766,0.994985123766,0.994985123766,0.000581422566261,0.000586102360585,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0128719707389,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_3,BUNDLE_3,3,9,EXPLORE,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,-0.75,0,0,-0.75,0,0.994959636738,0.994959045386,0.994985123766,0.994985123766,0.994985123766,-3.07584084195e-05,-2.60783796862e-05,False,False,0,0,0,True,True,False,False,True,EXECUTED,0.0128719707389,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_5,BUNDLE_5,5,1,EXPLORE,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999348273538,0.99934768035,1,1,1,-0.000651726461822,-0.00065231965009,False,False,0,0,0,True,True,False,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_5,BUNDLE_5,5,2,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-1.250_p+0.00000,0,-1.25,0,0,0,0,0,-1.25,0,0.99168600693,0.991680716726,1,1,0.991680716726,-0.0083139930699,-0.00831928327377,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_5,BUNDLE_5,5,3,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-2.500_p+0.00000,0,-2.5,0,0,-1.25,0,0,-2.5,0,0.983546931579,0.98354159365,0.991680716726,0.991680716726,0.98354159365,-0.00813907535139,-0.00813912307609,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
heavy_leg__matched_linear,heavy_leg,matched_linear,BUNDLE_5,BUNDLE_5,5,4,EXPLOIT,DIRECT_ENDPOINT,asym_h+0.000_k-3.750_p+0.00000,0,-3.75,0,0,-2.5,0,0,-3.75,0,0.9755811335,0.975575746902,0.98354159365,0.98354159365,0.975575746902,-0.0079657980785,-0.00796584674819,True,False,4,0,1,True,True,True,False,True,EXECUTED,0,
