case_id,subject_id,scenario_name,policy_id,framework_id,horizon_steps,calibrated_uncertainty,research_status,number_of_executed_trials,number_of_exploit_trials,number_of_explore_trials,number_of_executed_false_improvements,first_exploit_iteration,decision_latency_trials,latent_intermediate_nodes_skipped,intermediate_trajectory_executions,endpoint_executions,reference_actual_J,final_best_actual_J,actual_J_reduction_from_reference,cumulative_regret_vs_best_before,model_update_count,final_best_alpha_hip,final_best_alpha_knee,final_best_alpha_phase,final_operating_alpha_hip,final_operating_alpha_knee,final_operating_alpha_phase,stop_reason,trial_budget,heldout_final_test_used,calibration_cases_used_for_policy_outcomes,prospective_cohort_run,new_policy_default_enabled,human_ready,robot_motion_approved,model_reliability_status,evaluated_decision_rounds,missed_improvement_rounds,premature_conservative_stops,correct_local_stops,final_selected_J_truth,truth_optimum_trajectory_id,truth_optimum_J,truth_optimum_alpha_hip,truth_optimum_alpha_knee,truth_optimum_alpha_phase,global_truth_regret,final_local_regret,post_policy_truth_fed_back
prospective_subject_001__nonlinear_stiffness_strong,prospective_subject_001,nonlinear_stiffness_strong,BUNDLE_5,BUNDLE_5,5,0.00400496043747,RESEARCH_ONLY,4,4,0,0,1,0,16,0,4,1,0.950858011384,0.0491419886161,0,4,0,-5,0,0,-5,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,5,0,0,1,0.950861828753,asym_h-5.000_k-5.000_p-0.02500,0.939022229778,-5,-5,-0.025,0.011839598975,0.000667282115568,False
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,SINGLE_STEP,SINGLE_STEP,1,0.00196762280892,RESEARCH_ONLY,8,0,8,0,,8,0,0,0,1,1,0,0,8,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,9,0,0,1,1,asym_h+2.000_k-5.000_p+0.03000,0.974173691782,2,-5,0.03,0.0258263082185,0.00126166840137,False
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,BUNDLE_2,BUNDLE_2,2,0.00164217053717,RESEARCH_ONLY,8,0,8,0,,8,0,0,0,1,1,0,0,8,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,9,0,0,1,1,asym_h+2.000_k-5.000_p+0.03000,0.974173691782,2,-5,0.03,0.0258263082185,0.00126166840137,False
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,BUNDLE_3,BUNDLE_3,3,0.00244544326845,RESEARCH_ONLY,8,0,8,0,,8,0,0,0,1,1,0,0,8,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,9,0,0,1,1,asym_h+2.000_k-5.000_p+0.03000,0.974173691782,2,-5,0.03,0.0258263082185,0.00126166840137,False
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,BUNDLE_5,BUNDLE_5,5,0.00400496043747,RESEARCH_ONLY,12,4,8,0,2,1,16,0,4,1,0.975317392642,0.024682607358,0.167960586864,12,0,-5,0,0,-5,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,13,1,0,1,0.975320990929,asym_h+2.000_k-5.000_p+0.03000,0.974173691782,2,-5,0.03,0.0011472991471,0.000125385514109,False
prospective_subject_002__hip_knee_coupling_strong,prospective_subject_002,hip_knee_coupling_strong,SINGLE_STEP,SINGLE_STEP,1,0.00196762280892,RESEARCH_ONLY,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,1,0,0,1,1,asym_h+2.000_k-5.000_p+0.03000,0.970898815538,2,-5,0.03,0.0291011844616,0.00140683073326,False
prospective_subject_002__hip_knee_coupling_strong,prospective_subject_002,hip_knee_coupling_strong,BUNDLE_2,BUNDLE_2,2,0.00164217053717,RESEARCH_ONLY,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,1,0,0,1,1,asym_h+2.000_k-5.000_p+0.03000,0.970898815538,2,-5,0.03,0.0291011844616,0.00140683073326,False
prospective_subject_002__hip_knee_coupling_strong,prospective_subject_002,hip_knee_coupling_strong,BUNDLE_3,BUNDLE_3,3,0.00244544326845,RESEARCH_ONLY,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,1,0,0,1,1,asym_h+2.000_k-5.000_p+0.03000,0.970898815538,2,-5,0.03,0.0291011844616,0.00140683073326,False
prospective_subject_002__hip_knee_coupling_strong,prospective_subject_002,hip_knee_coupling_strong,BUNDLE_5,BUNDLE_5,5,0.00400496043747,RESEARCH_ONLY,4,4,0,0,1,0,16,0,4,1,0.972657012595,0.0273429874046,0,4,0,-5,0,0,-5,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,5,0,0,1,0.972660373707,asym_h+2.000_k-5.000_p+0.03000,0.970898815538,2,-5,0.03,0.00176155816821,0.000207115819793,False
prospective_subject_003__matched_linear,prospective_subject_003,matched_linear,SINGLE_STEP,SINGLE_STEP,1,0.00196762280892,RESEARCH_ONLY,8,0,8,0,,8,0,0,0,1,1,0,0,8,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,9,0,0,1,1,asym_h+2.000_k-5.000_p+0.03000,0.972872528207,2,-5,0.03,0.0271274717933,0.00134920883701,False
prospective_subject_003__matched_linear,prospective_subject_003,matched_linear,BUNDLE_2,BUNDLE_2,2,0.00164217053717,RESEARCH_ONLY,8,0,8,0,,8,0,0,0,1,1,0,0,8,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,9,0,0,1,1,asym_h+2.000_k-5.000_p+0.03000,0.972872528207,2,-5,0.03,0.0271274717933,0.00134920883701,False
prospective_subject_003__matched_linear,prospective_subject_003,matched_linear,BUNDLE_3,BUNDLE_3,3,0.00244544326845,RESEARCH_ONLY,8,0,8,0,,8,0,0,0,1,1,0,0,8,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,9,0,0,1,1,asym_h+2.000_k-5.000_p+0.03000,0.972872528207,2,-5,0.03,0.0271274717933,0.00134920883701,False
prospective_subject_003__matched_linear,prospective_subject_003,matched_linear,BUNDLE_5,BUNDLE_5,5,0.00400496043747,RESEARCH_ONLY,12,4,8,0,2,1,16,0,4,1,0.973706313745,0.0262936862545,0.18007572527,12,0,-5,0,0,-5,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,13,1,0,1,0.973709602551,asym_h+2.000_k-5.000_p+0.03000,0.972872528207,2,-5,0.03,0.000837074344438,9.10135311324e-05,False
prospective_subject_003__combined_strong,prospective_subject_003,combined_strong,SINGLE_STEP,SINGLE_STEP,1,0.00196762280892,RESEARCH_ONLY,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,1,0,0,1,1,asym_h-5.000_k-5.000_p+0.00000,0.946233948178,-5,-5,0,0.0537660518215,0.00230072092584,False
prospective_subject_003__combined_strong,prospective_subject_003,combined_strong,BUNDLE_2,BUNDLE_2,2,0.00164217053717,RESEARCH_ONLY,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,1,0,0,1,1,asym_h-5.000_k-5.000_p+0.00000,0.946233948178,-5,-5,0,0.0537660518215,0.00230072092584,False
prospective_subject_003__combined_strong,prospective_subject_003,combined_strong,BUNDLE_3,BUNDLE_3,3,0.00244544326845,RESEARCH_ONLY,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,1,1,1,0,1,asym_h-5.000_k-5.000_p+0.00000,0.946233948178,-5,-5,0,0.0537660518215,0.00230072092584,False
prospective_subject_003__combined_strong,prospective_subject_003,combined_strong,BUNDLE_5,BUNDLE_5,5,0.00400496043747,RESEARCH_ONLY,4,4,0,0,1,0,16,0,4,1,0.956725642694,0.0432743573057,0,4,0,-5,0,0,-5,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,5,0,0,1,0.956728368078,asym_h-5.000_k-5.000_p+0.00000,0.946233948178,-5,-5,0,0.0104944198993,0.000582883441499,False
