fraction_gradient_points_descend_toward_negative_flex,fraction_gradient_points_descend_toward_positive_extend,fraction_gradient_points_with_joint_boundary_direction,global_oracle_beta,interior_strict_local_minima,interior_strict_local_minimum_count,leg_id,maximum_gradient_magnitude_nm_per_beta,mean_gradient_magnitude_nm_per_beta,median_gradient_magnitude_nm_per_beta,normalized_mean_gradient_magnitude_per_beta,oracle_normalized_hessian_eigenvalues_per_beta2,reference_gradient_extend_nm_per_beta,reference_gradient_flex_nm_per_beta,reference_normalized_curvature_extend_per_beta2,reference_normalized_curvature_flex_per_beta2
1.0,1.0,1.0,"[-0.03,0.03]",[],0,LEG_0_NOMINAL,0.8044112227724116,0.7589228719442762,0.7575512827190388,11.848680929518945,"[-29.491357012535545,22.211501976365845]",-0.4763516602715754,0.5862555909307048,78.87879641383506,37.28803857580942
1.0,1.0,1.0,"[-0.03,0.03]",[],0,LEG_1_HEAVY_HIP_STIFF,0.458973575491883,0.4250342975108814,0.42257855946512696,11.871249151097786,"[-16.523479576264265,53.164164871756896]",-0.26311538533263956,0.33051245471142465,123.64419981764149,62.79722089799702
1.0,1.0,1.0,"[-0.03,0.03]",[],0,LEG_2_KNEE_DOMINANT,48.01412612903781,44.904128814294765,44.85862544858136,11.793256591897281,"[-6.53257403603441,28.98877701279178]",-31.76831304355437,31.660452074829664,30.181400702406336,-9.042099301979079
1.0,1.0,1.0,"[-0.03,0.03]",[],0,LEG_3_NONLINEAR_COUPLED,58.981399157215066,55.09561455955897,55.003205489346676,11.79606610697458,"[-1.5860935573812032,32.38590390670991]",-38.51839970693982,39.27430924731743,35.63565824577472,-3.543173885037959
1.0,1.0,1.0,"[-0.03,0.03]",[],0,LEG_4_STRONG_STRUCTURAL_MISMATCH,9.5753934648247,9.067725684100447,9.065967778653985,11.789530905724584,"[-19.4249938682268,14.255655917972597]",-6.33769504531665,6.473099398041086,14.987600245749036,-17.049226446209786
