median_pairwise_spearman,metric,minimum_pairwise_spearman,normalized_subject_by_trajectory_interaction_max_abs,normalized_subject_by_trajectory_interaction_rms,unique_cross_leg_oracle_count
0.9945436470877367,full_rms_nm,0.991982157778324,0.03255424881519858,0.012781342304026331,1
0.00037692029351167866,full_peak_nm,-0.0017384487006865178,0.6721621667721339,0.2488990512568758,3
0.999985230878295,flexion_rms_nm,0.999985230878295,0.01164674846469882,0.005378412720758822,1
0.999985230878295,extension_rms_nm,0.999985230878295,0.023459412734232077,0.011049123070768876,1
0.902405505038093,hip_rms_nm,-0.9995437699680512,0.8,0.17454881377540293,2
0.9996824281150161,knee_rms_nm,0.995944408945687,0.027147223653990915,0.00653129894347178,1
0.9945436470877367,integrated_squared_load_nm2_s,0.991982157778324,0.03152564298363414,0.012927650952056701,1
