factor_id,factor_name,sign,sign_label,model_id,z,level_role,response_id,response_role,units,candidate_count,nominal_gradient_beta_flex,nominal_gradient_beta_extend,perturbed_gradient_beta_flex,perturbed_gradient_beta_extend,nominal_gradient_norm,perturbed_gradient_norm,nominal_gradient_resolved,perturbed_gradient_resolved,both_gradients_resolved,cosine_similarity,angle_difference_deg,nominal_sign_pattern,perturbed_sign_pattern,resolved_component_sign_change,unit_direction_component_change_max,gradient_norm_ratio,gradient_change_type,gradient_rotation_gate_pass
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_POSITIVE_PRIMARY,0.025,PRIMARY,S1F2_HAMSTRING_HIP_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,-0.25408437205027834,0.13336715198217036,-0.2478110065521344,0.13007430526719896,0.2869593444166257,0.27987429295868965,True,True,True,1.0,0.0,"-1,1","-1,1",False,7.216449660063518e-15,0.9753099120283412,MAGNITUDE_CHANGE_WITHOUT_DIRECTION_GATE,False
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_POSITIVE_PRIMARY,0.025,PRIMARY,S1F2_HAMSTRING_KNEE_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,-0.21979573827280258,0.11550799703613872,-0.21436896215905055,0.11265609442788391,0.24829873930849297,0.24216822159171245,True,True,True,1.0,0.0,"-1,1","-1,1",False,6.494804694057166e-15,0.9753099120283337,MAGNITUDE_CHANGE_WITHOUT_DIRECTION_GATE,False
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_POSITIVE_PRIMARY,0.025,PRIMARY,S1F2_NET_DECLARED_BIARTICULAR_HIP_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,-0.25408437205027834,0.13336715198217036,-0.2478110065521344,0.13007430526719896,0.2869593444166257,0.27987429295868965,True,True,True,1.0,0.0,"-1,1","-1,1",False,7.216449660063518e-15,0.9753099120283412,MAGNITUDE_CHANGE_WITHOUT_DIRECTION_GATE,False
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_POSITIVE_PRIMARY,0.025,PRIMARY,S1F2_NET_DECLARED_BIARTICULAR_KNEE_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,-0.21979573827280258,0.11550799703613872,-0.21436896215905055,0.11265609442788391,0.24829873930849297,0.24216822159171245,True,True,True,1.0,0.0,"-1,1","-1,1",False,6.494804694057166e-15,0.9753099120283337,MAGNITUDE_CHANGE_WITHOUT_DIRECTION_GATE,False
S1F3_HIP_MONO_ANTAGONIST_F0,F3 hip F0,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F3_HIP_MONO_ANTAGONIST_F0_NEGATIVE_PRIMARY,-0.025,PRIMARY,HIP_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,-0.7067490138605119,1.0893982800332935,-0.7052903288055745,1.0886250842264171,1.2985695134001507,1.2971272188623788,True,True,True,0.9999998084253939,0.03546554252736667,"-1,1","-1,1",False,0.0005193888493337795,0.9988893205000667,MAGNITUDE_CHANGE_WITHOUT_DIRECTION_GATE,False
S1F3_HIP_MONO_ANTAGONIST_F0,F3 hip F0,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F3_HIP_MONO_ANTAGONIST_F0_NEGATIVE_PRIMARY,-0.025,PRIMARY,KNEE_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,-1.5661172124862808,1.9532102474741464,-1.5661172124862808,1.9532102474741464,2.5035481609275694,2.5035481609275694,True,True,True,1.0,0.0,"-1,1","-1,1",False,0.0,1.0,DIRECTION_RETAINED_OR_UNRESOLVED,False
S1F3_HIP_MONO_ANTAGONIST_F0,F3 hip F0,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F3_HIP_MONO_ANTAGONIST_F0_NEGATIVE_PRIMARY,-0.025,PRIMARY,S1F3_DECLARED_HIP_ANTAGONIST_HIP_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,,"0,0","0,0",False,0.0,,DIRECTION_RETAINED_OR_UNRESOLVED,False
S1F3_HIP_MONO_ANTAGONIST_F0,F3 hip F0,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F3_HIP_MONO_ANTAGONIST_F0_POSITIVE_PRIMARY,0.025,PRIMARY,HIP_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,-0.7067490138605119,1.0893982800332935,-0.7082258167696883,1.090171396703236,1.2985695134001507,1.3000221081693097,True,True,True,0.9999998019675091,0.036058351041843906,"-1,1","-1,1",False,0.0005278566744081337,1.0011186114829969,MAGNITUDE_CHANGE_WITHOUT_DIRECTION_GATE,False
S1F3_HIP_MONO_ANTAGONIST_F0,F3 hip F0,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F3_HIP_MONO_ANTAGONIST_F0_POSITIVE_PRIMARY,0.025,PRIMARY,KNEE_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,-1.5661172124862808,1.9532102474741464,-1.5661172124862808,1.9532102474741464,2.5035481609275694,2.5035481609275694,True,True,True,1.0,0.0,"-1,1","-1,1",False,0.0,1.0,DIRECTION_RETAINED_OR_UNRESOLVED,False
S1F3_HIP_MONO_ANTAGONIST_F0,F3 hip F0,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F3_HIP_MONO_ANTAGONIST_F0_POSITIVE_PRIMARY,0.025,PRIMARY,S1F3_DECLARED_HIP_ANTAGONIST_HIP_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,,,"0,0","0,0",False,0.0,,DIRECTION_RETAINED_OR_UNRESOLVED,False
S1F4_KNEE_MONO_ANTAGONIST_F0,F4 knee F0,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F4_KNEE_MONO_ANTAGONIST_F0_NEGATIVE_PRIMARY,-0.025,PRIMARY,HIP_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,-0.7067490138605119,1.0893982800332935,-0.7067490138605119,1.0893982800332935,1.2985695134001507,1.2985695134001507,True,True,True,1.0,0.0,"-1,1","-1,1",False,0.0,1.0,DIRECTION_RETAINED_OR_UNRESOLVED,False
S1F4_KNEE_MONO_ANTAGONIST_F0,F4 knee F0,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F4_KNEE_MONO_ANTAGONIST_F0_NEGATIVE_PRIMARY,-0.025,PRIMARY,KNEE_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,-1.5661172124862808,1.9532102474741464,-1.5473928336594631,1.9340444468987528,2.5035481609275694,2.476883627512719,True,True,True,0.9999994409825217,0.06058293981866146,"-1,1","-1,1",False,0.000825286491945354,0.9893493027891379,MAGNITUDE_CHANGE_WITHOUT_DIRECTION_GATE,False
S1F4_KNEE_MONO_ANTAGONIST_F0,F4 knee F0,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F4_KNEE_MONO_ANTAGONIST_F0_NEGATIVE_PRIMARY,-0.025,PRIMARY,S1F4_DECLARED_KNEE_ANTAGONIST_KNEE_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.6422083303939452,-0.7674025902440226,0.6263521502203477,-0.7484553527812448,1.0006689138474394,0.9759623103340367,True,True,True,1.0,0.0,"1,-1","1,-1",False,3.6415315207705135e-14,0.9753099120283361,MAGNITUDE_CHANGE_WITHOUT_DIRECTION_GATE,False
S1F4_KNEE_MONO_ANTAGONIST_F0,F4 knee F0,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F4_KNEE_MONO_ANTAGONIST_F0_POSITIVE_PRIMARY,0.025,PRIMARY,HIP_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,-0.7067490138605119,1.0893982800332935,-0.7067490138605119,1.0893982800332935,1.2985695134001507,1.2985695134001507,True,True,True,1.0,0.0,"-1,1","-1,1",False,0.0,1.0,DIRECTION_RETAINED_OR_UNRESOLVED,False
S1F4_KNEE_MONO_ANTAGONIST_F0,F4 knee F0,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F4_KNEE_MONO_ANTAGONIST_F0_POSITIVE_PRIMARY,0.025,PRIMARY,KNEE_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,-1.5661172124862808,1.9532102474741464,-1.584911103334245,1.9723410467835953,2.5035481609275694,2.530231691031393,True,True,True,0.9999994327119686,0.061029450726182564,"-1,1","-1,1",False,0.000830661902532781,1.0106582851172063,MAGNITUDE_CHANGE_WITHOUT_DIRECTION_GATE,False
S1F4_KNEE_MONO_ANTAGONIST_F0,F4 knee F0,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F4_KNEE_MONO_ANTAGONIST_F0_POSITIVE_PRIMARY,0.025,PRIMARY,S1F4_DECLARED_KNEE_ANTAGONIST_KNEE_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.6422083303939452,-0.7674025902440226,0.6584659116796251,-0.7868294793068091,1.0006689138474394,1.0260009680065143,True,True,True,0.9999999999999998,1.2074182697257333e-06,"1,-1","1,-1",False,2.020605904817785e-14,1.0253151205244064,MAGNITUDE_CHANGE_WITHOUT_DIRECTION_GATE,False
