explore_trial_count,support_value_trial_count,model_value_trial_count,decision_value_trial_count,zero_model_and_decision_value_trial_count,actual_explore_trials_avoided_by_prototype,automatic_stop_enabled,scoring_reduces_exploration_by_itself,research_interpretation,formal_policy_modified
32,32,0,3,29,0,False,False,IDENTIFIES_LOW_DECISION_VALUE_EXPLORES_BUT_DOES_NOT_STOP,False
