t,trajectory_type,trajectory_variant,x,y,z,rx,ry,rz,vx,vy,vz,ax,ay,az,j1,j2,j3,j4,j5,j6,dj1,dj2,dj3,dj4,dj5,dj6,fx,fy,fz,tx,ty,tz,Mx,My,Mz,Bx,By,Bz,Kx,Ky,Kz,mode,comfort
0.0009,excitation,multi_sine,41.42595433989535,-666.6345590932491,296.003349698651,-177.38833590755482,0.13142701112324123,-149.96167807360467,-0.0605,-0.0307,0.2843,0.9917,0.8521,-2.9457,81.02759635094368,27.800876126431003,83.59955967062771,-23.379262288411457,-88.99001227484808,-39.05893113878038,0.05441495687654703,0.05441495687654703,-0.021761903668394183,0.0021616617838541665,-0.0,-0.06785074869791667,1.5352,0.0365,10.4899,0.21701,0.00135,-0.03685,0.001,0.001,0.001,0.0005,0.0005,0.0005,0.01,0.01,0.01,passive,-1
0.0211,excitation,multi_sine,41.425961565032054,-666.6346139038276,296.00311809069325,-177.38834641311487,0.13144642473482518,-149.96167779152304,-0.0153,-0.0222,0.1738,0.4806,0.6846,-4.3148,81.02759635094368,27.800896521842127,83.59955967062771,-23.379262288411457,-88.99000379774306,-39.05893113878038,-0.0,0.05441495687654703,-0.03416231363126547,-0.0,-0.0,-0.0,1.5811,0.0603,9.9401,0.23374,-0.00812,-0.03064,0.001,0.001,0.001,0.0005,0.0005,0.0005,0.01,0.01,0.01,passive,-1
0.0412,excitation,multi_sine,41.42618082258674,-666.6346141886684,296.0030403179036,-177.38835701858946,0.1314437424717148,-149.9616492401046,0.0252,-0.0084,-0.0008,-1.116,0.3614,-5.8076,81.02761674635481,27.8009033203125,83.59955967062771,-23.379262288411457,-88.99001227484808,-39.058939615885414,0.05441495687654703,-0.0,0.018926941522277228,0.023651123046875,-0.06785074869791667,-0.0,1.5185,0.016,10.109,0.22386,-0.00703,-0.03551,0.001,0.001,0.001,0.0005,0.0005,0.0005,0.01,0.01,0.01,passive,-1
0.0615,excitation,multi_sine,41.426323193034975,-666.6347080598623,296.0029340361685,-177.38837012105623,0.13145409046633003,-149.96162701642794,-0.0348,-0.0008,-0.0873,-4.0062,0.0574,-4.9578,81.02763034329556,27.800923715723624,83.59953927521659,-23.37924533420139,-88.99001227484808,-39.05894809299045,-0.0,-0.0,0.02260491399481745,-0.0017886691623263888,-0.0,-0.06785074869791667,1.5283,-0.0193,10.2506,0.22271,-0.01203,-0.03943,0.001,0.001,0.001,0.0005,0.0005,0.0005,0.01,0.01,0.01,passive,-1
0.0812,excitation,multi_sine,41.42595361429009,-666.6347658624022,296.00332808608533,-177.38832770493894,0.13144160928304527,-149.9616603839412,-0.1923,0.0003,-0.0811,-8.016,-0.2154,-1.7398,81.02759635094368,27.8009033203125,83.59951887980546,-23.37924533420139,-88.98999532063802,-39.05894809299045,-0.0,-0.05441495687654703,0.011292259291847153,-0.031746758355034724,0.06785074869791667,-0.0,1.7471,-0.0242,9.9097,0.24298,-0.00587,-0.03915,0.001,0.001,0.001,0.0005,0.0005,0.0005,0.01,0.01,0.01,passive,-1
0.1011,excitation,multi_sine,41.42131239960411,-666.6354183770565,296.00559880685154,-177.38825504584912,0.13137844851288005,-149.96192522328224,-0.4568,-0.0065,-0.0139,-12.8813,-0.4753,3.9367,81.02720203966197,27.800828537138383,83.59928093334236,-23.379024929470486,-88.98999532063802,-39.05907524956597,-0.0,-0.0,-0.018491839418316832,0.03366258409288194,-0.0,0.06785074869791667,1.6243,-0.084,9.6222,0.23493,0.00021,-0.03511,0.001,0.001,0.001,0.0005,0.0005,0.0005,0.01,0.01,0.01,passive,-1
0.1209,excitation,multi_sine,41.405198414718484,-666.6368532520821,296.0100347198889,-177.38818991709752,0.13131575603601942,-149.963011243146,-0.7072,-0.0255,0.038,-18.7135,-0.7988,12.2209,81.02582195017597,27.80065857537902,83.5988186373569,-23.37847391764323,-88.98999532063802,-39.059363471137154,-0.05441495687654703,-0.05441495687654703,-0.05268134693107983,0.034891764322916664,-0.0,-0.06785074869791667,1.6735,-0.0245,9.7797,0.23991,0.0005,-0.03297,0.001,0.001,0.001,0.0005,0.0005,0.0005,0.01,0.01,0.01,passive,-1
0.1413,excitation,multi_sine,41.37901448232148,-666.6362287861065,296.0152378581987,-177.38918897250002,0.1321138478620026,-149.96410539765967,-1.1723,-0.0467,0.35,-27.1396,-1.0944,24.3711,81.02353086565981,27.80027106256768,83.59807080561572,-23.376024034288193,-88.98996988932292,-39.06053331163194,-0.10882991375309406,-0.05441495687654703,-0.033380489538211634,0.1459164089626736,-0.0,-0.06785074869791667,1.4972,-0.0381,10.1854,0.23131,-0.00667,-0.03551,0.001,0.001,0.001,0.0005,0.0005,0.0005,0.01,0.01,0.01,passive,-1
0.1612,excitation,multi_sine,41.35531630520483,-666.6357144628814,296.01964629549303,-177.39078002552327,0.13334528381229613,-149.96433690879724,-1.7176,-0.0567,0.8541,-36.7338,-1.1646,38.2165,81.02145733219562,27.80004671304533,83.59692866259282,-23.37259080674913,-88.98996141221788,-39.06233893500434,-0.16324487062964108,-0.05441495687654703,-0.09749686363900062,0.2670542399088542,-0.0,-0.20355224609375,1.3668,-0.0122,9.6382,0.21831,0.00141,-0.03014,0.001,0.001,0.001,0.0005,0.0005,0.0005,0.01,0.01,0.01,passive,-1
0.1813,excitation,multi_sine,41.32605536010891,-666.6363805093595,296.0308846780179,-177.39271203929667,0.13482099866727768,-149.96312730809743,-2.5947,-0.075,1.7905,-50.8716,-0.9194,55.6955,81.01959455131303,27.799767975759977,83.59538540981784,-23.368920220269096,-88.9899190266927,-39.06498379177517,-0.16324487062964108,-0.0,-0.13694158875116028,0.3500281439887153,-0.0,-0.2714114718967014,1.5368,-0.1493,9.5918,0.23332,-0.017,-0.03328,0.001,0.001,0.001,0.0005,0.0005,0.0005,0.01,0.01,0.01,passive,-1
