endpoint_id,maximum_common_relative_regret,maximum_cross_leg_transfer_relative_regret,mean_common_relative_regret,median_normalized_gradient_cosine_similarity,median_pairwise_spearman,minimum_normalized_gradient_cosine_similarity,minimum_pairwise_spearman,nonzero_transfer_cell_count,normalized_interaction_energy_fraction,normalized_interaction_rms,raw_two_way_interaction_fraction,raw_two_way_leg_main_effect_fraction,raw_two_way_trajectory_main_effect_fraction,unique_oracle_count,universal_within_0.5_percent_count,universal_within_1_percent_count
E0,0.0,0.0,0.0,0.995338174929987,0.9945436470877367,0.993220066812916,0.991982157778324,0,0.0035999127178301124,0.012781342304026331,1.913780207946636e-05,0.9999636584217848,1.7203776135603118e-05,1,75,272
E2,0.0007068403701731008,0.00528568713334554,0.00014136807403462016,0.9750656073715649,0.9673231132930777,0.874584655861085,0.8146590115287,8,0.05228441639192297,0.06766004026843701,0.04772799132376495,0.04660001877909217,0.9056719898971428,2,228,500
