subject_id,truth_scenario,iteration,alpha_hip,alpha_knee,alpha_phase,time_scale,parent_reference_id,parent_reference_sha256,trajectory_id,trajectory_feasible,invalid_reason,domain_coverage,trajectory_sha256,reference_deviation,combined_peak_ratio,combined_torque_rate_ratio,mechanical_cost_j_rms,hip_rms_ratio,knee_rms_ratio,hip_peak_ratio,knee_peak_ratio,hip_torque_rate_ratio,knee_torque_rate_ratio,reference_deviation_definition,hip_rms_torque_nm,knee_rms_torque_nm,hip_peak_abs_torque_nm,knee_peak_abs_torque_nm,hip_rms_torque_rate_nm_s,knee_rms_torque_rate_nm_s,reference_hip_rms_torque_nm,reference_knee_rms_torque_nm,reference_hip_peak_abs_torque_nm,reference_knee_peak_abs_torque_nm,reference_hip_rms_torque_rate_nm_s,reference_knee_rms_torque_rate_nm_s,deterministic_rank,mechanically_equivalent_to_minimum,proposed_for_execution
hip_stiff,combined_mild,1,0,0,0.01,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+0.000_k+0.000_p+0.01000,True,,99.5012468828,b95f62c0235fed33f3d5e62264fd19f5463e3d706f212810a5914f84ca3f737c,0.351342066625,1.00002601311,1.01853671898,0.999891639029,1.00003856691,0.999744689558,1.00001324915,1.00003877691,1.03403223612,1.00280179023,root_mean_square_of_hip_and_knee_rms_angle_deviation_deg,46.5778771819,12.6086002369,49.1041580763,18.3004567666,1.00507208246,2.68049275288,46.5760808866,12.6118201663,49.1035074964,18.2997471589,0.971992987602,2.67300355762,2,False,False
hip_stiff,combined_mild,1,0,0,-0.01,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+0.000_k+0.000_p-0.01000,True,,99.7506234414,328fdf1633e441e03afc11e246c786f9359c1b8df11ac69c35c6e22d0a463813,0.354238952104,1.00002706721,1.01651140165,1.000116046,0.999944035222,1.00028802719,1.0000146263,1.00003950796,1.03421256088,0.998496488869,root_mean_square_of_hip_and_knee_rms_angle_deviation_deg,46.5734742665,12.6154527134,49.1042256991,18.3004701445,1.00524735686,2.66898466702,46.5760808866,12.6118201663,49.1035074964,18.2997471589,0.971992987602,2.67300355762,4,False,False
knee_stiff,combined_mild,1,0,0,0,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+0.000_k+0.000_p+0.00000,True,,99.7506234414,35e053273c6f22ce3c6016889e9867ebf5a0d1f8c496c1aed8b10e88a81559d8,0,1,1,1,1,1,1,1,1,1,root_mean_square_of_hip_and_knee_rms_angle_deviation_deg,30.2453534522,38.2050350821,36.7899547246,54.3631748619,1.87069541908,6.54792353614,30.2453534522,38.2050350821,36.7899547246,54.3631748619,1.87069541908,6.54792353614,1,True,False
knee_stiff,combined_mild,1,1,0,0,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+1.000_k+0.000_p+0.00000,False,domain_coverage_insufficient,81.7955112219,cb9899a7f1438e33da040300144c74a17ef135c12f8ba2e709e8fd84196a7f82,,,,,,,,,,,,,,,,,,,,,,,,,,False
knee_stiff,combined_mild,1,-1,0,0,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h-1.000_k+0.000_p+0.00000,True,,99.7506234414,7aeaadd85997c9fd9cb282f5595360e5346d2922a64e587007b79390007adcd6,0.467274409324,1.00025498227,0.996636388544,1.00146127923,1.00246616277,1.00045538637,1.00000332281,1.00050657842,0.992649051089,1.00060783692,root_mean_square_of_hip_and_knee_rms_angle_deviation_deg,30.3199434169,38.2224331342,36.7900769707,54.3907140733,1.85694403263,6.55190360584,30.2453534522,38.2050350821,36.7899547246,54.3631748619,1.87069541908,6.54792353614,5,False,False
knee_stiff,combined_mild,1,0,1,0,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+0.000_k+1.000_p+0.00000,False,domain_coverage_insufficient,81.2967581047,7b4b75794b39570c6114a71d7d5564b4c586973c370612e91c76d6dedcfb7164,,,,,,,,,,,,,,,,,,,,,,,,,,False
knee_stiff,combined_mild,1,0,-1,0,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+0.000_k-1.000_p+0.00000,True,,99.7506234414,4d82cda4d656a8fee879c11b30bbb4e0b3122b513dd4fdf33ddd68ba10c64f65,0.467274409324,0.994958498959,0.99702882702,0.995534096262,1.00034411306,0.990700726304,1.00001108014,0.989880128551,1.00297920232,0.991042725384,root_mean_square_of_hip_and_knee_rms_angle_deviation_deg,30.2557612735,37.8497560043,36.7903623624,53.8130265207,1.87626859921,6.48927198686,30.2453534522,38.2050350821,36.7899547246,54.3631748619,1.87069541908,6.54792353614,4,True,False
knee_stiff,combined_mild,1,0,0,0.01,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+0.000_k+0.000_p+0.01000,True,,99.5012468828,b95f62c0235fed33f3d5e62264fd19f5463e3d706f212810a5914f84ca3f737c,0.351342066625,1.00000312415,1.00717469315,0.999908511489,1.00006928546,0.99974771166,0.999993618043,1.00001263017,1.01134682798,1.00298520357,root_mean_square_of_hip_and_knee_rms_angle_deviation_deg,30.2474490156,38.1953963973,36.7897199327,54.3638614782,1.8919218782,6.56747042086,30.2453534522,38.2050350821,36.7899547246,54.3631748619,1.87069541908,6.54792353614,2,True,False
knee_stiff,combined_mild,1,0,0,-0.01,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+0.000_k+0.000_p-0.01000,True,,99.7506234414,328fdf1633e441e03afc11e246c786f9359c1b8df11ac69c35c6e22d0a463813,0.354238952104,1.00002112569,1.00265879761,1.00007756063,0.999903056099,1.00025203471,1.00002854658,1.00001370475,1.00756162625,0.997731876896,root_mean_square_of_hip_and_knee_rms_angle_deviation_deg,30.2424213497,38.2146640771,36.7910049519,54.3639198958,1.88484091866,6.53307203949,30.2453534522,38.2050350821,36.7899547246,54.3631748619,1.87069541908,6.54792353614,3,True,False
heavy_leg,combined_mild,1,0,0,0,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+0.000_k+0.000_p+0.00000,True,,99.7506234414,35e053273c6f22ce3c6016889e9867ebf5a0d1f8c496c1aed8b10e88a81559d8,0,1,1,1,1,1,1,1,1,1,root_mean_square_of_hip_and_knee_rms_angle_deviation_deg,34.9638290662,11.3815737716,46.0489354276,16.469505747,3.12033942705,2.68663178602,34.9638290662,11.3815737716,46.0489354276,16.469505747,3.12033942705,2.68663178602,3,False,False
heavy_leg,combined_mild,1,1,0,0,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+1.000_k+0.000_p+0.00000,False,domain_coverage_insufficient,81.7955112219,cb9899a7f1438e33da040300144c74a17ef135c12f8ba2e709e8fd84196a7f82,,,,,,,,,,,,,,,,,,,,,,,,,,False
heavy_leg,combined_mild,1,-1,0,0,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h-1.000_k+0.000_p+0.00000,True,,99.7506234414,7aeaadd85997c9fd9cb282f5595360e5346d2922a64e587007b79390007adcd6,0.467274409324,1.00110395695,0.99636660701,1.00258985562,1.0032316963,1.00194760379,1.00003310127,1.00217366839,0.990686366186,1.00201464809,root_mean_square_of_hip_and_knee_rms_angle_deviation_deg,35.0768215431,11.4037405678,46.0504597059,16.5053049911,3.09127772825,2.69204440361,34.9638290662,11.3815737716,46.0489354276,16.469505747,3.12033942705,2.68663178602,5,False,False
heavy_leg,combined_mild,1,0,1,0,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+0.000_k+1.000_p+0.00000,False,domain_coverage_insufficient,81.2967581047,7b4b75794b39570c6114a71d7d5564b4c586973c370612e91c76d6dedcfb7164,,,,,,,,,,,,,,,,,,,,,,,,,,False
heavy_leg,combined_mild,1,0,-1,0,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+0.000_k-1.000_p+0.00000,True,,99.7506234414,4d82cda4d656a8fee879c11b30bbb4e0b3122b513dd4fdf33ddd68ba10c64f65,0.467274409324,0.99265510854,0.995764707634,0.993378099464,1.0003408928,0.986366156753,1.00003341931,0.985221543254,1.00157798435,0.989917293117,root_mean_square_of_hip_and_knee_rms_angle_deviation_deg,34.9757479837,11.2263991789,46.050474351,16.2261118687,3.12526327382,2.65954326522,34.9638290662,11.3815737716,46.0489354276,16.469505747,3.12033942705,2.68663178602,1,True,True
heavy_leg,combined_mild,1,0,0,0.01,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+0.000_k+0.000_p+0.01000,True,,99.5012468828,b95f62c0235fed33f3d5e62264fd19f5463e3d706f212810a5914f84ca3f737c,0.351342066625,1.00004359955,1.00498054166,0.999933185964,1.00008237853,0.999783971134,1.00003246947,1.00005472949,1.00721919293,1.00273689253,root_mean_square_of_hip_and_knee_rms_angle_deviation_deg,34.9667093351,11.3791150232,46.0504306123,16.4704071147,3.14286575939,2.69398480848,34.9638290662,11.3815737716,46.0489354276,16.469505747,3.12033942705,2.68663178602,2,False,False
heavy_leg,combined_mild,1,0,0,-0.01,1,reference_measured_asymmetric_closed_slow,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,asym_h+0.000_k+0.000_p-0.01000,True,,99.7506234414,328fdf1633e441e03afc11e246c786f9359c1b8df11ac69c35c6e22d0a463813,0.354238952104,1.00004507076,1.00167273368,1.00007997914,0.999886618185,1.00027330271,1.00003479867,1.00005534275,1.00434694136,0.998991367417,root_mean_square_of_hip_and_knee_rms_angle_deviation_deg,34.9598648038,11.3846843866,46.0505378693,16.4704172148,3.13390335955,2.68392196167,34.9638290662,11.3815737716,46.0489354276,16.469505747,3.12033942705,2.68663178602,4,False,False
