case_id,subject_id,scenario_name,trajectory_id,hip_delta,knee_delta,phase_delta,J_pred,J_truth,delta_J_pred,delta_J_truth,domain_coverage,model_supported,prediction_label,distance_to_supported_region,distance_to_supported_region_definition,predicted_direction,truth_direction,decision_equivalence_band
baseline__structured_residual,baseline,structured_residual,asym_h-2.750_k-1.750_p+0.01750,-2.75,-1.75,0.0175,0.994937038156,0.995067367446,-0.00506296184367,-0.00493263255412,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-2.750_k-1.750_p+0.02000,-2.75,-1.75,0.02,0.994922396783,0.995049914291,-0.00507760321669,-0.00495008570933,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-2.750_k-1.750_p+0.02250,-2.75,-1.75,0.0225,0.994908566879,0.99503327348,-0.00509143312059,-0.00496672651985,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-2.750_k-1.750_p+0.02500,-2.75,-1.75,0.025,0.994895420323,0.995017309464,-0.0051045796767,-0.0049826905363,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-2.750_k-1.750_p+0.02750,-2.75,-1.75,0.0275,0.994883172925,0.995002238608,-0.00511682707505,-0.00499776139154,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-2.500_k-1.750_p-0.03000,-2.5,-1.75,-0.03,0.994874361877,0.995051867933,-0.00512563812331,-0.00494813206666,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-2.500_k-1.750_p-0.02750,-2.5,-1.75,-0.0275,0.994844406427,0.995019076318,-0.00515559357328,-0.00498092368191,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-2.000_k-1.500_p+0.00500,-2,-1.5,0.005,0.99499660736,0.995110205701,-0.00500339264045,-0.00488979429922,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-2.000_k-1.500_p+0.00750,-2,-1.5,0.0075,0.994977245662,0.995088074701,-0.00502275433753,-0.00491192529933,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-2.000_k-1.500_p+0.01000,-2,-1.5,0.01,0.994958733827,0.995066794617,-0.00504126617339,-0.00493320538284,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-2.000_k-1.500_p+0.01250,-2,-1.5,0.0125,0.994941059168,0.995046349888,-0.00505894083153,-0.00495365011198,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-2.000_k-1.500_p+0.01500,-2,-1.5,0.015,0.994924224816,0.995026745718,-0.00507577518428,-0.00497325428205,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-2.000_k-1.500_p+0.01750,-2,-1.5,0.0175,0.994908281014,0.995008033728,-0.005091718986,-0.00499196627158,99.5012468828,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-1.750_k-1.500_p-0.03000,-1.75,-1.5,-0.03,0.994856122866,0.995002445035,-0.00514387713369,-0.00499755496498,99.7506234414,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-1.250_k-1.250_p+0.00500,-1.25,-1.25,0.005,0.994990335055,0.995073654678,-0.00500966494475,-0.0049263453216,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-1.250_k-1.250_p+0.00750,-1.25,-1.25,0.0075,0.994970765919,0.995051358748,-0.00502923408057,-0.00494864125217,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-1.250_k-1.250_p+0.01000,-1.25,-1.25,0.01,0.994952039874,0.995029907243,-0.00504796012577,-0.00497009275731,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-1.250_k-1.250_p+0.01250,-1.25,-1.25,0.0125,0.994934143853,0.995009284213,-0.00506585614726,-0.00499071578742,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-0.500_k-1.000_p+0.00750,-0.5,-1,0.0075,0.99498601738,0.995036890891,-0.00501398262015,-0.00496310910916,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h-0.500_k-1.000_p+0.01000,-0.5,-1,0.01,0.994967076462,0.995015267003,-0.00503292353767,-0.00498473299718,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
baseline__structured_residual,baseline,structured_residual,asym_h+0.250_k-0.750_p+0.01250,0.25,-0.75,0.0125,0.994985842299,0.995002233676,-0.00501415770051,-0.00499776632366,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,IMPROVE,NEUTRAL,0.005
