case_id,subject_id,scenario_name,distance_to_supported_region,distance_definition,point_count,mean_e_J_abs,median_e_J_abs,decision_sign_accuracy,false_improvement_rate,mean_absolute_rank_percentile_error,within_group_spearman_rank_correlation
baseline__structured_residual,baseline,structured_residual,5.830952,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.000107335574186,0.000107451199873,1,0,0.00310107015458,1
baseline__structured_residual,baseline,structured_residual,6,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,625,4.84163315421e-05,4.51097905454e-05,1,0,0.000801255648038,0.999983435734
baseline__structured_residual,baseline,structured_residual,6.082763,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.000106394830874,0.000106514494296,1,0,0.00243139120095,1
baseline__structured_residual,baseline,structured_residual,6.324555,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.000112233571555,0.000112354039711,1,0,0.00282901307967,1
baseline__structured_residual,baseline,structured_residual,6.403124,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.000112969989268,0.000113086396891,0.8,0,0.00305921521998,1
baseline__structured_residual,baseline,structured_residual,6.708204,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.000117995640047,0.000118116904729,1,0,0.00310107015458,1
baseline__structured_residual,baseline,structured_residual,7,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,625,5.17617193319e-05,4.73904071798e-05,1,0,0.000838468489893,0.999982993364
baseline__structured_residual,baseline,structured_residual,7.071068,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.000116755882491,0.000116881164451,1,0,0.00251510107015,1
baseline__structured_residual,baseline,structured_residual,7.211103,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.000123681347791,0.000123803400851,1,0,0.00307824019025,1
baseline__structured_residual,baseline,structured_residual,7.28011,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.000122646570653,0.000122772663964,1,0,0.0028385255648,1
baseline__structured_residual,baseline,structured_residual,7.615773,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.000128460230656,0.000128587127038,1,0,0.00307824019025,1
baseline__structured_residual,baseline,structured_residual,8.062258,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.000134197172715,0.00013432486395,1,0,0.00308775267539,1
heavy_leg__matched_linear,heavy_leg,matched_linear,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,7650,8.43914625908e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,1,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,7.37188088351e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,1.414214,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,4.4408920985e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,2,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,7.86672314592e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,2.236068,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,5.99520433298e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,2.828427,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,5.3290705182e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,3,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,7.72715225139e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,3.162278,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.21565038223e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,3.605551,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,5.77315972805e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,4,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,7.23230998899e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,4.123106,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.43929354283e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,4.242641,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,7.1054273576e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,4.472136,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.54951656745e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,5,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,925,6.64933573667e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,5.09902,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.43929354283e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,5.385165,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,9.54791801178e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,5.656854,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,8.881784197e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,5.830952,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.32747196253e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,6,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,7.57489309373e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,6.082763,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.2172489379e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,6.324555,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.54951656745e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,6.403124,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.9936057773e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,6.708204,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,9.7699626167e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,7,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,8.1585531981e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,7.071068,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,75,7.1054273576e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,7.211103,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,5.3290705182e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,7.28011,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.9936057773e-17,5.55111512313e-17,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,7.615773,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.21565038223e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,7.81025,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.43769498715e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,8,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,7.80328183022e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,8.062258,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,100,9.32587340685e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,8.246211,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,5.77315972805e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,8.485281,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,8.881784197e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,8.544004,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.66133814775e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,8.602325,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.881784197e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,8.944272,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,9.99200722163e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,9,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,8.41231846087e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,9.055385,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.21565038223e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,9.219544,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,100,7.32747196253e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,9.433981,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.881784197e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,9.486833,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.21565038223e-17,5.55111512313e-17,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,9.848858,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,9.32587340685e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,9.899495,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.42108547152e-16,2.22044604925e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,10,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,925,7.94559613299e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,10.049876,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.65973959208e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,10.198039,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.9936057773e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,10.29563,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.06581410364e-16,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,10.440307,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.04360964315e-16,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,10.630146,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,9.32587340685e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,10.77033,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.43769498715e-17,5.55111512313e-17,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,10.816654,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.43769498715e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,11,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,8.62801893423e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,11.045361,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.88338275268e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,11.18034,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,100,8.21565038223e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,11.313708,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,9.7699626167e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,11.401754,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,100,7.21644966006e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,11.661904,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.15463194561e-16,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,11.7047,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.9936057773e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,12,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,450,6.41462192006e-17,5.55111512313e-17,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,12.041595,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,75,1.00660220899e-16,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,12.083046,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.65973959208e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,12.165525,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,9.7699626167e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,12.206556,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,9.7699626167e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,12.369317,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.15463194561e-16,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,12.529964,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,9.32587340685e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,12.649111,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,9.32587340685e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,12.727922,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.06581410364e-16,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,12.806248,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.9936057773e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,13,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,8.881784197e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,13.038405,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.1990408666e-16,2.22044604925e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,13.416408,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,9.7699626167e-17,1.11022302463e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,13.453624,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.11022302463e-16,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,13.601471,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.54951656745e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,13.892444,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,8.881784197e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,14.142136,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.06581410364e-16,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,14.21267,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.11022302463e-16,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,14.422205,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,8.881784197e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,14.866069,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,9.7699626167e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,15,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.42108547152e-16,2.22044604925e-16,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,15.556349,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,9.7699626167e-17,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,15.620499,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.06581410364e-16,0,1,0,0,1
heavy_leg__matched_linear,heavy_leg,matched_linear,16.278821,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,9.7699626167e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,7650,8.94564016182e-17,1.11022302463e-16,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,1,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,9.75727435356e-17,1.11022302463e-16,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,1.414214,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,6.66133814775e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,2,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,1.0531258405e-16,1.11022302463e-16,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,2.236068,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.43769498715e-17,1.11022302463e-16,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,2.828427,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,5.77315972805e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,3,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,1.08484649835e-16,1.11022302463e-16,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,3.162278,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.9936057773e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,3.605551,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.2172489379e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,4,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,1.172395514e-16,1.11022302463e-16,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,4.123106,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.43929354283e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,4.242641,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,7.54951656745e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,4.472136,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.881784197e-17,5.55111512313e-17,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,5,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,925,1.17863676776e-16,1.11022302463e-16,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,5.09902,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,9.99200722163e-17,1.11022302463e-16,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,5.385165,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.88338275268e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,5.656854,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,6.2172489379e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,5.830952,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,9.10382880193e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,6,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,1.29800931908e-16,1.11022302463e-16,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,6.082763,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.21565038223e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,6.324555,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.9936057773e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,6.403124,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.2172489379e-17,0,1,0,0,1
hip_stiff__matched_linear,hip_stiff,matched_linear,6.708204,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,9.32587340685e-17,5.55111512313e-17,1,0,0,1
