case_id,subject_id,scenario_name,distance_to_supported_region,distance_definition,point_count,mean_e_J_abs,median_e_J_abs,decision_sign_accuracy,false_improvement_rate,mean_absolute_rank_percentile_error,within_group_spearman_rank_correlation
baseline__matched_linear,baseline,matched_linear,11,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,875,4.10933255677e-13,4.00124378075e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,11.045361,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,2.14581685754e-13,2.13662421089e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,11.18034,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,100,1.50118806275e-13,1.49991130627e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,11.313708,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,3.68771679859e-14,3.73034936274e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,11.401754,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,100,1.10499387418e-13,1.06803454969e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,11.661904,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.57491855299e-14,8.58202398035e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,11.7047,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.50279788613e-13,1.49991130627e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,12,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,450,3.78654638508e-13,3.80862008598e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,12.041595,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,75,9.97853651559e-14,5.72875080707e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,12.083046,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.28619337403e-13,1.28674848554e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,12.165525,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,2.01128003141e-13,2.03836947321e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,12.206556,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.50013376458e-14,6.43929354283e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,12.369317,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.83058013192e-13,1.85629289717e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,12.529964,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.07149844553e-13,1.07136521876e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,12.649111,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.64788183099e-13,1.67532654416e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,12.727922,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,3.72679664906e-14,3.81916720471e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,12.806248,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,4.95425922509e-14,4.28546087505e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,13,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.46433976056e-13,1.49102952207e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,13.038405,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.57403037458e-14,8.5931262106e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,13.416408,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.27879928868e-13,1.30340183091e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,13.453624,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,4.05409039672e-14,3.78586051397e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,13.601471,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.49436060485e-14,6.43929354283e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,13.892444,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.09148245997e-13,1.11688436277e-13,1,0,0,1
baseline__matched_linear,baseline,matched_linear,14.142136,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,3.77564646215e-14,3.66373598126e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,14.21267,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,4.98134866689e-14,4.28546087505e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,14.422205,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,9.02211638731e-14,9.28146448587e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,14.866069,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,4.10560474506e-14,3.81916720471e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,15,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,7.14894810017e-14,7.37188088351e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,15.556349,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,3.84225984362e-14,3.93018950717e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,15.620499,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,5.62305757512e-14,5.44009282066e-14,1,0,0,1
baseline__matched_linear,baseline,matched_linear,16.278821,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,4.54392079519e-14,4.13002965161e-14,1,0,0,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,13750,2.45984744968e-06,2.44607590555e-06,1,0,2.53239649768e-05,0.999999983784
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,1175,1.09229879515e-06,6.28600482888e-07,1,0,2.50967692969e-05,0.999999963014
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1.414214,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,9.9585518571e-07,8.41886936609e-07,1,0,3.42449464923e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,2,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,1175,1.12469102711e-06,7.47678222446e-07,1,0,2.41252814532e-05,0.999999977808
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,2.236068,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.14506252905e-06,1.0048375978e-06,1,0,3.61474435196e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,2.828427,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.29404539435e-06,1.12204618175e-06,1,0,4.75624256837e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,3,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,1175,1.18898739941e-06,9.05926169636e-07,1,0,2.53396412579e-05,0.999999955617
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,3.162278,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.29497570486e-06,1.19659646547e-06,1,0,4.3757431629e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,3.605551,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.44373326024e-06,1.29719239106e-06,1,0,5.70749108205e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,4,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,1175,1.28102499549e-06,1.06977395831e-06,1,0,2.4084802793e-05,0.999999977808
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,4.123106,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.44559338598e-06,1.39340212946e-06,0.98,0,4.28061831153e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,4.242641,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.59319497775e-06,1.4228801144e-06,1,0,4.18549346017e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,4.472136,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,1.59412481151e-06,1.48740703554e-06,1,0,4.661117717e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,675,1.22803326281e-06,1.23093773108e-06,1,0,1.50085876602e-05,0.999999765889
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5.09902,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.94531131534e-06,1.75874408859e-06,1,0,3.04399524376e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5.385165,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,2.00703514868e-06,1.82230637091e-06,1,0,4.3757431629e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5.656854,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,1.89329632177e-06,1.72467007831e-06,1,0,5.32699167658e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,5.830952,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,2.06911661899e-06,1.88624352315e-06,1,0,4.18549346017e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,6,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,625,1.4299564124e-06,1.40170361429e-06,1,0,1.20237812128e-05,0.999999754239
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,6.082763,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,2.18531882621e-06,1.97540645019e-06,1,0,4.18549346017e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,6.324555,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,2.24680823687e-06,2.03871571514e-06,1,0,3.61474435196e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,6.403124,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,2.13155306831e-06,1.95055297936e-06,1,0,5.70749108204e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,6.708204,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,2.30865611131e-06,2.10240048926e-06,1,0,5.70749108204e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,7,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,625,1.67419369037e-06,1.64979439554e-06,1,0,1.27086801427e-05,0.999999754239
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,7.071068,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,2.42638363206e-06,2.20541976126e-06,1,0,2.85374554102e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,7.211103,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,2.37085979461e-06,2.1664582095e-06,1,0,3.8049940547e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,7.28011,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,2.48763618662e-06,2.26669345049e-06,1,0,2.85374554102e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,7.615773,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,2.54924802462e-06,2.32832569891e-06,1,0,4.94649227111e-05,1
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,8.062258,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,2.61121649441e-06,2.39031385485e-06,1,0,3.99524375743e-05,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,13750,0.00437393236537,0.00442931869709,0.907636363636,0,0.0229543772565,0.993748320606
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,1,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,1175,0.001854226721,0.000800830194572,0.968510638298,0,0.028727219369,0.999959751779
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,1.414214,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00130232625694,0.00128794393036,1,0,0.0414801426873,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,2,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,1175,0.0019201502716,0.00108968728969,0.904680851064,0,0.0292867558884,0.999960802183
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,2.236068,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,0.00156193659684,0.00158829921634,1,0,0.0432818073722,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,2.828427,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00182133857598,0.00180692645333,1,0,0.0450853745541,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,3,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,1175,0.00209174752348,0.001420295034,0.934468085106,0,0.0291262580009,0.999961682451
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,3.162278,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,0.00182407791853,0.00185134235221,0.5,0,0.0451024970273,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,3.605551,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,0.00208327024698,0.00210969019552,0.5,0,0.0468946492271,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,4,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,1175,0.00229312836635,0.00176322035125,1,0,0.0280500923419,0.999962784635
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,4.123106,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,0.00208875865403,0.00211692941096,0.84,0,0.0469526753864,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,4.242641,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00234499096201,0.00233054925312,0,0,0.0487229488704,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,4.472136,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,0.00234774005484,0.00237506640788,0.58,0,0.0487733650416,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,5,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,675,0.00201673423148,0.00202633690247,0.936296296296,0,0.0141173030343,0.999930156835
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,5.09902,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00304003849776,0.00302549496037,1,0,0.0415847800238,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,5.385165,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00313026083161,0.00311572803551,1,0,0.0452071343639,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,5.656854,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00287329252502,0.00285882143934,0,0,0.0524214030916,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,5.830952,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00322136926445,0.00320684726278,1,0,0.0487857312723,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,6,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,625,0.00241715665992,0.00239576275255,1,0,0.0114443567182,0.999919882035
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,6.082763,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00348498349634,0.00347040021604,1,0,0.0416190249703,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,6.324555,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00357498600963,0.00356041343601,1,0,0.0452585017836,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,6.403124,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00331336577081,0.00329885461671,1,0,0.0524746730083,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,6.708204,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00366587486967,0.00365131305618,1,0,0.0488542211653,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,7,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,625,0.00286925138926,0.0028491353403,1,0,0.0132881807372,0.999927304006
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,7.071068,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00393416484736,0.00391954204911,1,0,0.0418416171225,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,7.211103,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00375765206077,0.00374310106085,1,0,0.0524956004756,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,7.28011,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00402394471767,0.00400933259088,1,0,0.0452718192628,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,7.615773,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00411461116662,0.00410000976503,1,0,0.0488751486326,1
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,8.062258,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.0042061661883,0.00419157556568,1,0,0.0525431629013,1
baseline__structured_residual,baseline,structured_residual,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,13750,0.000169065492819,0.000167175693979,0.994181818182,0.00385454545455,0.00148989039023,0.999972841461
baseline__structured_residual,baseline,structured_residual,1,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,1175,7.45717145444e-05,5.5290372361e-05,0.99914893617,0,0.00152317150302,0.999996641667
baseline__structured_residual,baseline,structured_residual,1.414214,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,5.16946060466e-05,5.1786070699e-05,1,0,0.00247705112961,1
baseline__structured_residual,baseline,structured_residual,2,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,1175,7.17733478175e-05,5.32156134349e-05,0.99914893617,0,0.00152608596655,0.999997129882
baseline__structured_residual,baseline,structured_residual,2.236068,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.01437130892e-05,6.02347929587e-05,1,0,0.00264827586207,1
baseline__structured_residual,baseline,structured_residual,2.828427,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,6.86450774347e-05,6.8742973848e-05,1,0,0.00282711058264,1
baseline__structured_residual,baseline,structured_residual,3,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,1175,6.98595115373e-05,5.23325408848e-05,0.995744680851,0,0.00151766640524,0.999997011527
baseline__structured_residual,baseline,structured_residual,3.162278,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,6.84612508724e-05,6.85446502195e-05,1,0,0.00277669441141,1
baseline__structured_residual,baseline,structured_residual,3.605551,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.70146591708e-05,7.71120163512e-05,1,0,0.00296694411415,1
baseline__structured_residual,baseline,structured_residual,4,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,1175,6.87560187519e-05,5.25267789773e-05,0.99914893617,0,0.00147532572672,0.999997129882
baseline__structured_residual,baseline,structured_residual,4.123106,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,7.66464893513e-05,7.67144812525e-05,0.94,0,0.00276242568371,1
baseline__structured_residual,baseline,structured_residual,4.242641,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,8.54360731721e-05,8.55403998397e-05,1,0,0.00310487514863,1
baseline__structured_residual,baseline,structured_residual,4.472136,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,50,8.52517277384e-05,8.53409389985e-05,1,0,0.00294601664685,1
baseline__structured_residual,baseline,structured_residual,5,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,675,4.95710906584e-05,4.69840677717e-05,1,0,0.000934478354692,0.999984977867
baseline__structured_residual,baseline,structured_residual,5.09902,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,9.58384260561e-05,9.59524635817e-05,1,0,0.0024275862069,1
baseline__structured_residual,baseline,structured_residual,5.385165,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.00010162515733,0.000101739993005,1,0,0.00282140309156,1
baseline__structured_residual,baseline,structured_residual,5.656854,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,25,0.000102064859997,0.000102175615134,1,0,0.00307633769322,1
