case_id,subject_id,scenario_name,domain_coverage_percent,existing_90_percent_gate_pass,point_count,mean_e_J_abs,median_e_J_abs,decision_sign_accuracy,false_improvement_rate,mean_absolute_rank_percentile_error,within_group_spearman_rank_correlation,coverage_gate_modified
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,84.289277,False,350,0.000313527527558,0.000272993036357,1,0,0.0276139289961,0.999560579503,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,84.538653,False,275,0.000778743199688,0.000774896472518,0.883636363636,0,0.0187909631391,0.99942355962,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,85.785536,False,374,0.00455049842351,0.00464863551879,1,0,0.0312385942378,0.999367578959,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,86.034913,False,151,0.000867433483342,0.000790459302731,0.966887417219,0,0.0410766117284,0.99999302893,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,93.516209,True,350,0.000646026796363,0.000650189801296,0.92,0,0.0281371156786,0.999527552995,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,93.765586,True,275,0.000371975620851,0.000348434654889,1,0,0.0187830072425,0.999332390872,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,99.501247,True,5236,0.00608840700276,0.00620806474082,0.902788388083,0,0.0281373169741,0.995860421719,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,99.750623,True,6228,0.00413279412777,0.00380901913816,0.923731535003,0,0.0197013678398,0.9973468802,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,100,True,1661,0.00132162941308,0.00130691345125,0.844671884407,0,0.0184119561801,0.985731735825,False
baseline__structured_residual,baseline,structured_residual,77.057357,False,6,0.000110413136553,0.00011042407016,1,0,0.00268727705113,1,False
baseline__structured_residual,baseline,structured_residual,77.306733,False,24,0.00013271871213,0.000135567319258,1,0,0.00310146650813,1,False
baseline__structured_residual,baseline,structured_residual,77.55611,False,110,5.73618135651e-05,4.91282677256e-05,1,0,0.00079818398011,1,False
baseline__structured_residual,baseline,structured_residual,77.805486,False,393,4.59740909571e-05,3.59980742617e-05,0.98727735369,0,0.000845110479769,0.999997627601,False
baseline__structured_residual,baseline,structured_residual,78.054863,False,361,8.61076618153e-05,8.89372572692e-05,1,0,0.00170434221231,0.999983165241,False
baseline__structured_residual,baseline,structured_residual,78.304239,False,376,3.8383637913e-05,3.21661806818e-05,1,0,0.00064715257925,0.999994582087,False
baseline__structured_residual,baseline,structured_residual,78.553616,False,304,8.40355845466e-05,8.53062641124e-05,1,0,0.00200935602979,0.999984623139,False
baseline__structured_residual,baseline,structured_residual,78.802993,False,44,8.64984777321e-05,8.0576538969e-05,1,0,0.00281807372176,1,False
baseline__structured_residual,baseline,structured_residual,79.052369,False,406,4.3461332414e-05,3.69794280249e-05,1,0,0.000665405364245,0.999960013753,False
baseline__structured_residual,baseline,structured_residual,79.301746,False,319,6.21402626654e-05,6.16800570155e-05,1,0,0.00153168902523,0.999937895546,False
baseline__structured_residual,baseline,structured_residual,79.551122,False,57,7.92601720664e-05,8.18882811817e-05,1,0,0.00314662995181,1,False
baseline__structured_residual,baseline,structured_residual,79.800499,False,349,4.23454318751e-05,3.86457057877e-05,1,0,0.000415387603106,0.999957937527,False
baseline__structured_residual,baseline,structured_residual,80.049875,False,339,5.19188925873e-05,5.17762409411e-05,0.991150442478,0,0.00152957393747,0.999950407979,False
baseline__structured_residual,baseline,structured_residual,80.299252,False,42,6.31004625397e-05,6.03885647017e-05,1,0,0.00264764169639,1,False
baseline__structured_residual,baseline,structured_residual,80.548628,False,45,6.76218916143e-05,6.91416772816e-05,1,0,0.00272691240587,1,False
baseline__structured_residual,baseline,structured_residual,80.798005,False,108,6.51261932403e-05,6.0407557412e-05,1,0,0.00153564979962,1,False
baseline__structured_residual,baseline,structured_residual,81.047382,False,347,3.9794330522e-05,3.39169939467e-05,1,0,0.000529354720434,0.999995979089,False
baseline__structured_residual,baseline,structured_residual,81.296758,False,245,4.50835274004e-05,4.49290687514e-05,0.991836734694,0,0.00156121235652,0.999995103999,False
baseline__structured_residual,baseline,structured_residual,81.546135,False,387,0.000124689353394,0.000121830476627,1,0,0.00189831841631,1,False
baseline__structured_residual,baseline,structured_residual,81.795511,False,163,2.73120234302e-05,2.49754081684e-05,0.993865030675,0,0.00309768534392,1,False
baseline__structured_residual,baseline,structured_residual,82.044888,False,182,7.2375903592e-05,7.17391381578e-05,1,0,0.00109576511479,1,False
baseline__structured_residual,baseline,structured_residual,82.294264,False,336,3.1621318905e-05,2.60823778364e-05,0.997023809524,0,0.000840835739766,0.999995571106,False
baseline__structured_residual,baseline,structured_residual,82.543641,False,494,0.000110301620858,9.70284794986e-05,1,0,0.00179745531395,1,False
baseline__structured_residual,baseline,structured_residual,82.793017,False,163,2.62458527223e-05,2.30418886201e-05,0.981595092025,0,0.00311665195538,1,False
baseline__structured_residual,baseline,structured_residual,83.790524,False,362,0.000139058455878,0.000138450577782,1,0,0.0017533717424,1,False
baseline__structured_residual,baseline,structured_residual,84.0399,False,163,2.58131207028e-05,2.25759175518e-05,1,0,0.00279217700225,1,False
baseline__structured_residual,baseline,structured_residual,84.289277,False,350,6.62764667039e-05,6.56042205073e-05,1,0,0.00113334465772,0.99992443087,False
baseline__structured_residual,baseline,structured_residual,84.538653,False,275,2.58376152656e-05,2.26892920812e-05,0.996363636364,0,0.00130839909199,0.999901907042,False
baseline__structured_residual,baseline,structured_residual,85.785536,False,374,0.00014066709636,0.000139768806882,1,0,0.00162424411987,1,False
baseline__structured_residual,baseline,structured_residual,86.034913,False,151,2.45394941552e-05,2.06628077369e-05,1,0,0.00240961957934,1,False
baseline__structured_residual,baseline,structured_residual,93.516209,True,350,7.65482175975e-05,7.60171789016e-05,0.994285714286,0,0.00142768812638,0.999940944124,False
baseline__structured_residual,baseline,structured_residual,93.765586,True,275,2.24133490025e-05,1.98326506915e-05,1,0,0.00130545886931,0.999875364242,False
baseline__structured_residual,baseline,structured_residual,99.501247,True,5236,0.000239928321565,0.000242645023527,0.991214667685,0.00859434682964,0.00185143736448,0.99997807995,False
baseline__structured_residual,baseline,structured_residual,99.750623,True,6228,0.000153739310225,0.000147607189888,0.996146435453,0.000160565189467,0.00125672330933,0.999987664425,False
baseline__structured_residual,baseline,structured_residual,100,True,1661,4.69246618456e-05,4.32566837487e-05,0.995183624323,0.00421432871764,0.00126809272812,0.999914996971,False
heavy_leg__matched_linear,heavy_leg,matched_linear,73.815461,False,20,1.33226762955e-16,2.22044604925e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,74.064838,False,54,1.11022302463e-16,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,74.314214,False,83,1.04334211953e-16,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,74.563591,False,108,9.66305225137e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,74.812968,False,132,9.75650536792e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,75.062344,False,152,9.64141047701e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,75.311721,False,155,1.03143300352e-16,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,75.561097,False,438,1.04431937476e-16,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,75.810474,False,439,9.68600041985e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,76.05985,False,555,9.06182036316e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,76.309227,False,391,9.48374655306e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,76.558603,False,491,8.38885421865e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,76.80798,False,756,7.5923981975e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,77.057357,False,491,8.27579688417e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,77.306733,False,614,6.79875989021e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,77.55611,False,282,8.5432055441e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,77.805486,False,808,7.72209579009e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,78.054863,False,717,7.8195624468e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,78.304239,False,433,7.92283867458e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,78.553616,False,108,6.57909940519e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,78.802993,False,534,7.02725435062e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,79.052369,False,493,6.48568420065e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,79.301746,False,475,7.15217359022e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,79.551122,False,96,6.12935628178e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,79.800499,False,441,7.07421020226e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,80.049875,False,490,6.66133814775e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,80.299252,False,51,5.44226972855e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,80.548628,False,449,7.04707265074e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,80.798005,False,172,7.681194182e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,81.047382,False,304,7.08497588083e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,81.296758,False,43,8.00393343334e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,81.546135,False,431,7.77928894285e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,81.795511,False,19,4.09029535388e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,82.044888,False,256,7.3725747729e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,82.294264,False,185,8.22165158776e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,82.543641,False,415,7.99895624971e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,82.793017,False,19,7.59626280007e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,83.790524,False,406,8.06689143508e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,84.0399,False,19,4.67462326158e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,84.289277,False,400,6.88338275268e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,84.538653,False,25,7.1054273576e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,85.53616,False,6,9.25185853854e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,85.785536,False,400,7.77156117238e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,86.034913,False,19,9.93357443086e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,93.516209,True,400,5.80091530367e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,93.765586,True,25,5.77315972805e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,99.25187,True,96,5.89805981832e-17,0,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,99.501247,True,6406,8.7296181315e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,99.750623,True,704,7.72740457481e-17,1.11022302463e-16,1,0,0,1,False
heavy_leg__matched_linear,heavy_leg,matched_linear,100,True,19,8.76491861546e-17,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,73.815461,False,20,7.77156117238e-17,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,74.064838,False,54,1.02798428206e-16,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,74.314214,False,83,8.56075585253e-17,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,74.563591,False,108,8.84066482572e-17,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,74.812968,False,132,8.91542731896e-17,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,75.062344,False,152,1.00796564078e-16,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,75.311721,False,155,7.16272919113e-17,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,75.561097,False,438,1.63745222353e-16,2.22044604925e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,75.810474,False,439,1.24425906177e-16,2.22044604925e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,76.05985,False,555,1.2822575834e-16,2.22044604925e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,76.309227,False,391,1.31466307008e-16,2.22044604925e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,76.558603,False,491,1.12152875807e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,76.80798,False,756,1.4729546213e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,77.057357,False,491,1.03786633056e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,77.306733,False,614,1.31997199996e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,77.55611,False,282,1.42517991104e-16,2.22044604925e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,77.805486,False,808,1.28747397781e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,78.054863,False,717,1.3393903993e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,78.304239,False,433,1.00766200618e-16,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,78.553616,False,108,8.12107582828e-17,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,78.802993,False,534,1.35763227543e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,79.052369,False,493,1.03365591948e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,79.301746,False,475,1.17566775029e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,79.551122,False,96,7.2858385991e-17,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,79.800499,False,441,1.15805576265e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,80.049875,False,490,1.21218228199e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,80.299252,False,51,8.48994077655e-17,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,80.548628,False,449,1.23632853522e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,80.798005,False,172,1.38132399575e-16,1.66533453694e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,81.047382,False,304,7.30409884622e-17,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,81.296758,False,43,9.03669903765e-17,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,81.546135,False,431,1.17204518841e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,81.795511,False,19,4.67462326158e-17,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,82.044888,False,256,1.25333771139e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,82.294264,False,185,5.16103676312e-17,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,82.543641,False,415,1.20920676417e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,82.793017,False,19,4.67462326158e-17,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,83.790524,False,406,1.20866644553e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,84.0399,False,19,5.84327907697e-17,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,84.289277,False,400,9.38138455808e-17,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,84.538653,False,25,6.66133814775e-17,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,85.53616,False,6,9.25185853854e-17,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,85.785536,False,400,1.04916075827e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,86.034913,False,19,7.59626280007e-17,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,93.516209,True,400,8.93729534823e-17,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,93.765586,True,25,6.66133814775e-17,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,99.25187,True,96,5.66676335486e-17,0,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,99.501247,True,6406,8.8561343363e-17,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,99.750623,True,704,1.03137195754e-16,1.11022302463e-16,1,0,0,1,False
hip_stiff__matched_linear,hip_stiff,matched_linear,100,True,19,8.18059070776e-17,1.11022302463e-16,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,73.815461,False,20,3.33066907388e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,74.064838,False,54,2.87835598977e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,74.314214,False,83,5.08294878744e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,74.563591,False,108,5.55111512313e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,74.812968,False,132,5.04646829375e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,75.062344,False,152,3.65204942311e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,75.311721,False,155,4.65577397423e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,75.561097,False,438,4.23304212585e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,75.810474,False,439,4.0716607509e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,76.05985,False,555,4.32086798773e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,76.309227,False,391,4.14558981062e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,76.558603,False,491,4.49968191243e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,76.80798,False,756,4.59655828978e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,77.057357,False,491,4.00222964071e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,77.306733,False,614,4.50237024644e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,77.55611,False,282,4.09443952344e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,77.805486,False,808,3.77860559124e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,78.054863,False,717,4.38205182662e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,78.304239,False,433,4.15372124687e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,78.553616,False,108,5.0371229821e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,78.802993,False,534,4.03339450894e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,79.052369,False,493,4.84174341368e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,79.301746,False,475,4.83823507573e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,79.551122,False,96,3.35379872022e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,79.800499,False,441,4.30494642202e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,80.049875,False,490,4.14634313278e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,80.299252,False,51,3.26536183713e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,80.548628,False,449,4.35187644396e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,80.798005,False,172,3.22739251345e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,81.047382,False,304,4.67462326158e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,81.296758,False,43,4.13106241721e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,81.546135,False,431,4.35331069981e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,81.795511,False,19,2.33731163079e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,82.044888,False,256,4.85722573274e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,82.294264,False,185,5.70114526159e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,82.543641,False,415,4.36063501238e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,82.793017,False,19,5.25895116928e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,83.790524,False,406,4.62137170349e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,84.0399,False,19,5.25895116928e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,84.289277,False,400,4.05231403988e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,84.538653,False,25,5.3290705182e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,85.53616,False,6,5.55111512313e-17,5.55111512313e-17,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,85.785536,False,400,4.21884749358e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,86.034913,False,19,4.09029535388e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,93.516209,True,400,3.94129173742e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,93.765586,True,25,4.4408920985e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,99.25187,True,96,3.00685402503e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,99.501247,True,6406,4.28248687769e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,99.750623,True,704,4.35257890336e-17,0,1,0,0,1,False
knee_stiff__matched_linear,knee_stiff,matched_linear,100,True,19,4.67462326158e-17,0,1,0,0,1,False
