hip_target_deg,direction,time_s,desired_knee_deg,actual_knee_deg,source_equality_max_abs_residual,source_equality_max_abs_force,auxiliary_joint_positions_json,finite,warning_count
30.0,DESCENDING_125_TO_100,18.400000000000002,100.79396863999999,100.806296427958,0.00028166335111601964,198.41895731192636,"[0.0064759203661043305,0.0014058698541515836,0.003937703722377454,0.26252984433443044,-0.029457144604499018,-0.015319669794991029,-1.4449227569810648]",True,0
30.0,DESCENDING_125_TO_100,18.42,100.76714738471522,100.77960708451491,0.0002813609066010282,198.2140211977418,"[0.006475222148158079,0.0014058050509631588,0.003953875149509292,0.26252665511245027,-0.029471399313434635,-0.015305650334267897,-1.4444717639205265]",True,0
30.0,DESCENDING_125_TO_100,18.44,100.74087210096641,100.75346136572725,0.000281064672042277,198.0134156930902,"[0.006474537605484049,0.0014057418319278355,0.003969731978032946,0.26252351541387664,-0.029485357792875793,-0.015291907885923895,-1.4440300007136015]",True,0
30.0,DESCENDING_125_TO_100,18.46,100.71514031795363,100.72785681182309,0.0002807746081894373,197.8171121631825,"[0.00647386670665789,0.0014056801757809513,0.003985274760443171,0.2625204258804672,-0.029499021720077134,-0.015278441687902555,-1.4435974229690107]",True,0
30.0,DESCENDING_125_TO_100,18.48,100.68994946580477,100.70279086416083,0.00028049067513484516,197.62508149454806,"[0.0064732094167946315,0.0014056200614370872,0.004000504137102116,0.26251738711835043,-0.029512392815788133,-0.015265250911569998,-1.4431739847146594]",True,0
30.0,DESCENDING_125_TO_100,18.5,100.665296875,100.67826086465662,0.00028021283230523705,197.43729408873887,"[0.006472565697534517,0.0014055614679862282,0.004015420836351338,0.2625143996978784,-0.029525472844522352,-0.015252334661457439,-1.4427596383868162]",True,0
30.0,DESCENDING_125_TO_100,18.52,100.6411797757952,100.65426405521201,0.0002799410384530382,197.2537198561755,"[0.006471935507029336,0.0014055043746897613,0.004030025674615952,0.2625114641534963,-0.02953826361483373,-0.01523969197501074,-1.4423543348192815]",True,0
30.0,DESCENDING_125_TO_100,18.54,100.6175952976464,100.6307975771416,0.00027967525164756743,197.07432820968117,"[0.006471318799929253,0.0014054487609763096,0.0040443195565009905,0.2625085809836305,-0.02955076697959986,-0.01522732182234739,-1.4419580232325506]",True,0
30.0,DESCENDING_125_TO_100,18.56,100.59454046863358,100.6078584706007,0.00027941542926626997,196.8990880581042,"[0.006470715527370127,0.0014053946064373874,0.004058303474880109,0.2625057506505926,-0.02956298483631202,-0.015215223106020342,-1.4415706512229645]",True,0
30.0,DESCENDING_125_TO_100,18.580000000000002,100.5720122148848,100.58544367401309,0.00027916152798557886,196.727967799737,"[0.00647012563696134,0.001405341890822899,0.004071978510976645,0.26250297358050173,-0.029574919127372288,-0.015203394660789252,-1.4411921647518582]",True,0
30.0,DESCENDING_125_TO_100,18.6,100.55000736000002,100.56355002349872,0.00027891350377181115,196.56093531564417,"[0.0064695490727741025,0.0014052905940364708,0.0040853458344372925,0.26250025016322337,-0.02958657184039746,-0.015191835253398461,-1.4408225081346993]",True,0
30.0,DESCENDING_125_TO_100,18.62,100.52852262447519,100.54217425230158,0.0002786713118718455,196.3979579629794,"[0.006468985775330251,0.00140524069613062,0.0040984067033983775,0.2624975807523253,-0.029597945008529688,-0.01518054358236214,-1.4404616240302195]",True,0
30.0,DESCENDING_125_TO_100,18.64,100.50755462512642,100.52131299021744,0.0002784349068036783,196.23900256807184,"[0.006468435681591538,0.0014051921773017642,0.0041111624645449605,0.26249496566505115,-0.02960904071075409,-0.015169518277756268,-1.4401094534295427]",True,0
30.0,DESCENDING_125_TO_100,18.66,100.48709987451365,100.50096276302196,0.0002782042423468689,196.08403541961673,"[0.0064678987249493815,0.0014051450178850782,0.004123614553162802,0.26249240518230926,-0.029619861072222912,-0.015158757901017474,-1.4397659356453023]",True,0
30.0,DESCENDING_125_TO_100,18.68,100.46715478036482,100.48111999189834,0.0002779792715327592,195.93302226153168,"[0.006467374835215106,0.0014050991983491884,0.004135764493183417,0.26248989954868035,-0.029630408264586586,-0.015148260944748533,-1.4394310083007555]",True,0
30.0,DESCENDING_125_TO_100,18.7,100.44771564500002,100.4617809928655,0.0002777599466347036,195.78592828593534,"[0.006466863938610651,0.0014050546992907178,0.0041476138972221886,0.2624874489724401,-0.029640684506331224,-0.015138025832530632,-1.4391046073188913]",True,0
30.0,DESCENDING_125_TO_100,18.72,100.42877866475521,100.44294197620607,0.0002775462191580355,195.64271812593262,"[0.006466365957759728,0.0014050115014286838,0.004159164466609786,0.26248505362559843,-0.029650692063122642,-0.015128050918742255,-1.4387866669115323]",True,0
30.0,DESCENDING_125_TO_100,18.740000000000002,100.4103399294064,100.42459904589428,0.000277338039830044,195.5033558483211,"[0.006465880811679464,0.001404969585598745,0.004170417991417017,0.262482713643956,-0.02966043324815713,-0.015118334488384465,-1.4384771195684332]",True,0
30.0,DESCENDING_125_TO_100,18.76,100.39239542159362,100.4067481990243,0.0002771353585895378,195.3678049462437,"[0.006465408415772464,0.0014049289327472986,0.004181376350473152,0.26248042912717523,-0.02966991042251839,-0.015108874756912645,-1.4381758960463695]",True,0
30.0,DESCENDING_125_TO_100,18.78,100.37494101624482,100.3893853252382,0.00027693812457674216,195.23602833169164,"[0.006464948681819346,0.0014048895239254418,0.004192041511378015,0.26247820013886813,-0.029679125995540748,-0.015099669870074554,-1.4378829253582277]",True,0
30.0,DESCENDING_125_TO_100,18.8,100.35797248000002,100.3725062061541,0.0002767462861226651,195.10798832804272,"[0.006464501517971692,0.0014048513402827954,0.004202415530507772,0.26247602670670006,-0.029688082425178827,-0.01509071790375458,-1.4375981347620872]",True,0
30.0,DESCENDING_125_TO_100,18.82,100.34148547063518,100.35610651479448,0.00027655979073846343,194.98364666234318,"[0.006464066828745458,0.0014048143630611778,0.00421250055301476,0.2624739088225067,-0.02969678221838326,-0.015082016863823966,-1.4373214497502957]",True,0
30.0,DESCENDING_125_TO_100,18.84,100.32547553648641,100.34018181501439,0.0002763785851046356,194.86296445769884,"[0.006463644515014777,0.0014047785735881563,0.004222298812821364,0.26247184644242944,-0.029705227931482395,-0.015073564685997154,-1.4370527940385482]",True,0
30.0,DESCENDING_125_TO_100,18.86,100.30993811587362,100.32472756092967,0.0002762026150603947,194.74590222542358,"[0.0064632344740061945,0.0014047439532704732,0.004231812632608244,0.2624698394870622,-0.029713422170569787,-0.015065359235693914,-1.4367920895549515]",True,0
30.0,DESCENDING_125_TO_100,18.88,100.2948685365248,100.30973909634533,0.00027603182559253134,194.6324198572356,"[0.006462836599293309,0.001404710483587327,0.004241044423796859,0.2624678878416157,-0.029721367591897724,-0.015057398307907187,-1.436539256429096]",True,0
30.0,DESCENDING_125_TO_100,18.900000000000002,100.28026201499999,100.29521165418392,0.0002758661608243361,194.52247661730817,"[0.006462450780791805,0.0014046781460835417,0.004249996686526664,0.26246599135609366,-0.029729066902276387,-0.015049679627076469,-1.4362942129811131]",True,0
30.0,DESCENDING_125_TO_100,18.92,100.26611365611518,100.28114035591378,0.00027570556400435126,194.41603113421948,"[0.006462076904754866,0.0014046469223626102,0.004258672009627015,0.2624641498454843,-0.029736522859478497,-0.01504220084696665,-1.436056875710739]",True,0
30.0,DESCENDING_125_TO_100,18.94,100.25241845236638,100.26752021097754,0.00027554997749520277,194.31304139295506,"[0.006461714853768984,0.0014046167940796315,0.004267073070584024,0.26246236308996457,-0.029743738272649325,-0.015034959550552222,-1.4358271592863696]",True,0
30.0,DESCENDING_125_TO_100,18.96,100.23917128335361,100.2543461162207,0.00027539934276199496,194.21346472670146,"[0.006461364506750125,0.0014045877429341219,0.00427520263550251,0.26246063083511817,-0.029750716002722114,-0.015027953249906502,-1.435604976534115]",True,0
30.0,DESCENDING_125_TO_100,18.98,100.22636691520479,100.24161285531986,0.00027525360036094806,194.1172578086227,"[0.006461025738940245,0.0014045597506627209,0.004283063559063355,0.26245895279216647,-0.02975745896283857,-0.015021179386095894,-1.435390238426851]",True,0
30.0,DESCENDING_125_TO_100,19.0,100.21399999999996,100.22931509821129,0.0002751126899276507,194.02437664366076,"[0.006460698421904162,0.001404532799031798,0.004290658784476145,0.26245732863821086,-0.029763970118774314,-0.01501463532907898,-1.4351828540732694]",True,0
30.0,DESCENDING_125_TO_100,19.02,100.20206507519521,100.21744740051967,0.000274976550165406,193.93477656008363,"[0.0064603824235267455,0.001404506869829955,0.00429799134342776,0.2624557580164886,-0.029770252489369122,-0.015008318377610179,-1.434982730706924]",True,0
30.0,DESCENDING_125_TO_100,19.04,100.19055656304639,100.20600420298636,0.00027484511883330703,193.84841220118926,"[0.006460077608010449,0.0014044819448604292,0.004305064356026779,0.2624542405366393,-0.029776309146961916,-0.015002225759147945,-1.4347897736752795]",True,0
30.0,DESCENDING_125_TO_100,19.06,100.17946877003361,100.19497983089818,0.00027471833273448945,193.76523751675145,"[0.006459783835873132,0.001404458005933406,0.004311881030744009,0.26245277577498266,-0.029782143217830098,-0.014996354629767086,-1.434603886428754]",True,0
30.0,DESCENDING_125_TO_100,19.080000000000002,100.1687958862848,100.18436849351596,0.00027459612770391884,193.68520575460548,"[0.006459500963946169,0.0014044350348582529,0.004318444664349493,0.26245136327480767,-0.029787757882633274,-0.014990702074075324,-1.4344249705097643]",True,0
30.0,DESCENDING_125_TO_100,19.1,100.15853198500002,100.17416428350319,0.0002744784385965808,193.6082694519923,"[0.006459228845372862,0.0014044130134356644,0.004324758641846074,0.26245000254667084,-0.02979315637686099,-0.014985265105133653,-1.4342529255417689]",True,0
30.0,DESCENDING_125_TO_100,19.12,100.14867102187522,100.16436117635466,0.00027436519927497363,193.53438042700856,"[0.006458967329607107,0.0014043919234497286,0.004330826436399867,0.2624486930687054,-0.02979834199128458,-0.014980040664380289,-1.4340876492183132]",True,0
30.0,DESCENDING_125_TO_100,19.14,100.13920683452642,100.15495302982518,0.00027425634259714907,193.4634897699256,"[0.006458716262412301,0.0014043717466599272,0.004336651609267874,0.26244743428693956,-0.029803318072412436,-0.0149750256215582,-1.4339290372920748]",True,0
30.0,DESCENDING_125_TO_100,19.16,100.13013314191359,100.14593358335826,0.0002741518004042848,193.39554783451757,"[0.006458475485860507,0.0014043524647930677,0.004342237809723069,0.2624462256156227,-0.029808088022949004,-0.014970216774645637,-1.4337769835639058]",True,0
30.0,DESCENDING_125_TO_100,19.18,100.12144354376477,100.13729645751472,0.0002740515035083019,193.33050422927462,"[0.006458244838331815,0.001404334059535155,0.0043475887749771566,0.2624450664375607,-0.029812655302257088,-0.014965610849789882,-1.43363137987188]",True,0
30.0,DESCENDING_125_TO_100,19.2,100.11313151999997,100.1290351534017,0.00027395538167940617,193.26830780869037,"[0.0064580241545139265,0.0014043165125232119,0.00435270833010134,0.2624439561044586,-0.029817023426823075,-0.014961204501243547,-1.433492116080343]",True,0
30.0,DESCENDING_125_TO_100,19.22,100.1051904301552,100.12114305210105,0.00027386336363371955,193.20890666444748,"[0.00645781326540191,0.001404299805337054,0.004357600387945449,0.26244289393727044,-0.02982119597072512,-0.014956994311303493,-1.4333590800689622]",True,0
30.0,DESCENDING_125_TO_100,19.240000000000002,100.09761351280645,100.11361341409838,0.00027377537702052285,193.15224811653133,"[0.006457611998298134,0.0014042839194910119,0.0043622689490557046,0.2624418792265554,-0.029825176566103968,-0.014952976790251874,-1.4332321577217801]",True,0
30.0,DESCENDING_125_TO_100,19.26,100.09039388499363,100.10643937871167,0.0002736913484098179,193.0982787045138,"[0.006457420176812337,0.0014042688364256318,0.004366718101591507,0.26244091123284014,-0.029828968903636118,-0.014949148376299211,-1.4331112329162734]",True,0
30.0,DESCENDING_125_TO_100,19.28,100.0835245416448,100.09961396352013,0.00027361120327958413,193.04694417852656,"[0.006457237620861863,0.0014042545374993401,0.00437095202124156,0.2624399891869866,-0.029832576733009195,-0.0149455054355291,-1.4329961875124133]",True,0
30.0,DESCENDING_125_TO_100,19.3,100.07699835500001,100.0931300637929,0.0002735348660032194,192.99818949054276,"[0.006457064146671958,0.0014042410039800937,0.00437497497113972,0.26243911229056327,-0.029836003863399033,-0.014942044261844395,-1.432886901341735]",True,0
30.0,DESCENDING_125_TO_100,19.32,100.07080807403517,100.08698045191791,0.0002734622598368486,192.95195878532206,"[0.006456899566776208,0.001404228217037009,0.0043787913017809535,0.26243827971622213,-0.02983925416394855,-0.014938761076914346,-1.4327832521964086]",True,0
30.0,DESCENDING_125_TO_100,19.34,100.06494632388643,100.08115777683066,0.00027339330690638944,192.90819539170258,"[0.006456743690017021,0.001404216157731992,0.004382405450937826,0.26243749060807847,-0.0298423315642481,-0.014935652030122735,-1.4326851158183183]",True,0
30.0,DESCENDING_125_TO_100,19.36,100.05940560527362,100.0756545634429,0.00027332792819512175,192.8668418135349,"[0.006456596321546169,0.0014042048070113664,0.00438582194357791,0.26243674408209244,-0.029845240054816577,-0.01493271319851636,-1.4325923658881508]",True,0
30.0,DESCENDING_125_TO_100,19.38,100.05417829392479,100.0704632120716,0.00027326604353061085,192.82783972092093,"[0.006456457262825364,0.001404194145697516,0.004389045391782529,0.26243603922645314,-0.029847983687583655,-0.014929940586753718,-1.4325048740144906]",True,0
30.0,DESCENDING_125_TO_100,19.400000000000002,100.04925664000007,100.06557599786761,0.00027320757157229397,192.7911299413009,"[0.006456326311626827,0.0014041841544805477,0.004392080494667356,0.2624353751019642,-0.029850566576372393,-0.01492733012705353,-1.432422509722924]",True,0
30.0,DESCENDING_125_TO_100,19.42,100.04463276751522,100.06098507024446,0.0002731524297984837,192.7566524505635,"[0.006456203262033861,0.001404174813909968,0.004394932038305271,0.2624347507424298,-0.02985299289738214,-0.014924877679142813,-1.4323451404451544]",True,0
30.0,DESCENDING_125_TO_100,19.44,100.0402986737664,100.05668245230702,0.0002731005344937844,192.72434636425132,"[0.0064560879044413795,0.0014041661043864145,0.004397604895652067,0.26243416515503964,-0.029855266889671453,-0.014922579030203971,-1.432272631508129]",True,0
30.0,DESCENDING_125_TO_100,19.46,100.03624622875363,100.05266004028043,0.00027305180073630697,192.69414992878717,"[0.006455980025556359,0.0014041580061534232,0.004400104026475293,0.26243361732075465,-0.029857392855640503,-0.014920429894820734,-1.4322048461231767]",True,0
30.0,DESCENDING_125_TO_100,19.48,100.03246717460479,100.04890960293864,0.0002730061423849746,192.66600051259914,"[0.0064558794083982305,0.0014041504992892526,0.004402434477287034,0.2624331061946881,-0.029859375161513005,-0.01491842591492255,-1.4321416453751636]",True,0
30.0,DESCENDING_125_TO_100,19.5,100.02895312500004,100.04542278103325,0.000272963472067015,192.6398345975558,"[0.0064557858322991345,0.0014041435636987713,0.004404601381281005,0.2624326307064865,-0.029861218237816876,-0.01491656265972693,-1.4320828882116576]",True,0
30.0,DESCENDING_125_TO_100,19.52,100.02569556459515,100.04219108672214,0.0002729237011652695,192.61558777007724,"[0.0064556990729040505,0.00140413717910543,0.0044066099582745644,0.2624321897607065,-0.029862926579863943,-0.014914835625679393,-1.432028431432112]",True,0
30.0,DESCENDING_125_TO_100,19.54,100.02268584844643,100.0392059029981,0.0002728867398055883,192.59319471268827,"[0.0064556189021707545,0.0014041313250433072,0.004408465514656208,0.2624317822371865,-0.029864504748227817,-0.01491324023639072,-1.4319781296770684]",True,0
30.0,DESCENDING_125_TO_100,19.56,100.01991520143365,100.0364584831175,0.000272852496844455,192.5725891953999,"[0.006455545088369597,0.0014041259808492584,0.00441017344333922,0.262431406991414,-0.029865957369219823,-0.01491177184257098,-1.431931835417378]",True,0
30.0,DESCENDING_125_TO_100,19.580000000000002,100.01737471768479,100.03393995002881,0.000272820879856632,192.55370406715952,"[0.006455477396083055,0.001404121125655172,0.004411739223722073,0.26243106285488677,-0.02986728913536248,-0.014910425721959936,-1.4318893989434396]",True,0
30.0,DESCENDING_125_TO_100,19.6,100.01505535999999,100.03164129580122,0.0002727917951226948,192.5364712474765,"[0.00645541558620503,0.001404116738380352,0.004413168421656147,0.2624307486354668,-0.02986850480586065,-0.014909197079253382,-1.4318506683544654]",True,0
30.0,DESCENDING_125_TO_100,19.62,100.01294795927518,100.02955338105308,0.00027276514761684703,192.5208217181014,"[0.00645535941593987,0.0014041127977240176,0.004414466689421662,0.2624304631177268,-0.029869609207069363,-0.014908081046024937,-1.4318154895477655]",True,0
30.0,DESCENDING_125_TO_100,19.64,100.01104321392637,100.02766693438042,0.0002727408409949096,192.50668551475445,"[0.0064553086388011,0.0014041092821579578,0.004415639765712216,0.26243020506328735,-0.029870607232958236,-0.014907072680642992,-1.431783706208062]",True,0
30.0,DESCENDING_125_TO_100,19.66,100.00933168931363,100.0259725517854,0.0002727187775822294,192.49399171893282,"[0.006455263004609791,0.0014041061699193384,0.004416693475628939,0.26242997321114503,-0.0298715038455724,-0.01490616696818215,-1.4317551597968268]",True,0
30.0,DESCENDING_125_TO_100,19.68,100.00780381716478,100.02446069610448,0.0002726988583617723,192.48266844998355,"[0.006455222259492578,0.0014041034390036783,0.004417633730684814,0.26242976627798914,-0.029872304075489013,-0.014905358820328646,-1.4317296895416514]",True,0
30.0,DESCENDING_125_TO_100,19.7,100.006449895,100.02312169643695,0.0002726809829625247,192.47264285709207,"[0.00645518614587927,0.0014041010671580118,0.00441846652882001,0.26242958295850716,-0.029873013022269353,-0.01490464307527954,-1.4317071324256443]",True,0
30.0,DESCENDING_125_TO_100,19.72,100.00526008555522,100.02194574757299,0.0002726650496477287,192.46384111151733,"[0.006455154402500028,0.0014040990318742374,0.004419197954428975,0.26242942192567753,-0.029873635854906065,-0.014904014497634824,-1.4316873231768665]",True,0
30.0,DESCENDING_125_TO_100,19.740000000000002,100.0042244162064,100.02092290942196,0.0002726509553035855,192.45618839889013,"[0.0064551267643820735,0.0014040973103826866,0.004419834178400187,0.2624292818310486,-0.02987417781226492,-0.01490346777828214,-1.4316700942577962]",True,0
30.0,DESCENDING_125_TO_100,19.76,100.00333277839357,100.02004310644034,0.0002726385954278411,192.44960891173582,"[0.006455102962845892,0.0014040958796459092,0.0044203814581692934,0.2624291613050024,-0.029874644203521154,-0.014902997534273543,-1.4316552758548362]",True,0
30.0,DESCENDING_125_TO_100,19.78,100.00257492704483,100.01929612705996,0.0002726278641188261,192.44402584210107,"[0.006455082725500916,0.001404094716352703,0.004420846137786595,0.26242905895700386,-0.02987504040858922,-0.014902598308693669,-1.431642695867856]",True,0
30.0,DESCENDING_125_TO_100,19.8,100.00194048000002,100.0186716231157,0.0002726186540647074,192.4393613743185,"[0.00645506577624062,0.0014040937969123952,0.004421234647999653,0.2624289733758314,-0.029875371878546254,-0.014902264570518856,-1.431632179899779]",True,0
30.0,DESCENDING_125_TO_100,19.82,100.00141891743522,100.01815910927347,0.00027261085653250763,192.43553667798142,"[0.0064550518352370165,0.0014040930974493948,0.0044215535063521,0.2624289031297907,-0.029875644136048672,-0.014901990714466653,-1.4316235512462139]",True,0
30.0,DESCENDING_125_TO_100,19.84,100.00099958128641,100.01774796245796,0.0002726043613580191,192.43247190109562,"[0.006455040618934502,0.0014040925937980255,0.004421809317299414,0.26242884676690925,-0.029875862775740995,-0.014901771060834991,-1.431616630885131]",True,0
30.0,DESCENDING_125_TO_100,19.86,100.00067167467358,100.01742742128027,0.0002725990569353229,192.43008616341814,"[0.0064550318400430125,0.0014040922614976658,0.004422008772342738,0.2624288028151103,-0.02987603346465709,-0.014901599855330593,-1.4316112374665868]",True,0
30.0,DESCENDING_125_TO_100,19.88,100.00042426132475,100.01718658546541,0.00027259483020709505,192.42829755000852,"[0.006455025207530487,0.0014040920757882023,0.004422158650181677,0.26242876978236507,-0.029876161942612927,-0.01490147126888593,-1.4316071873025062]",True,0
30.0,DESCENDING_125_TO_100,19.900000000000002,100.00024626500002,100.0170144152797,0.00027259156665466674,192.42702310495662,"[0.00645502042661453,0.0014040920116058214,0.004422265816887097,0.26242874615682366,-0.029876254022590674,-0.014901379397464097,-1.431604294356512]",True,0
30.0,DESCENDING_125_TO_100,19.92,100.0001264689152,100.01689973095837,0.00027258915028885444,192.42617882537064,"[0.006455017198753305,0.001404092043579153,0.004422337226095,0.2624287304069202,-0.029876315591113353,-0.014901318261850942,-1.4316023702338176]",True,0
30.0,DESCENDING_125_TO_100,19.94,100.00005351516641,100.01683121213233,0.00027258746364084915,192.42567965563345,"[0.006455015221635555,0.0014040921460257822,0.004422379919222466,0.2624287209814549,-0.02987635260860987,-0.014901281807433922,-1.4316012241711753]",True,0
30.0,DESCENDING_125_TO_100,19.96,100.00001590415361,100.01679739725552,0.0002725863877533555,192.42543948182077,"[0.006455014189169775,0.001404092292949152,0.004422401025706811,0.26242871630964854,-0.029876371109769893,-0.014901263903966922,-1.4316006630268936]",True,0
30.0,DESCENDING_125_TO_100,19.98,100.0000019940048,100.0167866830318,0.00027258580217220593,192.42537112645007,"[0.006455013791472431,0.0014040924580358692,0.004422407763269049,0.2624287148011694,-0.029876377203887906,-0.014901258345320374,-1.431600491270913]",True,0
30.0,DESCENDING_125_TO_100,20.0,100.0,100.01678732384171,0.0002725855849381592,192.42538634346442,"[0.006455013714855204,0.0014040926146534393,0.004422407438202817,0.2624287148461324,-0.029876377075196053,-0.014901258849215955,-1.4316005109749583]",True,0
60.0,ASCENDING_100_TO_125,0.0,100.0,99.99925144973685,2.220446049250313e-16,200.9305782069831,"[0.006427337442989533,0.0014209507169271557,0.004433820111180358,0.26242898818239685,-0.030157296497487836,-0.014760820846817667,-1.4313298235301692]",True,0
60.0,ASCENDING_100_TO_125,0.02,100.0000019940048,100.01630060109014,7.855398617953938e-05,198.62613928320567,"[0.006440370163302815,0.0014152004391528657,0.00442262762172516,0.26243066039658436,-0.030065466759557093,-0.014810394726580007,-1.431598579400427]",True,0
60.0,ASCENDING_100_TO_125,0.04,100.0000159041536,100.05598303514147,0.0001697899864252228,196.01138815364232,"[0.006452154633799071,0.0014126988200261258,0.0043982448574222295,0.26243540835780144,-0.029955322654207334,-0.014874686210783916,-1.4322592266336727]",True,0
60.0,ASCENDING_100_TO_125,0.06,100.0000535151664,100.07748762205269,0.00022478225627581977,194.49539987810155,"[0.006457771182587181,0.001412345402555529,0.004384905006161906,0.26243782048532727,-0.029890927852924548,-0.014911430191303077,-1.4326276952777668]",True,0
60.0,ASCENDING_100_TO_125,0.08,100.0001264689152,100.08337485020226,0.0002522215510649545,193.7041187165767,"[0.0064604681494155386,0.0014121089627505033,0.004381107422029849,0.2624383769271142,-0.029861462071643426,-0.014926993805560203,-1.4327309208075256]",True,0
60.0,ASCENDING_100_TO_125,0.1,100.000246265,100.08212833246681,0.00026463383445705924,193.30424881125765,"[0.006462016423470973,0.0014115511615960016,0.004381800045734002,0.26243812969547614,-0.029850199574727815,-0.014931937437301744,-1.4327091180391083]",True,0
60.0,ASCENDING_100_TO_125,0.12,100.0004242613248,100.08007592570306,0.0002698855281824432,193.11278234825465,"[0.006462971690989935,0.0014109744395624502,0.004383041609822853,0.2624378338806538,-0.029846236385846766,-0.014933249681031746,-1.4326715398971865]",True,0
60.0,ASCENDING_100_TO_125,0.14,100.0006716746736,100.07910645874219,0.000272005992076791,193.0293705271999,"[0.006463506960425484,0.0014105992316516514,0.004383624104228103,0.26243769277483914,-0.029844712594520154,-0.01493372938722854,-1.4326526645234765]",True,0
60.0,ASCENDING_100_TO_125,0.16,100.0009995812864,100.07899946951188,0.0002728391275414639,192.99735445060986,"[0.00646376680690546,0.0014104187045136966,0.004383679889293188,0.26243766837833704,-0.029843973066045172,-0.01493407290706787,-1.4326495155342631]",True,0
60.0,ASCENDING_100_TO_125,0.18,100.0014189174352,100.07930663413887,0.00027316328767349254,192.98752812227167,"[0.006463881373389093,0.0014103495029909503,0.00438348620599799,0.2624377032408707,-0.029843505140542646,-0.01493439356430443,-1.4326541837560107]",True,0
60.0,ASCENDING_100_TO_125,0.2,100.00194048,100.07980876048376,0.00027329031274367713,192.98678107555736,"[0.006463933536502471,0.0014103280955848427,0.004383174548930183,0.2624377679333581,-0.02984312442155356,-0.014934721615877661,-1.432662515383899]",True,0
60.0,ASCENDING_100_TO_125,0.22,100.0025749270448,100.08044062075501,0.00027334196858147183,192.98989436213807,"[0.0064639637581636366,0.001410323380265252,0.004382782537084066,0.2624378521406821,-0.029842748473887543,-0.01493508161941778,-1.432673153735463]",True,0
60.0,ASCENDING_100_TO_125,0.24,100.0033327783936,100.08119593596939,0.0002733653680451059,192.9949905953952,"[0.0064639886397798475,0.0014103235674866733,0.004382313690116112,0.26243795398033093,-0.029842335614446096,-0.014935493427749334,-1.432685894290586]",True,0
60.0,ASCENDING_100_TO_125,0.26,100.0042244162064,100.08208470539499,0.00027337873455595546,193.00147083914646,"[0.006464014234177279,0.0014103251510930884,0.004381762001213012,0.26243807430856364,-0.02984186329392367,-0.014935971231082978,-1.43270087971018]",True,0
60.0,ASCENDING_100_TO_125,0.28,100.0052600855552,100.08311863586405,0.0002733891638688375,193.00918326877107,"[0.006464042632647737,0.0014103273902099013,0.004381120223750328,0.262438214452734,-0.02984131868962954,-0.014936524596670282,-1.4327183055036412]",True,0
60.0,ASCENDING_100_TO_125,0.3,100.006449895,100.08430807422242,0.00027339944952718687,193.0181205480877,"[0.006464074667790123,0.001410330189232247,0.004380381914724197,0.2624383756942286,-0.029840693784026796,-0.01493716027659537,-1.4327383488928096]",True,0
60.0,ASCENDING_100_TO_125,0.32,100.0078038171648,100.08566251651204,0.00027341071240259,193.02832252737625,"[0.006464110826115424,0.0014103335198586634,0.00437954120360788,0.2624385592763181,-0.029839982593605204,-0.014937883792018384,-1.432761172020034]",True,0
60.0,ASCENDING_100_TO_125,0.34,100.0093316893136,100.08719130434224,0.0002734234286036509,193.03984713013347,"[0.006464151485425189,0.0014103373507126917,0.004378592321585314,0.2624387664431508,-0.029839179827890493,-0.014938700293813108,-1.4327869332951841]",True,0
60.0,ASCENDING_100_TO_125,0.36,100.0110432139264,100.08890383355568,0.00027343783301002345,193.05276021747275,"[0.0064641969671637945,0.0014103416639618847,0.004377529456472972,0.26243899844541324,-0.029838280396541895,-0.0149396148535847,-1.4328157914798318]",True,0
60.0,ASCENDING_100_TO_125,0.38,100.0129479592752,100.09080951405475,0.0002734540737178229,193.06713087483112,"[0.006464247556683855,0.0014103464598584307,0.004376346787712394,0.2624392565327634,-0.029837279282930253,-0.014940632508435633,-1.432847905384024]",True,0
60.0,ASCENDING_100_TO_125,0.4,100.01505536,100.0929176969535,0.0002734722683463593,193.08302902898492,"[0.00646430351776663,0.0014103517507087486,0.004375038536244466,0.26243954194415475,-0.029836171528170002,-0.014941758246779277,-1.432883432773849]",True,0
60.0,ASCENDING_100_TO_125,0.42,100.0173747176848,100.09523763069201,0.00027349252351600156,193.10052434936557,"[0.0064643651020610425,0.0014103575545103475,0.004373598990684838,0.26243985590083524,-0.029834952235195597,-0.014942996994120161,-1.4329225296665842]",True,0
60.0,ASCENDING_100_TO_125,0.44,100.0199152014336,100.09777844227236,0.0002735149413180017,193.11968580301033,"[0.0064644325540719255,0.0014103638912700803,0.004372022518714227,0.2624401996029401,-0.029833616572184335,-0.014944353606367302,-1.4329653500245332]",True,0
60.0,ASCENDING_100_TO_125,0.46,100.0226858484464,100.10054913092505,0.00027353962142797825,193.14058149751133,"[0.006464506113373742,0.00141037078143464,0.004370303571808258,0.262440574228135,-0.029832159773672675,-0.014945832867555723,-1.4330120456552968]",True,0
60.0,ASCENDING_100_TO_125,0.48,100.0256955645952,100.10355856652001,0.0002735666618103247,193.16327863598923,"[0.00646458601544489,0.0014103782453848963,0.004368436686833307,0.2624409809309209,-0.02983057714054871,-0.014947439489263314,-1.4330627661914523]",True,0
60.0,ASCENDING_100_TO_125,0.5,100.028953125,100.1068154894427,0.0002735961589688529,193.18784350989506,"[0.006464672491937331,0.0014103863033277553,0.004366416486500561,0.2624414208421141,-0.029828864039713972,-0.014949178110496317,-1.4331176590936445]",True,0
