hip_target_deg,direction,time_s,desired_knee_deg,actual_knee_deg,source_equality_max_abs_residual,source_equality_max_abs_force,auxiliary_joint_positions_json,finite,warning_count
30.0,ASCENDING_100_TO_125,0.42,100.0173747176848,100.03416802739406,0.0002727215648738561,192.55618803026445,"[0.006455475630522542,0.0014041365358602174,0.004411597795047949,0.262431094772909,-0.029867268120507662,-0.014910553265707739,-1.4318932680554572]",True,0
30.0,ASCENDING_100_TO_125,0.44,100.0199152014336,100.03670716575841,0.00027274392304462575,192.57529804865,"[0.006455543167494199,0.001404142785027701,0.004410019231684727,0.2624314417909093,-0.029865934730434217,-0.01491191087112148,-1.4319360513588384]",True,0
30.0,ASCENDING_100_TO_125,0.46,100.0226858484464,100.03947602320589,0.0002727685372952461,192.59613759842642,"[0.006455616819417366,0.0014041495795070289,0.004408298006744081,0.26243182003088106,-0.02986448041465252,-0.014913391211802579,-1.4319827064427941]",True,0
30.0,ASCENDING_100_TO_125,0.48,100.0256955645952,100.0424834605708,0.00027279550534983765,192.61877368042497,"[0.006455696821909642,0.0014041569393092987,0.0044064286516269915,0.2624322306583549,-0.02986290048364729,-0.014914999001401738,-1.4320333827650409]",True,0
30.0,ASCENDING_100_TO_125,0.5,100.028953125,100.04573821048912,0.00027282492345368295,192.64327239370374,"[0.006455783406841687,0.0014041648842950689,0.004404405782842268,0.26243267481519605,-0.029861190313198484,-0.01491673888147984,-1.4320882276283375]",True,0
30.0,ASCENDING_100_TO_125,0.52,100.0324671746048,100.04924887703098,0.00027285688648621617,192.66969893540426,"[0.0064558768023657035,0.0014041734341651035,0.004402224102672435,0.26243315361907127,-0.029859345344296406,-0.014918615421205188,-1.4321473861805945]",True,0
30.0,ASCENDING_100_TO_125,0.54,100.0362462287536,100.0530239357335,0.00027289148800862736,192.69811760493505,"[0.006455977232927503,0.001404182608458449,0.004399878399585968,0.26243366816299185,-0.02985736108291036,-0.014920633117190015,-1.4322110014191627]",True,0
30.0,ASCENDING_100_TO_125,0.56,100.0402986737664,100.0570717338783,0.00027292882028742,192.7285918102897,"[0.006456084919274935,0.001404192426551582,0.004397363548489275,0.26243421951489404,-0.029855233099652007,-0.014922796393423676,-1.4322792141979237]",True,0
30.0,ASCENDING_100_TO_125,0.58,100.0446327675152,100.0614004909149,0.0002729689743093157,192.7611840754878,"[0.006456200078463102,0.0014042029076606313,0.004394674510883188,0.26243480871723723,-0.02985295702936978,-0.014925109601266705,-1.4323521632362073]",True,0
30.0,ASCENDING_100_TO_125,0.6,100.04925664,100.06601829896215,0.00027301203979449365,192.79595604889587,"[0.006456322923856747,0.0014042140708466497,0.004391806334972402,0.26243543678661263,-0.0298505285707036,-0.014927577019477278,-1.432429985128733]",True,0
30.0,ASCENDING_100_TO_125,0.62,100.0541782939248,100.07093312334709,0.00027305810520875107,192.83296851169484,"[0.006456453665130933,0.0014042259350227182,0.0043887541557549575,0.26243610471335416,-0.02984794348562009,-0.014930202854252755,-1.4325128143560588]",True,0
30.0,ASCENDING_100_TO_125,0.64,100.0594056052736,100.0761528031613,0.00027310725777617006,192.87228138662158,"[0.0064565925082709094,0.0014042385189618855,0.00438551319510403,0.2624368134611521,-0.029845197598937872,-0.014932991239277119,-1.4326007832952583]",True,0
30.0,ASCENDING_100_TO_125,0.66,100.0649463238864,100.08168505182472,0.0002731595834916632,192.91395374680818,"[0.00645673965557167,0.0014042518413053884,0.004382078761847545,0.2624375639666658,-0.029842286797848654,-0.014935946235770521,-1.4326940222307103]",True,0
