model,beta_flex,beta_extend,share_shift,step1,step2,valid,invalid_reason,flexion_share,flexion_duration_s,extension_duration_s,min_warp_derivative,ROM_excess_rad,hip_speed_peak_deg_s,knee_speed_peak_deg_s,hip_accel_peak_deg_s2,knee_accel_peak_deg_s2,knee_angle_change_peak_deg,E0,E2,hip_torque_peak_Nm,knee_torque_peak_Nm,decomposition_residual_Nm,warning_count,hip_flex_RMS_Nm,hip_extend_RMS_Nm,knee_flex_RMS_Nm,knee_extend_RMS_Nm,hip_flex_relative,hip_extend_relative,knee_flex_relative,knee_extend_relative
LEG_0_NOMINAL,-0.12,-0.06,-0.05,False,True,True,,0.5166666666666666,12.399999999999999,11.600000000000001,0.5878479508633715,0.0,19.892252452095338,27.13529816652184,12.002746026580793,26.240866467333774,12.431064829097311,32.24195367860817,1.034283580604403,36.76689082082167,16.720063831589314,,,29.562823328747562,30.808695357712434,11.398414474679408,11.403988207330704,1.0014201250878214,0.9988244946780674,0.9617705174048077,1.034283580604403
LEG_0_NOMINAL,-0.12,-0.06,0.0,True,True,True,,0.5666666666666667,13.6,10.4,0.5878479508633715,0.0,22.187512350414032,30.266294108812822,14.101230445371915,21.814422729331962,12.431064829097311,32.157694987197125,1.0330521002232749,36.72099442375398,16.720485856094484,,,29.539523023819715,30.782930493107493,11.387624473379253,11.390409931500647,1.0006308434276783,0.9979891922554662,0.9608600833127415,1.0330521002232749
LEG_0_NOMINAL,-0.12,-0.06,0.05,False,True,True,,0.6166666666666667,14.8,9.2,0.5878479508633715,0.0,25.081535700468038,34.214071601266674,18.019719812989447,23.411735940816335,12.431064829097311,32.073503090996866,1.0315127536179263,36.684936145941656,16.72112228897941,,,29.520117461513284,30.750900940729004,11.37863475402594,11.373437129395317,0.9999734934710722,0.9969507873149857,0.9601015526370089,1.0315127536179263
LEG_0_NOMINAL,-0.12,-0.06,0.1,False,True,True,,0.6666666666666666,16.0,8.0,0.5878479508633715,0.0,28.84376605553824,39.34618234145667,23.831079452678534,30.962020781729592,12.431064829097311,31.989455477083443,1.0295342201706212,36.65535397402115,16.722123597043275,,,29.503705472603283,30.710045249745555,11.371029613016136,11.351621862746986,0.9994175487358747,0.9956262370726772,0.9594598493176407,1.0295342201706212
LEG_0_NOMINAL,-0.12,-0.045,0.0,True,False,True,,0.5666666666666667,13.6,10.4,0.5878479508633715,0.0,22.187512350414032,29.427784494328396,14.101230445371915,21.814422729331962,12.431064829097311,32.15033383533394,1.0243889611456354,36.72099442375398,16.72053333585488,,,29.539523023819715,30.80028883862784,11.387624473379253,11.294890348929169,1.0006308434276783,0.9985519535308627,0.9608600833127415,1.0243889611456354
LEG_0_NOMINAL,-0.12,-0.03,-0.1,False,True,True,,0.4666666666666667,11.2,12.8,0.5878479508633715,0.0,18.0273537847114,23.37981291224082,14.712549657581809,32.16514371824968,12.431064829097311,32.308303079270495,1.0182334879979602,36.83034911315944,16.71982371365003,,,29.59132176569191,30.863455985986825,11.411605264160018,11.227020236222161,1.0023854898627704,1.0005998459621563,0.9628835241700843,1.0182334879979602
LEG_0_NOMINAL,-0.12,-0.03,-0.05,False,True,True,,0.5166666666666666,12.399999999999999,11.600000000000001,0.5878479508633715,0.0,19.892252452095338,25.798414247989868,12.002746026580793,26.240866467333774,12.431064829097311,32.22564899528132,1.0172183595826456,36.76689082082167,16.720133135975075,,,29.562823328747562,30.842279486199914,11.398414474679408,11.21582745244964,1.0014201250878214,0.9999132993085859,0.9617705174048077,1.0172183595826456
LEG_0_NOMINAL,-0.12,-0.03,0.0,True,True,True,,0.5666666666666667,13.6,10.4,0.5878479508633715,0.0,22.187512350414032,28.77515435352716,14.101230445371915,21.814422729331962,12.431064829097311,32.1430407879061,1.0159773057335362,36.72099442375398,16.720582995276544,,,29.539523023819715,30.81650234561538,11.387624473379253,11.20214361977037,1.0006308434276783,0.9990775988961,0.9608600833127415,1.0159773057335362
LEG_0_NOMINAL,-0.12,-0.03,0.05,False,True,True,,0.6166666666666667,14.8,9.2,0.5878479508633715,0.0,25.081535700468038,32.52843535616114,18.019719812989447,19.85178122533307,12.431064829097311,32.06050845558214,1.0144257025713042,36.684936145941656,16.72125878097042,,,29.520117461513284,30.784459564442578,11.37863475402594,11.185035677136097,0.9999734934710722,0.9980387650752777,0.9601015526370089,1.0144257025713042
LEG_0_NOMINAL,-0.12,-0.03,0.1,False,True,True,,0.6666666666666666,16.0,8.0,0.5878479508633715,0.0,28.84376605553824,37.4077006595853,23.831079452678534,26.25398067050298,12.431064829097311,31.978129345786968,1.0124308430678708,36.65535397402115,16.722318345835653,,,29.503705472603283,30.74358940017588,11.371029613016136,11.163040399748883,0.9994175487358747,0.9967137456060298,0.9594598493176407,1.0124308430678708
