subject_id,direction,reference_candidate_id,neighbor_candidate_id,signed_beta_step,reference_j,neighbor_j,delta_j_neighbor_minus_reference,finite_difference_dj_dbeta,delta_sign,neighbor_is_descent
MYOLEG_VP_023,beta_extend_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0311,-0.0025,1.0000000000000002,0.9997493372600118,-0.0002506627399884165,0.1002650959953666,-1,True
MYOLEG_VP_023,beta_extend_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0313,0.0025,1.0000000000000002,1.0002707855692383,0.0002707855692380967,0.10831422769523869,1,False
MYOLEG_VP_025,beta_flex_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0287,-0.0025,0.9999999999999999,1.000223592891673,0.0002235928916730634,-0.08943715666922536,1,False
MYOLEG_VP_025,beta_flex_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0337,0.0025,0.9999999999999999,0.9997971097927052,-0.00020289020729469254,-0.08115608291787701,-1,True
MYOLEG_VP_025,beta_extend_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0311,-0.0025,0.9999999999999999,0.9997429254214004,-0.0002570745785994699,0.10282983143978797,-1,True
MYOLEG_VP_025,beta_extend_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0313,0.0025,0.9999999999999999,1.0002765515627388,0.00027655156273886927,0.11062062509554771,1,False
MYOLEG_VP_026,beta_flex_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0287,-0.0025,1.0,1.0002287166269377,0.00022871662693768613,-0.09148665077507445,1,False
MYOLEG_VP_026,beta_flex_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0337,0.0025,1.0,0.9997920116399722,-0.00020798836002777765,-0.08319534401111106,-1,True
MYOLEG_VP_026,beta_extend_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0311,-0.0025,1.0,0.9997379848876208,-0.00026201511237922137,0.10480604495168855,-1,True
MYOLEG_VP_026,beta_extend_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0313,0.0025,1.0,1.0002815297980885,0.00028152979808848677,0.11261191923539471,1,False
MYOLEG_VP_027,beta_flex_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0287,-0.0025,0.9999999999999998,1.0001967020160678,0.00019670201606802884,-0.07868080642721154,1,False
MYOLEG_VP_027,beta_flex_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0337,0.0025,0.9999999999999998,0.9998242182056047,-0.00017578179439503572,-0.07031271775801429,-1,True
MYOLEG_VP_027,beta_extend_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0311,-0.0025,0.9999999999999998,0.9997653382784593,-0.0002346617215405189,0.09386468861620756,-1,True
MYOLEG_VP_027,beta_extend_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0313,0.0025,0.9999999999999998,1.000254270536749,0.0002542705367492015,0.10170821469968061,1,False
