subject_i,subject_j,spearman_rank_correlation,kendall_tau_b
MYOLEG_VP_019,MYOLEG_VP_027,0.9999426394691572,0.9945435897435898
MYOLEG_VP_019,MYOLEG_VP_029,0.9999969525681986,0.9994871794871797
MYOLEG_VP_019,MYOLEG_VP_030,0.9998791349225855,0.991671794871795
MYOLEG_VP_019,MYOLEG_VP_031,0.9999943966576555,0.9990461538461539
MYOLEG_VP_021,MYOLEG_VP_022,0.9998374539198821,0.9902564102564104
MYOLEG_VP_021,MYOLEG_VP_023,0.9998337675104448,0.9900615384615387
MYOLEG_VP_021,MYOLEG_VP_025,0.999630818382895,0.9848820512820514
MYOLEG_VP_021,MYOLEG_VP_026,0.9995531088719587,0.9833230769230771
MYOLEG_VP_021,MYOLEG_VP_027,0.9999992135659868,0.9998461538461539
MYOLEG_VP_021,MYOLEG_VP_029,0.999948439420005,0.9949025641025642
MYOLEG_VP_021,MYOLEG_VP_030,0.9996856721553209,0.9860615384615385
MYOLEG_VP_021,MYOLEG_VP_031,0.9999206193167856,0.9934358974358976
MYOLEG_VP_022,MYOLEG_VP_023,0.9999986728926026,0.9997435897435899
MYOLEG_VP_022,MYOLEG_VP_025,0.999944114032932,0.9946256410256411
MYOLEG_VP_022,MYOLEG_VP_026,0.9999136397149178,0.9930666666666668
MYOLEG_VP_022,MYOLEG_VP_027,0.9998429098058492,0.9904102564102565
MYOLEG_VP_022,MYOLEG_VP_029,0.9999549766527402,0.9953538461538464
MYOLEG_VP_022,MYOLEG_VP_030,0.9999626443843697,0.9958051282051283
MYOLEG_VP_022,MYOLEG_VP_031,0.9999739985254363,0.996820512820513
MYOLEG_VP_023,MYOLEG_VP_025,0.9999461784222169,0.994820512820513
MYOLEG_VP_023,MYOLEG_VP_026,0.9999162939297126,0.9932615384615386
MYOLEG_VP_023,MYOLEG_VP_027,0.9998393217006637,0.9902153846153847
MYOLEG_VP_023,MYOLEG_VP_029,0.9999531580240846,0.9951589743589744
MYOLEG_VP_023,MYOLEG_VP_030,0.9999643647087736,0.9960000000000002
MYOLEG_VP_023,MYOLEG_VP_031,0.9999723765052839,0.9966256410256411
MYOLEG_VP_025,MYOLEG_VP_026,0.9999900221184567,0.9984410256410258
MYOLEG_VP_025,MYOLEG_VP_027,0.9996390267879086,0.9850358974358976
MYOLEG_VP_025,MYOLEG_VP_029,0.9998292455148686,0.9899794871794874
MYOLEG_VP_025,MYOLEG_VP_030,0.999992578029,0.998820512820513
MYOLEG_VP_025,MYOLEG_VP_031,0.9998716146473337,0.991446153846154
MYOLEG_VP_026,MYOLEG_VP_027,0.9995621528631113,0.9834769230769232
MYOLEG_VP_026,MYOLEG_VP_029,0.9997762103710987,0.9884205128205129
MYOLEG_VP_026,MYOLEG_VP_030,0.9999799459326617,0.9972615384615385
MYOLEG_VP_026,MYOLEG_VP_031,0.9998254116490539,0.9898871794871795
MYOLEG_VP_027,MYOLEG_VP_029,0.9999508970262965,0.9950564102564105
MYOLEG_VP_027,MYOLEG_VP_030,0.9996931432784469,0.9862153846153847
MYOLEG_VP_027,MYOLEG_VP_031,0.9999241091177193,0.9935897435897437
MYOLEG_VP_029,MYOLEG_VP_030,0.9998649791103466,0.9911589743589745
MYOLEG_VP_029,MYOLEG_VP_031,0.9999902678790858,0.9985333333333335
MYOLEG_VP_030,MYOLEG_VP_031,0.9999017449004671,0.9926256410256411
