authorization_id,iteration,policy_id,bundle_policy_id,coordinate,direction,bundle_length,start_trajectory_id,first_step_trajectory_id,endpoint_trajectory_id,start_alpha_hip,start_alpha_knee,start_alpha_phase,first_step_alpha_hip,first_step_alpha_knee,first_step_alpha_phase,endpoint_alpha_hip,endpoint_alpha_knee,endpoint_alpha_phase,intermediate_trajectory_ids,predicted_cumulative_delta_J,calibrated_uncertainty,uncertainty_percentile,uncertainty_stratification,meaningful_improvement_tolerance,bundle_lower_bound_margin,path_exists,formal_neighbor_continuous,same_axis,direction_consistent,mixed_axis,direction_reversal,all_intermediate_nodes_admissible,patient_envelope_compliant,all_nodes_model_supported,support_gate_percent,reference_provenance_valid,bundle_evidence_authorizes_next_step,selected_authorization,authorized_execution_count,queued_later_steps,authorization_lifetime,authorization_invalidated_after_execution,truth_used_for_authorization,case_id,subject_id,scenario_name,start_J_truth_posthoc,endpoint_J_truth_posthoc,truth_cumulative_delta_J_posthoc,truth_bundle_meaningful_improvement,bundle_induced_false_improvement,posthoc_truth_fed_back_to_policy
bundle_auth_283ce203fced220fcc765578,8,R3_G0_BUNDLE_SCALE_P99_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,phase,POSITIVE,3,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-5.000_p+0.00250,asym_h+0.000_k-5.000_p+0.00750,0,-5,0,0,-5,0.0025,0,-5,0.0075,asym_h+0.000_k-5.000_p+0.00250;asym_h+0.000_k-5.000_p+0.00500,-3.52860091711e-05,0.00519358473251,P99,SCALE_ONLY,0.005,-0.0101582987233,True,True,True,True,False,False,True,True,True,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.971198256615,-3.52860091571e-05,False,False,False
bundle_auth_212e7a09353f6d7c1c03636e,8,R3_G0_BUNDLE_SCALE_P99_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,phase,POSITIVE,5,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-5.000_p+0.00250,asym_h+0.000_k-5.000_p+0.01250,0,-5,0,0,-5,0.0025,0,-5,0.0125,asym_h+0.000_k-5.000_p+0.00250;asym_h+0.000_k-5.000_p+0.00500;asym_h+0.000_k-5.000_p+0.00750;asym_h+0.000_k-5.000_p+0.01000,-5.4676757998e-05,0.00792314538021,P99,SCALE_ONLY,0.005,-0.0128684686222,True,True,True,True,False,False,True,True,True,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.971178865866,-5.46767579752e-05,False,False,False
bundle_auth_fb550f4c54ae60b029bc9bd4,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,hip,NEGATIVE,2,asym_h+0.000_k+0.000_p+0.00000,asym_h-0.250_k+0.000_p+0.00000,asym_h-0.500_k+0.000_p+0.00000,0,0,0,-0.25,0,0,-0.5,0,0,asym_h-0.250_k+0.000_p+0.00000,0.000974700866361,0.00085683249595,P95,SCALE_AXIS,0.005,-0.00683153336231,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,1.00097470087,0.000974700866313,False,False,False
bundle_auth_8d085d5415c84dd2a0e1501c,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,hip,NEGATIVE,3,asym_h+0.000_k+0.000_p+0.00000,asym_h-0.250_k+0.000_p+0.00000,asym_h-0.750_k+0.000_p+0.00000,0,0,0,-0.25,0,0,-0.75,0,0,asym_h-0.250_k+0.000_p+0.00000;asym_h-0.500_k+0.000_p+0.00000,0.00146908239629,0.00134716249484,P95,SCALE_AXIS,0.005,-0.00781624489112,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,1.0014690824,0.00146908239621,False,False,False
bundle_auth_e0db2df0292823e77e9c681c,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,hip,NEGATIVE,5,asym_h+0.000_k+0.000_p+0.00000,asym_h-0.250_k+0.000_p+0.00000,asym_h-1.250_k+0.000_p+0.00000,0,0,0,-0.25,0,0,-1.25,0,0,asym_h-0.250_k+0.000_p+0.00000;asym_h-0.500_k+0.000_p+0.00000;asym_h-0.750_k+0.000_p+0.00000;asym_h-1.000_k+0.000_p+0.00000,0.00246721562233,0.00212597118685,P95,SCALE_AXIS,0.005,-0.00959318680919,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,1.00246721562,0.00246721562221,False,False,False
bundle_auth_92170ffe83517e534ddf732a,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,hip,POSITIVE,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.250_k+0.000_p+0.00000,asym_h+0.500_k+0.000_p+0.00000,0,0,0,0.25,0,0,0.5,0,0,asym_h+0.250_k+0.000_p+0.00000,-0.000971243391789,0.00085683249595,P95,SCALE_AXIS,0.005,-0.00488558910416,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,0.999028756608,-0.000971243391742,False,False,False
bundle_auth_4cbd1f7f7e7667d1ff7b3956,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,hip,POSITIVE,3,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.250_k+0.000_p+0.00000,asym_h+0.750_k+0.000_p+0.00000,0,0,0,0.25,0,0,0.75,0,0,asym_h+0.250_k+0.000_p+0.00000;asym_h+0.500_k+0.000_p+0.00000,-0.00144976030245,0.00134716249484,P95,SCALE_AXIS,0.005,-0.00489740219238,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,0.998550239698,-0.00144976030238,False,False,False
bundle_auth_327a9062da989604261d53d6,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,hip,POSITIVE,5,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.250_k+0.000_p+0.00000,asym_h+1.250_k+0.000_p+0.00000,0,0,0,0.25,0,0,1.25,0,0,asym_h+0.250_k+0.000_p+0.00000;asym_h+0.500_k+0.000_p+0.00000;asym_h+0.750_k+0.000_p+0.00000;asym_h+1.000_k+0.000_p+0.00000,-0.0023971292156,0.00212597118685,P95,SCALE_AXIS,0.005,-0.00472884197125,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,0.997602870785,-0.00239712921548,False,False,False
bundle_auth_8a8f97afcc9d4a21cf964f1e,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,knee,NEGATIVE,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-0.250_p+0.00000,asym_h+0.000_k-0.500_p+0.00000,0,0,0,0,-0.25,0,0,-0.5,0,asym_h+0.000_k-0.250_p+0.00000,-0.00296389175414,0.00279673276554,P95,SCALE_AXIS,0.005,-0.0048328410114,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,0.997036108246,-0.0029638917541,False,False,False
bundle_auth_f9df9b5c22c3d26432057559,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,knee,NEGATIVE,3,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-0.250_p+0.00000,asym_h+0.000_k-0.750_p+0.00000,0,0,0,0,-0.25,0,0,-0.75,0,asym_h+0.000_k-0.250_p+0.00000;asym_h+0.000_k-0.500_p+0.00000,-0.00443836783305,0.00428166669801,P95,SCALE_AXIS,0.005,-0.00484329886496,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,0.995561632167,-0.004438367833,False,False,False
bundle_auth_8ab3c6493a838d948bff2fce,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,knee,NEGATIVE,5,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-0.250_p+0.00000,asym_h+0.000_k-1.250_p+0.00000,0,0,0,0,-0.25,0,0,-1.25,0,asym_h+0.000_k-0.250_p+0.00000;asym_h+0.000_k-0.500_p+0.00000;asym_h+0.000_k-0.750_p+0.00000;asym_h+0.000_k-1.000_p+0.00000,-0.00737277804413,0.00706344672104,P95,SCALE_AXIS,0.005,-0.0046906686769,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,0.992627221956,-0.00737277804404,True,False,False
bundle_auth_0b0e28c60e8b1a48d88449e1,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,knee,POSITIVE,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.250_p+0.00000,asym_h+0.000_k+0.500_p+0.00000,0,0,0,0,0.25,0,0,0.5,0,asym_h+0.000_k+0.250_p+0.00000,0.00298258296694,0.00279673276554,P95,SCALE_AXIS,0.005,-0.0107793157325,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,1.00298258297,0.0029825829669,False,False,False
bundle_auth_cbdea1545e0335d374d651a5,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,knee,POSITIVE,3,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.250_p+0.00000,asym_h+0.000_k+0.750_p+0.00000,0,0,0,0,0.25,0,0,0.75,0,asym_h+0.000_k+0.250_p+0.00000;asym_h+0.000_k+0.500_p+0.00000,0.00448136400751,0.00428166669801,P95,SCALE_AXIS,0.005,-0.0137630307055,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,1.00448136401,0.00448136400746,False,False,False
bundle_auth_4edebd2d547dd6086f6151d1,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,knee,POSITIVE,5,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.250_p+0.00000,asym_h+0.000_k+1.250_p+0.00000,0,0,0,0,0.25,0,0,1.25,0,asym_h+0.000_k+0.250_p+0.00000;asym_h+0.000_k+0.500_p+0.00000;asym_h+0.000_k+0.750_p+0.00000;asym_h+0.000_k+1.000_p+0.00000,0.00749354706133,0.00706344672104,P95,SCALE_AXIS,0.005,-0.0195569937824,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,1.00749354706,0.00749354706123,False,False,False
bundle_auth_e06f27f35e99f29bc8390dcb,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,phase,NEGATIVE,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.00250,asym_h+0.000_k+0.000_p-0.00500,0,0,0,0,0,-0.0025,0,0,-0.005,asym_h+0.000_k+0.000_p-0.00250,4.80682563919e-05,6.27649060742e-05,P95,SCALE_AXIS,0.005,-0.00511083316247,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,1.00004806826,4.80682563802e-05,False,False,False
bundle_auth_cd3319edb4bbcac052c47f0f,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,phase,NEGATIVE,3,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.00250,asym_h+0.000_k+0.000_p-0.00750,0,0,0,0,0,-0.0025,0,0,-0.0075,asym_h+0.000_k+0.000_p-0.00250;asym_h+0.000_k+0.000_p-0.00500,7.34552709676e-05,9.18674196924e-05,P95,SCALE_AXIS,0.005,-0.00516532269066,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,1.00007345527,7.34552709496e-05,False,False,False
bundle_auth_d7c887f18c574e192ec91c5f,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,phase,NEGATIVE,5,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.00250,asym_h+0.000_k+0.000_p-0.01250,0,0,0,0,0,-0.0025,0,0,-0.0125,asym_h+0.000_k+0.000_p-0.00250;asym_h+0.000_k+0.000_p-0.00500;asym_h+0.000_k+0.000_p-0.00750;asym_h+0.000_k+0.000_p-0.01000,0.000126565989707,0.000163489330986,P95,SCALE_AXIS,0.005,-0.00529005532069,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,1.00012656599,0.000126565989677,False,False,False
bundle_auth_cf42fbe98709d50c6ea02ee7,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,phase,POSITIVE,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.00250,asym_h+0.000_k+0.000_p+0.00500,0,0,0,0,0,0.0025,0,0,0.005,asym_h+0.000_k+0.000_p+0.00250,-4.55288041314e-05,6.27649060742e-05,P95,SCALE_AXIS,0.005,-0.00501723610194,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,0.999954471196,-4.55288041202e-05,False,False,False
bundle_auth_5c40a4f5534c874017e10312,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,phase,POSITIVE,3,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.00250,asym_h+0.000_k+0.000_p+0.00750,0,0,0,0,0,0.0025,0,0,0.0075,asym_h+0.000_k+0.000_p+0.00250;asym_h+0.000_k+0.000_p+0.00500,-6.68993619088e-05,9.18674196924e-05,P95,SCALE_AXIS,0.005,-0.00502496805778,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,0.999933100638,-6.68993618921e-05,False,False,False
bundle_auth_e920212fbc68d4e711a7f425,1,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,phase,POSITIVE,5,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.00250,asym_h+0.000_k+0.000_p+0.01250,0,0,0,0,0,0.0025,0,0,0.0125,asym_h+0.000_k+0.000_p+0.00250;asym_h+0.000_k+0.000_p+0.00500;asym_h+0.000_k+0.000_p+0.00750;asym_h+0.000_k+0.000_p+0.01000,-0.00010715262485,0.000163489330986,P95,SCALE_AXIS,0.005,-0.00505633670614,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,1,0.999892847375,-0.000107152624822,False,False,False
bundle_auth_a5ec1a6177ef7b0db9d8e781,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,hip,NEGATIVE,2,asym_h+0.000_k-5.000_p+0.00000,asym_h-0.250_k-5.000_p+0.00000,asym_h-0.500_k-5.000_p+0.00000,0,-5,0,-0.25,-5,0,-0.5,-5,0,asym_h-0.250_k-5.000_p+0.00000,0.000904145892747,0.00085683249595,P95,SCALE_AXIS,0.005,-0.0067609783887,True,True,True,True,False,False,True,True,True,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.972137688516,0.000904145892702,False,False,False
bundle_auth_c6b7e8bfc0ea49faf447785d,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,hip,NEGATIVE,3,asym_h+0.000_k-5.000_p+0.00000,asym_h-0.250_k-5.000_p+0.00000,asym_h-0.750_k-5.000_p+0.00000,0,-5,0,-0.25,-5,0,-0.75,-5,0,asym_h-0.250_k-5.000_p+0.00000;asym_h-0.500_k-5.000_p+0.00000,0.0013633259811,0.00134716249484,P95,SCALE_AXIS,0.005,-0.00771048847594,True,True,True,True,False,False,True,True,True,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.972596868605,0.00136332598103,False,False,False
bundle_auth_eaad6ac5c5b28c68a8d282a9,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,hip,NEGATIVE,5,asym_h+0.000_k-5.000_p+0.00000,asym_h-0.250_k-5.000_p+0.00000,asym_h-1.250_k-5.000_p+0.00000,0,-5,0,-0.25,-5,0,-1.25,-5,0,asym_h-0.250_k-5.000_p+0.00000;asym_h-0.500_k-5.000_p+0.00000;asym_h-0.750_k-5.000_p+0.00000;asym_h-1.000_k-5.000_p+0.00000,0.00229104117515,0.00212597118685,P95,SCALE_AXIS,0.005,-0.009417012362,True,True,True,True,False,False,True,True,True,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.973524583799,0.00229104117503,False,False,False
bundle_auth_fff18c218dd68365a201d391,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,hip,POSITIVE,2,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.250_k-5.000_p+0.00000,asym_h+0.500_k-5.000_p+0.00000,0,-5,0,0.25,-5,0,0.5,-5,0,asym_h+0.250_k-5.000_p+0.00000,-0.000901036265229,0.00085683249595,P95,SCALE_AXIS,0.005,-0.00495579623072,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.970332506358,-0.000901036265184,False,False,False
bundle_auth_a490cea73d761777ef3c186d,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,hip,POSITIVE,3,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.250_k-5.000_p+0.00000,asym_h+0.750_k-5.000_p+0.00000,0,-5,0,0.25,-5,0,0.75,-5,0,asym_h+0.250_k-5.000_p+0.00000;asym_h+0.500_k-5.000_p+0.00000,-0.00134437213956,0.00134716249484,P95,SCALE_AXIS,0.005,-0.00500279035528,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.969889170484,-0.00134437213949,False,False,False
bundle_auth_e2db0ba639736988786350db,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,hip,POSITIVE,5,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.250_k-5.000_p+0.00000,asym_h+1.250_k-5.000_p+0.00000,0,-5,0,0.25,-5,0,1.25,-5,0,asym_h+0.250_k-5.000_p+0.00000;asym_h+0.500_k-5.000_p+0.00000;asym_h+0.750_k-5.000_p+0.00000;asym_h+1.000_k-5.000_p+0.00000,-0.00222138842023,0.00212597118685,P95,SCALE_AXIS,0.005,-0.00490458276662,True,True,True,True,False,False,True,True,False,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.969012154204,-0.00222138842012,False,False,False
bundle_auth_a093903f41d39ba28565229d,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,knee,NEGATIVE,2,,,,0,-5,0,0,-5.25,0,0,-5.5,0,,,0.00279673276554,P95,SCALE_AXIS,0.005,,False,False,True,True,False,False,False,False,False,90,False,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,,,,False,False,False
bundle_auth_3a72caca81c9cdda4ac61b74,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,knee,NEGATIVE,3,,,,0,-5,0,0,-5.25,0,0,-5.75,0,,,0.00428166669801,P95,SCALE_AXIS,0.005,,False,False,True,True,False,False,False,False,False,90,False,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,,,,False,False,False
bundle_auth_fabeca53fdaa02fc5a7af8de,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,knee,NEGATIVE,5,,,,0,-5,0,0,-5.25,0,0,-6.25,0,,,0.00706344672104,P95,SCALE_AXIS,0.005,,False,False,True,True,False,False,False,False,False,90,False,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,,,,False,False,False
bundle_auth_9feaf428355228900d5c037a,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,knee,POSITIVE,2,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-4.750_p+0.00000,asym_h+0.000_k-4.500_p+0.00000,0,-5,0,0,-4.75,0,0,-4.5,0,asym_h+0.000_k-4.750_p+0.00000,0.00279018225159,0.00279673276554,P95,SCALE_AXIS,0.005,-0.0105869150171,True,True,True,True,False,False,True,True,True,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.974023724875,0.00279018225156,False,False,False
bundle_auth_be8415f0f28d0021cacb82d0,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,knee,POSITIVE,3,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-4.750_p+0.00000,asym_h+0.000_k-4.250_p+0.00000,0,-5,0,0,-4.75,0,0,-4.25,0,asym_h+0.000_k-4.750_p+0.00000;asym_h+0.000_k-4.500_p+0.00000,0.00419242960521,0.00428166669801,P95,SCALE_AXIS,0.005,-0.0134740963032,True,True,True,True,False,False,True,True,True,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.975425972229,0.00419242960516,False,False,False
bundle_auth_f5e3b49d598e2b6550245dc9,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,knee,POSITIVE,5,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-4.750_p+0.00000,asym_h+0.000_k-3.750_p+0.00000,0,-5,0,0,-4.75,0,0,-3.75,0,asym_h+0.000_k-4.750_p+0.00000;asym_h+0.000_k-4.500_p+0.00000;asym_h+0.000_k-4.250_p+0.00000;asym_h+0.000_k-4.000_p+0.00000,0.00701126570825,0.00706344672104,P95,SCALE_AXIS,0.005,-0.0190747124293,True,True,True,True,False,False,True,True,True,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.978244808332,0.00701126570817,False,False,False
bundle_auth_2235ebbecc22ecc690cdfbdb,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,phase,NEGATIVE,2,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-5.000_p-0.00250,asym_h+0.000_k-5.000_p-0.00500,0,-5,0,0,-5,-0.0025,0,-5,-0.005,asym_h+0.000_k-5.000_p-0.00250,2.76878244568e-05,6.27649060742e-05,P95,SCALE_AXIS,0.005,-0.00509045273053,True,True,True,True,False,False,True,True,True,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.971261230448,2.7687824447e-05,False,False,False
bundle_auth_c2b1e5d83316faed73db8020,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,phase,NEGATIVE,3,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-5.000_p-0.00250,asym_h+0.000_k-5.000_p-0.00750,0,-5,0,0,-5,-0.0025,0,-5,-0.0075,asym_h+0.000_k-5.000_p-0.00250;asym_h+0.000_k-5.000_p-0.00500,4.27219439734e-05,9.18674196924e-05,P95,SCALE_AXIS,0.005,-0.00513458936367,True,True,True,True,False,False,True,True,True,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.971276264568,4.27219439584e-05,False,False,False
bundle_auth_4b804ef7590f7da9fa7ad9be,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,phase,NEGATIVE,5,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-5.000_p-0.00250,asym_h+0.000_k-5.000_p-0.01250,0,-5,0,0,-5,-0.0025,0,-5,-0.0125,asym_h+0.000_k-5.000_p-0.00250;asym_h+0.000_k-5.000_p-0.00500;asym_h+0.000_k-5.000_p-0.00750;asym_h+0.000_k-5.000_p-0.01000,7.51907253358e-05,0.000163489330986,P95,SCALE_AXIS,0.005,-0.00523868005632,True,True,True,True,False,False,True,True,True,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.971308733349,7.51907253105e-05,False,False,False
bundle_auth_61c32e1a7ded47fc81c2d354,7,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,BUNDLE_SUPPORTED_ONE_STEP_COMMITMENT_V1,phase,POSITIVE,2,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-5.000_p+0.00250,asym_h+0.000_k-5.000_p+0.00500,0,-5,0,0,-5,0.0025,0,-5,0.005,asym_h+0.000_k-5.000_p+0.00250,-2.43366117665e-05,6.27649060742e-05,P95,SCALE_AXIS,0.005,-0.00503842829431,True,True,True,True,False,False,True,True,True,90,True,False,False,0,False,CURRENT_ITERATION_ONLY,False,False,baseline__matched_linear,baseline,matched_linear,0.971233542624,0.971209206012,-2.43366117569e-05,False,False,False
