rom_protocol_version,theta_shank_definition,q_hip_rad,q_knee_rad,theta_shank_rad,q_hip_deg,q_knee_deg,x_knee,z_knee,x_pull,z_pull,reachable,near_singular,jacobian_determinant,jacobian_condition_number,jacobian_near_singular,jacobian_mapping_valid
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.5184364492350666,-0.5061454830783554,58.0,87.0,0.22256609097794605,0.35618020038569886,0.4849520031197648,0.21073731431179782,True,False,0.12582732137907623,2.5442211765527456,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.53588974175501,-0.5235987755982987,58.0,88.0,0.22256609097794605,0.35618020038569886,0.4823737121132777,0.20618020038569893,True,False,0.12592324420440607,2.50016322075965,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.5533430342749532,-0.541052068118242,58.0,89.0,0.22256609097794605,0.35618020038569886,0.47971628118857973,0.20166877791268265,True,False,0.12598080958970526,2.4568945544448786,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.5707963267948966,-0.5585053606381853,58.0,90.0,0.22256609097794605,0.35618020038569886,0.4769805198248739,0.1972044211157374,True,False,0.12600000000000003,2.4143877498964077,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.5882496193148399,-0.5759586531581287,58.0,91.0,0.22256609097794605,0.35618020038569886,0.4741672613615733,0.19278848988119077,True,False,0.1259808095897053,2.3726165654631135,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.6057029118347832,-0.593411945678072,58.0,92.0,0.22256609097794605,0.35618020038569886,0.47127736274445853,0.18842232934447484,True,False,0.12592324420440607,2.3315558808580037,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.6231562043547265,-0.6108652381980153,58.0,93.0,0.22256609097794605,0.35618020038569886,0.4683117042646436,0.18410726948038506,True,False,0.1258273213790763,2.2911816366394846,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.6406094968746698,-0.6283185307179586,58.0,94.0,0.22256609097794605,0.35618020038569886,0.46527118929043026,0.17984462469795692,True,False,0.12569307033273783,2.2514707775612317,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.6580627893946132,-0.6457718232379019,58.0,95.0,0.22256609097794605,0.35618020038569886,0.4621567439921339,0.1756356934400844,True,False,0.12552053195955992,2.2124011995078248,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.6755160819145565,-0.6632251157578453,58.0,96.0,0.22256609097794605,0.35618020038569886,0.4589693170599626,0.17148175778800137,True,False,0.12530975881640238,2.1739516997571973,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.6929693744344996,-0.6806784082777884,58.0,97.0,0.22256609097794605,0.35618020038569886,0.4557098794150374,0.16738408307074767,True,False,0.1250608151068066,2.1361019303330178,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.710422666954443,-0.6981317007977317,58.0,98.0,0.22256609097794605,0.35618020038569886,0.4523794239136395,0.1633439174797371,True,False,0.12477377666143784,2.0988323542300473,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.7278759594743862,-0.715584993317675,58.0,99.0,0.22256609097794605,0.35618020038569886,0.44897896504477763,0.15936249168854671,True,False,0.12444873091498732,2.062124204314006,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.7453292519943295,-0.7330382858376183,58.0,100.0,0.22256609097794605,0.35618020038569886,0.4455095386211644,0.15544101847804143,True,False,0.12408577687953821,2.025959444714412,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.7627825445142729,-0.7504915783575616,58.0,101.0,0.22256609097794605,0.35618020038569886,0.4419722014636972,0.15158069236694932,True,False,0.12368502511440564,1.9903207345446003,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.7802358370342162,-0.767944870877505,58.0,102.0,0.22256609097794605,0.35618020038569886,0.43836803107954136,0.1477826892479997,True,False,0.12324659769245949,1.9551913937978935,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.7976891295541595,-0.7853981633974483,58.0,103.0,0.22256609097794605,0.35618020038569886,0.4346981253339103,0.14404816602973464,True,False,0.1227706281629396,1.9205553712827426,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.8151424220741028,-0.8028514559173916,58.0,104.0,0.22256609097794605,0.35618020038569886,0.4309636021156452,0.14037826028410355,True,False,0.12225726151077551,1.886397214473113,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.8325957145940461,-0.8203047484373349,58.0,105.0,0.22256609097794605,0.35618020038569886,0.4271655989966956,0.13677408989994774,True,False,0.12170665411242255,1.852702041163302,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.8500490071139892,-0.837758040957278,58.0,106.0,0.22256609097794605,0.35618020038569886,0.42330527288560355,0.13323675274248062,True,False,0.12111897368822817,1.819455512829529,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.8675022996339325,-0.8552113334772213,58.0,107.0,0.22256609097794605,0.35618020038569886,0.41938379967509826,0.1297673263188673,True,False,0.12049439925134248,1.7866438096139834,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.8849555921538759,-0.8726646259971647,58.0,108.0,0.22256609097794605,0.35618020038569886,0.4154023738839079,0.12636686745000547,True,False,0.11983312105318937,1.7542536068614105,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.9024088846738192,-0.890117918517108,58.0,109.0,0.22256609097794605,0.35618020038569886,0.41136220829289727,0.12303641194860765,True,False,0.11913534052551387,1.7222720531542137,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.9198621771937625,-0.9075712110370513,58.0,110.0,0.22256609097794605,0.35618020038569886,0.4072645335756436,0.11977697430368231,True,False,0.11840127021902445,1.6906867498105453,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.9373154697137058,-0.9250245035569946,58.0,111.0,0.22256609097794605,0.35618020038569886,0.4031105979235605,0.11658954737151103,True,False,0.1176311337386474,1.659485731832218,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.9547687622336491,-0.9424777960769379,58.0,112.0,0.22256609097794605,0.35618020038569886,0.398901666665688,0.11347510207321465,True,False,0.11682516567541516,1.628657450317572,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.9722220547535925,-0.9599310885968813,58.0,113.0,0.22256609097794605,0.35618020038569886,0.39463902188325983,0.11043458709900134,True,False,0.11598361153500746,1.5981907563914486,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,1.9896753472735358,-0.9773843811168246,58.0,114.0,0.22256609097794605,0.35618020038569886,0.3903239620191701,0.10746892861918636,True,False,0.11510672766296767,1.5680748867548204,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,2.007128639793479,-0.9948376736367677,58.0,115.0,0.22256609097794605,0.35618020038569886,0.3859578014824542,0.1045790300020717,True,False,0.1141947811666179,1.538299451027026,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,2.0245819323134224,-1.0122909661567112,58.0,116.0,0.22256609097794605,0.35618020038569886,0.38154187024790753,0.10176577153877109,True,False,0.11324804983369499,1.5088544211549233,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,2.0420352248333655,-1.0297442586766543,58.0,117.0,0.22256609097794605,0.35618020038569886,0.3770775134509623,0.09903001017506519,True,False,0.11226682204773436,1.4797301233128857,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,2.059488517353309,-1.0471975511965979,58.0,118.0,0.22256609097794605,0.35618020038569886,0.372566090977946,0.09637257925036724,True,False,0.11125139670022476,1.4509172329438917,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,2.076941809873252,-1.064650843716541,58.0,119.0,0.22256609097794605,0.35618020038569886,0.3680089770518472,0.09379428824388014,True,False,0.11020208309956385,1.4224067739431963,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,2.0943951023931953,-1.082104136236484,58.0,120.0,0.22256609097794605,0.35618020038569886,0.36340755981371337,0.09129592252802082,True,False,0.10911920087683925,1.3941901235451608,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,2.111848394913139,-1.0995574287564276,58.0,121.0,0.22256609097794605,0.35618020038569886,0.3587632408998101,0.08887824312918852,True,False,0.10800307988846616,1.3662590253892053,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,1.0122909661567112,2.129301687433082,-1.1170107212763707,58.0,122.0,0.22256609097794605,0.35618020038569886,0.3540774350146694,0.0865419864959488,True,False,0.10685406011570968,1.3386056147853824,False,True
